0,1
land cover pattern,"{0, -1}"
used multivariate regression,{-1}
multivariate regression technique,{-1}
otherwise biased parameter,{-1}
biased parameter estimate,{-1}
using hydrological modeling,{-1}
watershed soil erosion,{-1}
largest patch index,"{0, -1}"
patch cohesion index,"{2, -1}"
patch land cover,{-1}
land cover type,"{0, 2, -1}"
significantly accelerate soilerosion,{-1}
increase sediment export,{-1}
providing quantitative information,{-1}
allow decision maker,{-1}
make better choice,{-1}
choice regarding landscape,{-1}
regarding landscape planning,{-1}
remote sensing data,"{0, 3, 12, 13, -1}"
geographic information system,"{0, 3, 6, 8, -1}"
simple plsr approach,{-1}
building energy disclosure,{-1}
energy efficiency market,{-1}
carbon reduction plan,{-1}
using training data,{-1}
energy disclosure policy,{-1}
use statistical model,{-1}
energy use attribute,{-1}
energy use data,{-1}
support vector regression,"{0, -1}"
energy benchmarking data,{-1}
natural gas use,{-1}
zip code level,{-1}
using actual consumption,{-1}
actual consumption data,{-1}
ols model performs,{-1}
lowest mean absolute,{-1}
mean absolute error,"{0, 2, -1}"
predicting energy use,{-1}
predicted electric energy,{-1}
electric energy use,{-1}
energy use intensity,{-1}
mean absolute log,{-1}
absolute log accuracy,{-1}
log accuracy ratio,{-1}
higher consumption level,{-1}
higher electric consumption,{-1}
larger building use,{-1}
use less energy,{-1}
per square foot,{-1}
shared party wall,{-1}
lower natural gas,{-1}
gas use intensity,{-1}
using actual data,{-1}
relatively small subset,{-1}
spatial heterogeneity perspective,{-1}
landscape pattern change,"{0, -1}"
urban ecological management,{-1}
using four landscape,{-1}
geographically weighted regression,"{0, 4, 13, -1}"
gross domestic production,{-1}
urban landscape pattern,{-1}
different urbanization mode,{-1}
spatial differentiation characteristic,{-1}
using image recognition,{-1}
cultural ecosystem service,{-1}
social medium photographs,{-1}
mapping cultural ecosystem,{-1}
mapping cultural use,{-1}
manual content analysis,{-1}
automating content analysis,{-1}
ecosystem service assessment,{-1}
particular natural attraction,{-1}
high vegetation cover,{-1}
inform urban planning,{-1}
urban water resource,{-1}
water resource management,"{13, -1}"
using artificial intelligence,"{1, 5, -1, 9}"
artificial intelligence technique,"{1, -1, 9}"
properly controlled water,{-1}
controlled water resource,{-1}
conventional water system,{-1}
sustainable water resource,{-1}
sustainable water development,{-1}
adaptive intelligent approach,{-1}
intelligence modeling improves,{-1}
modeling improves water,{-1}
improves water efficiency,{-1}
numeric ai tool,{-1}
human intellectual skill,{-1}
dynamic water resource,{-1}
resource management issue,{-1}
released locational constraint,{-1}
efficient environmental planning,{-1}
local economic efficiency,{-1}
mapping urban form,{-1}
city block level,{-1}
open space area,{-1}
mapping distinct type,{-1}
along contour parallel,{-1}
urban block boundary,{-1}
identifying different type,"{0, -1}"
decision tree classification,{-1}
urban form classification,{-1}
analysing urban landscape,{-1}
serious fine particulate,{-1}
fine particulate matter,"{2, -1}"
corresponding landscape pattern,{-1}
six urban agglomeration,{-1}
four landscape index,{-1}
represent land use,{-1}
landscape index refer,{-1}
fractal dimension index,{-1}
potential urban planning,{-1}
land use coverage,{-1}
relatively large scale,{-1}
