DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI
5,126.0,2013,Article,Partial least-squares regression for linking land-cover patterns to soil erosion and sediment yield in watersheds,"There are strong ties between land cover patterns and soil erosion and sediment yield in watersheds. The spatial configuration of land cover has recently become an important aspect of the study of geomorphological processes related to erosion within watersheds. Many studies have used multivariate regression techniques to explore the response of soil erosion and sediment yield to land cover patterns in watersheds. However, many landscape metrics are highly correlated and may result in redundancy, which violates the assumptions of a traditional least-squares approach, thus leading to singular solutions or otherwise biased parameter estimates and confidence intervals. Here, we investigated the landscape patterns within watersheds in the Upper Du River watershed (8973km2) in China and examined how the spatial patterns of land cover are related to the soil erosion and sediment yield of watersheds using hydrological modeling and partial least-squares regression (PLSR). The results indicate that the watershed soil erosion and sediment yield are closely associated with the land cover patterns. At the landscape level, landscape characteristics, such as Shannon's diversity index (SHDI), aggregation index (AI), largest patch index (LPI), contagion (CONTAG), and patch cohesion index (COHESION), were identified as the primary metrics controlling the watershed soil erosion and sediment yield. The landscape characteristics in watersheds could account for as much as 65% and 74% of the variation in soil erosion and sediment yield, respectively. Greater interspersion and an increased number of patch land cover types may significantly accelerate soilerosion and increase sediment export. PLSR can be used to simply determine the relationships between land-cover patterns and watershed soil erosion and sediment yield, providing quantitative information to allow decision makers to make better choices regarding landscape planning. With readily available remote sensing data and rapid developments in geographic information system (GIS) technology, this practical and simple PLSR approach could be applied to a variety of other watersheds. © 2013 Elsevier B.V.",Co-dependent data; Landscape metrics; Sediment delivery ratio; Sediment yield; Soil erosion,"Shi Z.H., Ai L., Li X., Huang X.D., Wu G.L., Liao W.",10.1016/j.jhydrol.2013.06.031
8,101.0,2017,Article,A data-driven predictive model of city-scale energy use in buildings,"Many cities across the United States have turned to building energy disclosure (or benchmarking) laws to encourage transparency in energy efficiency markets and to support sustainability and carbon reduction plans. In addition to direct peer-to-peer comparisons, the benchmarking data published under these laws have been used as a tool by researchers and policy-makers to study the distribution and determinants of energy use in large buildings. However, these policies only cover a small subset of the building stock in a given city, and thus capture only a fraction of energy use at the urban scale. To overcome this limitation, we develop a predictive model of energy use at the building, district, and city scales using training data from energy disclosure policies and predictors from widely-available property and zoning information. We use statistical models to predict the energy use of 1.1 million buildings in New York City using the physical, spatial, and energy use attributes of a subset derived from 23,000 buildings required to report energy use data each year. Linear regression (OLS), random forest, and support vector regression (SVM) algorithms are fit to the city's energy benchmarking data and then used to predict electricity and natural gas use for every property in the city. Model accuracy is assessed and validated at the building level and zip code level using actual consumption data from calendar year 2014. We find the OLS model performs best when generalizing to the City as a whole, and SVM results in the lowest mean absolute error for predicting energy use within the LL84 sample. Our median predicted electric energy use intensity for office buildings is 71.2 kbtu/sf and for residential buildings is 31.2 kbtu/sf with mean absolute log accuracy ratio of 0.17. Building age is found to be a significant predictor of energy use, with newer buildings (particularly those built since 1991) found to have higher consumption levels than those constructed before 1930. We also find higher electric consumption in office and retail buildings, although the sign is reversed for natural gas. In general, larger buildings use less energy per square foot, while taller buildings with more stories, controlling for floor area, use more energy per square foot. Attached buildings – those with adjacent buildings and a shared party wall – are found to have lower natural gas use intensity. The results demonstrate that electricity consumption can be reliably predicted using actual data from a relatively small subset of buildings, while natural gas use presents a more complicated problem given the bimodal distribution of consumption and infrastructure availability. © 2017 Elsevier Ltd",Building energy; Energy efficiency; Energy prediction; Machine learning; Urban dynamics,"Kontokosta C.E., Tull C.",10.1016/j.apenergy.2017.04.005
10,94.0,2017,Article,"Urbanization impact on landscape patterns in Beijing City, China: A spatial heterogeneity perspective","The temporal and spatial characteristics of landscape pattern change can reflect the spatial impact of urbanization on the ecological environment. Studying the relationship between urbanization and landscape patterns can provide supports for urban ecological management. Previous studies have examined the quantitative relationship between the social economy and landscape patterns of an entire region, but have not considered the spatial non-stability of this relationship. In this study, we characterized the landscape patterns in Beijing City, China during 2000 and 2010 using four landscape metrics, i.e. patch density (PD), edge density (ED), Shannon's diversity index (SHDI) and the aggregation index (AI). Geographically weighted regression (GWR) was employed to identify the spatial heterogeneity and evolution characteristics of the relationship between the urbanization of population density (POP), gross domestic production (GDP) and nighttime lighting (NTL), and landscape patterns. The evolution of urban landscape patterns indicated a decentralized, aggregated, and fragmented change from the downtown to the suburb and outer suburb. During the 10-year period, the average PD in the downtown increased by 100.6%, and the increase of AI in the suburb was the largest. The PD, ED and SHDI increased by different degrees in the outer suburb. The influences of different urbanization modes on landscape patterns were also different. Infilling mode made the landscape patterns more regular and integrated. The landscape was more broken and complicated under the edge-expanding mode, and the leapfrog mode made PD and SHDI increase slightly. In the relationship interpretation, GWR effectively identified the spatial heterogeneity, and improved the explanatory ability compared to ordinary least squares (OLS). The most intense response to urbanization was the forest landscape and the forest-cultivated land ecotone in the northwest of Beijing City, indicating that this region was ecologically fragile. The population density in the urbanization index had a direct effect on landscape patterns, while the PD affected by urbanization was greater than the shape, aggregation and diversity index. Affected by development policy, urban planning and other factors, the explanation degree of social economy to landscape patterns decreased in 2010. GWR is an effective method for quantifying the spatial differentiation characteristics of urbanization impacts on landscape patterns, which can provide more spatial information and decision criteria for the green development of a compact city. © 2017 Elsevier Ltd","Compact green city Beijing City, China; GWR; Landscape metrics;Urbanization mode","Huilei L., Jian P., Yanxu L., Yi'na H.",10.1016/j.ecolind.2017.06.032
14,86.0,2018,Article,Using image recognition to automate assessment of cultural ecosystem services from social media photographs,"Quantifying and mapping cultural ecosystem services is complex because of their intangibility. Data from social media, such as geo-tagged photographs, have been proposed for mapping cultural use or appreciation of ecosystems. However, manual content analysis and classification of large numbers of photographs is time consuming. This study develops a novel method for automating content analysis of social media photographs for ecosystem services assessment. The approach applies an online machine learning algorithm – Google Cloud Vision – to analyse over 20,000 photographs from Singapore, and uses hierarchical clustering to group these photographs. The accuracy of the classification was assessed by comparison with manual classification. Over 20% of photographs were taken of nature, being of animals or plants. The distribution of nature photographs was concentrated around particular natural attractions, and nature photographs were more likely to occur in parks and areas of high vegetation cover. The approach developed for clustering photographs was accurate and saved approximately 170 h of manual work. The method provides an indicator of cultural ecosystem services that can be applied rapidly over large areas. Automated assessment and mapping of cultural ecosystem services could be used to inform urban planning. © 2017 Elsevier B.V.",Machine learning; Recreation; Recreational ecosystem services; Singapore; Urban ecology,"Richards D.R., Tunçer B., Tunçer B.",10.1016/j.ecoser.2017.09.004
35,40.0,2021,Article,Urban water resource management for sustainable environment planning using artificial intelligence techniques,"In the current era, water is a significant resource for socio-economic growth and the protection of healthy environments. Properly controlled water resources are considered a vital part of development, which reduces poverty and equity. Conventional Water system Management maximizes the existing water flows available to satisfy all competing demands, including on-site water and groundwater. Therefore, Climatic change would intensify the specific challenges in water resource management by contributing to uncertainty. Sustainable water resources management is an essential process for ensuring the earth's life and the future. Nonlinear effects, stochastic dynamics, and hydraulic constraints are challenging in ecological planning for sustainable water development. In this paper, Adaptive Intelligent Dynamic Water Resource Planning (AIDWRP) has been proposed to sustain the urban areas' water environment. Here, an adaptive intelligent approach is a subset of the Artificial Intelligence (AI) technique in which environmental planning for sustainable water development has been modeled effectively. Artificial intelligence modeling improves water efficiency by transforming information into a leaner process, improving decision-making based on data-driven by combining numeric AI tools and human intellectual skills. In AIDWRP, Markov Decision Process (MDP) discusses the dynamic water resource management issue with annual use and released locational constraints that develop sensitivity-driven methods to optimize several efficient environmental planning and management policies. Consequently, there is a specific relief from the engagement of supply and demand for water resources, and substantial improvements in local economic efficiency have been simulated with numerical outcomes. © 2020 Elsevier Inc.",Artificial intelligence Markov process; Ecology; Environment management; Environment planning; Water,"Xiang X., Li Q., Khan S., Khalaf O.I.",10.1016/j.eiar.2020.106515
36,39.0,2017,Article,Mapping urban form and function at city block level using spatial metrics,"This paper focuses on the potential of urban metrics describing the presence and the configuration of built-up and open space areas for mapping distinct types of urban form and function at city block level. Next to traditional, patch-based metrics used in landscape ecology, alternative metrics are proposed, measuring the presence and the spatial arrangement of built-up and open space areas along a set of radial transects, along contours parallel to the urban block boundary and along the block's perimeter, as well as metrics describing the internal composition of the built-up area. Use of the proposed metrics for identifying different types of urban form and function was tested on the Brussels Capital Region. Large-scale vector data was used to define built-up structures and to analyse the morphological properties of the built-up area at block level. Decision tree classification was applied in conjunction with bootstrap aggregation to gain insight in the distinctive character of the defined metrics, and the robustness of land use and urban form classification based on these metrics. Our study points out the shortcomings of traditional landscape ecological metrics for mapping urban form and emphasizes the need for alternative approaches for analysing urban landscapes, more explicitly describing the morphological characteristics of the urban fabric. © 2017 Elsevier B.V.",Brussels Capital Region; Land use; Machine learning; Spatial metrics; Urban form; Urban function,"Vanderhaegen S., Canters F.",10.1016/j.landurbplan.2017.05.023
42,36.0,2017,Article,Scale- and region-dependence in landscape-PM2.5 correlation: Implications for urban planning,"Under rapid urbanization, many cities in China suffer from serious fine particulate matter (PMPM2.5) pollution. As the emission sources or adsorption sinks, land use and the corresponding landscape pattern unavoidably affect the concentration. However, the correlation varies with different regions and scales, leaving a significant gap for urban planning. This study clarifies the correlation with the aid of in situ and satellite-based spatial datasets over six urban agglomerations in China. Two coverage and four landscape indices are adopted to represent land use and landscape pattern. Specifically, the coverage indices include the area ratios of forest (F_PLAND) and built-up areas (C_PLAND). The landscape indices refer to the perimeter-area fractal dimension index (PAFRAC), interspersion and juxtaposition index (IJI), aggregation index (AI), Shannon's diversity index (SHDI). Then, the correlation between PMPM2.5 concentration with the selected indices are evaluated from supporting the potential urban planning. Results show that the correlations are weak with the in situ PMPM2.5 concentration, which are significant with the regional value. It means that land use coverage and landscape pattern affect PMPM2.5 at a relatively large scale. Furthermore, regional PMPM2.5 concentration negatively correlate to F_PLAND and positively to C_PLAND (significance at p &lt; 0.05), indicating that forest helps to improve air quality, while built-up areas worsen the pollution. Finally, the heterogeneous landscape presents positive correlation to the regional PMPM2.5 concentration in most regions, except for the urban agglomeration with highly-developed urban (i.e., the Jing-Jin-Ji and Chengdu-Chongqing urban agglomerations). It suggests that centralized urbanization would be helpful for PMPM2.5 pollution controlling by reducing the emission sources in most regions. Based on the results, the potential urban planning is proposed for controlling PMPM2.5 pollution for each urban agglomeration.",China; Land use; Landscape; PMPM2.5 concentration; Spatial variability,"Feng H., Zou B., Tang Y.",10.3390/rs9090918
46,34.0,2017,Article,Forecasting smog-related health hazard based on social media and physical sensor,"Smog disasters are becoming more and more frequent and may cause severe consequences on the environment and public health, especially in urban areas. Social media as a real-time urban data source has become an increasingly effective channel to observe people׳s reactions on smog-related health hazard. It can be used to capture possible smog-related public health disasters in its early stage. We then propose a predictive analytic approach that utilizes both social media and physical sensor data to forecast the next day smog-related health hazard. First, we model smog-related health hazards and smog severity through mining raw microblogging text and network information diffusion data. Second, we developed an artificial neural network (ANN)-based model to forecast smog-related health hazard with the current health hazard and smog severity observations. We evaluate the performance of the approach with other alternative machine learning methods. To the best of our knowledge, we are the first to integrate social media and physical sensor data for smog-related health hazard forecasting. The empirical findings can help researchers to better understand the non-linear relationships between the current smog observations and the next day health hazard. In addition, this forecasting approach can provide decision support for smog-related health hazard management through functions like early warning. © 2016 Elsevier Ltd",Data mining; Forecasting; Health hazard; Smog disaster; Social media; Urban data,"Chen J., Chen H., Wu Z., Hu D., Pan J.Z.",10.1016/j.is.2016.03.011
51,32.0,2016,Article,"Impacts of land use and amenities on public transport use, urban planning and design","Various land-use configurations are known to have wide-ranging effects on the dynamics of and within other city components including the transportation system. In this work, we particularly focus on the complex relationship between land-use and transport offering an innovative approach to the problem by using land-use features at two differing levels of granularity (the more general land-use sector types and the more granular amenity structures) to evaluate their impact on public transit ridership in both time and space. To quantify the interdependencies, we explored three machine learning models and demonstrate that the decision tree model performs best in terms of overall performance-good predictive accuracy, generality, computational efficiency, and ""interpretability"". Results also reveal that amenity-related features are better predictors than the more general ones, which suggests that high-resolution geo-information can provide more insights into the dependence of transit ridership on land-use. We then demonstrate how the developed framework can be applied to urban planning for transit-oriented development by exploring practicable scenarios based on Singapore's urban plan toward 2030, which includes the development of ""regional centers"" (RCs) across the city-state. Results show an initial increase in transit ridership as the amount of amenities is increased. This trend, on the other hand, eventually reverses (particularly during peak hours) with continued strategic increase in amenities; a tipping point at 55% increase is identified where ridership begins to decline and at 110%, the predicted ridership begins to fall below current levels. Our in-silico experiments support one of the medium-term land-use transport goals of stakeholders-to alleviate future strains in the transportation system of Singapore through the development of RCs. The model put forward can serve as a good foundation in building decision-support tools that can assist planners in better strategizing and planning land-use configurations, in particular the amenity resource distribution, to influence and shape public transportation demand. © 2016 Elsevier Ltd.",Amenities; Land use; Public transit; Urban planning,"Hu N., Legara E.F., Lee K.K., Hung G.G., Monterola C.",10.1016/j.landusepol.2016.06.004
52,30.0,2019,Article,Upscaling urban data science for global climate solutions,"Non-technical summary Manhattan, Berlin and New Delhi all need to take action to adapt to climate change and to reduce greenhouse gas emissions. While case studies on these cities provide valuable insights, comparability and scalability remain sidelined. It is therefore timely to review the state-of-the-art in data infrastructures, including earth observations, social media data, and how they could be better integrated to advance climate change science in cities and urban areas. We present three routes for expanding knowledge on global urban areas: mainstreaming data collections, amplifying the use of big data and taking further advantage of computational methods to analyse qualitative data to gain new insights. These data-based approaches have the potential to upscale urban climate solutions and effect change at the global scale. Technical summary Cities have an increasingly integral role in addressing climate change. To gain a common understanding of solutions, we require adequate and representative data of urban areas, including data on related greenhouse gas emissions, climate threats and of socio-economic contexts. Here, we review the current state of urban data science in the context of climate change, investigating the contribution of urban metabolism studies, remote sensing, big data approaches, urban economics, urban climate and weather studies. We outline three routes for upscaling urban data science for global climate solutions: 1) Mainstreaming and harmonizing data collection in cities worldwide; 2) Exploiting big data and machine learning to scale solutions while maintaining privacy; 3) Applying computational techniques and data science methods to analyse published qualitative information for the systematization and understanding of first-order climate effects and solutions. Collaborative efforts towards a joint data platform and integrated urban services would provide the quantitative foundations of the emerging global urban sustainability science. © 2019 The Author(s).",adaptation and mitigation; policies; politics and governance; urban systems,"Creutzig F., Lohrey S., Bai X., Baklanov A., Dawson R., Dhakal S., Lamb W.F., McPhearson T., Minx J., Munoz E., Walsh B.",10.1017/sus.2018.16
