DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI
4,303.0,1999,Article,Typhoid fever in children aged less than 5 years,"Background. Calculation of the incidence of typhoid fever during preschool years is important to define the optimum age of immunisation and the choice of vaccines for public-health programmes in developing countries. Hospital-based studies have suggested that children younger than 5 years do not need vaccination against typhoid fever, but this view needs to be re-examined in community-based longitudinal studies. We undertook a prospective follow-up study of residents of a low-income urban area of Delhi, India, with active surveillance for case detection. Methods. A baseline census was undertaken in 1995. Between Nov 1, 1995, and Oct 31, 1996, we visited 8172 residents of 1820 households in Kalkaji, Delhi, twice weekly to detect febrile cases. Blood samples were obtained from febrile patients, and those who tested positive for Salmonella typhi were treated with ciprofloxacin. Findings. 63 culture-positive typhoid fever cases were detected. Of these, 28 (44%) were in children aged under 5 years. The incidence rate of typhoid per 1000 person-years was 27.3 at age under 5 years, 11.7 at 5-19 years, and 1.1 between 19 and 40 years. The difference in the incidence of typhoid fever between those under 5 years and those aged 5-19 years (15.6 per 1000 person-years [95% CI 4.7-26.5]), and those aged 19-40 years (26.2 [16.0-36.3]) was significant (p < 0.001 far both). The difference between the incidence of typhoid at 5-19 years and the incidence at 19-40 years was also significant (10.6 [6.3-14.8], p < 0 001). Morbidity in those under 5 and in older people was similar in terms of duration of fever, signs and symptoms, and need for hospital admission. Interpretation. Our findings challenge the common view that typhoid fever is a disorder of school-age children and of adults. Typhoid is a common and significant cause of morbidity between 1 and 5 years of age. The optimum age of typhoid immunisation and the choice of vaccines needs to be reassessed.This study was conducted to measure the incidence of typhoid fever among preschoolers. It was suggested that children aged 5 years do not need vaccination against typhoid fever. However, it is important to re-examine this view, particularly in infants and young children in the low-income urban area of Delhi, India, through active surveillance. Blood samples were obtained from febrile patients, and those who tested positive for Salmonella typhi were treated with ciprofloxacin. Findings revealed 63 culture-positive typhoid fever cases, about 44% of which were in children under 5 years of age. Morbidity in children under age 5 and in older people was similar in terms of duration of fever, signs and symptoms, and the need for hospital admission. The incidence of typhoid fever and the age distribution of the case varied between developing countries. Thus, the age patterns of typhoid fever observed in the urban study area may differ in rural areas within India or in other developing countries. A reevaluation of the optimum age and vaccine of choice is needed.",,"Sinha A., Sazawal S., Kumar R., Sood S., Reddaiah V.P., Singh B., Rao M., Naficy A., Clemens J.D., Bhan M.K.",10.1016/S0140-6736(98)09001-1
5,216.0,2016,Article,Ten questions on the soundscapes of the built environment,"Soundscape research represents a paradigm shift from noise control policies towards a new multidisciplinary approach as it involves not only physical measurements but also the cooperation of humanity and social sciences to account for the diversity of soundscapes across countries and cultures, with more focus on how people actually experience the acoustic environments; and it considers environmental sounds as a 'resource' rather than a 'waste'. The ten questions presented in this paper range from the very basic definitions underlying the emerging soundscape science, to more applied topics about how to use soundscape as a design approach for the planning and management of the built environments. Although significant research activity has been conducted so far, there is still a need to systematically provide the underpinning science and practical guidance in soundscaping. Thus, the last question aims to identify the most crucial gaps in soundscape research and set the agenda for future advancements in the field. © 2016 Elsevier Ltd",Acoustic environment; Environmental noise; Quality of life; Soundscape; Urban sound planning,"Kang J., Aletta F., Gjestland T.T., Brown L.A., Botteldooren D., Schulte-Fortkamp B., Lercher P., van Kamp I., Genuit K., Fiebig A., Bento Coelho J.L., Maffei L., Lavia L.",10.1016/j.buildenv.2016.08.011
6,191.0,2005,Article,The transnational capitalist class and contemporary architecture in globalizing cities,"The focus of this article is on the role of the transnational capitalist class (TCC) in and around architecture in the production and marketing of iconic buildings and spaces, in global or world cities. The TCC is conceptualized in terms of four fractions: (1) Those who own and/or and control the major transnational corporations and their local affiliates (corporate fraction). In architecture these are the major architectural, architecture-engineering and architecture-developer-real estate firms. In comparison with the major global consumer goods, energy and financial corporations the revenues of the biggest firms in the architecture industry are quite small. However, their importance for the built environment and their cultural importance, especially in cities, far outweighs their relative lack of financial and corporate muscle. (2) Globalizing politicians and bureaucrats (state fraction). These are the politicians and bureaucrats at all levels of administrative power and responsibility who actually decide what gets built where, and how changes to the built environment are regulated. (3) Globalizing professionals (technical fraction). The members of this fraction range from the leading technicians centrally involved in the structural features of new building to those responsible for the education of students and the public in architecture. (4) Merchants and media (consumerist fraction). These are the people who are responsible for the marketing of architecture in all its manifestations. (There is obviously some overlap between the membership of these fractions.). My conclusion is that many global and aspiring global cities have looked to iconic architecture as a prime strategy of urban intervention, often in the context of rehabilitation of depressed areas. The attempt to identify the agents most responsible for this transformation, namely the TCC, and to explain how they operate, suggests that deliberately iconic architecture is becoming a global phenomenon, specifically a central urban manifestation of the culture-ideology of consumerism. © Joint Editors and Blackwell Publishing Ltd 2005.",,Sklair L.,10.1111/j.1468-2427.2005.00601.x
9,125.0,2002,Article,Good looking: In defense of scenic landscape aesthetics,"Among US writers on environmental aesthetics, it has become de rigueur to leverage Aldo Leopold's legacy against the proliferation of ""popular"" landscape tastes, which are typically seen to have their origins in 17th-19th century European traditions of landscape painting and aesthetics. These writers regard victims of popular or ""scenic"" landscape tastes (exemplified by Olmsted's Central Park) as intellectually shallow, motivated by momentary ""sensory pleasures"", and passively and anthropocentrically drawn to ""naturalistic"" environments rather than actively and biocentrically engaged with natural environments. This implicit refusal to grant sensory information and affective processing the power to catalyze and inform serious reflection is not new; neither is the attribution of popular landscape aesthetics to the elite society of a limited culture and historical period surprising, given the current preponderance of post-modernist sensibilities. However, in the often highly-charged atmosphere of local environmental planning and management arenas, both positions are needlessly polemical. More importantly, there is good evidence to suggest that both positions are founded on misconceptions about how the human mind works. In this paper, we will review work that establishes the intellectual bona fides of visual imagery, the important contributions that emotions make to cognition, and the likelihood that explanations of environmental aesthetics rooted in European enlightenment-era landscape painting are inadequate. This review suggests that frequent calls for new normative environmental aesthetics based on a cognitive understanding of ecological sustainability are likely premature. As social scientists, we suggest that attempts to impose prescribed environmental aesthetics (albeit ecologically pure environmental aesthetics) are inappropriate and may well be self-defeating. Instead, we suggest that a thorough understanding of visual and non-visual environmental aesthetics is needed, including examinations of the possibility that affect elicited by scenic encounters with preferred landscapes can lead people to form emotional attachments to the land and thereby develop a greater appreciation for sustainability goals. © 2002 Elsevier Science B.V. All rights reserved.",Ecological aesthetics; Environmental affect; Environmental perception; Scenic aesthetics,"Parsons R., Daniel T.C.",10.1016/S0169-2046(02)00051-8
10,111.0,2006,Article,"Place, culture, and the social amplification of risk","This article investigates the role of culture in the social production of risks and risk communication surrounding industrial development in a region located at a rural-urban interface. A case study examined a public consultation that was undertaken to inform local residents about an eco-industrial development proposal being planned near Edmonton, Alberta, Canada. The research employed the social amplification of risk framework (SARF) to examine the relationships among culture, place, and socially constructed risk. A total of 44 in-depth, semi-structured interviews were carried out with 33 landowners (farmers, acreage owners), public officials (municipal politicians, administrators), journalists, and industry representatives. Analysis revealed that risk communication occurred in relation to situated experiences of place that were based on conflicting cultural worldviews. The research shows that place is a useful component of the SARF, providing a spatial explanation for why some people amplify, and others attenuate, risks in locally contentious environmental debates. © 2006 Society for Risk Analysis.",Culture; Geography; Place; Social amplification of risk,"Masuda J.R., Garvin T.",10.1111/j.1539-6924.2006.00749.x
11,110.0,2009,Article,Making friends in Zurich's urban forests and parks: The role of public green space for social inclusion of youths from different cultures,"Integrating the distinct cultures of foreign resident youths is a challenge for Swiss political and educational institutions. An empirical survey of pupils (n = 437) and teachers in selected schools of the city and metropolitan area of Zurich investigated leisure activities in urban forests and public green spaces for their potential to facilitate social interaction between Swiss and immigrant young people. Patterns of socialising and making friends in these outdoor locations were found to differ depending on age, school level, gender and the percentage of immigrants in each residential area. Public urban green spaces were found to play an important role for children and youths in making contacts and friends across cultures, which is considered a prerequisite for social inclusion. © 2008 Elsevier B.V. All rights reserved.",Cross-cultural friendships; Leisure activities; Social inclusion; Switzerland; Urban forest; Urban green space; Youth,"Seeland K., Dübendorfer S., Hansmann R.",10.1016/j.forpol.2008.07.005
12,110.0,2003,Article,Visions of nature and landscape type preferences: An exploration in The Netherlands,"A survey was carried out among inhabitants of Gennep, a small-town municipality in the east of The Netherlands, questioning about (1) the types of nature that people distinguish and the levels of naturalness ascribed to these types of nature; (2) the images that people hold of the appropriate relationship between people and nature and the level of adherence to these images, and (3) people's preference of broadly defined landscape types. Types of nature inferred by means of factor analysis were labeled arcadian, wild and penetrative nature, the last category comprising elements such as mosquitoes and rats in the barn. Factor analysis was used as well to infer images of appropriate relationship, which appeared to hinge around the concepts of mastery over nature, responsibility for nature and participation in nature, respectively. Levels of adherence to the responsibility and participation images were very high, indicative of a 'new biophilia' mainstream in Dutch culture. Landscape types were defined, roughly, as (1) landscape made by and for people; (2) park-like, arcadian landscape; (3) wild, interactive landscape and (4) landscape ""in which one may experience the greatness and forces of nature"". Strikingly, more than half of the respondents expressed preference for this last ('deep ecology') landscape type, with another third preferring the wild, interactive landscape. The highest preference of the 'greatness and forces' landscape was found among the respondents with high ascription of naturalness to the penetrative type of nature and respondents adhering to the participation-in-nature image of relationship. Preferences for landscape types as defined here should be distinguished from visual or behavioral landscape preferences. Even if people may not select landscapes of the 'greatness and forces of nature' in daily behaviors, these landscapes of wilderness and greatness do connect with human visions and desires. © 2002 Elsevier Science B.V. All rights reserved.",Attitudes; Deep ecology; Landscape; Naturalness; Nature; NEP; Relationship with nature; The Netherlands; Wilderness,"De Groot W.T., Van Den Born R.J.G.",10.1016/S0169-2046(02)00184-6
16,98.0,2013,Article,"Evaluating the behaviour of different thermal indices by investigating various outdoor urban environments in the hot dry city of Damascus, Syria","Consideration of urban microclimate and thermal comfort is an absolute neccessity in urban development, and a set of guidelines for every type of climate must be elaborated. However, to develop guidelines, thermal comfort ranges need to be defined. The aim of this study was to evaluate the behaviour of different thermal indices by investigating different thermal environments in Damascus during summer and winter. A second aim was to define the lower and upper limits of the thermal comfort range for some of these indices. The study was based on comprehensive micrometeorological measurements combined with questionnaires. It was found that the thermal conditions of different outdoor environments vary considerably. In general, Old Damascus, with its deep canyons, is more comfortable in summer than modern Damascus where there is a lack of shade. Conversely, residential areas and parks in modern Damascus are more comfortable in winter due to more solar access. The neutral temperatures of both the physiologically equivalent temperature (PET) and the outdoor standard effective temperature (OUT_SET*) were found to be lower in summer than in winter. At 80 % acceptability, the study defined the lower comfort limit in winter to 21.0 °C and the upper limit in summer to 31.3 °C for PET. For OUT_SET*, the corresponding lower and upper limits were 27.6 °C and 31.3 °C respectively. OUT_SET* showed a better correlation with the thermal sensation votes than PET. The study also highlighted the influence of culture and traditions on people's clothing as well as the influence of air conditioning on physical adaptation. © 2012 ISB.",Damascus; Microclimate; Thermal comfort; Thermal indices; Thermal sensation; Urban design,"Yahia M.W., Johansson E.",10.1007/s00484-012-0589-8
17,93.0,2010,Article,"Revanchist sanitisation or coercive care? The use of enforcement to combat begging, street drinking and rough sleeping in England","This paper examines recent responses to 'problematic street culture' in England, where increasing pressure has been exerted to prevent people from begging and street drinking in public spaces, with rough sleeping also targeted in some areas. Drawing upon in-depth interviews with enforcement agents, support providers and targeted individuals, it assesses the extent to which the strategies employed are indicative of a 'revanchist expulsion' of the deviant Other and/or an expression of 'coercive care' for the vulnerable Other. It concludes that, whilst the recent developments appear, at first glance, to be symptomatic of revanchist sanitisation of public space, closer examination reveals that the situation is actually much more complex than a revanchist reading of the situation might suggest, and perhaps not as devoid of compassion. © 2010 Urban Studies Journal Limited.",,"Johnsen S., Fitzpatrick S.",10.1177/0042098009356128
18,90.0,2012,Article,Defining Suburbs,"There is no consensus as to what exactly constitutes a suburb. This article examines the range of suburban definitions in terms of their structure and the topical issues that they grapple with. Suburbs have been defined according to many different dimensions from location and transportation modes to culture and physical appearance. Given this confusion, one approach is to abandon the term; another is to use it with greater precision. This is more than just an issue of semantics. Rather how people talk and think about suburbs shapes how they can see such areas being developed and redeveloped in the future. © The Author(s) 2012.",design; housing; land use; planning history; planning practice; urban design; urban form,Forsyth A.,10.1177/0885412212448101
