Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
-1,1,"['crime analysis', 'residential stability', 'urban American city', 'ethnic heterogeneity', 'regression']",93,"['crime analysis', 'high crime level', 'nearby crime', 'crime level', 'violent crime', 'high crime', 'crime', 'property crime', 'residential stability matter', 'urban policy', 'urban American city', 'ethnic heterogeneity', 'residential stability', 'urban planning', 'regression', 'concentrated immigration', 'Urban planner', 'regression model', 'census', 'census tract', 'traditional regression', 'city', 'American city', 'social disorganization indicator', 'immigration', 'predictor', 'significant predictor', 'housing', 'social disorganization', 'occupancy', 'violence', 'traditional regression model', 'statistical method', 'housing unit', 'proportion population', 'heterogeneity', 'population', 'analysis', 'important variable', 'contextual model', 'spatial lag term', 'violent', 'disorganization indicator', 'spatial lag', 'property', 'traditional statistical method', 'concentrated disadvantage', 'algorithms', 'owner occupancy', 'variable', 'house', 'occupation', 'disorganization', 'total population', 'degree', 'education', 'indicator', 'employment', 'nuance', 'context', 'planning', 'college degree', 'college education', 'sense', 'college', 'model', 'characteristic', 'proportion', 'policy', 'local context', 'professional occupation', 'planner', 'responsive policy', 'machine', 'disadvantage', 'stability', 'study', 'several structural characteristic', 'structural characteristic', 'unit', 'matter', 'lag term', 'design', 'workforce', 'method', 'finding', 'stability matter', 'owner', 'lag', 'level', 'addition', 'tract', 'term']"
-1,12,"['turbulent flow structure', 'simplified urban setup', 'wind gust', 'aerial infrastructure', 'building']",73,"['turbulent flow structure', 'turbulent flow', 'aerial infrastructure', 'wind gust', 'wind', 'turbulent flow condition', 'urban environment', 'atmospheric boundary layer', 'turbulent', 'dense urban space', 'coherent turbulent flow', 'urban space', 'coherent turbulent', 'simplified urban setup', 'gust', 'boundary layer flow', 'atmospheric boundary', 'building', 'urban setup', 'layer flow', 'flow field', 'UAS operation', 'neutral atmospheric boundary', 'boundary layer', 'isolated building', 'building geometry', 'flow structure', 'navigation system', 'navigation', 'flow', 'flow condition prevalent', 'Simulation', 'area', 'flow condition', 'safety', 'close proximity', 'proximity', 'layer', 'field', 'infrastructure', 'towards', 'potential impact', 'structure', 'effect', 'space', 'geometry', 'environment', 'boundary', 'machine', 'various structure', 'impact', 'significant challenge', 'first step towards', 'step towards', 'methodology', 'first step', 'challenge', 'operation', 'work', 'system', 'concern', 'reality', 'setup', 'step', 'desire', 'main concern', 'Investigation', 'widespread adoption', 'adoption', 'prevalent', 'demand', 'condition', 'condition prevalent']"
-1,21,"['urban planning', 'random forest', 'German residential area', 'different spatial level', 'land readjustment']",99,"['urban planning', 'urban structure', 'describe urban form', 'urban morphological difference', 'German residential area', 'spatial analysis', 'urban form', 'land readjustment', 'land policy', 'geoinformation', 'residential area', 'land readjustment policy', 'random forest', 'land policy perspective', 'OpenStreetMap data', 'geoinformation technology', 'land', 'building coverage ratio', 'machine learning', 'different spatial level', 'forest', 'building coverage', 'building', 'classification', 'spatial level', 'variable importance measure', 'data heterogeneity', 'area', 'importance measure', 'French policy favour', 'house', 'region', 'French policy', 'heterogeneity', 'policy favour', 'planning', 'morphological difference', 'data', 'structure', 'variable importance', 'growth', 'learning', 'policy perspective', 'applied algorithm', 'analysis', 'measure', 'causal relation', 'accuracy', 'form', 'development', 'country', 'perspective', 'algorithm', 'significant difference', 'random', 'coverage ratio', 'nationality', 'formulate hypothesis', 'policy', 'ratio', 'favour', 'application', 'remain', 'relation', 'next step', 'technology', 'research', 'hypothesis', 'diverse', 'assessment', 'regulation', 'causal', 'many country', 'coverage', 'difference', 'readjustment policy', 'building stock', 'high level', 'wide range', 'rise', 'effect', 'obstacle remain', 'importance', 'range', 'machine', 'obstacle', 'level', 'approach', 'option', 'aim', 'favour strong actor', 'term', 'stock', 'readjustment', 'actor', 'step', 'strong actor', 'backdrop', 'meantime']"
-1,33,"['urban environment', 'stress sensing', 'active ageing', 'Spatial clustering', 'environment influence stress']",92,"['urban environment', 'urban visuospatial configuration', 'urban environment influence', 'urban environment walk', 'perceived stress', 'active ageing', 'environment influence stress', 'stress sensing', 'physiological stress', 'urban design', 'perceived stress response', 'influence stress', 'urban configuration', 'wearable sensor', 'Principal component analysis', 'stress response', 'environment walk', 'data mining', 'Spatial clustering', 'clustering', 'environment influence', 'component analysis', 'ageing', 'stress', 'map', 'hot spot analysis', 'sensing', 'perceived visual element', 'environment', 'machine learning algorithms', 'perceived element', 'machine learning', 'physiological response', 'environment differs', 'visuospatial configuration', 'environmental demand', 'sensor', 'spot analysis', 'learning algorithms', 'cluster', 'planning', 'isovist analysis', 'walk', 'spatial factor', 'visual element', 'isovist area', 'hot spot', 'area', 'learning', 'data', 'design', 'mining', 'analysis', 'Principal component', 'spot', 'involvement', 'average person', 'Population', 'visibility', 'location', 'isovist minimum visibility', 'adult', 'algorithms', 'influence', 'participant', 'relationship', 'occlusivity', 'person', 'fundamental question', 'many fundamental question', 'research', 'element', 'functional capability', 'influential determinant', 'demand', 'study', 'question', 'demonstrate', 'decline', 'minimum visibility', 'configuration', 'focus', 'component', 'factor', 'machine', 'capability', 'result demonstrate', 'determinant', 'response', 'differs', 'result', 'difference']"
-1,36,"['urban transport planning', 'support vector regression', 'socioeconomic variable', 'feature selection technique', 'Artificial neural network']",81,"['urban transport planning', 'urban mobility', 'support vector regression', 'transport planning', 'urban transport', 'feature selection', 'automatic feature selection', 'feature selection technique', 'vector regression', 'Several feature selection', 'feature selection procedure', 'support vector', 'travel modeling', 'machine learning', 'ML model', 'Artificial neural network', 'traffic', 'transport', 'regression', 'socioeconomic variable', 'laborious traffic', 'laborious traffic count', 'neural network', 'traffic count', 'demand matrix', 'travel', 'selection procedure', 'relevant socioeconomic variable', 'mobility', 'selection technique', 'relevant variable', 'selection', 'region', 'Málaga region', 'automatic feature', 'Several feature', 'new combined methodology', 'modeling', 'combined methodology', 'vector', 'planning', 'learning', 'demand', 'support', 'matrix', 'methodology', 'survey', 'network', 'feature', 'cost', 'variable', 'combined model', 'OD matrix', 'Traditional OD matrix', 'input', 'case study', 'alternative method', 'affordable alternative method', 'machine', 'model', 'count', 'irrelevant one', 'study', 'method', 'zone', 'traditional method', 'result show', 'technique', 'case', 'experimental result show', 'essential role', 'role', 'one', 'time', 'procedure', 'promising', 'show', 'result', 'experimental result', 'lead time', 'stage']"
-1,40,"['urban energy planning', 'aggregated building', 'annual heating demand', 'land use', 'heating network']",79,"['urban energy planning', 'annual building energy', 'building energy demand', 'annual heating demand', 'urban energy', 'local annual heating', 'heating demand', 'aggregated building', 'district heating', 'annual heating', 'district heating network', 'building energy performance', 'energy demand', 'energy planning', 'high energy demand', 'urban area', 'heating network', 'building energy', 'built area', 'land use', 'annual building', 'heating', 'building', 'map', 'linear model', 'prediction', 'land', 'hectare', 'simple linear model', 'aggregation tile', 'area', 'statistical data', 'data', 'energy performance', 'hectare level', 'engineering model', 'aggregation', 'planning', 'previous engineering model', 'tile', 'planner', 'accuracy', 'engineering', 'cluster', 'energy', 'Various data', 'spatial resolution', 'engineering assumption', 'Various data source', 'model', 'data source', 'district', 'network', 'mean error', 'previous engineering', 'use', 'plan', 'different spatial resolution', 'research', 'mean', 'resolution', 'assumption', 'demand', 'useful indicator', 'high energy', 'level', 'similar result', 'previous research', 'example', 'literature', 'error', 'source', 'performance', 'indicator', 'method', 'one', 'preliminary method', 'result', 'paper']"
-1,47,"['crime distribution map', 'GAN neural network', 'city floor', 'machine learning', 'urban characteristic parameter']",90,"['crime distribution map', 'crime hotspot distribution', 'crime concentration area', 'GAN neural network', 'crime rate', 'crime hotspot', 'crime concentration', 'corresponding crime distribution', 'crime distribution', 'city floor plan', 'city layout', 'urban neighborhood', 'city plan', 'crime information', 'urban characteristic parameter', 'corresponding crime', 'simulated city planner', 'simulated city', 'machine learning', 'city floor', 'prediction model', 'city planner', 'crime', 'neural network', 'hotspot distribution map', 'city', 'distribution map', 'map', 'training set', 'neighborhood', 'untrained Philadelphia data', 'city planner tune', 'floor plan', 'Philadelphia data', 'hotspot map', 'security planning', 'Prediction', 'data', 'concentration area', 'different neighborhood', 'area', 'floor', 'planner', 'hotspot distribution', 'planning', 'corresponding map', 'network', 'corresponding image', 'learning', 'association', 'security', 'distribution', 'model', 'design', 'information', 'resident', 'layout', 'image', 'sample', 'designer', 'plan', 'research sample', 'hotspot', 'concentration', 'rate', 'test set', 'research', 'characteristic parameter', 'study', 'training', 'methodology', 'idea', 'planner tune', 'basis', 'machine', 'method', 'number', 'impact', 'previous study', 'paper', 'parameter', 'order', 'feedback', 'set', 'test', 'tune', 'factor', 'life', 'addition', 'single factor']"
-1,53,"['complex urban environment', 'automated classification', 'structural attribute', 'building', 'environment identification']",52,"['complex urban environment', 'building structure', 'urban environment', 'sustainable urban study', 'automated classification', 'building', 'machine learning', 'urban form', 'classification method', 'classification', 'ML algorithms', 'urban function', 'environment identification', 'popular ML algorithms', 'urban study', 'structural attribute', 'structure type', 'ML feature', 'different structure type', 'different structure', 'common structure', 'structure', 'urban metabolism', 'ecological planning', 'learning', 'algorithms', 'tacit structural attribute', 'data', 'planning', 'environment', 'machine', 'identification', 'attribute', 'type', 'resource', 'study', 'resource requirement', 'material', 'form', 'advance', 'function', 'feature', 'overall performance', 'precision', 'method', 'requirement', 'performance', 'metabolism', 'recall', 'average recall', 'variation', 'nexus']"
-1,54,"['generative architectural', 'artificial neural network', 'urban design method', 'geometric design feature', 'design data']",69,"['generative architectural', 'generated design data', 'urban design method', 'generated design', 'architectural form', 'architectural design', 'urban design', 'geometric design feature', 'geometric design', 'design data', 'artificial neural network', 'building', 'design method', 'neural network', 'architectural', 'neural network learns', 'network learns', 'design feature', 'design', 'data structure', 'customized data structure', 'structure', 'designer', 'vectorized model', 'voxels', 'basic generative ability', 'mapping', 'generative ability', 'engineering', 'Machine learning', 'pixelization', 'engineering field', 'customized data', 'feature parameter', 'geometry', 'output data', 'learning', 'computational tool', 'surface', 'computation', 'model', 'different feature parameter', 'form', 'vector', 'data', 'property', 'different feature', 'Machine', 'feature', 'pixel', 'field', 'learns', 'computation speed', 'prediction', 'quantified vector', 'output', 'network', 'ability', 'input', 'additional input', 'infers', 'tool', 'point', 'precision', 'parameter', 'method', 'requirement', 'speed', 'order']"
-1,56,"['Dengue disease dynamic', 'random forest', 'climate variable', 'mosquito development', 'rainy season']",104,"['Dengue disease dynamic', 'Dengue dynamic', 'mosquito occurrence', 'dengue incidence', 'mosquito development', 'vector mosquito occurrence', 'Dengue disease', 'climate variable', 'dengue disease transmission', 'dengue', 'climate', 'mosquito', 'random forest', 'vector mosquito', 'random forest algorithm', 'specific climatic condition', 'climate factor', 'climatic condition', 'rainy season', 'precipitation', 'forest algorithm', 'low precipitation', 'residential density area', 'environmental condition', 'rain', 'environmental factor', 'vegetation data', 'landscape data', 'remote sensing', 'rainy', 'high residential density', 'residential density', 'forest', 'disease dynamic', 'rain water', 'vegetation', 'landscape', 'environment', 'vector surveillance', 'Temperature', 'commercial area', 'disease transmission', 'suitable environment', 'individual effect', 'variable', 'combined influence', 'recursive partitioning', 'MOB recursive partitioning', 'data', 'disease', 'water', 'area', 'partitioning', 'algorithm', 'MOB recursive', 'recursive', 'influence', 'development', 'density area', 'occurrence', 'Conclusion', 'proportion', 'incidence', 'combined effect', 'Method', 'season', 'respective government', 'study', 'dynamic', 'respective government agency', 'condition', 'effect', 'high proportion', 'vector', 'combination', 'example', 'index', 'sensing', 'egg', 'Previous study', 'surveillance', 'mathematical constraint', 'Background', 'factor', 'machine', 'finding', 'Result', 'part', 'government', 'density', 'strategy', 'time', 'sensitivity', 'Objective', 'constraint', 'ovitrap', 'approach', 'key', 'government agency', 'high sensitivity', 'ovitrap index', 'space', 'agency', 'transmission']"
