Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
5,5,"['pollutant concentration', 'deep learning', 'urban environment', 'correlation', 'meteorological factor']",65,"['pollutant concentration', 'urban environment', 'deep learning', 'eleven urban environment', 'deep learning approach', 'meteorological factor', 'convolutional neural network', 'neural network', 'city', 'human mobility', 'correlation', 'emission', 'carbon', 'environment', 'residential area', 'learning', 'organic carbon', 'decrease', 'black carbon', 'reduction', 'learning approach', 'mean square error', 'area', 'network', 'coefficient', 'study', 'comprehensive study', 'factor', 'great impact', 'region', 'concentration', 'mean absolute bias', 'agreement', 'square error', 'impact', 'level', 'concentration show', 'bias', 'mobility', 'various region', 'correlation coefficient', 'index', 'absolute bias', 'outbreak', 'study period', 'human activity', 'mean absolute', 'error', 'eleven region', 'activity', 'root mean', 'individual remain', 'change', 'mean', 'relationship', 'remain', 'source', 'increase', 'period', 'ratio', 'show', 'approach', 'root', 'Result', 'absolute']"
5,14,"['time series prediction', 'haze prevention', 'mode decomposition', 'deep learning', 'concentration prediction model']",88,"['time series prediction', 'concentration prediction model', 'prediction model', 'time series', 'empirical mode decomposition', 'concentration prediction', 'ensemble empirical mode', 'haze prevention', 'series prediction', 'mode decomposition', 'deep learning', 'concentration prediction tool', 'variational mode decomposition', 'accurate early warning', 'decomposition algorithm', 'secondary decomposition algorithm', 'prediction tool', 'adaptive noise', 'adaptive variational mode', 'prediction', 'pattern reorganization algorithms', 'decomposition', 'secondary decomposition', 'sample entropy', 'mode recombination', 'empirical mode', 'mode recombination technique', 'pattern reorganization', 'high volatility', 'variational mode', 'volatility', 'memory network', 'early warning', 'reorganization algorithms', 'learning', 'datasets', 'data', 'entropy', 'series', 'warning', 'urban planning', 'sequence', 'reconstructed subseries', 'ecological environment', 'empirical analysis', 'mode', 'algorithm', 'algorithms', 'original sequence', 'noise', 'environment', 'travel planning', 'model', 'reorganization', 'recombination technique', 'following conclusion', 'memory', 'pattern', 'recombination', 'concentration', 'machine', 'planning', 'robustness', 'time', 'network', 'subseries', 'analysis', 'reconstruction', 'travel', 'public health', 'validity', 'important implication', 'conclusion', 'comparison experiment', 'implication', 'tool', 'government', 'traditional machine', 'technique', 'health', 'novel', 'prevention', 'incorporation', 'paper', 'comparison', 'people', 'experiment', 'public']"
5,17,"['air quality prediction', 'support vector machine', 'urban planning', 'time series', 'spatial inference stage']",93,"['air quality prediction', 'predicted air quality', 'urban air quality', 'Accurate air quality', 'air quality index', 'support vector machine', 'air quality', 'support vector', 'prediction framework', 'predicted air', 'urban planning', 'time series', 'Temporal prediction', 'spatial inference', 'spatial feature', 'urban air', 'pollution source', 'geographic information system', 'spatial inference stage', 'vector machine', 'geographic information', 'pollution', 'quality prediction', 'prediction', 'urbanization', 'geographic feature', 'city type', 'factor identification', 'climatic effect', 'land use', 'city', 'Accurate air', 'air', 'quality index', 'data', 'unknown space', 'Agriculture', 'local actual data', 'economic factor', 'land', 'transportation use', 'residential use', 'data acquisition', 'inference stage', 'accuracy', 'vector', 'economy', 'actual data', 'inference', 'information system', 'seasonal difference', 'space', 'planning', 'transportation', 'high accuracy', 'station', 'application', 'time', 'population', 'labor force', 'effect', 'factor', 'index', 'location', 'unknown location', 'study', 'whereas population', 'management', 'parameter', 'type', 'model', 'machine', 'support', 'information', 'series', 'quality', 'feature', 'supervision', 'management policy', 'source', 'framework', 'identification', 'reference station', 'method', 'system', 'use', 'reference', 'stage', 'force', 'policy', 'labor', 'difference', 'acquisition']"
5,26,"['air pollutant concentration', 'training domain', 'regression model', 'urban planning', 'drift']",63,"['air pollutant concentration', 'regression model', 'regression', 'pollutant concentration', 'training domain', 'feature selection', 'dummy model', 'testing dataset', 'urban planning', 'concept drift', 'air', 'dataset', 'accuracy', 'independent testing dataset', 'simulation', 'drift', 'LES simulation', 'data', 'independent data', 'street', 'urban boulevard', 'model', 'new independent data', 'boulevard', 'different model', 'reliable result', 'different model family', 'example', 'application point', 'independent testing', 'methodology', 'concentration', 'testing', 'training', 'planning', 'feature', 'concept', 'robust performance', 'model family', 'application', 'constant concentration', 'dummy', 'study', 'domain', 'performance', 'LES output', 'output', 'new LES run', 'view', 'method', 'location', 'selection', 'point', 'run', 'LES run', 'result', 'mRMSE', 'situation', 'minimum', 'multiplicative minimum', 'family', 'order', 'set']"
5,41,"['air pollution', 'microscale variable', 'combined predictor', 'national empirical model', 'kriging']",57,"['air pollution', 'urban environment', 'pollution', 'criterion pollutant', 'geographic scale', 'urban form', 'empirical model', 'different geographic scale', 'national empirical model', 'predictor variable', 'microscale variable', 'kriging', 'population density', 'lack microscale variable', 'predictor', 'microscale variable show', 'pollutant', 'combined predictor', 'combined predictor variable', 'national model', 'air', 'microscale', 'environment', 'lack microscale', 'model type', 'street level', 'data', 'prediction', 'model', 'scale', 'street', 'population', 'traditional variable', 'imagery', 'variable', 'density', 'measure', 'cover', 'suitable substitute', 'criterion', 'type', 'gradient', 'performance', 'variable show', 'framework', 'promise', 'substitute', 'form', 'average difference', 'level', 'variable show promise', 'show promise', 'Point', 'approach', 'show', 'average', 'difference']"
5,50,"['pollution prediction', 'urban form characteristic', 'decision tree model', 'linear regression', 'geographic information system']",82,"['pollution prediction', 'air pollution distribution', 'urban form characteristic', 'air pollution', 'pollution distribution', 'potential urban factor', 'pollutant concentration', 'decision tree model', 'urban planning', 'decision tree', 'urban form', 'urban factor', 'pollution', 'pollutant list', 'meteorological data', 'geographic information system', 'tree model', 'CO concentration data', 'concentration data', 'linear regression', 'geographic information', 'predictor', 'predictor variable', 'linear model', 'modeling result', 'pollutant', 'prediction', 'street level', 'regression', 'CO concentration', 'ventilation', 'street', 'modeling result demonstrate', 'air', 'Nonlinear relationship', 'GBDT model', 'data', 'observed concentration', 'modeling', 'road', 'mobile measurement', 'standard deviation', 'tree', 'mobile monitoring', 'form characteristic', 'information system', 'model', 'density', 'porosity', 'influence', 'important relationship', 'gradient', 'form', 'planning', 'decision', 'factor', 'national monitoring', 'information', 'height', 'measurement', 'physical health', 'level', 'variable', 'management', 'characteristic', 'study', 'result demonstrate', 'monitoring', 'machine', 'system', 'relationship', 'distribution', 'deviation', 'concentration', 'impact', 'Exposure', 'exploration', 'health', 'list', 'result', 'demonstrate', 'variation']"
5,82,"['random forest', 'airborne particulate matter', 'susceptibility index', 'prediction importance level', 'classification index map']",81,"['random forest', 'prediction importance level', 'prediction importance', 'airborne particulate matter', 'boosting', 'classification index map', 'prediction variable', 'overfitting', 'classification index', 'machine learning', 'susceptibility index', 'particulate matter', 'overall accuracy', 'prediction', 'forest', 'importance distribution', 'classification', 'confusion matrix', 'importance level', 'regularization', 'uncertainty', 'generalization control', 'accuracy', 'susceptibility', 'model capacity', 'learning', 'independent variable', 'generalization', 'unbalanced effect', 'index map', 'variance', 'map', 'significant variance', 'spectral band', 'range', 'algorithms', 'area', 'utility criterion', 'Probability', 'variable', 'model', 'maximum value', 'confusion', 'effect', 'importance', 'degree', 'level', 'utility', 'distribution', 'imagery', 'index', 'delay', 'processing delay', 'matter', 'receiver', 'characteristic curve', 'early termination', 'capacity', 'criterion', 'reduction', 'monthly maximum value', 'control', 'loop function', 'machine', 'quantity', 'function', 'value', 'matrix', 'band', 'concept', 'study', 'termination', 'μm diameter', 'see', 'fulltext', 'diameter', 'curve', 'see fulltext', 'abstract', 'loop', 'Graphical abstract']"
5,94,"['vegetation barrier design', 'machine learning', 'air pollution', 'particle concentration downwind', 'roadside green infrastructure']",120,"['vegetation barrier design', 'roadside vegetation barrier', 'roadside vegetation', 'roadside green infrastructure', 'vegetation design', 'vegetation barrier', 'various vegetation barrier', 'vegetation dimension', 'support vector machine', 'machine learning', 'air pollution', 'pollutant concentration', 'vegetation', 'ML model', 'vegetation width', 'support vector', 'various vegetation', 'particle concentration downwind', 'neural network', 'feature selection', 'green infrastructure', 'leaf area index', 'concentration downwind', 'pollution', 'leaf area density', 'linear regression', 'leaf area', 'vector machine', 'particle concentration', 'urban planner', 'regression', 'barrier design', 'air', 'dependent particle concentration', 'roadside', 'area density', 'downwind', 'overall accuracy', 'area index', 'particle size', 'learning', 'computational fluid', 'feature space', 'mean square error', 'accuracy', 'area', 'environment', 'numerical simulation', 'computational fluid dynamic', 'dependent particle', 'planner', 'Data', 'field', 'square error', 'particle', 'mitigation strategy', 'simulation', 'field measurement', 'concentration', 'density', 'TRAP problem', 'model', 'mitigation', 'root mean square', 'fluid dynamic', 'vector', 'infrastructure', 'average test', 'mean square', 'complexity', 'network', 'barrier', 'machine', 'selection', 'local community', 'design', 'effect', 'space', 'normalized root', 'measurement', 'root', 'speed', 'fluid', 'normalized root mean', 'dimension', 'paper', 'adverse health effect', 'effectiveness', 'health effect', 'method', 'square', 'root mean', 'influence', 'gt', 'feature', 'support', 'expertise', 'height', 'fast', 'width', 'tool', 'error', 'adverse health', 'need', 'direct field', 'capacity', 'test', 'direct field measurement', 'strategy', 'size', 'problem', 'mean', 'community', 'dynamic', 'health', 'different height', 'value', 'access', 'index', 'condition']"
5,105,"['fecal sludge management', 'decision tree model', 'analytical measurement', 'filtration time', 'many treatment plant']",96,"['fecal sludge management', 'sludge management', 'sludge management solution', 'fecal sludge', 'sludge', 'sludge color', 'treatment plant', 'many treatment plant', 'Predictive model', 'classifier', 'laboratory analysis', 'decision tree model', 'decision tree', 'linear regression', 'filtration', 'regression model', 'predictor', 'filtration time', 'single classifier', 'analytical measurement', 'analytical capacity', 'image analysis', 'prediction', 'linear regression model', 'regression', 'Simple decision tree', 'pH', 'citywide planning', 'simple analytical measurement', 'management solution', 'process control', 'data', 'treatment process operation', 'expert assessment', 'database', 'analysis', 'measurement', 'process', 'accuracy', 'field measurement', 'citywide', 'ammonium', 'field', 'monitoring', 'process control parameter', 'city', 'simple field measurement', 'separation performance', 'concentration', 'management', 'tree model', 'questionnaire data', 'plant', 'input', 'planning', 'color', 'capacity', 'Simple decision', 'characterization', 'type', 'process operation', 'model', 'treatment process', 'assessment', 'characteristic', 'simple field', 'control', 'onsite containment', 'efficiency', 'complexity', 'texture', 'decision', 'containment', 'control parameter', 'parameter', 'conductivity', 'performance', 'questionnaire', 'solution', 'many treatment', 'image', 'degree', 'cheap', 'tree', 'photographs', 'probe reading', 'probe', 'containment type', 'treatment', 'time', 'supernatant color', 'separation', 'lack', 'operation', 'reading', 'gap']"
5,142,"['seasonal prediction', 'pollutant factor', 'BP neural network', 'error value', 'Pearson correlation index']",60,"['seasonal prediction', 'season forecast', 'pollutant data', 'different season forecast', 'forecast', 'air pollution', 'accurate prediction', 'meteorological data', 'neural network', 'meteorological factor', 'pollutant factor', 'prediction performance', 'prediction', 'BP neural network', 'seasonal factor', 'pollution', 'error value', 'Pearson correlation index', 'correlation index', 'concentration value', 'Pearson correlation', 'season', 'air', 'correlation', 'summer', 'urban governance', 'influence factor', 'city', 'pollutant', 'different season', 'main factor', 'data', 'performance comparison', 'coefficient', 'factor', 'input variable', 'effect', 'index', 'model', 'concentration', 'result show', 'influence', 'preventive measure', 'performance', 'method', 'error', 'network', 'fitting effect', 'comparison', 'result', 'variable', 'Research', 'input', 'measure', 'certainty', 'show', 'governance', 'paper', 'value', 'varies']"
