HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
0,5,216.0,2016,Article,Ten questions on the soundscapes of the built environment,"Soundscape research represents a paradigm shift from noise control policies towards a new multidisciplinary approach as it involves not only physical measurements but also the cooperation of humanity and social sciences to account for the diversity of soundscapes across countries and cultures, with more focus on how people actually experience the acoustic environments; and it considers environmental sounds as a 'resource' rather than a 'waste'. The ten questions presented in this paper range from the very basic definitions underlying the emerging soundscape science, to more applied topics about how to use soundscape as a design approach for the planning and management of the built environments. Although significant research activity has been conducted so far, there is still a need to systematically provide the underpinning science and practical guidance in soundscaping. Thus, the last question aims to identify the most crucial gaps in soundscape research and set the agenda for future advancements in the field. © 2016 Elsevier Ltd",Acoustic environment; Environmental noise; Quality of life; Soundscape; Urban sound planning,"Kang J., Aletta F., Gjestland T.T., Brown L.A., Botteldooren D., Schulte-Fortkamp B., Lercher P., van Kamp I., Genuit K., Fiebig A., Bento Coelho J.L., Maffei L., Lavia L.",10.1016/j.buildenv.2016.08.011,4.42,10.77
1,11,110.0,2009,Article,Making friends in Zurich's urban forests and parks: The role of public green space for social inclusion of youths from different cultures,"Integrating the distinct cultures of foreign resident youths is a challenge for Swiss political and educational institutions. An empirical survey of pupils (n = 437) and teachers in selected schools of the city and metropolitan area of Zurich investigated leisure activities in urban forests and public green spaces for their potential to facilitate social interaction between Swiss and immigrant young people. Patterns of socialising and making friends in these outdoor locations were found to differ depending on age, school level, gender and the percentage of immigrants in each residential area. Public urban green spaces were found to play an important role for children and youths in making contacts and friends across cultures, which is considered a prerequisite for social inclusion. © 2008 Elsevier B.V. All rights reserved.",Cross-cultural friendships; Leisure activities; Social inclusion; Switzerland; Urban forest; Urban green space; Youth,"Seeland K., Dübendorfer S., Hansmann R.",10.1016/j.forpol.2008.07.005,3.29,10.31
1,28,52.0,2011,Article,From multiculturalism to multinaturalism: What rules of method for the new socio-scientific experiments?,"This article reflects on the traditional distinction between scientific laboratories experimenting on theories and phenomena and a political outside where non-experts make do with human values, opinions, and passions. Since today all people are engaged in emerging collective experiments on matters as varied as climate, food, landscape, health, urban design, and technical communication as consumers, militants, and citizens, they can all be considered co-researchers. Co-researching has consequences for our understanding of nature and demands a renewed attention to ""multinaturalist"" politics. It also questions the division of labor between experts and nonexperts. The article finishes with a call to ""dis-invent"" modernity so that we ""moderns"" can finally become ordinary humans again. © Berghahn Journals.",Collective experiments; Modernity; Representation of nature; Science and the public,Latour B.,10.3167/nc.2011.060101,2.43,9.73
-1,32,46.0,2012,Book,Natural disaster and nuclear crisis in Japan: Response and recovery after Japan’s 3/11,"The March 2011 earthquake and tsunami in Japan plunged the country into a state of crisis. As the nation struggled to recover from a record breaking magnitude 9 earthquake and a tsunami that was as high as thirty-eight meters in some places, news trickled out that Fukushima had experienced meltdowns in three reactors. These tragic catastrophes claimed some 20,000 lives, initially displacing some 500,000 people and overwhelming Japan’s formidable disaster preparedness.This book brings together the analysis and insights of a group of distinguished experts on Japan to examine what happened, how various institutions and actors responded and what lessons can be drawn from Japan’s disaster. The contributors, many of whom experienced the disaster first hand, assess the wide–ranging repercussions of this catastrophe and how it is already reshaping Japanese culture, politics, energy policy, and urban planning. © 2012 Editorial selection and matter, Jeff Kingston.",,Kingston J.,10.4324/9780203124109,3.45,9.05
0,47,28.0,2002,Article,Comparison of community response to road traffic noise in Japan and Sweden - Part I: Outline of surveys and dose-response relationships,"To investigate cross-cultural differences in the community response to road traffic noise, social surveys were conducted in Gothenburg, Sweden, and Kumamoto and Sapporo, Japan, using the same questionnaire and noise measurement method. Typical residential areas with detached houses and apartments were selected as the target areas in each city. The questionnaire comprised 40 questions relating to environmental, housing and personal factors. The key questions concerned annoyance caused by road traffic noise. The total numbers of respondents were 1142 in Gothenburg, 837 in Kumamoto and 780 in Sapporo. The response rates were 68.8, 69.3 and 57.5% respectively. After the questionnaires were completed, noise measurements were made in each area. Community responses were compared on the basis of the dose-response relationships. There were no systematic differences between community responses in Sapporo and Kumamoto, which have the same culture. People living in detached houses in Gothenburg were more annoyed by the same road traffic noise than the people living in Japanese cities. There were no systematic differences among the three cities with regard to activity disturbances indoors, but significant disturbance of activities and resting in gardens or on balconies was noted in Gothenburg. The difference in activity disturbance was due to the differences between lifestyles in the two countries. People living in detached houses were more annoyed by the house vibration caused by road traffic than those living in apartments and people were annoyed by the exhaust from road traffic to the same extent as noise.",,"Sato T., Yano T., Björkman M., Rylander R.",10.1006/jsvi.2001.3892,3.97,10.5
1,72,19.0,2014,Book,Blue urbanism: Exploring connections between cities and oceans,"What would it mean to live in cities designed to foster feelings of connectedness to the ocean? As coastal cities begin planning for climate change and rising sea levels, author Timothy Beatley sees opportunities for rethinking the relationship between urban development and the ocean. Modern society is more dependent upon ocean resources than people are commonly aware of, from oil and gas extraction to wind energy, to the vast amounts of fish harvested globally, to medicinal compounds derived from sea creatures, and more. In Blue Urbanism, Beatley argues that, given all we've gained from the sea, city policies, plans, and daily urban life should acknowledge and support a healthy ocean environment. The book explores issues ranging from urban design and land use, to resource extraction and renewable energy, to educating urbanites about the wonders of marine life. Beatley looks at how emerging practices like ""community supported fisheries"" and aquaponics can provide a sustainable alternative to industrial fishing practices.Other chapters delve into incentives for increasing use of wind and tidal energy as renewable options to oil and gas extraction that damages ocean life, and how the shipping industry is becoming more ""green."" Additionally, urban citizens, he explains, have many opportunities to interact meaningfully with the ocean, from beach cleanups to helping scientists gather data. Ultimately, he explains that we must create a culture of ""ocean literacy"" using a variety of approaches, from building design and art installations that draw inspiration from marine forms, to encouraging citizen volunteerism related to oceans, to city-sponsored research, and support for new laws that protect marine health. Equal parts inspiration and practical advice for urban planners, ocean activists, and policymakers, Blue Urbanism offers a comprehensive look at the challenges and great potential for urban areas to integrate ocean health into their policy and planning goals. © 2014 Timothy Beatley. All rights reserved.",biomass; bioremediation; carbon reduction; climate change adaptation; climate change mitigation; coastal resilience; distributed energy systems; geothermal energy; green streets; hydrogen power; infrastructural ecologies; renewable energy; siting public utilities; smart grid; solar power; stormwater management; urban resilience; waste combustion; waste-to-energy facilities; water scarcity; water treatment and storage,Beatley T.,10.5822/978-1-61091-564-9,2.91,9.44
0,73,19.0,2004,Article,Toronto and Vancouver bound: The location choice of new Canadian immigrants,"Ethnic clustering plays an important role in the location choice of new immigrants to Canada. A concentration of people in the same geographic area who are of similar ethnic background, culture and language can be an important source of financial and personal support, information and guidance, and social mores. Evidence is found that, after controlling for a range of other observable and unobservable factors important to the location decision, the concentration of people of a particular ethnic group in a particular area has a significant effect on the chance that new immigrants of the same ethnic group will choose to live there. The size of the effect, however, depends on the personal characteristics of immigrants. The attraction of ethnic concentrations of immigrants is significantly smaller for new immigrants with a university degree and for those who normally speak English at home. Characteristics of the local ethnic community related to education and language profiles are also significant determinants of location choice. © 2004 by the Institute of Urban Studies All rights of reproduction in any form reserved.",Immigrants; Mobility; Neighborhood effects,McDonald J.T.,,3.61,8.27
1,80,17.0,2011,Review,Aquatic systems and water security in the Metropolitan Valley of Mexico City,"In megacities water quantity and quality are threatened by complex and interrelated processes caused by population growth, land use change, unsustainable agricultural practices, deforestation, erosion, destruction of ecosystems, lack of planning, laissez-faire policies, unsustainable water management, political conflicts, and increasingly also by the impacts of climate change. In the Metropolitan Valley of Mexico City (MVMC) located in the high plateau of Mexico City and on former lakes, the dry out policies during the last 300 years have been counterproductive, causing scarcity, pollution, health and environmental problems, subsidence and water conflicts, particularly affecting social vulnerable people. Megacities require an integrated management of water and aquatic systems. - integral water resource management, rainwater harvesting, maintenance and replacement of infrastructure, restoration of ecosystems and urban planning. This implies investments and a water culture including a transparent administration and peaceful negotiation of conflicts regarding concessions, access, and reuse of water allocation. Socio-political and environmental processes are complex; besides technical factors and ecosystem recovery, socio-cultural changes must transform human settlements and power structures. © 2011 Elsevier B.V.",,Oswald Spring Ú.,10.1016/j.cosust.2011.11.002,2.93,8.88
-1,100,11.0,2015,Book,"Cosmology, calendars, and horizon-based astronomy in ancient mesoamerica","Cosmology, Calendars, and Horizon-Based Astronomy in Ancient Mesoamerica is an interdisciplinary tour de force that establishes the critical role astronomy played in the religious and civic lives of the ancient peoples of Mesoamerica. Providing extraordinary examples of how pre-Columbian peoples merged ideas about the cosmos with those concerning calendar and astronomy, the volume showcases the value of detailed examinations of astronomical data for understanding ancient cultures. The volume is divided into three sections: Investigations into Mesoamerican horizon-based astronomy, the cosmological principles expressed in Mesoamerican religious imagery and rituals related to astronomy, and the aspects of Mesoamerican calendars related to archaeoastronomy. It also provides cutting-edge research on diverse topics such as records of calendar and horizon-based astronomical observation (like the Dresden and Borgia codices), iconography of burial assemblages, architectural alignment studies, urban planning, and counting or measuring devices. Contributors—who are among the most respected in their fields— explore new dimensions in Mesoamerican timekeeping and skywatching in the Olmec, Maya, Teotihuacano, Zapotec, and Aztec cultures. It will be of great interest to students and scholars of anthropology, archaeology, art history, and astronomy. © 2015 by University Press of Colorado.",,Milbrath S.,,5.79,8.9
-1,105,10.0,2019,Conference Paper,Enablers and Barriers of Lean Implementation in Construction Projects,"Lean aims to maximize customer satisfaction while minimizing waste. However, Lean philosophy has not been well understood yet in the construction industry for the fact that the complexity and dynamic nature of construction projects bring up uncertainties that may be hardly handled by construction practitioners. Moreover, project-based nature of construction business makes Lean implementation even more challenging for construction people. Even though Lean efforts in construction have recently increased, there are problems with the implementation processes. It is undeniable that successful Lean implementation strongly affects project performance. Therefore, it is essential to reveal enablers and barriers in Lean implementation so that the construction industry practitioners might conduct projects more effectively and satisfy project requirements (i.e. schedule, budget, safety). This study aims to provide a set of core enablers and barriers of Lean implementation in construction projects and guide construction professionals to better satisfy project requirements. Within this context, the study proposes seven major enabler and barrier groups, namely the financial, managerial, technical, workforce, culture, government, and communication and twenty-seven components for each group. Moreover, a survey was designed and administered to Lean practitioners to rank the enablers and barriers based on importance level. Clear understanding of technical requirements in Lean practices was ranked as the most important enabler of Lean implementation whereas lack of top management support was ranked as the most important barrier in the Lean implementation. However, the average rankings were not found to be diverging indicating that selected components of enabler and barrier groups are properly chosen. The study is expected to lead Lean practitioners with creating value to customers while preventing them from experiencing waste. © 2019 Published under licence by IOP Publishing Ltd.",,"Bayhan H.G., Demirkesen S., Jayamanne E.",10.1088/1757-899X/471/2/022002,4.22,9.15
