No,DocId,key-phrases
1,71,"['Russian empire', 'modern Russian identity', 'Eurasian empire', 'Russian identity', 'Imperial nobility']"
2,75,"['multicultural city', 'diverse city', 'national culture', 'urban space', 'urban study']"
3,160,"['European welfare regime', 'European welfare', 'Southern European welfare', 'Portuguese sociologist', 'welfare regime']"
4,172,"['unwanted heritage', 'historical heritage', 'city', 'heritage', 'historian']"
5,215,"['modern bourgeois city', 'bourgeois city', 'romantic heritage', 'medieval city', 'hegemonic city']"
6,239,"['regional culture study', 'Krasnoyarsk krai', 'regional culture', 'cultural research', 'krai']"
7,242,"['urban heritage', 'East Slavic unity', 'Slavic unity', 'cultural heritage object', 'cultural heritage']"
8,284,"['Philharmonic building', 'opera house', 'Modern building', 'architectural concept', 'music']"
9,296,"['urban communal living', 'communal living', 'critical spatial practitioner', 'modern city', 'urban planning practice']"
10,297,"['architectural structure', 'Architecture', 'architectural work', 'museum', 'outstanding architectural structure']"
11,301,"['Cross wooden church', 'wooden church', 'church structure', 'wooden', 'historical panorama']"
12,303,"['western monasticism', 'Écija', 'monasticism', 'monasticism repercussion', 'monastic order']"
13,311,"['old Polish city', 'urbanized space', 'Polish city', 'construction history', 'important building']"
14,313,"['local revitalization programme', 'local revitalization', 'town attractiveness', 'revitalization programme', 'town']"
15,314,"['Slovak bank building', 'Czechoslovak government', 'Slovak bank', 'Slovak part', 'bank architecture']"
16,345,"['industrial society', 'mining city', 'urban development', 'future urban development', 'Industry']"
17,385,"['traditional theatre', 'theatre', 'theatre practice', 'culture', 'urban planning composition']"
18,394,"['beautiful cosmopolitan city', 'many tragedy', 'tragedy', 'war', 'present war']"
