term,score,freq,doc_ids
component,0.08159214156566245,3,"[51, 154]"
computing,0.06983219671885091,2,[154]
urban,0.05439476104377496,2,"[154, 474]"
perception,0.041793366828540304,4,"[2, 35, 52, 154, 206, 277, 367, 376, 595]"
safety,0.038957325368699,2,"[2, 86, 154, 376]"
focus,0.034916098359425454,1,[154]
word,0.034916098359425454,1,[154]
confidence,0.034916098359425454,1,[154]
influence,0.02719738052188748,1,"[154, 376]"
impact,0.02719738052188748,1,"[49, 154]"
criterion,0.02719738052188748,1,"[154, 474]"
city,0.024641165450720603,3,"[2, 48, 52, 86, 154, 157, 287, 325, 376, 411, 477]"
importance,0.022682220033280267,1,"[35, 154, 157]"
field,0.022682220033280267,1,"[154, 287, 523]"
behavior,0.022682220033280267,1,"[154, 268, 523]"
work,0.022682220033280267,1,"[48, 154, 477]"
score,0.022682220033280267,1,"[52, 154, 523]"
evaluation,0.0194786626843495,1,"[35, 154, 206, 277]"
analysis,0.01855014543679963,2,"[86, 154, 206, 277, 287, 325, 474, 477, 523, 595]"
system,0.016993790555937797,1,"[154, 277, 411, 477, 534]"
measure,0.016993790555937797,1,"[2, 154, 367, 523, 595]"
area,0.008213721816906867,1,"[35, 49, 86, 154, 206, 268, 325, 474, 477, 523, 595]"
planning,0.008213721816906867,1,"[2, 35, 49, 52, 154, 157, 325, 367, 376, 474, 477]"
result,0.007244784358204309,1,"[35, 48, 49, 154, 206, 268, 287, 376, 411, 523, 529, 595]"
learning,0.006353448300275797,1,"[2, 51, 52, 86, 154, 157, 206, 268, 277, 287, 367, 376, 534]"
study,0.004759912229792607,1,"[2, 35, 48, 49, 51, 52, 154, 206, 367, 411, 474, 477, 523, 529, 595]"
street,0.0033661260163927943,1,"[2, 35, 48, 49, 51, 52, 86, 154, 206, 325, 367, 376, 411, 477, 523, 534, 595]"
machine,0.0027296238695970966,1,"[2, 49, 51, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 474, 477, 523, 534, 595]"
