term,score,freq,doc_ids
emotion,0.08055932964710975,6,"[49, 157]"
exposure,0.044790206647996475,4,"[49, 325, 411]"
MLR,0.034474122430825135,2,[49]
sensing,0.02685310988236992,2,"[49, 325]"
environment,0.02027437663666885,5,"[49, 51, 52, 86, 206, 268, 277, 367, 376, 477, 595]"
factor,0.019232097333914698,2,"[35, 49, 52, 268]"
disability,0.017237061215412568,1,[49]
pain,0.017237061215412568,1,[49]
death,0.017237061215412568,1,[49]
towards,0.017237061215412568,1,[49]
respect,0.017237061215412568,1,[49]
arousal,0.017237061215412568,1,[49]
report,0.017237061215412568,1,[49]
preference,0.017237061215412568,1,[49]
isovist,0.017237061215412568,1,[49]
RF,0.017237061215412568,1,[49]
N,0.017237061215412568,1,[49]
magnitude,0.017237061215412568,1,[49]
sign,0.017237061215412568,1,[49]
symbol,0.017237061215412568,1,[49]
occlusivity,0.017237061215412568,1,[49]
infrastructure,0.017237061215412568,1,[49]
living,0.01342655494118496,1,"[49, 157]"
interaction,0.01342655494118496,1,"[49, 268]"
strategy,0.01342655494118496,1,"[49, 287]"
hong,0.01342655494118496,1,"[49, 477]"
kong,0.01342655494118496,1,"[49, 477]"
location,0.01342655494118496,1,"[49, 52]"
impact,0.01342655494118496,1,"[49, 154]"
forest,0.01342655494118496,1,"[35, 49]"
proportion,0.01342655494118496,1,"[49, 523]"
variable,0.01342655494118496,1,"[49, 595]"
variance,0.01342655494118496,1,"[2, 49]"
framework,0.01342655494118496,1,"[49, 367]"
resident,0.011197551661999119,1,"[35, 49, 325]"
technology,0.011197551661999119,1,"[48, 49, 523]"
resolution,0.011197551661999119,1,"[35, 49, 325]"
volume,0.011197551661999119,1,"[35, 49, 523]"
opportunity,0.011197551661999119,1,"[49, 86, 268]"
finding,0.011197551661999119,1,"[2, 49, 51]"
model,0.010916445586802777,4,"[2, 35, 49, 52, 157, 206, 268, 277, 287, 376, 411, 477, 529, 595]"
value,0.009616048666957349,1,"[49, 157, 325, 367]"
experience,0.009616048666957349,1,"[35, 49, 157, 529]"
regression,0.008389339641538913,1,"[2, 49, 52, 411, 529]"
area,0.00810975065466754,2,"[35, 49, 86, 154, 206, 268, 325, 474, 477, 523, 595]"
health,0.006539617670928304,1,"[35, 49, 51, 86, 367, 376, 595]"
view,0.006273024904069774,2,"[2, 35, 48, 49, 51, 52, 86, 268, 277, 325, 411, 477, 523]"
people,0.005805542392729738,1,"[2, 49, 52, 206, 367, 376, 411, 595]"
study,0.004699660176250928,2,"[2, 35, 48, 49, 51, 52, 154, 206, 367, 411, 474, 477, 523, 529, 595]"
data,0.004699660176250928,2,"[2, 49, 51, 52, 86, 157, 206, 268, 277, 287, 367, 411, 523, 529, 595]"
research,0.004578833367311302,1,"[48, 49, 51, 52, 86, 268, 277, 287, 367, 523]"
planning,0.00405487532733377,1,"[2, 35, 49, 52, 154, 157, 325, 367, 376, 474, 477]"
result,0.0035765391135438996,1,"[35, 48, 49, 154, 206, 268, 287, 376, 411, 523, 529, 595]"
design,0.0035765391135438996,1,"[2, 35, 49, 52, 268, 287, 325, 367, 474, 477, 523, 595]"
approach,0.003136512452034887,1,"[35, 48, 49, 157, 268, 325, 367, 376, 477, 523, 529, 534, 595]"
street,0.0016617584131559365,1,"[2, 35, 48, 49, 51, 52, 86, 154, 206, 325, 367, 376, 411, 477, 523, 534, 595]"
machine,0.0013475358343580605,1,"[2, 49, 51, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 474, 477, 523, 534, 595]"
