Cluster,Group,SubGroup,TitleWords,NumPhrases,Key-phrases,NumDocs,DocIds
1,-1,0,"['detection', 'extraction', 'building']",19,"['fast building detection', 'building extraction accuracy', 'building extraction', 'Automatic building extraction', 'automatic building detection', 'vehicle detection', 'unreinforced masonry building', 'single vehicle extraction', 'shadow detection', 'road infrastructure extraction', 'road edge detection', 'Road detection', 'Precise object detection', 'object detection method', 'light detection', 'edge detection', 'classification road extraction', 'Accurate road extraction', 'nighttime light']",18,"[54, 100, 125, 137, 249, 292, 364, 385, 389, 401, 428, 444, 451, 454, 460, 488, 505, 575]"
1,-1,1,"['analysis', 'centerline', 'extraction']",19,"['Road centerline extraction', 'centerline extraction method', 'texture analysis', 'Multiscale road centerline', 'intensity analysis', 'image analysis', 'contour extraction', 'connected component analysis', 'unsupervised spectral unmixing', 'unsupervised feature learning', 'textural information', 'recognition system', 'novel method', 'new index', 'Jaccard index', 'image interpretation', 'computer vision', 'automatic method', 'automatic identification']",19,"[26, 31, 58, 64, 76, 77, 100, 111, 125, 126, 148, 224, 327, 364, 367, 385, 430, 576, 580]"
1,-1,2,"['segmentation', 'spatial', 'feature']",17,"['spatial feature', 'spatial pyramid pooling', 'spatial characteristic', 'spatial attribute', 'segmentation approach', 'satellite image segmentation', 'robust segmentation', 'robust feature extraction', 'robust feature', 'pair segmentation', 'image segmentation optimization', 'discriminative feature', 'scene image classifier', 'scene classification task', 'scene classification algorithms', 'receptive field', 'local contextual cue']",16,"[1, 37, 41, 54, 84, 99, 100, 112, 171, 172, 211, 220, 238, 313, 367, 504]"
1,-1,3,"['semantic', 'SAR', 'segmentation']",14,"['video semantic segmentation', 'semantic segmentation', 'explainable semantic segmentation', 'semantic net', 'semantic labelling', 'semantic inpainting algorithm', 'sar data', 'meaningful semantic class', 'synthetic aperture radar', 'SAR mapping', 'SAR image classification', 'SAR image', 'SAR feature', 'inpainting']",16,"[21, 25, 56, 58, 77, 109, 144, 148, 178, 202, 249, 313, 486, 506, 538, 568]"
1,-1,4,"['image', 'data', 'feature']",12,"['satellite image fusion', 'resolution multispectral data', 'nonlinear feature space', 'multispectral satellite image', 'multispectral data', 'multiple feature space', 'hyperspectral image classification', 'Hyperspectral image', 'hyperspectral data', 'hierarchic feature representation', 'feature fusion', 'data fusion']",12,"[1, 3, 64, 99, 105, 150, 178, 242, 292, 332, 455, 548]"
1,-1,5,"['change', 'detection', 'LULC']",11,"['LULC change detection', 'composite change detection', 'change detection approach', 'change detection analysis', 'change detection algorithm', 'change detection', 'use change modeling', 'unchanged data', 'damage detection', 'LULC classification', 'learning LU classification']",12,"[2, 31, 53, 71, 74, 90, 313, 437, 450, 465, 548, 568]"
1,-1,6,"['point', 'cloud', 'LiDAR']",11,"['lidar point cloud', 'urban point cloud', 'point cloud labelling', 'point cloud classification', 'classify LiDAR point', 'airborne lidar', 'Riegl Terrestrial laser', 'LiDAR imagery', 'LiDAR data fusion', 'LiDAR data', 'airborne LIDAR data']",14,"[20, 56, 61, 81, 111, 137, 144, 171, 186, 211, 401, 430, 451, 455]"
1,-1,7,"['disaster', 'risk', 'random']",10,"['disaster risk management', 'disaster risk assessment', 'random forest', 'natural disaster prediction', 'natural disaster evaluation', 'hydrologic risk', 'Random Forest machine', 'Random Forest algorithm', 'large earthquake', 'flood loss assessment']",19,"[25, 30, 53, 111, 204, 228, 242, 313, 324, 401, 431, 451, 460, 465, 488, 497, 503, 532, 568]"
1,-1,8,"['information', 'spatiotemporal', 'signature']",10,"['wave signature', 'temporal information', 'spectral information', 'spatiotemporal uncertainty', 'spatiotemporal change', 'information entropy', 'abundant spectral signature', 'Spatiotemporal modeling', 'learned uncertainty estimate', 'HSV color space']",10,"[1, 202, 256, 297, 361, 407, 469, 485, 486, 506]"
1,0,0,"['landsat', 'land', 'classification']",23,"['landcover classification', 'land use classification', 'land cover classification', 'land use class', 'land use category', 'industrial land recognition', 'croplands', 'cover classification', 'urban feature extraction', 'urban area extraction', 'precision agriculture', 'LandUse data set', 'Landsat satellite imagery', 'Landsat satellite image', 'Landsat imagery archive', 'Landsat imagery', 'Landsat image', 'Landsat data stack', 'Landsat data', 'fertile Tarai region', 'facing sustainability threat', 'ecosystem service', 'cover change analysis']",29,"[2, 21, 25, 53, 58, 63, 68, 77, 90, 96, 112, 139, 147, 176, 182, 242, 300, 324, 332, 361, 407, 437, 504, 521, 532, 548, 564, 576, 580]"
1,0,1,"['urban', 'area', 'complex']",20,"['complex urban area', 'urban area', 'OSM urban area', 'complex urban study', 'urban environment', 'surface urban heat', 'populated urban region', 'large urban scene', 'catchment area', 'Athens area', 'water body', 'Urban Atlas land', 'Taliban regime', 'small polish city', 'Population spatialization', 'populated emirate', 'large window', 'Lahore city', 'Historical Cityscape', 'Coastal development']",22,"[2, 12, 19, 26, 58, 77, 81, 147, 156, 166, 171, 182, 224, 228, 347, 389, 469, 474, 521, 540, 564, 580]"
1,0,2,"['building', 'urban', 'prediction']",17,"['urban land prediction', 'building size prediction', 'urban expansion trend', 'predict urban expansion', 'land price prediction', 'future urban extent', 'building type information', 'building height', 'building footprint', 'building detection', 'time series', 'spatial trend', 'roofs', 'roof superstructure classification', 'roof diaphragms', 'decadal historical pattern', 'combinatory trend']",19,"[3, 20, 70, 74, 81, 139, 144, 156, 172, 177, 297, 327, 329, 428, 430, 460, 471, 485, 522]"
1,0,3,"['urban', 'growth', 'population']",16,"['urban growth', 'Rapid urban growth', 'urbanization lead', 'urbanization', 'urban sprawl', 'Urban population distribution', 'smart city growth', 'population mapping', 'population forecasting', 'growth modeling', 'census population', 'annual urbanization', 'regional planning relies', 'Regional mapping', 'Logistic regression analysis', 'Interregional comparison']",17,"[12, 70, 76, 99, 112, 172, 182, 202, 228, 300, 329, 347, 407, 439, 485, 497, 564]"
