Cluster,Group,SubGroup,TitleWords,NumPhrases,Key-phrases,NumDocs,DocIds
0,-1,0,"['smart', 'urban', 'city']",31,"['urban area smart', 'sustainable smart city', 'smart urban environment', 'smart city planning', 'smart city model', 'smart city environment', 'smart city ecosystem', 'smart city design', 'smart city construction', 'urban heat monitoring', 'urban ground sensing', 'sustainable urban system', 'sustainable urban planning', 'sustainable city', 'Smart urban infrastructure', 'Smart urban future', 'smart meter', 'smart infrastructure system', 'smart home', 'future city ecosystem', 'advanced urban application', 'Urban computing', 'UAS application', 'sustainability scope', 'service infrastructure', 'omnichannel service', 'mobility sector', 'edge computing', 'Drone Future', 'cloud network', 'business feature']",28,"[170, 208, 219, 230, 248, 265, 268, 276, 279, 289, 299, 371, 377, 388, 405, 449, 482, 483, 495, 500, 501, 514, 515, 547, 549, 563, 574, 578]"
0,-1,1,"['traffic', 'urban', 'safety']",29,"['urban traffic management', 'urban traffic control', 'urban safety', 'traffic safety portfolio', 'traffic safety management', 'Road traffic safety', 'urban health', 'urban critical infrastructure', 'traffic profiling', 'traffic pattern detection', 'traffic management', 'traffic incident analysis', 'traffic crash location', 'safety management strategy', 'railway safety', 'large urban police', 'heterogeneous traffic', 'safer parking', 'road incident detector', 'parking availability information', 'parking', 'optimal police', 'lockdown policy', 'freeway incident management', 'disaster response', 'COVID pandemic', 'coronavirus', 'arterial road control', 'accident investigation site']",24,"[7, 47, 60, 94, 127, 141, 158, 215, 261, 264, 273, 289, 302, 310, 341, 398, 408, 483, 491, 498, 525, 528, 563, 600]"
0,-1,2,"['data', 'datasets', 'historical']",25,"['text datasets', 'real datasets', 'historical data', 'crowdsensed datasets', 'various data science', 'textual feedback data', 'historical trajectory', 'historical exploration route', 'complementary data', 'various use case', 'unstructured community input', 'trend', 'popularity', 'popular place', 'Mobile crowdsensing', 'location trace', 'human factor', 'Foursquare user', 'facebook', 'exploratory taxi fleet', 'crowds', 'citywide crowd', 'avatar', 'AIs summary report', 'AIS location']",25,"[13, 118, 123, 170, 180, 208, 268, 295, 298, 337, 370, 373, 374, 376, 402, 406, 453, 477, 478, 491, 520, 545, 550, 578, 600]"
0,-1,3,"['data', 'sensor', 'big']",22,"['sensor data fusion', 'sensor data', 'real sensor data', 'physiological sensor data', 'IoT big data', 'ERI big data', 'big data era', 'big data analysis', 'big data', 'wearable device data', 'POI data', 'medical IoT sensor', 'IoT sensor', 'IoT data', 'Earth observation data', 'data', 'barometric data', 'MapReduce framework', 'IoT service', 'Big Data processing', 'ax accelerometer signal', 'accelerometer']",31,"[4, 32, 44, 129, 161, 193, 219, 225, 248, 250, 261, 272, 289, 335, 337, 344, 352, 368, 387, 388, 400, 483, 501, 525, 529, 530, 545, 547, 549, 559, 581]"
0,-1,4,"['mobility', 'human', 'data']",22,"['human mobility dataset', 'human mobility data', 'mobility data mining', 'human mobility prediction', 'human mobility pattern', 'human mobility', 'vehicular data', 'temporal mobility pattern', 'taxi journey dataset', 'pedestrian count data', 'mobility structure detection', 'mobility pattern discovery', 'Mobility data', 'mobility analysis', 'human fall', 'wearable fall detection', 'traffic prediction', 'pedestrian motion', 'pedestrian', 'nighttime population number', 'impact pedestrian activity', 'destination prediction']",26,"[33, 40, 65, 78, 82, 97, 116, 133, 191, 215, 240, 258, 260, 272, 284, 302, 334, 351, 372, 392, 409, 419, 448, 464, 477, 543]"
0,-1,5,"['vehicle', 'machine', 'industrial']",20,"['vehicle selection problem', 'vehicle ownership', 'vehicle', 'machine', 'LudoVico UX machine', 'industrial automation', 'fourth industrial revolution', 'automated vehicle', 'workshop', 'Small Museum', 'Printing', 'paper', 'Oriole', 'industry', 'food business', 'driver car', 'conference', 'bike', 'Autonomous Vehicle', 'autonomous driving']",19,"[65, 116, 122, 123, 180, 264, 337, 353, 373, 478, 487, 502, 533, 534, 543, 549, 556, 581, 587]"
0,-1,6,"['phone', 'activity', 'mobile']",20,"['mobile phone activity', 'mobile phone trajectory', 'smartphones locational request', 'smartphone global positioning', 'phone usage pattern', 'phone record', 'phone datasets', 'phone dataset', 'phone data', 'phone', 'mobile communication technology', 'distinctive activity pattern', 'activity transition', 'activity recommendation', 'activity prediction', 'activity', 'WiFi positioning', 'recommendation quality', 'recommendation', 'Call Detail']",16,"[13, 40, 118, 175, 180, 193, 207, 270, 371, 381, 397, 404, 449, 453, 501, 512]"
0,-1,7,"['smart', 'city', 'optimization']",19,"['smart city initiative', 'smart city', 'city smarter', 'smartification', 'smart community', 'particle swarm optimization', 'intelligent city', 'collection optimization problem', 'Smart Cities promise', 'simulation method', 'simulate human intelligence', 'randomized fitness measure', 'Mind', 'intelligent', 'heuristic propagation', 'genetic algorithm', 'Chinese AI landscape', 'brain', 'AI urbanism']",35,"[4, 7, 44, 47, 57, 92, 94, 127, 192, 231, 236, 240, 250, 270, 276, 281, 288, 289, 305, 337, 357, 482, 487, 489, 490, 500, 502, 515, 525, 528, 534, 563, 581, 582, 584]"
0,-1,8,"['urban', 'mobility', 'human']",18,"['urban mobility structure', 'urban mobility landscape', 'Urban human mobility', 'urban human activity', 'human urban behavior', 'urban population', 'urban event causes', 'sustainable urban transportation', 'human behavior', 'contemporary mobility planning', 'aggregated human behavior', 'vehicle emission', 'sustainable Mobility', 'offender agent', 'law enforcement personnel', 'energy Storage', 'energy consumption', 'air quality evaluator']",15,"[33, 268, 276, 295, 405, 417, 419, 464, 490, 494, 508, 530, 533, 549, 600]"
0,-1,9,"['spatial', 'context', 'semantic']",16,"['spatial context', 'urban context feature', 'street context distribution', 'spatial syntactical rule', 'spatial status', 'semantic database', 'location semantic predicting', 'contextual influence', 'contextual attribute', 'Semantic framework', 'ontological result', 'ontological framework', 'land use detection', 'land use classification', 'government knowledge graph', 'geographic knowledge graphs']",16,"[18, 32, 47, 187, 193, 203, 275, 281, 404, 409, 442, 496, 512, 514, 555, 566]"
0,-1,10,"['clustering', 'algorithm', 'pattern']",16,"['traditional clustering algorithm', 'clustering algorithm', 'spatiotemporal pattern mining', 'pattern discovery', 'hierarchical clustering', 'clustering process', 'clustering', 'available clustering protocol', 'traffic analysis application', 'statistical contourlet', 'standardization protocol', 'segmentation', 'labeling', 'contain', 'cluster analysis', 'cluster']",16,"[7, 106, 191, 258, 262, 265, 284, 288, 392, 494, 520, 533, 534, 550, 559, 585]"
0,-1,11,"['intelligent', 'taxi', 'transportation']",15,"['intelligent transportation system', 'intelligent transportation', 'intelligent taxi', 'taxis', 'taxi demand', 'taxi', 'smarter transportation system', 'electric taxi', 'Beijing taxis', 'support autonomous mobility', 'smart mobility', 'navigation system', 'Intelligent driver assist', 'Chinese government', 'Automated urban travel']",18,"[18, 118, 189, 203, 207, 215, 225, 231, 288, 298, 335, 352, 388, 397, 464, 500, 577, 597]"
0,-1,12,"['topic', 'semantic', 'model']",15,"['semantic topic model', 'topic modeling', 'probabilistic topic model', 'topic identification', 'topic hierarchy', 'semantic decomposition', 'probabilistic topic', 'latent semantic relationship', 'annotation model', 'symbiosis', 'scene decomposition', 'relatedness', 'related field', 'latent Dirichlet allocation', 'conjunction']",14,"[32, 65, 122, 124, 208, 264, 354, 369, 402, 404, 496, 511, 578, 587]"
0,-1,13,"['trajectory', 'data', 'similarity']",15,"['trajectory dataset', 'trajectory data', 'system trajectory data', 'GPS trajectory dataset', 'GPS trajectory data', 'bike trajectory data', 'trajectory segmentation', 'similarity measure', 'similarity index', 'new similarity measure', 'Trajectory clustering', 'modular decision', 'decision support system', 'decision analysis', 'bike flow pattern']",15,"[18, 118, 122, 123, 158, 189, 192, 203, 258, 302, 334, 508, 511, 512, 550]"
0,-1,14,"['traffic', 'prediction', 'flow']",13,"['traffic flow prediction', 'traffic volume prediction', 'traffic flow forecasting', 'traffic accident prediction', 'road traffic prediction', 'flow prediction', 'crowd flow prediction', 'traffic forecasting', 'traffic forecast feature', 'demand prediction', 'Traffic volume estimation', 'predict hazard', 'demand response']",15,"[18, 33, 57, 141, 158, 205, 225, 261, 301, 405, 461, 477, 500, 561, 585]"
0,-1,15,"['route', 'light', 'planning']",13,"['transportation route planning', 'bus route planning', 'transport planning issue', 'traffic light status', 'traffic light control', 'traffic light', 'state transportation planning', 'route recommendation', 'light control system', 'light control', 'efficient route', 'dynamic route', 'street sign']",13,"[60, 108, 133, 210, 273, 311, 321, 334, 376, 461, 498, 563, 591]"
0,-1,16,"['travel', 'data', 'behavior']",12,"['travel survey data', 'travel behavior research', 'travel behavior interpretation', 'individual travel behavior', 'travel pattern', 'travel demand model', 'travel activity', 'driver survey data', 'ridership pattern', 'massive itinerary', 'Extracting leisure activity', 'Data mining tourism']",9,"[118, 124, 335, 351, 353, 381, 393, 397, 442]"
0,-1,17,"['air', 'quality', 'monitoring']",10,"['air quality monitoring', 'air quality concern', 'air quality', 'exploratory monitoring', 'Universal data', 'transparent data architecture', 'synchronized functioning', 'pollution detection', 'ecological sensing', 'automated vacuum waste']",10,"[7, 47, 273, 276, 305, 489, 495, 514, 525, 585]"
0,-1,18,"['spatiotemporal', 'data', 'granularity']",9,"['spatiotemporal granularity', 'spatiotemporal data', 'massive spatiotemporal data', 'spatiotemporal dynamism', 'summarization', 'sequence', 'proceeding', 'overview', 'advance']",9,"[248, 301, 352, 371, 393, 529, 556, 577, 587]"
0,-1,19,"['mode', 'travel', 'detection']",6,"['travel mode detection', 'travel mode choice', 'mode detection', 'transportation mode recognition', 'transportation mode classification', 'geodemographic classification']",6,"[32, 161, 189, 207, 400, 529]"
0,-1,20,"['planning', 'motion', 'automated']",4,"['motion planning', 'automated planning approach', 'algorithmic space planning', 'adaptive plan']",4,"[273, 508, 543, 555]"
0,0,0,"['machine', 'learning', 'method']",26,"['machine learning method', 'online machine learning', 'machine learning technology', 'machine learning technique', 'machine learning algorithms', 'machine learning algorithm', 'machine learning', 'Support vector machine', 'supervised machine', 'person detection method', 'classification method', 'various classification', 'tensor factorization', 'principal component analysis', 'nonnegative matrix factorization', 'matrix factorization', 'LightGBM classifier', 'hyperdimensional computing', 'human classification analysis', 'fuzzy reasoning', 'dimensionality reduction', 'detection system', 'deep knowledge mining', 'data mining technique', 'classifier', 'capture system']",39,"[13, 40, 82, 92, 94, 108, 133, 158, 170, 189, 193, 207, 225, 236, 240, 262, 264, 265, 272, 281, 282, 289, 295, 310, 352, 381, 387, 388, 392, 400, 404, 409, 417, 442, 483, 491, 545, 566, 597]"
