0,1
spatiotemporal pattern,"{0, 4, -1}"
social sensing,{-1}
sensing perspective,{-1}
resident complain,{-1}
complain event,{-1}
street vending,{-1}
important part,{-1}
informal economy,{-1}
negative externality,{-1}
positive role,{-1}
observation data,{-1}
vending event,{-1}
big data,"{0, 1, 2, 3, 4, -1}"
urban governance,"{2, -1}"
governance platform,{-1}
urban problem,"{4, -1}"
problem complaint,{-1}
complaint hotline,{-1}
occurrence mechanism,{-1}
urban manager,{-1}
urban resident,"{4, -1}"
model show,{-1}
former concentrate,{-1}
urban area,"{1, 2, 3, 4, 5, -1}"
work time,{-1}
finding reaffirm,{-1}
perception bias,{-1}
sensing data,"{1, -1}"
governance practice,{-1}
spatial familiarity,{-1}
urban environment,"{0, 1, 3, 5, -1}"
eye movement,{-1}
movement data,{-1}
user context,{-1}
familiarity level,{-1}
information service,"{3, -1}"
sketch map,{-1}
mobile phone,"{0, 1, 3, -1}"
phone positioning,{-1}
social medium,"{0, 4, -1}"
medium data,"{0, 4, -1}"
new type,{-1}
sensory data,{-1}
navigation task,{-1}
random forest,"{1, -1}"
forest classifier,{-1}
binary classification,{-1}
statistical feature,{-1}
semantic feature,{-1}
pupil diameter,{-1}
fixation dispersion,{-1}
saccade duration,{-1}
fixation count,{-1}
important feature,{-1}
wide availability,{-1}
smartphone sensing,{-1}
internet connection,{-1}
mobile crowd,{-1}
crowd sourcing,{-1}
promising paradigm,{-1}
smart city,"{0, 1, 2, 4, -1}"
city context,{-1}
crowd data,{-1}
scalable monitoring,{-1}
resource demand,{-1}
main bottleneck,"{3, -1}"
data validation,{-1}
validation framework,{-1}
utilizing machine,{-1}
machine learning,"{0, 1, 2, 3, 4, 5, -1}"
learning technique,"{0, 1, 3, 4, 5, -1}"
road monitoring,{-1}
monitoring application,{-1}
area road,{-1}
crucial need,{-1}
much attention,"{1, -1}"
commercial location,{-1}
rapid development,"{1, 2, -1}"
urban data,"{0, 1, 2, 3, 4, 5, -1}"
human mobility,"{0, 1, 3, 4, 5, -1}"
commercial district,{-1}
district discovery,{-1}
discovery framework,{-1}
graph convolution,{-1}
convolution network,{-1}
mobility feature,{-1}
geographic similarity,{-1}
hierarchical clustering,{-1}
functional region,"{4, -1}"
human pattern,{-1}
kernel density,{-1}
density estimation,{-1}
semantic label,{-1}
multisource data,{-1}
accurate traffic,{-1}
citywide network,{-1}
data mining,"{0, 1, 2, 4, -1}"
mining application,{-1}
congestion warning,{-1}
transportation scheduling,{-1}
previous work,"{0, 3, 4, -1}"
significant effort,{-1}
temporal dynamic,{-1}
spatial dependency,{-1}
key limitation,{-1}
current model,{-1}
existing approach,{-1}
spatial correlation,{-1}
predefined graph,{-1}
graph structure,{-1}
genuine relation,{-1}
incomplete graph,{-1}
graph connection,{-1}
temporal trend,"{4, -1}"
stacking structure,{-1}
method suffers,{-1}
temporal dependency,"{1, -1}"
dependency vanquish,{-1}
vanquish problem,{-1}
multistep prediction,{-1}
spatialoral dependency,{-1}
traffic flow,"{1, 5, -1}"
new traffic,{-1}
traffic speed,"{1, -1}"
speed prediction,{-1}
prediction framework,"{3, -1}"
multiscale graph,{-1}
graph attention,{-1}
attention network,{-1}
neural architecture,{-1}
geographical dependency,{-1}
spatial semantics,{-1}
global perspective,{-1}
multiheads attention,{-1}
attention mechanism,{-1}
traffic data,"{1, -1}"
data set,"{0, 1, 2, 4, 5, -1}"
set demonstrate,{-1}
geotagged photo,{-1}
spatiotemporal distribution,{-1}
tourist flow,{-1}
urban planning,"{0, 1, 2, 3, 4, 5, -1}"
perturbed state,{-1}
recent year,"{0, 1, 2, 3, 5, -1}"
social data,{-1}
popular hotspot,{-1}
mobility pattern,"{3, 5, -1}"
residence information,{-1}
previous study,"{3, -1}"
shannon entropy,{-1}
special ward,{-1}
result show,"{0, 1, 2, 5, -1}"
gradient boosting,{-1}
boosting machine,{-1}
linear model,{-1}
distributed random,{-1}
deep learning,"{1, 5, -1}"
temporal entropy,{-1}
frequent visit,{-1}
temporal distribution,{-1}
spatial distribution,"{0, -1}"
future tourism,{-1}
tourism research,"{0, -1}"
different topic,"{4, -1}"
support policymakers,{-1}
urban setting,{-1}
significant interest,{-1}
vehicular traffic,"{2, -1}"
traffic modelling,{-1}
prolific application,{-1}
application domain,{-1}
sport analytics,{-1}
defensive strategy,{-1}
team sport,{-1}
advanced machine,"{3, -1}"
