NumTopics,Cluster,NumDocs,Percent,DocId,Score,LDATopics
6,-1,34,0.086,"[1, 4, 11, 13, 17, 18, 27, 29, 32, 39, 49, 56, 60, 61, 73, 78, 83, 84, 92, 105, 110, 125, 135, 137, 146, 153, 157, 161, 194, 228, 235, 283, 289, 382]",-8.943572742423,"[{'topic': ['policy', 'people', 'research', 'culture', 'youth', 'interest', 'practice', 'book', 'study', 'use'], 'score': -1.7020923249471618}, {'topic': ['city', 'people', 'culture', 'year', 'study', 'place', 'life', 'politics', 'planning', 'area'], 'score': -2.272119033376783}, {'topic': ['group', 'interaction', 'discussion', 'people', 'immigrant', 'action', 'form', 'organizational interaction', 'online', 'organizationality'], 'score': -4.447071533236899}, {'topic': ['language', 'aborigine', 'TV', 'issue', 'town', 'new town', 'housing', 'health', 'show', 'voice'], 'score': -9.207720087013447}, {'topic': ['event', 'festival', 'tourism', 'management', 'literature', 'construction', 'theory', 'implementation', 'concept', 'nature'], 'score': -9.880445314436763}, {'topic': ['beauty', 'study', 'coordination', 'people', 'organisation', 'mechanism', 'conflict', 'approach', 'case', 'water'], 'score': -10.058163776063433}]"
6,0,39,0.099,"[14, 20, 43, 54, 66, 86, 94, 98, 109, 113, 123, 124, 128, 131, 133, 141, 142, 154, 155, 165, 166, 167, 171, 175, 176, 190, 191, 192, 193, 213, 218, 280, 286, 292, 315, 321, 327, 337, 368]",-5.132431238308837,"[{'topic': ['community', 'art', 'history', 'work', 'study', 'movement', 'essay', 'urban study', 'discussion', 'collection'], 'score': -1.158887386256624}, {'topic': ['city', 'people', 'space', 'culture', 'place', 'process', 'tourism', 'planning', 'development', 'area'], 'score': -1.2108462959629471}, {'topic': ['city', 'people', 'culture', 'study', 'life', 'space', 'diversity', 'urban space', 'material', 'story'], 'score': -2.0495776352669606}, {'topic': ['city', 'nationalism', 'identity', 'capital', 'nation', 'urban planning', 'place', 'subway', 'district', 'site'], 'score': -5.947693176460028}, {'topic': ['study', 'hop', 'hip hop', 'hip', 'book', 'poverty', 'politics', 'debate', 'sociology', 'student'], 'score': -7.0122414871036165}, {'topic': ['downtown', 'practice', 'research', 'paper', 'young people', 'ethnography', 'dance', 'volume', 'imagery', 'museum'], 'score': -11.3961794756528}]"
6,1,29,0.074,"[68, 91, 103, 121, 129, 201, 205, 226, 238, 244, 264, 268, 269, 294, 298, 302, 319, 324, 330, 344, 347, 349, 350, 361, 362, 365, 371, 384, 395]",-8.041495220642894,"[{'topic': ['change', 'culture', 'market', 'study', 'heritage', 'architecture', 'today', 'group', 'city', 'community'], 'score': -0.9841884795997448}, {'topic': ['people', 'city', 'space', 'culture', 'architecture', 'life', 'project', 'development', 'building', 'community'], 'score': -1.5648757542695206}, {'topic': ['city', 'identity', 'factor', 'city identity', 'century', 'conservation', 'value', 'income', 'education', 'analysis'], 'score': -6.178132669235797}, {'topic': ['city', 'area', 'urban transformation', 'street', 'part', 'book', 'kind', 'stone', 'culture', 'image'], 'score': -6.530874392730255}, {'topic': ['market', 'satellite image', 'island', 'image', 'application', 'place', 'modernization', 'sense', 'point', 'change'], 'score': -10.024903021221952}, {'topic': ['form', 'urban design', 'nature', 'hybridization', 'urban form', 'hybridization process', 'corridor', 'modifier', 'floor', 'religion'], 'score': -16.06929438701616}]"
6,2,18,0.046,"[106, 118, 210, 214, 252, 253, 256, 259, 273, 276, 354, 359, 360, 364, 366, 376, 378, 391]",-6.119954927638257,"[{'topic': ['development', 'planning', 'economy', 'urban planning', 'city', 'perspective', 'trend', 'type', 'people', 'urbanization'], 'score': -0.8527261838662619}, {'topic': ['city', 'design', 'paper', 'people', 'area', 'construction', 'development', 'blight', 'method', 'culture'], 'score': -4.024084566334758}, {'topic': ['space', 'axis', 'urban space', 'urban space axis', 'space axis', 'development', 'activity', 'functionality', 'research', 'culture'], 'score': -5.450390844499465}, {'topic': ['city', 'quality', 'space', 'area', 'environment', 'people', 'environmental quality', 'indicator', 'resilience', 'risk'], 'score': -6.242567119889764}, {'topic': ['environment', 'evaluation', 'traffic', 'index', 'data', 'livable city', 'residential environment', 'pollution', 'city', 'management'], 'score': -6.390652404720973}, {'topic': ['protection', 'culture', 'characteristic dwelling', 'dwelling', 'nationality characteristic dwelling', 'scenery', 'traditional culture', 'natural scenery', 'scenery city', 'healthy city'], 'score': -16.642965254321275}]"
6,3,18,0.046,"[15, 22, 24, 33, 48, 59, 79, 81, 96, 149, 184, 200, 211, 223, 281, 339, 342, 377]",-3.0373337264917883,"[{'topic': ['knowledge', 'knowledge spillover', 'spillover', 'entrepreneurship', 'literature', 'economic development', 'mechanism', 'development', 'nature', 'capacity'], 'score': -0.4779107680062597}, {'topic': ['development', 'city', 'urban design', 'design', 'regeneration', 'culture', 'art', 'area', 'people', 'role'], 'score': -0.48525829285261973}, {'topic': ['culture', 'city', 'place', 'planning', 'experience', 'regeneration', 'product', 'art', 'creativity', 'quality'], 'score': -0.8488122867909476}, {'topic': ['art', 'community', 'place', 'research', 'culture', 'activity', 'paper', 'development', 'branding', 'cultural production'], 'score': -2.1201371305055647}, {'topic': ['process', 'analysis', 'city', 'economy', 'paper', 'culture', 'benefit', 'cluster', 'approach', 'idea'], 'score': -2.573430129577155}, {'topic': ['production', 'development', 'art', 'economic development', 'placemaking', 'city', 'culture', 'producer', 'people', 'externality'], 'score': -5.374046696427322}]"
6,4,18,0.046,"[71, 75, 160, 172, 215, 239, 242, 284, 296, 297, 301, 303, 311, 313, 314, 345, 385, 394]",-6.2262748163374875,"[{'topic': ['city', 'building', 'place', 'people', 'culture', 'identity', 'development', 'music', 'inhabitant', 'architecture'], 'score': -2.020463197821498}, {'topic': ['study', 'culture', 'city', 'process', 'purpose', 'development', 'resident', 'analysis', 'investor', 'example'], 'score': -2.2078315763283825}, {'topic': ['result', 'country', 'structure', 'research', 'period', 'condition', 'system', 'market', 'time', 'war'], 'score': -2.609630774122074}, {'topic': ['city', 'space', 'heritage', 'meaning', 'earthquake', 'article', 'people', 'community', 'basis', 'reconstruction'], 'score': -3.0881593879982727}, {'topic': ['city', 'culture', 'identity', 'theatre', 'way', 'symbol', 'space', 'material', 'language', 'question'], 'score': -3.258298386135427}, {'topic': ['town', 'church', 'small town', 'bank', 'model', 'monasticism', 'branch office', 'branch', 'office', 'way'], 'score': -14.179015312781598}]"
6,5,6,0.015,"[173, 185, 232, 285, 329, 348]",-4.937225518839488,"[{'topic': ['survey', 'study', 'space', 'people', 'method', 'urban space', 'architect', 'idea', 'research', 'life'], 'score': -0.6563529038377579}, {'topic': ['idea', 'relationship', 'research', 'space', 'culture', 'rapid urbanisation', 'people', 'urban development', 'city', 'urbanisation'], 'score': -0.9837262658360698}, {'topic': ['idea', 'relationship', 'research', 'space', 'culture', 'rapid urbanisation', 'people', 'urban development', 'city', 'urbanisation'], 'score': -0.9837262658360698}, {'topic': ['idea', 'relationship', 'research', 'space', 'culture', 'rapid urbanisation', 'people', 'urban development', 'city', 'urbanisation'], 'score': -0.9837262658360698}, {'topic': ['city', 'space', 'Indian city', 'urbanisation', 'analysis', 'governance', 'policy', 'liberalisation', 'power', 'development policy'], 'score': -2.4866891761957075}, {'topic': ['planning', 'city', 'culture', 'model', 'urban planning', 'informality', 'development', 'planning model', 'urban planning model', 'elasticity'], 'score': -7.709761653309972}]"
6,6,29,0.074,"[76, 82, 90, 122, 179, 222, 243, 246, 261, 270, 272, 279, 288, 295, 299, 312, 318, 326, 336, 338, 340, 343, 346, 352, 355, 358, 370, 375, 388]",-4.275265617640717,"[{'topic': ['space', 'design', 'people', 'research', 'city', 'architecture', 'development', 'culture', 'use', 'quality'], 'score': -0.64483420867066}, {'topic': ['city', 'design', 'art', 'space', 'people', 'public space', 'study', 'information', 'centre', 'culture'], 'score': -0.8832079108674217}, {'topic': ['environment', 'life', 'city', 'process', 'people', 'design', 'planning', 'urban planning', 'society', 'way'], 'score': -0.9064344462579939}, {'topic': ['city', 'relationship', 'life', 'design', 'land', 'building', 'people', 'value', 'shop', 'need'], 'score': -1.0910089242301593}, {'topic': ['study', 'building', 'concrete', 'bathroom', 'property', 'system', 'region', 'experimental study', 'evaluation', 'water'], 'score': -5.364546797011822}, {'topic': ['climate', 'open space', 'behavior', 'pattern', 'public open space', 'mountainous climate', 'person', 'time', 'scale', 'understanding'], 'score': -10.238669859569228}]"
6,7,24,0.061,"[37, 42, 55, 70, 119, 139, 145, 158, 168, 178, 189, 196, 207, 230, 241, 247, 255, 266, 277, 322, 323, 331, 356, 390]",-6.810752768657827,"[{'topic': ['place', 'neighborhood', 'space', 'concept', 'design', 'vehicle', 'city', 'community', 'study', 'world'], 'score': -1.4980650725034172}, {'topic': ['city', 'environment', 'culture', 'development', 'model', 'people', 'mobility', 'transit', 'use', 'study'], 'score': -2.057929435042751}, {'topic': ['life', 'public life', 'interaction', 'paper', 'design', 'urban design', 'traffic', 'public space', 'space', 'location'], 'score': -3.1611738330373838}, {'topic': ['rail', 'corridor', 'system', 'urban environment', 'rail system', 'cost', 'rail corridor', 'station', 'technology', 'road'], 'score': -3.8676452730707873}, {'topic': ['smart city', 'landscape', 'service', 'transport', 'life', 'company', 'urban landscape', 'parameter', 'Smart city', 'public transport'], 'score': -12.253760096686031}, {'topic': ['density', 'governance', 'country', 'type', 'household', 'modality', 'modality environment', 'center', 'size', 'population'], 'score': -17.296148981313042}]"
6,8,15,0.038,"[2, 3, 8, 9, 12, 40, 53, 58, 63, 87, 95, 180, 203, 250, 310]",-5.005994166381909,"[{'topic': ['landscape', 'fMRI', 'brain', 'health', 'effort', 'neuroscience', 'neuroscience method', 'interdisciplinary effort', 'method', 'work'], 'score': -0.5318645395272366}, {'topic': ['space', 'open space', 'study', 'public open space', 'public space', 'social interaction', 'city', 'community', 'people', 'resident'], 'score': -0.630665109129329}, {'topic': ['dimension', 'space', 'green space', 'sensory dimension', 'people', 'urban green space', 'planning', 'perceived sensory dimension', 'perception', 'eight sensory dimension'], 'score': -0.7337981042665856}, {'topic': ['people', 'landscape', 'type', 'nature', 'perception', 'preference', 'image', 'space', 'designing', 'specie'], 'score': -2.2183543383538913}, {'topic': ['design', 'setting', 'environment', 'role', 'century', 'community', 'sustainability', 'landscape', 'interaction', 'people'], 'score': -2.2727285539682787}, {'topic': ['landscape', 'square', 'symbol', 'paper', 'relationship', 'culture', 'interaction', 'context', 'tourist', 'meaning'], 'score': -7.570673108250769}]"
