NumTopics,Cluster,NumDocs,Percent,DocId,Score,LDATopics
9,-1,34,0.086,"[1, 4, 11, 13, 17, 18, 27, 29, 32, 39, 49, 56, 60, 61, 73, 78, 83, 84, 92, 105, 110, 125, 135, 137, 146, 153, 157, 161, 194, 228, 235, 283, 289, 382]",-8.813424902620874,"[{'topic': ['partnership', 'local people', 'opinion', 'local government', 'architecture revitalization', 'elite entrepreneur', 'entrepreneur', 'Bai architecture', 'branding', 'Bai architecture revitalization'], 'score': -0.3234686842273079}, {'topic': ['city', 'place', 'life', 'politics', 'planning', 'way', 'culture', 'people', 'management', 'mobility'], 'score': -0.9524723395116919}, {'topic': ['policy', 'interest', 'book', 'research', 'practice', 'architecture', 'development', 'knowledge', 'town', 'new town'], 'score': -4.488774584613574}, {'topic': ['study', 'people', 'year', 'paper', 'area', 'use', 'article', 'case', 'fever', 'issue'], 'score': -5.297538151479923}, {'topic': ['youth', 'culture', 'interaction', 'people', 'role', 'drug', 'show', 'authority', 'problem', 'implementation'], 'score': -11.089409700977075}, {'topic': ['group', 'state', 'people', 'discussion', 'aborigine', 'TV', 'culture', 'online', 'organizationality', 'organizational interaction'], 'score': -11.962601048614255}, {'topic': ['event', 'festival', 'tourism', 'identity', 'literature', 'relationship', 'concept', 'construction', 'nature', 'colonial'], 'score': -12.06877384688899}, {'topic': ['theory', 'action', 'language', 'voice', 'health', 'governance', 'housing', 'task', 'regime', 'regime theory'], 'score': -12.870026018220546}, {'topic': ['coordination', 'beauty', 'organisation', 'mechanism', 'water', 'case', 'line', 'simulation', 'city organisation', 'bottom line'], 'score': -14.898519645449975}]"
9,0,39,0.099,"[14, 20, 43, 54, 66, 86, 94, 98, 109, 113, 123, 124, 128, 131, 133, 141, 142, 154, 155, 165, 166, 167, 171, 175, 176, 190, 191, 192, 193, 213, 218, 280, 286, 292, 315, 321, 327, 337, 368]",-5.248817507060175,"[{'topic': ['wellbeing', 'health', 'dance', 'healthy people', 'critique', 'creative dance', 'dancing', 'dance project', 'dance practice', 'liveability'], 'score': -0.18483924811031882}, {'topic': ['community', 'movement', 'history', 'work', 'art', 'city', 'study', 'space', 'district', 'place'], 'score': -0.8475089790261017}, {'topic': ['city', 'globalization', 'tourist', 'development', 'transformation', 'center', 'context', 'activity', 'theme', 'function'], 'score': -0.9940955566936465}, {'topic': ['city', 'people', 'culture', 'process', 'study', 'identity', 'space', 'way', 'meaning', 'politics'], 'score': -1.0985254747687412}, {'topic': ['downtown', 'example', 'idea', 'opportunity', 'analysis', 'power', 'relationship', 'research', 'decade', 'volume'], 'score': -3.2959549240613457}, {'topic': ['tourism', 'music', 'area', 'urban tourism', 'symbol', 'quarter', 'population', 'visitor', 'development', 'heritage'], 'score': -4.0377605700421135}, {'topic': ['space', 'paper', 'life', 'city', 'material', 'urban space', 'cosmopolitanism', 'night', 'effort', 'neighbourhood'], 'score': -5.794831480481748}, {'topic': ['city', 'youth', 'system', 'culture', 'place', 'people', 'year', 'research', 'young people', 'situation'], 'score': -6.2902076973630745}, {'topic': ['nationalism', 'hop', 'hip hop', 'nation', 'hip', 'temptation', 'map', 'capital city', 'independence', 'margin'], 'score': -14.4728953059384}]"
9,1,29,0.074,"[68, 91, 103, 121, 129, 201, 205, 226, 238, 244, 264, 268, 269, 294, 298, 302, 319, 324, 330, 344, 347, 349, 350, 361, 362, 365, 371, 384, 395]",-6.0222495587191345,"[{'topic': ['cultural heritage', 'marketplace', 'urban morphology', 'morphology', 'function', 'tourist', 'old city center', 'local vendor', 'meaning market', 'loci'], 'score': -0.6765857764941573}, {'topic': ['market', 'place', 'traditional market', 'culture', 'city', 'capital', 'decision', 'value', 'center', 'solution'], 'score': -1.1534713654719302}, {'topic': ['city', 'area', 'space', 'street', 'history', 'urban planning', 'culture', 'part', 'urban transformation', 'time'], 'score': -2.1921287341006876}, {'topic': ['form', 'culture', 'study', 'paper', 'pattern', 'environment', 'nature', 'space', 'urban form', 'influence'], 'score': -2.293712163336255}, {'topic': ['people', 'architecture', 'life', 'factor', 'society', 'development', 'building', 'care', 'research', 'community'], 'score': -2.8680767654084813}, {'topic': ['city', 'identity', 'city identity', 'century', 'house', 'value', 'relation', 'analysis', 'hybridization', 'architectural style'], 'score': -5.212733747544413}, {'topic': ['change', 'study', 'conservation', 'heritage', 'planning', 'architecture', 'island', 'image', 'environment', 'different culture'], 'score': -5.486323805495867}, {'topic': ['project', 'work', 'culture', 'book', 'institution', 'resource', 'country', 'th', 'nation', 'practice'], 'score': -8.279738258586116}, {'topic': ['kind', 'urban design', 'civilization', 'renovation', 'richness', 'corridor', 'floor', 'modifier', 'wind', 'vernacular architecture'], 'score': -17.122712705879994}]"
9,2,18,0.046,"[106, 118, 210, 214, 252, 253, 256, 259, 273, 276, 354, 359, 360, 364, 366, 376, 378, 391]",-8.093649432869228,"[{'topic': ['pollution', 'development', 'planning', 'country', 'urban planning', 'town', 'economy', 'nature', 'city', 'water'], 'score': -0.871426952916864}, {'topic': ['space', 'urban space', 'process', 'development', 'activity', 'research', 'functionality', 'city', 'urban development', 'spatial configuration'], 'score': -1.03773397035026}, {'topic': ['environment', 'city', 'protection', 'area', 'culture', 'evaluation', 'data', 'index', 'quality', 'research'], 'score': -3.1235343942504703}, {'topic': ['city', 'people', 'design', 'paper', 'culture', 'area', 'traffic', 'space', 'construction', 'blight'], 'score': -5.561196355900444}, {'topic': ['sustainable development', 'region', 'phenomenon', 'attention', 'country', 'destruction', 'issue', 'process', 'world', 'measure'], 'score': -10.270817997652872}, {'topic': ['sustainable development', 'region', 'phenomenon', 'attention', 'country', 'destruction', 'issue', 'process', 'world', 'measure'], 'score': -10.270817997652872}, {'topic': ['axis', 'urban space axis', 'space axis', 'dwelling', 'nationality characteristic dwelling', 'characteristic dwelling', 'nationality', 'southwest', 'characteristic dwelling protection', 'architecture'], 'score': -11.545636367072184}, {'topic': ['livable city', 'scenery', 'scenery city', 'natural scenery', 'model', 'sensing data', 'natural scenery city', 'remote sensing data', 'rapid growth', 'resort'], 'score': -13.1950129909422}, {'topic': ['traditional culture', 'management', 'urban traffic', 'healthy city', 'environmental management', 'inheritance', 'protection measure', 'traditional culture protection', 'culture protection', 'traffic environment'], 'score': -16.067200196158453}]"
9,3,18,0.046,"[15, 22, 24, 33, 48, 59, 79, 81, 96, 149, 184, 200, 211, 223, 281, 339, 342, 377]",-5.944755958922448,"[{'topic': ['city', 'culture', 'place', 'development', 'planning', 'people', 'art', 'process', 'economy', 'product'], 'score': -0.6395589398344547}, {'topic': ['cluster', 'creative cluster', 'investment', 'book', 'range', 'study', 'new creative cluster', 'force', 'driving force', 'model'], 'score': -0.8370114182406626}, {'topic': ['place', 'branding', 'paper', 'culture', 'element', 'place branding', 'cultural planning', 'practice', 'activity', 'hand'], 'score': -0.951067632167482}, {'topic': ['art', 'community', 'activity', 'heritage', 'research', 'participation', 'cultural participation', 'center', 'planner', 'sector'], 'score': -1.0805902904466782}, {'topic': ['urban design', 'design', 'development', 'regeneration', 'topic', 'knowledge', 'cultural regeneration', 'area', 'chance', 'culture'], 'score': -4.171465302771462}, {'topic': ['creative activity', 'externality', 'agglomeration', 'space', 'urban context', 'contemporary city', 'participatory process', 'social condition', 'tradable product', 'dynamic'], 'score': -4.295240305373114}, {'topic': ['town', 'notion', 'municipality', 'smart creative city', 'issue', 'vision', 'need', 'use', 'land', 'aspiration'], 'score': -6.035021420677247}, {'topic': ['placemaking', 'quality product', 'creative placemaking', 'Creative placemaking', 'space', 'meaning', 'future', 'single art center', 'single art', 'large art'], 'score': -7.851123618166549}, {'topic': ['quarter', 'discipline', 'recognition', 'creative people', 'activity', 'European Capital', 'Capital', 'chance', 'cluster', 'topic'], 'score': -15.740396714993972}]"
9,4,18,0.046,"[71, 75, 160, 172, 215, 239, 242, 284, 296, 297, 301, 303, 311, 313, 314, 345, 385, 394]",-6.004975116540576,"[{'topic': ['city', 'culture', 'building', 'development', 'identity', 'people', 'way', 'inhabitant', 'result', 'space'], 'score': -0.675048448617263}, {'topic': ['community', 'heritage', 'problem', 'need', 'urban development', 'stage', 'planning', 'urban planning', 'article', 'basis'], 'score': -0.7568217988477199}, {'topic': ['country', 'condition', 'system', 'market', 'field', 'time', 'labour market', 'contribution', 'labour', 'form'], 'score': -0.9545057494557232}, {'topic': ['model', 'city', 'resident', 'system', 'time', 'case', 'investor', 'form', 'example', 'desire'], 'score': -0.991601160250596}, {'topic': ['place', 'building', 'culture', 'music', 'number', 'research', 'people', 'architecture', 'identity', 'city'], 'score': -1.2513386023357653}, {'topic': ['town', 'city', 'empire', 'area', 'century', 'bridge', 'space', 'end', 'culture', 'religion'], 'score': -3.9716875537391507}, {'topic': ['church', 'bank', 'branch', 'branch office', 'office', 'territory', 'office building', 'branch office building', 'effect', 'bank building'], 'score': -9.346467535245475}, {'topic': ['small town', 'monasticism', 'continent', 'programme', 'revitalization', 'location', 'symbol', 'border', 'Écija', 'position'], 'score': -13.487675133845496}, {'topic': ['connection', 'country', 'birth', 'bridge', 'contribution', 'rule', 'life', 'time', 'term', 'ambition'], 'score': -15.699732998508042}]"
9,5,6,0.015,"[173, 185, 232, 285, 329, 348]",-1.1694392522413266,"[{'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['model', 'urban planning model', 'planning model', 'city', 'consequence', 'world', 'essay', 'plan', 'series', 'concept'], 'score': -0.23890126255774055}, {'topic': ['city', 'planning', 'policy', 'elasticity', 'challenge', 'governance', 'hence', 'urban governance', 'state', 'problem'], 'score': -0.6510140367437325}, {'topic': ['culture', 'planning', 'urban planning', 'informality', 'survey', 'study', 'development', 'space', 'research', 'people'], 'score': -1.6532200829980699}, {'topic': ['city', 'space', 'Indian city', 'urbanisation', 'discourse', 'dystopian city', 'conglomeration', 'economic liberalisation', 'development policy', 'liberalisation'], 'score': -7.562121881461879}]"
9,6,29,0.074,"[76, 82, 90, 122, 179, 222, 243, 246, 261, 270, 272, 279, 288, 295, 299, 312, 318, 326, 336, 338, 340, 343, 346, 352, 355, 358, 370, 375, 388]",-6.997042001714136,"[{'topic': ['apartment', 'health', 'social health', 'plan', 'public apartment', 'building', 'housing', 'study', 'questionnaire', 'venue'], 'score': -0.538690602766546}, {'topic': ['climate', 'behavior', 'scale', 'comfort', 'criterion', 'mountainous climate', 'plant', 'open space', 'wind', 'season'], 'score': -0.5559770118549312}, {'topic': ['space', 'design', 'city', 'people', 'study', 'research', 'culture', 'life', 'building', 'environment'], 'score': -0.6281895853453633}, {'topic': ['society', 'time', 'space', 'open space', 'public open space', 'different scale', 'opportunity', 'scale', 'location', 'health'], 'score': -7.161555806239059}, {'topic': ['vision', 'person', 'tool', 'disability', 'experience', 'education', 'service', 'traffic', 'access', 'blindness'], 'score': -7.212982391871255}, {'topic': ['concrete', 'bathroom', 'region', 'experimental study', 'strength', 'water', 'residential building', 'small bathroom', 'china', 'steel'], 'score': -8.734925218625596}, {'topic': ['pattern', 'urban environment', 'understanding', 'hypothesis', 'behavioral pattern', 'individual', 'plaza', 'great place', 'urban planning', 'Irbid city'], 'score': -8.865574201477264}, {'topic': ['urban planning', 'performance', 'planning', 'signage', 'child', 'young people', 'commercial signage', 'planning process', 'perspective', 'chapter'], 'score': -9.392834891999982}, {'topic': ['turn', 'norm', 'complexity', 'communication', 'architectural space', 'advance', 'society', 'vision', 'amount', 'protection'], 'score': -14.268332720569692}]"
9,7,24,0.061,"[37, 42, 55, 70, 119, 139, 145, 158, 168, 178, 189, 196, 207, 230, 241, 247, 255, 266, 277, 322, 323, 331, 356, 390]",-6.876936325604506,"[{'topic': ['development', 'space', 'place', 'city', 'concept', 'culture', 'area', 'infrastructure', 'paper', 'people'], 'score': -0.5835873762144909}, {'topic': ['environment', 'rail', 'development', 'city', 'transit', 'culture', 'use', 'accessibility', 'station', 'centre'], 'score': -0.9321390274722693}, {'topic': ['mobility', 'model', 'strategy', 'city', 'mindset', 'community', 'walking', 'learning', 'diffusion', 'analysis'], 'score': -1.125282094822339}, {'topic': ['neighborhood', 'design', 'concept', 'place', 'space', 'capital', 'neighborhood design', 'social capital', 'quality', 'way'], 'score': -1.2560220583448773}, {'topic': ['city', 'study', 'vehicle', 'smart city', 'world', 'transportation', 'technology', 'planning', 'life', 'culture'], 'score': -1.869869372444863}, {'topic': ['service', 'transport', 'level', 'factor', 'company', 'public transport', 'innovation', 'incentive', 'transport service', 'car'], 'score': -3.141045783700666}, {'topic': ['interaction', 'life', 'road', 'part', 'urban environment', 'public life', 'paper', 'design', 'location', 'space'], 'score': -6.917090042835356}, {'topic': ['opportunity', 'country', 'household', 'type', 'challenge', 'size', 'situation', 'fuel', 'efficiency', 'fuel efficiency'], 'score': -13.037297753054663}, {'topic': ['corridor', 'density', 'governance', 'modality', 'modality environment', 'center', 'Modality environment', 'central place', 'grid', 'city center'], 'score': -17.830537918590473}]"
9,8,15,0.038,"[2, 3, 8, 9, 12, 40, 53, 58, 63, 87, 95, 180, 203, 250, 310]",-6.316002249296434,"[{'topic': ['space', 'open space', 'public space', 'public open space', 'context', 'method', 'interaction', 'social interaction', 'culture', 'case'], 'score': -0.5545914951978903}, {'topic': ['landscape', 'century', 'work', 'call', 'possibility', 'examination', 'environment', 'painting', 'environmental aesthetic', 'aesthetic'], 'score': -0.8117408125454678}, {'topic': ['landscape', 'type', 'nature', 'people', 'image', 'relationship', 'preference', 'landscape type', 'mean', 'Type'], 'score': -1.0045266213042656}, {'topic': ['space', 'dimension', 'green space', 'people', 'sensory dimension', 'design', 'perception', 'environment', 'health', 'community'], 'score': -3.774128583998836}, {'topic': ['space', 'green space', 'study', 'park', 'service', 'specie', 'perception', 'designing', 'activity', 'ecosystem'], 'score': -4.291728281307818}, {'topic': ['landscape', 'paper', 'people', 'tree', 'concept', 'discipline', 'research', 'sustainability', 'culture', 'area'], 'score': -8.211011903388778}, {'topic': ['importance', 'activity', 'tree', 'tenure', 'urban asset', 'understanding public perception', 'tree denoting synergy', 'urban tree', 'treasure', 'stronger commitment'], 'score': -9.749282855244713}, {'topic': ['symbol', 'fMRI', 'brain', 'meaning', 'neuroscience method', 'neuroscience', 'effort', 'interdisciplinary effort', 'audience', 'experience'], 'score': -9.984591636600644}, {'topic': ['square', 'tourist', 'behaviour', 'landscape park', 'attraction', 'site', 'community social interaction', 'open public space', 'public square', 'built environment'], 'score': -13.292251154567046}]"
