NumTopics,Cluster,NumDocs,Percent,DocId,Score,LDATopics
5,-1,34,0.086,"[1, 4, 11, 13, 17, 18, 27, 29, 32, 39, 49, 56, 60, 61, 73, 78, 83, 84, 92, 105, 110, 125, 135, 137, 146, 153, 157, 161, 194, 228, 235, 283, 289, 382]",-7.277263932049783,"[{'topic': ['event', 'festival', 'study', 'tourism', 'place', 'people', 'city', 'development', 'policy', 'work'], 'score': -0.7426045562019531}, {'topic': ['city', 'politics', 'planning', 'urban planning', 'history', 'mobility', 'article', 'culture', 'people', 'policy'], 'score': -0.803682191872217}, {'topic': ['people', 'beauty', 'coordination', 'study', 'mobility', 'organisation', 'culture', 'paper', 'mechanism', 'city'], 'score': -5.742100007200467}, {'topic': ['culture', 'people', 'life', 'space', 'TV', 'aborigine', 'street', 'town', 'new town', 'show'], 'score': -9.664474292651217}, {'topic': ['youth', 'year', 'people', 'culture', 'group', 'identity', 'fever', 'use', 'drug', 'discussion'], 'score': -10.104801956238573}]"
5,0,39,0.099,"[14, 20, 43, 54, 66, 86, 94, 98, 109, 113, 123, 124, 128, 131, 133, 141, 142, 154, 155, 165, 166, 167, 171, 175, 176, 190, 191, 192, 193, 213, 218, 280, 286, 292, 315, 321, 327, 337, 368]",-4.613769829352477,"[{'topic': ['city', 'tourism', 'identity', 'planning', 'tourist', 'role', 'activity', 'area', 'way', 'culture'], 'score': -0.7957356532903239}, {'topic': ['city', 'study', 'people', 'culture', 'art', 'community', 'work', 'artist', 'space', 'politics'], 'score': -1.0847875419763893}, {'topic': ['space', 'city', 'downtown', 'people', 'process', 'development', 'practice', 'meaning', 'paper', 'culture'], 'score': -2.0660458671219306}, {'topic': ['city', 'nationalism', 'place', 'history', 'people', 'project', 'community', 'space', 'nation', 'movement'], 'score': -3.7381246861950137}, {'topic': ['city', 'people', 'culture', 'place', 'young people', 'colonialism', 'planning', 'context', 'process', 'economy'], 'score': -4.548090819146918}]"
5,1,29,0.074,"[68, 91, 103, 121, 129, 201, 205, 226, 238, 244, 264, 268, 269, 294, 298, 302, 319, 324, 330, 344, 347, 349, 350, 361, 362, 365, 371, 384, 395]",-2.7780082206620498,"[{'topic': ['market', 'study', 'development', 'project', 'environment', 'community', 'culture', 'change', 'space', 'city'], 'score': -1.3611689260974196}, {'topic': ['culture', 'architecture', 'planning', 'city', 'urban planning', 'people', 'work', 'heritage', 'change', 'tradition'], 'score': -1.6314525308679964}, {'topic': ['city', 'identity', 'space', 'factor', 'city identity', 'place', 'culture', 'research', 'house', 'form'], 'score': -1.658958699157319}, {'topic': ['city', 'people', 'transformation', 'architecture', 'urban transformation', 'area', 'building', 'project', 'space', 'life'], 'score': -2.1209227615552186}, {'topic': ['people', 'care', 'older people', 'life', 'society', 'medical care', 'community', 'development', 'street', 'area'], 'score': -2.465917094734073}]"
5,2,18,0.046,"[106, 118, 210, 214, 252, 253, 256, 259, 273, 276, 354, 359, 360, 364, 366, 376, 378, 391]",-7.592732768001636,"[{'topic': ['city', 'design', 'environment', 'area', 'pollution', 'rural design', 'construction', 'culture', 'health', 'Chinese rural design'], 'score': -4.425811261977203}, {'topic': ['city', 'development', 'area', 'planning', 'research', 'blight', 'space', 'culture', 'people', 'urban blight'], 'score': -5.366328582924023}, {'topic': ['protection', 'culture', 'city', 'paper', 'axis', 'data', 'space', 'livable city', 'index', 'evaluation'], 'score': -7.720253411237502}, {'topic': ['environment', 'traffic', 'residential environment', 'people', 'factor', 'part', 'quality', 'system', 'resilience', 'risk'], 'score': -8.244313746133255}, {'topic': ['city', 'people', 'scenery', 'natural scenery', 'scenery city', 'concept', 'healthy city', 'space', 'environment', 'construction'], 'score': -9.661587727583557}]"
5,3,18,0.046,"[15, 22, 24, 33, 48, 59, 79, 81, 96, 149, 184, 200, 211, 223, 281, 339, 342, 377]",-4.046214545274043,"[{'topic': ['culture', 'planning', 'place', 'paper', 'art', 'economy', 'development', 'city', 'process', 'approach'], 'score': -0.5886261503578823}, {'topic': ['art', 'community', 'development', 'culture', 'research', 'place', 'people', 'economic development', 'design', 'urban design'], 'score': -0.7252584760926226}, {'topic': ['place', 'city', 'experience', 'culture', 'product', 'regeneration', 'creativity', 'quality', 'process', 'case'], 'score': -0.7888016989340341}, {'topic': ['cluster', 'knowledge', 'creative cluster', 'study', 'book', 'literature', 'spillover', 'entrepreneurship', 'knowledge spillover', 'development'], 'score': -4.60476498639193}, {'topic': ['city', 'space', 'placemaking', 'town', 'notion', 'design', 'urban design', 'use', 'creative activity', 'externality'], 'score': -10.264848031127928}]"
5,4,18,0.046,"[71, 75, 160, 172, 215, 239, 242, 284, 296, 297, 301, 303, 311, 313, 314, 345, 385, 394]",-4.471986747566762,"[{'topic': ['music', 'building', 'culture', 'place', 'quality', 'study', 'concept', 'author', 'city', 'people'], 'score': -1.8538466689156996}, {'topic': ['city', 'heritage', 'space', 'article', 'identity', 'culture', 'memory', 'market', 'image', 'people'], 'score': -1.9567322996842942}, {'topic': ['city', 'building', 'church', 'culture', 'people', 'place', 'development', 'structure', 'result', 'research'], 'score': -1.9646989261535004}, {'topic': ['empire', 'city', 'culture', 'religion', 'group', 'language', 'planning', 'urban planning', 'study', 'Russian empire'], 'score': -3.0802029389763654}, {'topic': ['town', 'city', 'small town', 'identity', 'number', 'development', 'monasticism', 'area', 'process', 'condition'], 'score': -4.278520926473033}]"
5,5,6,0.015,"[173, 185, 232, 285, 329, 348]",-4.559815607837004,"[{'topic': ['city', 'space', 'analysis', 'dystopian city', 'discourse', 'urban conglomeration', 'conglomeration', 'urbanisation', 'rapid urbanisation', 'work'], 'score': -0.6048042247060471}, {'topic': ['city', 'planning', 'policy', 'governance', 'elasticity', 'Indian city', 'challenge', 'hence', 'change', 'state'], 'score': -2.947837294228621}, {'topic': ['culture', 'planning', 'model', 'urban planning', 'survey', 'informality', 'study', 'development', 'space', 'research'], 'score': -3.9948189631612245}, {'topic': ['urbanisation', 'space', 'culture', 'people', 'urban development', 'city', 'idea', 'year', 'transformation', 'development'], 'score': -5.28135807216697}, {'topic': ['urbanisation', 'space', 'culture', 'people', 'urban development', 'city', 'idea', 'year', 'transformation', 'development'], 'score': -5.28135807216697}]"
5,6,29,0.074,"[76, 82, 90, 122, 179, 222, 243, 246, 261, 270, 272, 279, 288, 295, 299, 312, 318, 326, 336, 338, 340, 343, 346, 352, 355, 358, 370, 375, 388]",-3.198928796253946,"[{'topic': ['space', 'people', 'climate', 'city', 'role', 'open space', 'design', 'urban space', 'quality', 'public space'], 'score': -0.8856123063286311}, {'topic': ['study', 'design', 'research', 'building', 'concrete', 'property', 'system', 'region', 'experimental study', 'city'], 'score': -1.2398083884960325}, {'topic': ['space', 'city', 'design', 'building', 'culture', 'architecture', 'people', 'public space', 'society', 'art'], 'score': -1.6024952078293457}, {'topic': ['city', 'planning', 'design', 'planner', 'sustainability', 'policy', 'people', 'model', 'need', 'street'], 'score': -1.6160566677150254}, {'topic': ['design', 'city', 'bathroom', 'environment', 'process', 'planning', 'research', 'life', 'people', 'development'], 'score': -3.844389275417299}]"
5,7,24,0.061,"[37, 42, 55, 70, 119, 139, 145, 158, 168, 178, 189, 196, 207, 230, 241, 247, 255, 266, 277, 322, 323, 331, 356, 390]",-4.658558335438004,"[{'topic': ['space', 'place', 'neighborhood', 'design', 'concept', 'mobility', 'city', 'community', 'paper', 'life'], 'score': -0.7705264783195355}, {'topic': ['transport', 'service', 'public transport', 'level', 'factor', 'centre', 'company', 'implementation', 'culture', 'alternative'], 'score': -1.8716938066294975}, {'topic': ['city', 'environment', 'development', 'culture', 'study', 'density', 'infrastructure', 'transit', 'people', 'governance'], 'score': -2.793139117702771}, {'topic': ['city', 'rail', 'culture', 'smart city', 'environment', 'development', 'technology', 'corridor', 'landscape', 'life'], 'score': -4.9277475851960055}, {'topic': ['vehicle', 'model', 'household', 'type', 'center', 'city center', 'use', 'study', 'area', 'environment'], 'score': -7.0752451617713366}]"
5,8,15,0.038,"[2, 3, 8, 9, 12, 40, 53, 58, 63, 87, 95, 180, 203, 250, 310]",-5.585664675999227,"[{'topic': ['sustainability', 'area', 'diversity', 'connectivity', 'cultural sustainability', 'sustainability requires people', 'requires people', 'riparian area', 'interaction', 'people'], 'score': -0.4272399888500725}, {'topic': ['space', 'dimension', 'green space', 'sensory dimension', 'people', 'perception', 'urban green space', 'planning', 'perceived sensory dimension', 'study'], 'score': -0.6154316988566081}, {'topic': ['space', 'open space', 'landscape', 'context', 'study', 'type', 'nature', 'relationship', 'design', 'public open space'], 'score': -3.757196609002461}, {'topic': ['landscape', 'environment', 'concept', 'research', 'nature', 'dimension', 'design', 'role', 'discipline', 'community'], 'score': -6.687300931122389}, {'topic': ['landscape', 'square', 'people', 'paper', 'symbol', 'culture', 'method', 'tourist', 'brain', 'fMRI'], 'score': -8.245593978896895}]"
