NumTopics,Cluster,NumDocs,Percent,DocId,Score,LDATopics
10,-1,34,0.086,"[1, 4, 11, 13, 17, 18, 27, 29, 32, 39, 49, 56, 60, 61, 73, 78, 83, 84, 92, 105, 110, 125, 135, 137, 146, 153, 157, 161, 194, 228, 235, 283, 289, 382]",-9.293114140765805,"[{'topic': ['colonial', 'hegemony', 'author', 'colonial hegemony', 'empire', 'colonial discourse', 'career', 'legacy', 'moral rightness', 'major force'], 'score': -0.2464523308317584}, {'topic': ['people', 'study', 'city', 'culture', 'planning', 'group', 'place', 'mobility', 'life', 'politics'], 'score': -2.371525678798658}, {'topic': ['interest', 'culture', 'research', 'practice', 'book', 'architecture', 'people', 'identity', 'drug', 'knowledge'], 'score': -3.501936596211053}, {'topic': ['youth', 'interaction', 'culture', 'role', 'language', 'aborigine', 'TV', 'people', 'immigrant', 'station'], 'score': -6.60720190103603}, {'topic': ['city', 'resident', 'case', 'character', 'neighborhood', 'region', 'simulation', 'refugee', 'norm', 'integration'], 'score': -7.721791537285422}, {'topic': ['year', 'use', 'fever', 'street', 'support', 'typhoid fever', 'child', 'age', 'response', 'incidence'], 'score': -12.2904844111022}, {'topic': ['event', 'festival', 'tourism', 'construction', 'town', 'literature', 'concept', 'project', 'barrier', 'Lean implementation'], 'score': -12.9813423636091}, {'topic': ['beauty', 'image', 'pub', 'number', 'adult', 'structural beauty', 'medium', 'restaurant', 'social medium', 'service'], 'score': -13.372384316389564}, {'topic': ['theory', 'action', 'discussion', 'health', 'coordination', 'organisation', 'governance', 'mechanism', 'task', 'online'], 'score': -14.6325144157614}, {'topic': ['voice', 'new town', 'housing', 'vernacular', 'conflict activity', 'homelessness', 'week', 'barbarism', 'demolition', 'high rise'], 'score': -16.027019265009635}]"
10,0,39,0.099,"[14, 20, 43, 54, 66, 86, 94, 98, 109, 113, 123, 124, 128, 131, 133, 141, 142, 154, 155, 165, 166, 167, 171, 175, 176, 190, 191, 192, 193, 213, 218, 280, 286, 292, 315, 321, 327, 337, 368]",-3.029422381367322,"[{'topic': ['migrant', 'multicultural melting', 'main tourism cluster', 'majority', 'many country', 'many different culture', 'mediation', 'melting', 'melting pot', 'limited time'], 'score': -0.16943597743164227}, {'topic': ['migrant', 'multicultural melting', 'main tourism cluster', 'majority', 'many country', 'many different culture', 'mediation', 'melting', 'melting pot', 'limited time'], 'score': -0.16943597743164227}, {'topic': ['migrant', 'multicultural melting', 'main tourism cluster', 'majority', 'many country', 'many different culture', 'mediation', 'melting', 'melting pot', 'limited time'], 'score': -0.16943597743164227}, {'topic': ['migrant', 'multicultural melting', 'main tourism cluster', 'majority', 'many country', 'many different culture', 'mediation', 'melting', 'melting pot', 'limited time'], 'score': -0.16943597743164227}, {'topic': ['downtown', 'example', 'power', 'decade', 'imagery', 'barrio', 'museum', 'day', 'mass', 'revitalization'], 'score': -0.6693358422691031}, {'topic': ['study', 'city', 'people', 'music', 'globalization', 'part', 'book', 'culture', 'transformation', 'way'], 'score': -1.1069769249270496}, {'topic': ['city', 'tourism', 'activity', 'development', 'culture', 'community', 'area', 'time', 'space', 'center'], 'score': -1.6063357777051699}, {'topic': ['city', 'people', 'place', 'culture', 'community', 'process', 'space', 'movement', 'nationalism', 'work'], 'score': -3.427884044612509}, {'topic': ['city', 'space', 'practice', 'cosmopolitanism', 'material', 'design', 'analysis', 'people', 'built environment', 'paper'], 'score': -4.562958858074498}, {'topic': ['art', 'artist', 'hop', 'hip hop', 'actor', 'hip', 'people', 'practice', 'flow', 'hand'], 'score': -7.390231964270903}]"
10,1,29,0.074,"[68, 91, 103, 121, 129, 201, 205, 226, 238, 244, 264, 268, 269, 294, 298, 302, 319, 324, 330, 344, 347, 349, 350, 361, 362, 365, 371, 384, 395]",-2.563770405813627,"[{'topic': ['strong adaption', 'studied region', 'stair', 'stone masonry', 'stone wall', 'storage', 'store food', 'shale', 'tile', 'tile wall'], 'score': 2.89999135812083e-11}, {'topic': ['strong adaption', 'studied region', 'stair', 'stone masonry', 'stone wall', 'storage', 'store food', 'shale', 'tile', 'tile wall'], 'score': 2.89999135812083e-11}, {'topic': ['strong adaption', 'studied region', 'stair', 'stone masonry', 'stone wall', 'storage', 'store food', 'shale', 'tile', 'tile wall'], 'score': 2.89999135812083e-11}, {'topic': ['change', 'market', 'place', 'culture', 'heritage', 'study', 'architecture', 'city', 'group', 'identity'], 'score': -0.7550238064497974}, {'topic': ['form', 'environment', 'space', 'study', 'pattern', 'culture', 'living', 'effect', 'paper', 'development'], 'score': -0.796582646534731}, {'topic': ['people', 'care', 'society', 'older people', 'medical care', 'life', 'development', 'community', 'research', 'system'], 'score': -0.8688629709140435}, {'topic': ['system', 'identity', 'design', 'community', 'variety', 'tradition', 'modifier', 'region', 'urban design', 'concept'], 'score': -1.1571458558255705}, {'topic': ['city', 'architecture', 'culture', 'space', 'project', 'people', 'building', 'transformation', 'area', 'urban planning'], 'score': -1.5565578324155542}, {'topic': ['city', 'identity', 'factor', 'city identity', 'century', 'house', 'development', 'culture', 'relation', 'society'], 'score': -2.7665232565434525}, {'topic': ['street', 'conservation', 'city', 'area', 'modernization', 'action', 'stone', 'cubic stone', 'stone street', 'use'], 'score': -6.64053201577472}]"
10,2,18,0.046,"[106, 118, 210, 214, 252, 253, 256, 259, 273, 276, 354, 359, 360, 364, 366, 376, 378, 391]",-3.2803485624601976,"[{'topic': ['livable city', 'sensing data', 'model', 'remote sensing data', 'representative', 'evaluation model', 'evaluation index', 'account', 'comprehensive evaluation model', 'reformation'], 'score': -0.07701635337754945}, {'topic': ['background', 'attempt', 'consequence', 'climate zone', 'climate', 'city urban environment', 'city issue', 'disease', 'Urban concept', 'Tripoli city'], 'score': -0.138629436093989}, {'topic': ['risk', 'resilience', 'indicator', 'people', 'space', 'public space', 'urban public space', 'key indicator', 'kind', 'function'], 'score': -0.5320705419820156}, {'topic': ['blight', 'urban environment', 'urban blight', 'approach', 'policy', 'system', 'identification', 'cause', 'Urban blight', 'phenomenon'], 'score': -0.5965290539017675}, {'topic': ['city', 'scenery', 'natural scenery', 'scenery city', 'construction', 'natural scenery city', 'problem', 'resort', 'rapid growth', 'growth'], 'score': -0.6978291196243259}, {'topic': ['city', 'space', 'research', 'data', 'index', 'evaluation', 'urban space', 'development', 'process', 'area'], 'score': -1.3699428584820423}, {'topic': ['city', 'protection', 'people', 'culture', 'development', 'traffic', 'space', 'planning', 'pollution', 'environment'], 'score': -2.6515479986611936}, {'topic': ['environment', 'city', 'residential environment', 'quality', 'factor', 'management', 'environmental quality', 'health', 'system', 'part'], 'score': -2.66689163073415}, {'topic': ['city', 'design', 'concept', 'area', 'construction', 'problem', 'effect', 'value', 'rural design', 'relationship'], 'score': -4.488459180846566}, {'topic': ['axis', 'urban space axis', 'space axis', 'dwelling', 'characteristic dwelling', 'nationality characteristic dwelling', 'traditional culture', 'nationality', 'architect', 'planner'], 'score': -15.943974030725776}]"
10,3,18,0.046,"[15, 22, 24, 33, 48, 59, 79, 81, 96, 149, 184, 200, 211, 223, 281, 339, 342, 377]",-2.0072756089044184,"[{'topic': ['including experience', 'high quality product', 'internet research', 'internet', 'integral part', 'intangible element', 'innovative itinerary', 'increasing importance', 'itinerary', 'globalisation'], 'score': 1.8000045898085658e-11}, {'topic': ['including experience', 'high quality product', 'internet research', 'internet', 'integral part', 'intangible element', 'innovative itinerary', 'increasing importance', 'itinerary', 'globalisation'], 'score': 1.8000045898085658e-11}, {'topic': ['topic', 'knowledge', 'entrepreneurship', 'knowledge spillover', 'spillover', 'capacity', 'diversity', 'economic development', 'development', 'mechanism'], 'score': -0.4338601503791444}, {'topic': ['cluster', 'book', 'creative cluster', 'geography', 'contribution', 'investment', 'range', 'study', 'creative industry', 'interest'], 'score': -0.856491357146589}, {'topic': ['planning', 'culture', 'place', 'branding', 'paper', 'practice', 'element', 'activity', 'place branding', 'cultural planning'], 'score': -1.0389450342316464}, {'topic': ['art', 'community', 'activity', 'heritage', 'research', 'participation', 'cultural participation', 'center', 'planner', 'sector'], 'score': -1.0805902904466782}, {'topic': ['urban design', 'design', 'development', 'city', 'area', 'cultural regeneration', 'regeneration', 'space', 'expression', 'art'], 'score': -1.3076299883266451}, {'topic': ['city', 'culture', 'place', 'development', 'economy', 'regeneration', 'people', 'product', 'approach', 'experience'], 'score': -1.3662069833197827}, {'topic': ['process', 'development', 'cultural production', 'production', 'economic development', 'research', 'creative activity', 'externality', 'agglomeration', 'art'], 'score': -3.2541188465528124}, {'topic': ['placemaking', 'Creative placemaking', 'creative placemaking', 'municipality', 'smart creative city', 'issue', 'new way', 'future', 'outcome', 'single art'], 'score': -7.794745337034837}]"
10,4,18,0.046,"[71, 75, 160, 172, 215, 239, 242, 284, 296, 297, 301, 303, 311, 313, 314, 345, 385, 394]",-3.1019714146030606,"[{'topic': ['main city', 'large number', 'monasticism', 'monastic production', 'monastic order', 'medium sized city', 'manage', 'major contribution', 'morality', 'key'], 'score': 1.8000045898085658e-11}, {'topic': ['main city', 'large number', 'monasticism', 'monastic production', 'monastic order', 'medium sized city', 'manage', 'major contribution', 'morality', 'key'], 'score': 1.8000045898085658e-11}, {'topic': ['church', 'method', 'wooden church', 'panorama', 'Cross wooden church', 'information', 'hill', 'village', 'nature', 'foundation'], 'score': -0.039816877076156734}, {'topic': ['condition', 'form', 'country', 'market', 'labour market', 'period', 'contribution', 'system', 'labour', 'integration'], 'score': -0.8595491954907541}, {'topic': ['city', 'space', 'development', 'people', 'culture', 'inhabitant', 'place', 'study', 'result', 'structure'], 'score': -0.9378947958515261}, {'topic': ['city', 'resident', 'ambition', 'desire', 'principle', 'form', 'example', 'perspective', 'democracy', 'thanks'], 'score': -1.0617966870683975}, {'topic': ['building', 'identity', 'culture', 'city', 'way', 'music', 'place', 'architecture', 'people', 'number'], 'score': -1.4030602778249601}, {'topic': ['town', 'empire', 'model', 'religion', 'system', 'culture', 'end', 'change', 'part', 'area'], 'score': -3.4736303526793417}, {'topic': ['monasticism', 'continent', 'effect', 'Écija', 'border', 'influence', 'mining', 'assembly', 'coal', 'deposit'], 'score': -11.093498584774888}, {'topic': ['small town', 'bank', 'office', 'branch', 'branch office', 'office building', 'territory', 'branch office building', 'revitalization', 'programme'], 'score': -11.684265803184166}]"
10,5,6,0.015,"[173, 185, 232, 285, 329, 348]",-1.7675399225555022,"[{'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['urban planning model', 'model', 'planning model', 'original concept', 'military compulsion', 'local contexts', 'number', 'many city', 'history', 'motivation'], 'score': 6.000089314266196e-12}, {'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['impact', 'history', 'original concept', 'number', 'motivation', 'model', 'military compulsion', 'many city', 'local contexts', 'indirect impact'], 'score': 6.000089314266196e-12}, {'topic': ['city', 'analysis', 'space', 'discourse', 'dystopian city', 'urban conglomeration', 'conglomeration', 'relationship', 'contestation', 'work'], 'score': -0.5894009540269372}, {'topic': ['city', 'Indian city', 'space', 'governance', 'policy', 'economic liberalisation', 'growth', 'development policy', 'development', 'liberalisation'], 'score': -0.6510140367431323}, {'topic': ['city', 'planning', 'study', 'survey', 'people', 'space', 'method', 'architect', 'policy', 'urban space'], 'score': -3.080729972906999}, {'topic': ['culture', 'model', 'planning', 'urban planning', 'informality', 'development', 'planning model', 'urban planning model', 'city', 'influence'], 'score': -3.9459917503311197}, {'topic': ['city', 'conglomeration', 'analysis', 'space', 'military compulsion', 'many city', 'number', 'model', 'impact', 'motivation'], 'score': -10.940508883388132}]"
10,6,29,0.074,"[76, 82, 90, 122, 179, 222, 243, 246, 261, 270, 272, 279, 288, 295, 299, 312, 318, 326, 336, 338, 340, 343, 346, 352, 355, 358, 370, 375, 388]",-2.022701966188494,"[{'topic': ['central region', 'chemical', 'cement', 'cement concrete', 'cement matrix', 'cement soil', 'central city', 'care', 'ceramic tile', 'chloride ion'], 'score': 2.89999135812083e-11}, {'topic': ['central region', 'chemical', 'cement', 'cement concrete', 'cement matrix', 'cement soil', 'central city', 'care', 'ceramic tile', 'chloride ion'], 'score': 2.89999135812083e-11}, {'topic': ['central region', 'chemical', 'cement', 'cement concrete', 'cement matrix', 'cement soil', 'central city', 'care', 'ceramic tile', 'chloride ion'], 'score': 2.89999135812083e-11}, {'topic': ['central region', 'chemical', 'cement', 'cement concrete', 'cement matrix', 'cement soil', 'central city', 'care', 'ceramic tile', 'chloride ion'], 'score': 2.89999135812083e-11}, {'topic': ['concrete', 'region', 'experimental study', 'strength', 'water', 'residential building', 'china', 'application', 'steel', 'cold region'], 'score': -0.12322616540387923}, {'topic': ['city', 'study', 'space', 'design', 'people', 'research', 'public space', 'life', 'development', 'area'], 'score': -0.6924781126413772}, {'topic': ['space', 'climate', 'behavior', 'method', 'factor', 'scale', 'comfort', 'criterion', 'mountainous climate', 'plant'], 'score': -1.0091812367220734}, {'topic': ['system', 'art', 'technology', 'information', 'people', 'culture', 'city', 'form', 'life', 'person'], 'score': -1.9264647700274136}, {'topic': ['space', 'design', 'people', 'environment', 'process', 'urban space', 'bathroom', 'planning', 'culture', 'model'], 'score': -4.360421900534845}, {'topic': ['study', 'building', 'design', 'property', 'architecture', 'material', 'society', 'time', 'paper', 'health'], 'score': -4.443400933065938}]"
10,7,24,0.061,"[37, 42, 55, 70, 119, 139, 145, 158, 168, 178, 189, 196, 207, 230, 241, 247, 255, 266, 277, 322, 323, 331, 356, 390]",-4.985260183817315,"[{'topic': ['density', 'advantage', 'world space', 'spectrum', 'geography', 'individual experience', 'interesting conceptual framework', 'interact', 'land use decision', 'many practical purpose'], 'score': -0.4045617058592076}, {'topic': ['environment', 'rail', 'city', 'transit', 'culture', 'use', 'development', 'opportunity', 'system', 'accessibility'], 'score': -0.9065474123025611}, {'topic': ['city', 'development', 'life', 'smart city', 'paper', 'service', 'factor', 'need', 'infrastructure', 'interaction'], 'score': -1.0715697575669054}, {'topic': ['neighborhood', 'space', 'place', 'design', 'concept', 'way', 'community', 'capital', 'social capital', 'neighborhood design'], 'score': -1.4244820528394766}, {'topic': ['vehicle', 'city', 'model', 'mobility', 'planning', 'strategy', 'effect', 'order', 'mindset', 'sustainability'], 'score': -2.8268425838914704}, {'topic': ['city', 'space', 'center', 'user', 'culture', 'city center', 'visitor', 'urban space', 'street', 'town'], 'score': -3.9046490765515935}, {'topic': ['corridor', 'transportation', 'technology', 'study', 'road', 'urban environment', 'mobility', 'infrastructure', 'street', 'resource'], 'score': -5.883534181427912}, {'topic': ['towards', 'capacity', 'detached housing', 'developed vehicle choice', 'composition', 'daily travel', 'decision maker', 'choice model', 'efficiency', 'different urban area'], 'score': -8.97164724041495}, {'topic': ['towards', 'capacity', 'detached housing', 'developed vehicle choice', 'composition', 'daily travel', 'decision maker', 'choice model', 'efficiency', 'different urban area'], 'score': -8.97164724041495}, {'topic': ['type', 'household', 'size', 'country', 'requirement', 'fuel efficiency', 'fuel', 'efficiency', 'pattern', 'medium size'], 'score': -9.607466137503843}]"
10,8,15,0.038,"[2, 3, 8, 9, 12, 40, 53, 58, 63, 87, 95, 180, 203, 250, 310]",-4.718565606380518,"[{'topic': ['square', 'behaviour', 'day', 'square design', 'public square', 'community social interaction', 'built environment', 'traditional square', 'pattern', 'behaviour pattern'], 'score': 1.5000001240993065e-11}, {'topic': ['treasure', 'toward old masonry', 'urban asset', 'understanding public perception', 'tree denoting synergy', 'tree', 'urban tree', 'stronger commitment', 'synergy', 'worth preserving'], 'score': 1.5000001240993065e-11}, {'topic': ['symbol', 'meaning', 'landscape symbol', 'experience', 'representation', 'audience', 'text', 'three type', 'three theory', 'theory'], 'score': -0.13862943609698908}, {'topic': ['tree', 'effect', 'function', 'resident', 'masonry', 'stonewall tree', 'wall', 'people', 'community', 'factor'], 'score': -0.4080940814685913}, {'topic': ['perception', 'space', 'specie', 'designing', 'plant', 'green space', 'user', 'preference', 'study', 'city'], 'score': -0.5723059526469787}, {'topic': ['landscape', 'type', 'people', 'nature', 'paper', 'relationship', 'image', 'preference', 'way', 'culture'], 'score': -0.8019810811436514}, {'topic': ['space', 'dimension', 'green space', 'people', 'open space', 'culture', 'study', 'sensory dimension', 'environment', 'design'], 'score': -2.513285278407751}, {'topic': ['space', 'area', 'service', 'green space', 'park', 'activity', 'ecosystem', 'study', 'ecosystem service', 'sustainability'], 'score': -5.333751204654306}, {'topic': ['landscape', 'concept', 'century', 'discipline', 'research', 'approach', 'paper', 'work', 'possibility', 'call'], 'score': -7.5697659528164}, {'topic': ['tourist', 'brain', 'fMRI', 'attraction', 'site', 'landscape park', 'interdisciplinary effort', 'neuroscience method', 'neuroscience', 'effort'], 'score': -13.292251154567046}]"
