Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
0,root_-1_-1,-1,34,"['traditional clustering algorithm', 'sustainable urban transportation', 'sustainable urban system', 'sustainable urban planning', 'sustainable city', 'spatiotemporal pattern mining', 'spatiotemporal granularity', 'spatiotemporal dynamism', 'spatiotemporal data', 'massive spatiotemporal data', 'clustering process', 'clustering algorithm', 'available clustering protocol', 'WiFi positioning', 'validation framework', 'sustainability scope', 'smartphones locational request', 'smartphone global positioning', 'Semantic framework', 'semantic database', 'pollution detection', 'ontological framework', 'mobile phone trajectory', 'mobile phone positioning', 'Location tracking', 'location trace', 'Hyperledger Fabric blockchain', 'cryptography', 'cluster analysis', 'cluster', 'Blockchain intervenes', 'blockchain', 'air quality monitoring', 'air quality evaluator']",29,"[4, 13, 69, 117, 124, 139, 200, 209, 211, 235, 291, 300, 309, 319, 346, 358, 373, 394, 410, 412, 433, 438, 459, 467, 491, 503, 522, 527, 543]",0.9892000000000001,85,10,14
0,root_-1_-1,0,16,"['traffic volume prediction', 'traffic volume', 'traffic speed prediction', 'traffic prediction', 'traffic flow prediction', 'traffic accident prediction', 'road traffic prediction', 'trip generation prediction', 'Traffic volume estimation', 'traffic forecasting', 'traffic forecast feature', 'traffic flow forecasting', 'destination prediction', 'demand prediction', 'crowd flow prediction', 'predict hazard']",20,"[30, 63, 84, 138, 155, 220, 304, 307, 319, 321, 334, 343, 359, 422, 499, 519, 526, 536, 543, 584]",0.9892000000000001,85,10,14
0,root_-1_-1,1,14,"['similarity measure', 'new similarity measure', 'topic modeling', 'topic identification', 'topic hierarchy', 'similarity index', 'semantic topic model', 'probabilistic topic model', 'probabilistic topic', 'relatedness', 'latent semantic relationship', 'latent Dirichlet allocation', 'graph attention network', 'conjunction']",17,"[30, 210, 244, 249, 257, 258, 273, 311, 324, 345, 375, 384, 417, 438, 511, 560, 571]",0.9892000000000001,85,10,14
0,root_-1_-1,2,14,"['phone usage pattern', 'phone datasets', 'phone dataset', 'phone data', 'telecom data', 'phone record', 'mobile phone activity', 'human behavioral pattern', 'distinctive activity pattern', 'design pattern', 'mobile network', 'game abstraction', 'Call Detail', 'aggregated human behavior']",13,"[38, 258, 337, 345, 358, 388, 425, 516, 537, 542, 573, 574, 584]",0.9892000000000001,85,10,14
0,root_-1_-1,3,24,"['sensor data fusion', 'sensor data', 'real sensor data', 'smartification', 'smart urban governance', 'smart meter', 'smart home', 'smart community', 'smart city planning', 'smart city', 'IoT sensor', 'IoT data', 'city smarter', 'barometric data', 'stack resnet', 'sociotechnical system', 'Mind', 'MetaStore', 'intelligent city', 'intelligent', 'intelligence analyst work', 'governance intelligence framework', 'ambient intelligence', 'accelerometer']",27,"[3, 13, 97, 117, 184, 194, 211, 240, 243, 272, 291, 295, 309, 359, 387, 392, 394, 432, 434, 451, 466, 502, 527, 550, 555, 561, 562]",0.9892000000000001,85,10,14
0,root_-1_0,0,49,"['urban traffic management', 'urban traffic gravity', 'urban traffic flow', 'vehicular traffic modelling', 'Urban traffic', 'urban driving', 'truck traffic', 'transportation route planning', 'traffic violation', 'traffic system', 'traffic simulation', 'traffic path', 'traffic management', 'traffic light status', 'traffic light', 'traffic congestion', 'traffic', 'state transportation planning', 'road traffic management', 'motion planning', 'massive traffic sensor', 'lighter traffic', 'interactive traffic control', 'intelligent traffic scheduling', 'effective digital planning', 'depict traffic', 'Crosstown traffic', 'bus route planning', 'Automated urban travel', 'vehicle selection problem', 'street sign', 'route recommendation', 'roundabout', 'road network', 'path', 'navigate intersection', 'light control system', 'light assignment scenario', 'intersection agent', 'highway', 'graffiti', 'dynamic route', 'driver car', 'deep learning car', 'brain', 'Autonomous Vehicle', 'autonomous driving', 'automatic object', 'automated vehicle']",41,"[38, 55, 83, 110, 125, 127, 138, 145, 146, 155, 209, 233, 257, 261, 300, 304, 307, 309, 319, 346, 356, 363, 370, 382, 384, 394, 407, 410, 422, 432, 439, 450, 451, 459, 461, 519, 522, 526, 530, 545, 587]",0.9252,30,10,15
0,root_-1_0,1,15,"['intelligent transportation system', 'intelligent transportation', 'intelligent taxi', 'taxis', 'taxi demand', 'taxi', 'smarter transportation system', 'smart city transportation', 'electric taxi', 'Beijing taxis', 'smart mobility', 'parking availability information', 'parking', 'navigation system', 'Intelligent driver assist']",16,"[134, 145, 155, 209, 220, 240, 298, 311, 423, 433, 468, 499, 510, 516, 519, 526]",0.9252,30,10,15
0,root_0_-1,-1,73,"['urban data analysis', 'urban planning data', 'urban network analysis', 'urban data science', 'urban data', 'geodata analysis', 'urbanization', 'urban study', 'urban space', 'urban morphology', 'urban mobility structure', 'urban mobility scenario', 'urban informal economy', 'urban human activity', 'urban green space', 'urban functional zoning', 'urban functional region', 'urban decision', 'urban context feature', 'understanding urban space', 'timely socioeconomic data', 'human urban behavior', 'government use data', 'geospatial analysis', 'geographic analysis', 'discrete urban space', 'complex network analysis', 'census data', 'building permit data', 'big geodata', 'workshop', 'work place detection', 'Urban placeness', 'Urban human mobility', 'Street vending', 'starbucks post', 'spatial status', 'spatial information', 'spatial heterogeneity', 'spatial familiarity', 'spatial context', 'socioeconomic status', 'socioeconomic feature', 'social science study', 'similar region', 'restaurant', 'residential travel census', 'poverty research', 'online gis', 'neighborhood contexts', 'modular decision', 'location semantic predicting', 'location context', 'land use detection', 'land use classification', 'international development', 'industry', 'government knowledge graph', 'geovisual analytics', 'geography', 'geographic knowledge graphs', 'geographic contextual information', 'geodemographic classification', 'functional region', 'food business', 'distinguish geographical proximity', 'contextual influence', 'contextual attribute', 'city activity', 'city', 'centrality', 'capture spatial correlation', 'analyze place']",62,"[3, 4, 30, 32, 38, 55, 69, 84, 97, 104, 110, 124, 127, 200, 202, 210, 249, 258, 264, 272, 273, 281, 291, 311, 324, 326, 336, 337, 345, 353, 355, 356, 359, 362, 364, 375, 388, 410, 412, 415, 417, 428, 430, 433, 467, 468, 486, 491, 499, 504, 510, 536, 542, 544, 545, 546, 550, 560, 562, 571, 574, 584]",0.9659000000000001,55,25,14
0,root_0_-1,0,34,"['urban data set', 'urban data exploration', 'urban area smart', 'open urban data', 'model urban data', 'massive urban data', 'intelligent urban data', 'heterogeneous urban datasets', 'heterogeneous urban data', 'different urban data', 'crucial urban data', 'Yelp hierarchical dataset', 'urban safety control', 'urban heat monitoring', 'urban ground sensing', 'urban activity inference', 'Smart urban future', 'smart city environment', 'restaurant data', 'OpenStreetMap dataset', 'large data set', 'Inferring urban performance', 'geolocated dataset', 'future smart city', 'Enhanced urban clustering', 'data rich landscape', 'advanced urban application', 'Urban computing', 'retail store placement', 'optimal store placement', 'lockdown policy', 'edge computing', 'commercial district discovery', 'business zone recommender']",31,"[22, 30, 97, 133, 145, 156, 210, 243, 272, 298, 300, 337, 346, 353, 358, 364, 382, 410, 428, 432, 468, 493, 502, 503, 504, 511, 527, 543, 544, 573, 584]",0.9659000000000001,55,25,14
0,root_0_-1,1,14,"['reachable area', 'population movement', 'pedestrian motion', 'pedestrian', 'implicit geographic movement', 'impact pedestrian activity', 'area feature', 'spatial temporal coverage', 'kernelized random walk', 'kernel density', 'human mobility pattern', 'human mobility', 'distance value', 'distance feature']",14,"[22, 127, 156, 200, 281, 362, 363, 364, 382, 407, 423, 428, 459, 510]",0.9659000000000001,55,25,14
0,root_0_0,0,26,"['urban planning system', 'urban resource planning', 'urban planning', 'urban complex system', 'urban walkability', 'urban redevelopment', 'urban planner', 'urban neighborhood', 'urban environment', 'urban critical infrastructure', 'large urban police', 'large urban area', 'historical urbanization', 'dynamic urban theory', 'property vacancy', 'popularity', 'popular place', 'planner', 'optimal police', 'neighborhood scale', 'local real estate', 'livability improvement', 'disaster response', 'COVID pandemic', 'city development', 'built environment practitioner']",43,"[4, 63, 84, 104, 124, 125, 133, 146, 191, 202, 211, 233, 244, 249, 257, 261, 264, 272, 291, 324, 336, 345, 353, 355, 363, 364, 395, 422, 428, 432, 459, 485, 486, 491, 504, 516, 530, 536, 537, 545, 546, 562, 574]",0.9094000000000001,15,5,15
0,root_0_0,1,15,"['urban problem complaint', 'urban issue', 'urban governance issue', 'scale urban problem', 'urban stakeholder', 'urban health', 'urban event causes', 'thing multiagent system', 'service infrastructure', 'high resolution grid', 'civic participation platform', 'city service dimension', 'city image dimension', 'citizen report', 'citizen profile']",13,"[3, 55, 191, 194, 235, 244, 261, 264, 434, 451, 502, 503, 537]",0.9094000000000001,15,5,15
0,root_1_-1,-1,3,"['daily commute pattern', 'commute', 'commuting trip']",3,"[134, 296, 373]",0.9566,25,10,13
0,root_1_-1,0,18,"['trajectory dataset', 'GPS trajectory dataset', 'trajectory data', 'taxi journey dataset', 'system trajectory data', 'GPS trajectory data', 'bike trajectory data', 'trajectory segmentation', 'flow data', 'eye movement data', 'urban logistics system', 'urban freight transportation', 'Trajectory clustering', 'logistics transportation', 'fleet service analysis', 'exploratory taxi fleet', 'bike flow pattern', 'bike']",16,"[4, 110, 127, 138, 156, 249, 298, 321, 334, 395, 407, 423, 435, 499, 522, 571]",0.9566,25,10,13
0,root_1_-1,1,13,"['traffic incident analysis', 'traffic profiling', 'traffic pattern detection', 'traffic crash location', 'traffic analysis application', 'road incident detector', 'monitoring road traffic', 'Extracting leisure activity', 'activity transition', 'activity recommendation', 'activity', 'tourist flow', 'Data mining tourism']",13,"[32, 124, 133, 295, 321, 334, 370, 417, 439, 516, 522, 527, 573]",0.9566,25,10,13
