term,freq,range,score,doc_ids
surface temperature,26,12,38,"[44, 60, 115, 216, 222, 247, 371, 372, 431, 454, 456, 515]"
urban heat,23,10,33,"[44, 60, 79, 216, 222, 228, 247, 431, 454, 515]"
heat island,21,10,31,"[44, 60, 79, 115, 222, 228, 247, 431, 454, 515]"
air temperature,20,6,26,"[39, 215, 216, 222, 453, 456]"
land surface,14,10,24,"[44, 60, 115, 216, 247, 371, 431, 454, 456, 515]"
machine learning,11,8,19,"[39, 60, 79, 119, 201, 228, 371, 453]"
urban area,9,8,17,"[60, 115, 216, 228, 371, 453, 454, 515]"
urban planning,8,7,15,"[39, 60, 79, 215, 228, 431, 456]"
thermal comfort,10,2,12,"[79, 201]"
temperature data,6,3,9,"[39, 216, 372]"
green space,5,4,9,"[44, 201, 216, 371]"
stream water,8,1,9,[119]
water quality,8,1,9,[119]
urban vegetation,8,1,9,[372]
urban park,7,1,8,[79]
urban landscape,4,4,8,"[115, 216, 372, 456]"
land cover,5,2,7,"[44, 515]"
urban environment,4,3,7,"[60, 201, 216]"
urban development,6,1,7,[119]
development pattern,6,1,7,[119]
spatial variation,4,3,7,"[119, 229, 372]"
regression model,4,3,7,"[215, 372, 453]"
regression tree,4,3,7,"[228, 247, 454]"
urban form,6,1,7,[371]
entire city,3,3,6,"[39, 228, 372]"
satellite data,3,3,6,"[39, 456, 515]"
mosquito occurrence,5,1,6,[56]
random forest,3,3,6,"[56, 215, 456]"
learning technique,3,3,6,"[60, 79, 228]"
coverage ratio,3,3,6,"[60, 79, 247]"
vegetation index,3,3,6,"[60, 115, 456]"
study area,4,2,6,"[79, 454]"
noise pollution,5,1,6,[229]
neighborhood scale,4,2,6,"[247, 515]"
island effect,3,2,5,"[44, 79]"
dengue incidence,4,1,5,[56]
supervised machine,3,2,5,"[60, 201]"
design strategy,4,1,5,[201]
heat hazard,4,1,5,[216]
relative contribution,3,2,5,"[247, 371]"
thermal condition,3,2,5,"[247, 454]"
vegetation type,4,1,5,[372]
spatial analysis,2,2,4,"[39, 115]"
spatial resolution,2,2,4,"[39, 454]"
urban sprawl,2,2,4,"[44, 119]"
additive explanation,2,2,4,"[44, 119]"
combined influence,3,1,4,[56]
climate factor,3,1,4,[56]
vegetation data,2,2,4,"[56, 372]"
urban fabric,3,1,4,[60]
cooling effect,2,2,4,"[79, 222]"
ecological infrastructure,2,2,4,"[79, 371]"
water body,2,2,4,"[79, 371]"
important role,2,2,4,"[79, 454]"
uhi effect,2,2,4,"[79, 454]"
urban surface,2,2,4,"[115, 247]"
difference vegetation,2,2,4,"[115, 456]"
land use,2,2,4,"[119, 515]"
use planning,2,2,4,"[119, 515]"
green sidewalk,3,1,4,[201]
energy modeling,3,1,4,[201]
green infrastructure,2,2,4,"[201, 222]"
climate zone,2,2,4,"[201, 222]"
prediction model,2,2,4,"[215, 453]"
heat exposure,3,1,4,[216]
temperature difference,2,2,4,"[216, 456]"
residential area,2,2,4,"[216, 229]"
tree trait,3,1,4,[222]
urban tree,3,1,4,[222]
trunk circumference,3,1,4,[222]
different climate,2,2,4,"[222, 456]"
boosted regression,2,2,4,"[228, 454]"
urban center,2,2,4,"[228, 371]"
spatial distribution,3,1,4,[228]
architectural pattern,3,1,4,[247]
marginal effect,3,1,4,[247]
relative influence,2,2,4,"[247, 454]"
mean architecture,3,1,4,[247]
spatial structure,2,2,4,"[371, 454]"
negative influence,2,2,4,"[371, 515]"
urban planner,2,2,4,"[372, 454]"
statistical model,2,2,4,"[372, 454]"
vegetation configuration,3,1,4,[372]
socioeconomic characteristic,3,1,4,[431]
cover classification,3,1,4,[515]
arid area,2,1,3,[39]
mobile measurement,2,1,3,[39]
dengue disease,2,1,3,[56]
ovitrap index,2,1,3,[56]
vector mosquito,2,1,3,[56]
mob recursive,2,1,3,[56]
recursive partitioning,2,1,3,[56]
high sensitivity,2,1,3,[56]
residential density,2,1,3,[56]
suhi mitigation,2,1,3,[60]
data envelopment,2,1,3,[79]
envelopment analysis,2,1,3,[79]
effect index,2,1,3,[79]
