term,freq,range,score,doc_ids
human mobility,7,2,9,"[362, 430]"
urban planning,4,4,8,"[32, 200, 257, 573]"
machine learning,4,4,8,"[32, 257, 430, 573]"
pedestrian activity,6,1,7,[428]
social medium,4,2,6,"[200, 573]"
spatial interaction,4,2,6,"[257, 375]"
prediction model,4,2,6,"[369, 430]"
functional region,5,1,6,[375]
urban environment,4,2,6,"[428, 573]"
urban identity,5,1,6,[505]
mobility pattern,3,2,5,"[32, 257]"
socioeconomic status,4,1,5,[362]
opportunistic criminal,4,1,5,[537]
previous study,2,2,4,"[32, 257]"
result show,2,2,4,"[32, 505]"
gradient boosting,2,2,4,"[32, 369]"
linear model,2,2,4,"[32, 369]"
human activity,2,2,4,"[200, 430]"
urban design,2,2,4,"[362, 505]"
socioeconomic indicator,3,1,4,[362]
urban data,2,2,4,"[366, 428]"
crime count,3,1,4,[366]
census tract,2,2,4,"[366, 430]"
real datasets,2,2,4,"[366, 537]"
previous work,2,2,4,"[375, 537]"
poi data,2,2,4,"[375, 430]"
crime prediction,3,1,4,[430]
important feature,3,1,4,[505]
opportunistic crime,3,1,4,[537]
urban problem,3,1,4,[537]
abstract game,3,1,4,[537]
medium data,2,1,3,[200]
new similarity,2,1,3,[257]
temporal mobility,2,1,3,[257]
city region,2,1,3,[366]
real estate,2,1,3,[366]
estate price,2,1,3,[366]
motor vehicle,2,1,3,[369]
linear regression,2,1,3,[369]
pedestrian behavior,2,1,3,[428]
mobility data,2,1,3,[430]
test set,2,1,3,[430]
main crime,2,1,3,[430]
crime category,2,1,3,[430]
public space,2,1,3,[505]
real world,2,1,3,[537]
world data,2,1,3,[537]
game abstraction,2,1,3,[537]
abstraction framework,2,1,3,[537]
urban activity,2,1,3,[573]
geotagged photo,1,1,2,[32]
spatiotemporal distribution,1,1,2,[32]
tourist flow,1,1,2,[32]
perturbed state,1,1,2,[32]
recent year,1,1,2,[32]
social data,1,1,2,[32]
popular hotspot,1,1,2,[32]
residence information,1,1,2,[32]
shannon entropy,1,1,2,[32]
special ward,1,1,2,[32]
boosting machine,1,1,2,[32]
distributed random,1,1,2,[32]
deep learning,1,1,2,[32]
temporal entropy,1,1,2,[32]
frequent visit,1,1,2,[32]
temporal distribution,1,1,2,[32]
spatial distribution,1,1,2,[32]
future tourism,1,1,2,[32]
tourism research,1,1,2,[32]
different topic,1,1,2,[32]
support policymakers,1,1,2,[32]
urban setting,1,1,2,[32]
human behaviour,1,1,2,[200]
social activity,1,1,2,[200]
real time,1,1,2,[200]
time understanding,1,1,2,[200]
many issue,1,1,2,[200]
crowd size,1,1,2,[200]
criminal activity,1,1,2,[200]
medium platform,1,1,2,[200]
population movement,1,1,2,[200]
movement pattern,1,1,2,[200]
major city,1,1,2,[200]
temporal pattern,1,1,2,[200]
historical average,1,1,2,[200]
anomalous activity,1,1,2,[200]
natural language,1,1,2,[200]
language processing,1,1,2,[200]
analysis offer,1,1,2,[200]
offer insight,1,1,2,[200]
city pulse,1,1,2,[200]
traffic modeling,1,1,2,[257]
reliable method,1,1,2,[257]
similarity measure,1,1,2,[257]
learning field,1,1,2,[257]
community detection,1,1,2,[257]
detection algorithms,1,1,2,[257]
depict traffic,1,1,2,[257]
latter group,1,1,2,[257]
different land,1,1,2,[257]
similarity method,1,1,2,[257]
several time,1,1,2,[257]
reliable structure,1,1,2,[257]
areal unit,1,1,2,[257]
clustering process,1,1,2,[257]
homogeneous area,1,1,2,[257]
flow map,1,1,2,[257]
clustering result,1,1,2,[257]
different area,1,1,2,[257]
polycentric structure,1,1,2,[257]
public policy,1,1,2,[362]
policy formulation,1,1,2,[362]
marketing strategy,1,1,2,[362]
strategy development,1,1,2,[362]
human data,1,1,2,[362]
human movement,1,1,2,[362]
category information,1,1,2,[362]
city level,1,1,2,[362]
