term,freq,range,score,doc_ids
urban planning,13,10,23,"[83, 193, 305, 315, 354, 385, 538, 568, 581, 583]"
machine learning,8,6,14,"[83, 146, 354, 538, 577, 583]"
urban environment,8,5,13,"[98, 146, 290, 558, 577]"
neural network,7,5,12,"[83, 98, 146, 315, 385]"
learning technique,5,3,8,"[83, 577, 583]"
view image,4,2,6,"[193, 538]"
classification method,3,3,6,"[193, 290, 315]"
land use,5,1,6,[538]
ntl data,4,1,5,[305]
street context,4,1,5,[315]
crowd analysis,3,2,5,"[354, 568]"
sound recognition,3,2,5,"[558, 583]"
traffic violation,3,1,4,[146]
information system,2,2,4,"[146, 290]"
location semantics,3,1,4,[193]
deep learning,2,2,4,"[193, 354]"
case study,2,2,4,"[193, 538]"
image interpretation,3,1,4,[290]
image classification,2,2,4,"[290, 577]"
data source,2,2,4,"[290, 305]"
input data,3,1,4,[305]
automatic classification,2,2,4,"[305, 315]"
scene classification,2,2,4,"[538, 577]"
image retrieval,3,1,4,[568]
image descriptor,3,1,4,[568]
team sport,2,1,3,[83]
large datasets,2,1,3,[83]
active learning,2,1,3,[83]
parkour hobbyist,2,1,3,[98]
parkour spot,2,1,3,[98]
image labeling,2,1,3,[146]
street view,2,1,3,[193]
contextual information,2,1,3,[193]
land parcel,2,1,3,[193]
visual image,2,1,3,[290]
street imagery,2,1,3,[315]
transportational feature,2,1,3,[315]
city authority,2,1,3,[315]
modern approach,2,1,3,[315]
classification scheme,2,1,3,[315]
traffic monitoring,2,1,3,[385]
road traffic,2,1,3,[385]
urban land,2,1,3,[538]
use information,2,1,3,[538]
use map,2,1,3,[538]
building block,2,1,3,[538]
block level,2,1,3,[538]
image feature,2,1,3,[538]
automatic sound,2,1,3,[558]
audio event,2,1,3,[558]
educational game,2,1,3,[581]
sound source,2,1,3,[583]
soundscape recognition,2,1,3,[583]
significant interest,1,1,2,[83]
vehicular traffic,1,1,2,[83]
traffic modelling,1,1,2,[83]
prolific application,1,1,2,[83]
application domain,1,1,2,[83]
sport analytics,1,1,2,[83]
defensive strategy,1,1,2,[83]
advanced machine,1,1,2,[83]
domain expert,1,1,2,[83]
learning strategy,1,1,2,[83]
classification model,1,1,2,[83]
model building,1,1,2,[83]
professional basketball,1,1,2,[83]
basketball game,1,1,2,[83]
offensive strategy,1,1,2,[83]
network architecture,1,1,2,[83]
basketball play,1,1,2,[83]
usage scenario,1,1,2,[83]
physical activity,1,1,2,[98]
activity opportunity,1,1,2,[98]
parkour training,1,1,2,[98]
training spot,1,1,2,[98]
spot detector,1,1,2,[98]
street level,1,1,2,[98]
level photographs,1,1,2,[98]
efficient annotation,1,1,2,[98]
annotation scheme,1,1,2,[98]
annotation work,1,1,2,[98]
spot exploration,1,1,2,[98]
visualization experiment,1,1,2,[98]
technology development,1,1,2,[98]
interview study,1,1,2,[98]
interesting parkour,1,1,2,[98]
urban design,1,1,2,[98]
exercise video,1,1,2,[98]
video game,1,1,2,[98]
intelligent image,1,1,2,[146]
labeling system,1,1,2,[146]
possible change,1,1,2,[146]
road infrastructure,1,1,2,[146]
learning method,1,1,2,[146]
automatic marking,1,1,2,[146]
intelligent system,1,1,2,[146]
automatic object,1,1,2,[146]
object recognition,1,1,2,[146]
system development,1,1,2,[146]
development tool,1,1,2,[146]
experimental part,1,1,2,[146]
network training,1,1,2,[146]
automatic image,1,1,2,[146]
environmental research,1,1,2,[193]
great potential,1,1,2,[193]
previous study,1,1,2,[193]
scene image,1,1,2,[193]
straightforward algorithm,1,1,2,[193]
displacement strategy,1,1,2,[193]
learning network,1,1,2,[193]
classification accuracy,1,1,2,[193]
human perception,1,1,2,[290]
satellite image,1,1,2,[290]
significant role,1,1,2,[290]
training data,1,1,2,[290]
validation purpose,1,1,2,[290]
structural complexity,1,1,2,[290]
spectral complication,1,1,2,[290]
human interpreter,1,1,2,[290]
individual building,1,1,2,[290]
building structure,1,1,2,[290]
cognitive perception,1,1,2,[290]
rooftop footprint,1,1,2,[290]
quantitative information,1,1,2,[290]
spatial variable,1,1,2,[290]
additional questionnaire,1,1,2,[290]
questionnaire reveals,1,1,2,[290]
qualitative information,1,1,2,[290]
large difference,1,1,2,[290]
high consistency,1,1,2,[290]
deviation correlate,1,1,2,[290]
morphologic complexity,1,1,2,[290]
high degree,1,1,2,[290]
time consumption,1,1,2,[290]
geographic information,1,1,2,[290]
mapping procedure,1,1,2,[290]
prior research,1,1,2,[290]
uncertainty analysis,1,1,2,[290]
mapping aberration,1,1,2,[290]
classification system,1,1,2,[305]
multiple classifier,1,1,2,[305]
accurate information,1,1,2,[305]
area intelligent,1,1,2,[305]
intelligent classification,1,1,2,[305]
various type,1,1,2,[305]
python module,1,1,2,[305]
classification experiment,1,1,2,[305]
rn data,1,1,2,[305]
overall accuracy,1,1,2,[305]
poi_rn_ntl data,1,1,2,[305]
poi_ntl data,1,1,2,[305]
objective accuracy,1,1,2,[305]
accuracy assessment,1,1,2,[305]
robust classifier,1,1,2,[305]
low cost,1,1,2,[305]
urban area,1,1,2,[305]
data coverage,1,1,2,[305]
effective reference,1,1,2,[305]
reference information,1,1,2,[305]
urban management,1,1,2,[305]
management department,1,1,2,[305]
urban street,1,1,2,[315]
context classification,1,1,2,[315]
road network,1,1,2,[315]
major road,1,1,2,[315]
minor road,1,1,2,[315]
transportational use,1,1,2,[315]
wholistic planning,1,1,2,[315]
approach towards,1,1,2,[315]
side use,1,1,2,[315]
several city,1,1,2,[315]
new classification,1,1,2,[315]
traditional classification,1,1,2,[315]
commercial throughway,1,1,2,[315]
residential neighborhood,1,1,2,[315]
park etc,1,1,2,[315]
major city,1,1,2,[315]
many others,1,1,2,[315]
time consuming,1,1,2,[315]
manual labor,1,1,2,[315]
relabel street,1,1,2,[315]
computer vision,1,1,2,[315]
vision towards,1,1,2,[315]
cnn model,1,1,2,[315]
cnn architecture,1,1,2,[315]
essential topic,1,1,2,[354]
artificial intelligence,1,1,2,[354]
several application,1,1,2,[354]
environmental management,1,1,2,[354]
public safety,1,1,2,[354]
different methodology,1,1,2,[354]
several method,1,1,2,[354]
crowd density,1,1,2,[354]
density estimation,1,1,2,[354]
image processing,1,1,2,[354]
processing technique,1,1,2,[354]
monitoring device,1,1,2,[385]
human resource,1,1,2,[385]
resource point,1,1,2,[385]
available infrastructure,1,1,2,[385]
information extraction,1,1,2,[385]
urban road,1,1,2,[385]
traffic image,1,1,2,[385]
many city,1,1,2,[385]
object detection,1,1,2,[385]
human annotation,1,1,2,[385]
network annotation,1,1,2,[385]
traffic condition,1,1,2,[385]
historical vehicle,1,1,2,[385]
information retrieval,1,1,2,[538]
important reference,1,1,2,[538]
new method,1,1,2,[538]
generic image,1,1,2,[538]
different cityscape,1,1,2,[538]
study area,1,1,2,[538]
different image,1,1,2,[538]
calculated image,1,1,2,[538]
assessment result,1,1,2,[538]
result show,1,1,2,[538]
promising method,1,1,2,[538]
use mapping,1,1,2,[538]
environment event,1,1,2,[558]
audio analysis,1,1,2,[558]
first step,1,1,2,[558]
several processing,1,1,2,[558]
processing system,1,1,2,[558]
enable speaker,1,1,2,[558]
daily life,1,1,2,[558]
incoming event,1,1,2,[558]
frequency domain,1,1,2,[558]
sound recognizer,1,1,2,[558]
close set,1,1,2,[558]
audio descriptor,1,1,2,[558]
powerful machine,1,1,2,[558]
urban sound,1,1,2,[558]
recognition performance,1,1,2,[558]
compressed sensing,1,1,2,[568]
many application,1,1,2,[568]
intelligent transportation,1,1,2,[568]
crowd surveillance,1,1,2,[568]
conventional counting,1,1,2,[568]
retrieval approach,1,1,2,[568]
people count,1,1,2,[568]
several image,1,1,2,[568]
global image,1,1,2,[568]
extensive evaluation,1,1,2,[568]
analysis benchmark,1,1,2,[568]
benchmark datasets,1,1,2,[568]
urban scene,1,1,2,[577]
georeferenced image,1,1,2,[577]
semantic image,1,1,2,[577]
bossa representation,1,1,2,[577]
matching scheme,1,1,2,[577]
acquisition condition,1,1,2,[577]
continuous acquisition,1,1,2,[577]
vehicle direction,1,1,2,[577]
light condition,1,1,2,[577]
strong occlusion,1,1,2,[577]
traffic sign,1,1,2,[577]
large dataset,1,1,2,[577]
high resolution,1,1,2,[577]
resolution image,1,1,2,[577]
main avenue,1,1,2,[577]
various role,1,1,2,[581]
collaborative chat,1,1,2,[581]
challenging task,1,1,2,[581]
conversational demand,1,1,2,[581]
linguistic feature,1,1,2,[581]
computational linguistics,1,1,2,[581]
serious game,1,1,2,[581]
player act,1,1,2,[581]
planning firm,1,1,2,[581]
environmental science,1,1,2,[581]
natural language,1,1,2,[581]
automatic recognition,1,1,2,[583]
environmental sound,1,1,2,[583]
unstructured auditory,1,1,2,[583]
auditory scene,1,1,2,[583]
simultaneous sound,1,1,2,[583]
multiple application,1,1,2,[583]
mobile robot,1,1,2,[583]
portable device,1,1,2,[583]
acoustic environment,1,1,2,[583]
automatic reaction,1,1,2,[583]
human intervention,1,1,2,[583]
background noise,1,1,2,[583]
noise identification,1,1,2,[583]
speech recognition,1,1,2,[583]
recognition system,1,1,2,[583]
outdoor environment,1,1,2,[583]
support tool,1,1,2,[583]
noise annoyance,1,1,2,[583]
annoyance assessment,1,1,2,[583]
pattern recognition,1,1,2,[583]
recognition technique,1,1,2,[583]
appropriated learning,1,1,2,[583]
learning paradigm,1,1,2,[583]
similar sound,1,1,2,[583]
recognition task,1,1,2,[583]
decision tree,1,1,2,[583]
neighbours algorithm,1,1,2,[583]
extensive experiment,1,1,2,[583]
different learning,1,1,2,[583]
audio data,1,1,2,[583]
data corpus,1,1,2,[583]
different soundscenes,1,1,2,[583]
traffic street,1,1,2,[583]
