term,freq,range,score,doc_ids
machine learning,26,23,49,"[11, 24, 42, 51, 86, 113, 128, 133, 158, 172, 189, 197, 198, 205, 227, 267, 271, 299, 352, 368, 409, 561, 580]"
urban planning,24,19,43,"[11, 24, 35, 71, 78, 113, 128, 133, 140, 158, 172, 181, 189, 227, 267, 352, 544, 566, 580]"
urban design,20,10,30,"[29, 35, 95, 205, 267, 270, 271, 349, 409, 579]"
urban environment,18,11,29,"[12, 41, 140, 197, 267, 275, 349, 357, 363, 561, 579]"
land use,21,6,27,"[24, 78, 86, 172, 181, 267]"
urban land,11,3,14,"[42, 78, 172]"
big data,7,4,11,"[78, 133, 172, 197]"
random forest,5,5,10,"[11, 35, 71, 78, 140]"
data source,5,5,10,"[51, 78, 86, 181, 561]"
deep learning,6,4,10,"[95, 113, 128, 271]"
aerial image,8,2,10,"[128, 271]"
urban street,8,1,9,[35]
street view,6,3,9,"[35, 51, 205]"
urban data,6,3,9,"[86, 205, 382]"
performance criterion,7,2,9,"[349, 409]"
classification method,4,4,8,"[11, 78, 333, 566]"
satellite image,4,4,8,"[25, 158, 267, 333]"
urban area,5,3,8,"[25, 42, 168]"
solar radiation,5,3,8,"[29, 349, 409]"
visual quality,7,1,8,[35]
computer vision,4,4,8,"[51, 128, 197, 267]"
case study,4,4,8,"[71, 168, 205, 267]"
use category,6,2,8,"[78, 172]"
interface network,7,1,8,[227]
generative design,5,3,8,"[271, 349, 409]"
modeling technique,6,2,8,"[357, 409]"
green infrastructure,4,3,7,"[11, 344, 352]"
metropolitan area,5,2,7,"[25, 78]"
sky view,4,3,7,"[35, 349, 409]"
view factor,4,3,7,"[35, 349, 409]"
urban form,4,3,7,"[41, 349, 409]"
urban expansion,4,3,7,"[71, 189, 333]"
feature extraction,4,3,7,"[95, 333, 580]"
multiple performance,5,2,7,"[349, 409]"
urban development,3,3,6,"[11, 71, 333]"
support vector,3,3,6,"[11, 113, 579]"
vector machine,3,3,6,"[11, 113, 579]"
learning algorithms,3,3,6,"[11, 158, 205]"
urban space,3,3,6,"[12, 140, 579]"
multivariate analysis,3,3,6,"[24, 349, 409]"
geospatial data,3,3,6,"[25, 51, 368]"
urban canyon,5,1,6,[29]
neural network,3,3,6,"[78, 95, 352]"
similarity analysis,5,1,6,[95]
feature vector,4,2,6,"[95, 270]"
spatial resolution,3,3,6,"[113, 198, 368]"
urban footprint,5,1,6,[299]
urban modeling,5,1,6,[357]
learning technique,3,3,6,"[409, 561, 580]"
classification accuracy,3,2,5,"[11, 189]"
canyon geometry,4,1,5,[29]
view imagery,4,1,5,[51]
use classification,4,1,5,[78]
morphological feature,4,1,5,[95]
urban morphology,3,2,5,"[95, 270]"
vehicle detection,4,1,5,[128]
data set,3,2,5,"[168, 382]"
urban growth,3,2,5,"[197, 299]"
urban region,3,2,5,"[197, 299]"
information system,3,2,5,"[197, 205]"
complex terrain,4,1,5,[198]
human health,4,1,5,[271]
data mining,3,2,5,"[333, 566]"
design parameter,4,1,5,[349]
energy performance,3,2,5,"[349, 409]"
parametric modeling,3,2,5,"[349, 409]"
design decision,3,2,5,"[349, 409]"
design approach,3,2,5,"[349, 409]"
urban model,4,1,5,[357]
performance analysis,4,1,5,[409]
natural language,3,2,5,"[566, 580]"
green roofs,3,1,4,[11]
infrastructure classification,3,1,4,[11]
aerial vehicle,2,2,4,"[11, 275]"
weather condition,2,2,4,"[11, 275]"
laboratory analysis,2,2,4,"[24, 105]"
population density,2,2,4,"[24, 41]"
road network,2,2,4,"[24, 133]"
wildfire risk,3,1,4,[25]
climate change,2,2,4,"[25, 181]"
human activity,2,2,4,"[25, 172]"
different city,2,2,4,"[29, 227]"
street level,2,2,4,"[35, 41]"
view image,2,2,4,"[35, 205]"
new approach,2,2,4,"[35, 363]"
green space,2,2,4,"[35, 168]"
grid resolution,2,2,4,"[35, 198]"
study area,2,2,4,"[35, 71]"
air pollution,2,2,4,"[41, 352]"
microscale variable,3,1,4,[41]
traditional variable,3,1,4,[41]
data collection,2,2,4,"[42, 51]"
road system,2,2,4,"[42, 181]"
data processing,2,2,4,"[42, 275]"
urban analytics,3,1,4,[51]
imagery platform,2,2,4,"[51, 86]"
artificial surface,3,1,4,[71]
energy balance,2,2,4,"[71, 349]"
correlation coefficient,2,2,4,"[71, 299]"
environmental management,2,2,4,"[78, 172]"
biodiversity conservation,2,2,4,"[78, 172]"
recent advance,2,2,4,"[78, 197]"
remote sensing,2,2,4,"[78, 113]"
mixed land,2,2,4,"[78, 172]"
social medium,2,2,4,"[78, 133]"
urban research,3,1,4,[86]
new opportunity,2,2,4,"[86, 172]"
urban analysis,2,2,4,"[86, 271]"
sustainable development,2,2,4,"[95, 275]"
decision making,2,2,4,"[95, 409]"
fecal sludge,3,1,4,[105]
decision tree,2,2,4,"[105, 344]"
change detection,3,1,4,[113]
ncbas detection,3,1,4,[113]
location data,2,2,4,"[133, 168]"
urban planner,2,2,4,"[133, 267]"
open access,2,2,4,"[133, 409]"
access article,2,2,4,"[133, 409]"
urban study,2,2,4,"[172, 198]"
earth observation,2,2,4,"[172, 197]"
advanced machine,2,2,4,"[172, 409]"
urban future,3,1,4,[181]
urban fabric,2,2,4,"[181, 271]"
satellite imagery,2,2,4,"[181, 368]"
cellular automata,2,2,4,"[181, 299]"
natural disaster,2,2,4,"[189, 368]"
functional area,3,1,4,[189]
significant impact,2,2,4,"[197, 271]"
new technology,2,2,4,"[197, 275]"
network connectivity,3,1,4,[227]
last decade,2,2,4,"[271, 561]"
artificial intelligence,2,2,4,"[271, 275]"
mental health,3,1,4,[271]
population distribution,3,1,4,[299]
storm water,3,1,4,[344]
campus design,2,2,4,"[349, 409]"
extensive research,2,2,4,"[349, 409]"
form scenario,2,2,4,"[349, 409]"
design alternative,2,2,4,"[349, 409]"
performance modeling,2,2,4,"[349, 409]"
possible design,2,2,4,"[349, 409]"
geometric form,2,2,4,"[349, 409]"
derelict site,3,1,4,[352]
monetary poverty,3,1,4,[368]
terrorist attack,3,1,4,[561]
language processing,2,2,4,"[566, 580]"
planning firm,2,2,4,"[566, 580]"
input excerpt,2,2,4,"[566, 580]"
possible personality,2,2,4,"[566, 580]"
personality class,2,2,4,"[566, 580]"
personality classification,2,2,4,"[566, 580]"
