term,freq,range,score,doc_ids
traffic flow,23,8,31,"[30, 63, 155, 209, 220, 307, 439, 499]"
traffic congestion,14,9,23,"[209, 300, 307, 334, 439, 450, 461, 519, 530]"
machine learning,10,10,20,"[155, 209, 240, 334, 346, 370, 435, 450, 499, 519]"
urban traffic,9,8,17,"[209, 220, 261, 359, 370, 439, 461, 519]"
neural network,9,5,14,"[63, 155, 439, 450, 597]"
urban planning,7,7,14,"[155, 220, 300, 307, 422, 439, 461]"
road traffic,9,5,14,"[261, 334, 370, 439, 519]"
deep learning,7,5,12,"[63, 155, 359, 439, 450]"
result show,6,6,12,"[63, 155, 220, 240, 307, 461]"
transportation system,8,4,12,"[155, 209, 220, 435]"
traffic volume,9,3,12,"[155, 422, 499]"
urban environment,8,4,12,"[334, 346, 356, 526]"
urban area,6,5,11,"[63, 240, 370, 450, 519]"
big data,8,3,11,"[155, 220, 439]"
intelligent transportation,7,3,10,"[155, 209, 220]"
traffic light,7,3,10,"[370, 450, 461]"
road network,4,4,8,"[220, 334, 370, 461]"
learning technique,4,4,8,"[240, 356, 499, 519]"
traffic management,4,4,8,"[307, 359, 461, 519]"
control system,5,3,8,"[370, 461, 519]"
traffic accident,5,2,7,"[63, 359]"
smart city,5,2,7,"[155, 240]"
traffic data,3,3,6,"[30, 155, 526]"
urban mobility,3,3,6,"[38, 240, 261]"
real time,3,3,6,"[346, 439, 519]"
citywide traffic,4,2,6,"[359, 499]"
light control,4,2,6,"[370, 461]"
travel time,3,3,6,"[439, 526, 530]"
travel speed,4,2,6,"[499, 530]"
urban data,3,2,5,"[30, 359]"
accident prediction,3,2,5,"[63, 359]"
great significance,3,2,5,"[155, 359]"
flow prediction,4,1,5,[220]
special event,4,1,5,[261]
reinforcement learning,3,2,5,"[300, 356]"
flow forecasting,4,1,5,[307]
temporal dependency,2,2,4,"[30, 359]"
data set,2,2,4,"[30, 63]"
intelligent traffic,2,2,4,"[155, 307]"
experimental result,2,2,4,"[155, 307]"
flow data,2,2,4,"[155, 307]"
prediction model,2,2,4,"[155, 346]"
recent year,2,2,4,"[209, 422]"
key problem,2,2,4,"[209, 334]"
transportation operation,2,2,4,"[220, 499]"
result demonstrate,2,2,4,"[220, 499]"
traffic condition,2,2,4,"[220, 450]"
city planning,2,2,4,"[240, 300]"
mobility service,2,2,4,"[240, 261]"
vehicle detection,2,2,4,"[300, 439]"
case study,2,2,4,"[307, 461]"
traffic prediction,2,2,4,"[334, 526]"
traffic network,2,2,4,"[370, 461]"
highway traffic,3,1,4,[422]
time traffic,2,2,4,"[439, 519]"
parking availability,2,2,4,"[519, 526]"
assist system,3,1,4,[526]
smart navigation,3,1,4,[526]
temporal dynamic,2,1,3,[30]
accident risk,2,1,3,[63]
gcnn model,2,1,3,[155]
actual traffic,2,1,3,[155]
feature optimization,2,1,3,[220]
training data,2,1,3,[220]
large city,2,1,3,[240]
mobility data,2,1,3,[240]
temporal impact,2,1,3,[261]
traffic load,2,1,3,[300]
traffic system,2,1,3,[300]
security protocol,2,1,3,[300]
nonlinear relationship,2,1,3,[307]
particle swarm,2,1,3,[307]
swarm optimization,2,1,3,[307]
vehicular movement,2,1,3,[334]
scene decomposition,2,1,3,[356]
traffic participant,2,1,3,[356]
traffic information,2,1,3,[370]
volume prediction,2,1,3,[422]
different evaluation,2,1,3,[422]
flow analysis,2,1,3,[439]
road user,2,1,3,[439]
weather condition,2,1,3,[439]
harmonic mean,2,1,3,[439]
dynamic routing,2,1,3,[450]
intersection agent,2,1,3,[461]
movement agent,2,1,3,[461]
volume estimation,2,1,3,[499]
flow theory,2,1,3,[499]
gps trajectory,2,1,3,[499]
high level,2,1,3,[499]
level feature,2,1,3,[499]
ground truth,2,1,3,[499]
truth data,2,1,3,[499]
driver diagnostics,2,1,3,[526]
urban police,2,1,3,[530]
effective travel,2,1,3,[530]
logit model,2,1,3,[597]
multilayer perceptron,2,1,3,[597]
accurate traffic,1,1,2,[30]
citywide network,1,1,2,[30]
data mining,1,1,2,[30]
mining application,1,1,2,[30]
congestion warning,1,1,2,[30]
transportation scheduling,1,1,2,[30]
previous work,1,1,2,[30]
significant effort,1,1,2,[30]
spatial dependency,1,1,2,[30]
key limitation,1,1,2,[30]
current model,1,1,2,[30]
existing approach,1,1,2,[30]
spatial correlation,1,1,2,[30]
predefined graph,1,1,2,[30]
graph structure,1,1,2,[30]
genuine relation,1,1,2,[30]
incomplete graph,1,1,2,[30]
graph connection,1,1,2,[30]
temporal trend,1,1,2,[30]
stacking structure,1,1,2,[30]
method suffers,1,1,2,[30]
dependency vanquish,1,1,2,[30]
vanquish problem,1,1,2,[30]
multistep prediction,1,1,2,[30]
spatialoral dependency,1,1,2,[30]
new traffic,1,1,2,[30]
traffic speed,1,1,2,[30]
speed prediction,1,1,2,[30]
prediction framework,1,1,2,[30]
multiscale graph,1,1,2,[30]
graph attention,1,1,2,[30]
attention network,1,1,2,[30]
neural architecture,1,1,2,[30]
geographical dependency,1,1,2,[30]
spatial semantics,1,1,2,[30]
global perspective,1,1,2,[30]
multiheads attention,1,1,2,[30]
attention mechanism,1,1,2,[30]
set demonstrate,1,1,2,[30]
mobility scenario,1,1,2,[38]
useful tool,1,1,2,[38]
multiple field,1,1,2,[38]
traffic simulation,1,1,2,[38]
python language,1,1,2,[38]
communication channel,1,1,2,[38]
communication protocol,1,1,2,[38]
mobile network,1,1,2,[38]
classification model,1,1,2,[38]
particular traffic,1,1,2,[38]
light assignment,1,1,2,[38]
assignment scenario,1,1,2,[38]
public safety,1,1,2,[63]
travel route,1,1,2,[63]
route planning,1,1,2,[63]
road safety,1,1,2,[63]
safety deployment,1,1,2,[63]
