0,1
reconfigures urban life,{-1}
involving distinct way,{-1}
trace urban sociology,{-1}
makes instantaneous time,{-1}
within fragmented moment,{-1}
urban social life,{-1}
entailed various mobility,{-1}
modern civil society,{-1}
detect febrile case,{-1}
typhoid fever case,{-1}
fever among preschooler,{-1}
urban study area,{-1}
public green space,{-1}
foreign resident youth,{-1}
zurich investigated leisure,{-1}
investigated leisure activity,{-1}
facilitate social interaction,{-1}
immigrant young people,{-1}
urban green space,{-1}
friend across culture,{-1}
social impact assessment,{-1}
past two decade,{-1}
numerous social conflict,{-1}
received increasing attention,{-1}
guangzhou case study,{-1}
socialist governing ideology,{-1}
traditional chinese culture,{-1}
different thermal index,{-1}
outdoor urban environment,{-1}
hot dry city,{-1}
different thermal environment,{-1}
thermal comfort range,{-1}
comprehensive micrometeorological measurement,{-1}
different outdoor environment,{-1}
outdoor environment vary,{-1}
physiologically equivalent temperature,{-1}
standard effective temperature,{-1}
lower comfort limit,{-1}
thermal sensation vote,{-1}
examines recent response,{-1}
recent development appear,{-1}
closer examination reveals,{-1}
many different dimension,{-1}
ethnic minority group,{-1}
public open scape,{-1}
white british people,{-1}
different ethnic minority,{-1}
towards inclusive design,{-1}
contemporary cultural ecosystem,{-1}
cultural ecosystem service,{-1}
ecosystem service value,{-1}
rapidly urbanizing city,{-1}
urbanizing city state,{-1}
undergone rapid urbanization,{-1}
natural habitat extent,{-1}
using coastal mangrove,{-1}
coastal mangrove forest,{-1}
case study habitat,{-1}
changing cultural value,{-1}
including qualitative archival,{-1}
qualitative archival analysis,{-1}
uploaded social medium,{-1}
social medium photographs,{-1}
publically accessible mangrove,{-1}
cultural value change,{-1}
important cultural role,{-1}
heavily urbanized environment,{-1}
urban sustainability transition,{-1}
significant transition towards,{-1}
transition towards urbanisation,{-1}
influence social development,{-1}
structural systemic realignments,{-1}
persistent societal challenge,{-1}
towards urban farming,{-1}
renewable decentralised energy,{-1}
decentralised energy system,{-1}
provides new insight,{-1}
sustainability transition unfold,{-1}
explores possible strategy,{-1}
governing urban transition,{-1}
across geographical contexts,{-1}
reading landscape meaning,{-1}
embodies multiple level,{-1}
