0,1
spatiotemporal pattern,"{1, 2, 6}"
social sensing,"{1, 13}"
sensing perspective,{1}
resident complain,{1}
complain event,{1}
street vending,{1}
important part,"{16, 1, 14}"
informal economy,{1}
negative externality,{1}
positive role,{1}
observation data,{1}
vending event,{1}
big data,"{1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 15, 18, 22, 23, 24, 25, 27, 29, 30, 31}"
urban governance,"{1, 4, 22, 29, 30}"
governance platform,{1}
urban problem,"{1, 6}"
problem complaint,{1}
complaint hotline,{1}
occurrence mechanism,{1}
urban manager,{1}
urban resident,"{1, 6, 8, 14, 15, 21, 24, 25}"
model show,{1}
former concentrate,{1}
urban area,"{1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31}"
work time,{1}
finding reaffirm,{1}
perception bias,{1}
sensing data,"{1, 3, 13}"
governance practice,{1}
spatial familiarity,{1}
urban environment,"{1, 2, 3, 5, 7, 8, 9, 11, 12, 14, 17, 18, 19, 20, 21, 22, 24, 27, 28, 29, 30, 31}"
eye movement,{1}
movement data,"{24, 1}"
user context,{1}
familiarity level,{1}
information service,"{1, 21, 5}"
sketch map,{1}
mobile phone,"{1, 2, 3, 5, 14, 15, 30}"
phone positioning,{1}
social medium,"{1, 2, 6, 13, 15, 20, 22, 23, 25}"
medium data,"{1, 2, 6, 18, 25}"
new type,{1}
sensory data,{1}
navigation task,{1}
random forest,"{1, 3, 8, 12, 13, 14, 15, 17, 19, 20, 22, 24, 25, 26, 27, 29}"
forest classifier,"{1, 14, 15, 20, 24}"
binary classification,"{1, 14}"
statistical feature,{1}
semantic feature,{1}
pupil diameter,{1}
fixation dispersion,{1}
saccade duration,{1}
fixation count,{1}
important feature,"{1, 10}"
wide availability,{1}
smartphone sensing,{1}
internet connection,{1}
mobile crowd,{1}
crowd sourcing,{1}
promising paradigm,{1}
smart city,"{1, 2, 3, 4, 6, 13, 16, 18, 20, 21, 23, 27, 28, 29, 30, 31}"
city context,"{1, 10, 18}"
crowd data,{1}
scalable monitoring,{1}
resource demand,"{1, 30}"
main bottleneck,"{1, 5}"
data validation,{1}
validation framework,{1}
utilizing machine,{1}
machine learning,"{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31}"
learning technique,"{1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31}"
road monitoring,{1}
monitoring application,{1}
area road,{1}
crucial need,{1}
much attention,"{1, 3}"
