1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
downtown,0.0012755508000000001,23,3,2,urban study,0.0021708894,18,16,2,urban economic development,0.0019235143,2,1,1,urban study,0.0021708894,18,16,2
politics,0.0011091746,20,11,2,creative city,0.0021708894,9,5,1,case study city,0.0019235143,2,2,1,creative city,0.0021708894,9,5,1
hop,0.0011091746,10,1,1,hip hop,0.0021708894,9,1,1,new creative cluster,0.0019235143,2,1,1,hip hop,0.0021708894,9,1,1
nationalism,0.0010537159,19,1,2,urban tourism,0.0019296795,8,2,1,multilocal creative knowledge,0.0019235143,2,1,1,urban tourism,0.0019296795,8,2,1
creativity,0.0008873397,16,9,2,cultural participation,0.0019296795,8,2,1,creative knowledge worker,0.0019235143,2,1,1,cultural participation,0.0019296795,8,2,1
hip,0.0008873397,8,1,1,labour market,0.0016884695000000001,7,2,1,creative knowledge work,0.0019235143,2,1,1,urban economic development,0.0019235143,2,1,1
artist,0.0007764222,14,10,2,cultural production,0.0014472596,6,3,1,included participant observation,0.0019235143,2,2,1,case study city,0.0019235143,2,2,1
regeneration,0.0007135411000000001,31,12,3,cultural planning,0.0014472596,6,3,1,focus group discussion,0.0019235143,2,2,1,new creative cluster,0.0019235143,2,1,1
labour,0.0006655048,6,3,1,cultural producer,0.0012060497,5,1,1,urban regeneration process,0.0019235143,2,2,1,multilocal creative knowledge,0.0019235143,2,1,1
discourse,0.0006655048,12,8,2,cultural regeneration,0.0012060497,5,2,1,smart creative city,0.0019235143,2,1,1,creative knowledge worker,0.0019235143,2,1,1
subway,0.0006655048,6,1,1,cultural sector,0.0012060497,5,3,1,massive financial investment,0.0009617572,1,1,1,included participant observation,0.0019235143,2,2,1
