Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
11,111,"['GPS signal', 'decision tree', 'challenging urban environment', 'positioning accuracy', 'signal reception classification']",98,"['GPS signal', 'global positioning system', 'raw GPS measurement', 'positioning system', 'GPS measurement', 'positioning accuracy', 'attenuate GPS signal', 'global positioning', 'accuracy signal reception', 'smart city', 'signal reception classification', 'NLOS signal reception', 'signal reception', 'urban environment', 'signal strength', 'satellite elevation', 'low accuracy', 'decision tree', 'challenging urban environment', 'reception classification', 'predicted pseudorange', 'positioning', 'machine learning', 'satellite elevation angle', 'predicted pseudorange error', 'position solution', 'city', 'accuracy', 'location information', 'NLOS signal', 'pseudorange', 'sensor', 'reception', 'location', 'elevation angle', 'signal', 'elevation', 'mean square error', 'pseudorange residual', 'algorithm', 'multipath', 'pseudorange error', 'square error', 'position', 'building', 'classification', 'range', 'gradient', 'cause range', 'angle', 'learning', 'root mean square', 'antennae', 'tree', 'root', 'case multipath', 'mean square', 'level', 'application', 'system', 'root mean', 'information', 'measurement', 'square', 'attenuate', 'range error', 'side', 'method', 'first corrects', 'corrects', 'error', 'improvement', 'environment attenuate', 'Enhancement', 'effect cause range', 'result', 'cause range error', 'machine', 'decision', 'multiple variable', 'variable', 'residual effect', 'environment', 'conventional method', 'Recent machine', 'solution', 'mean', 'residual', 'cause', 'strength', 'effect cause', 'reduction', 'effect', 'design', 'case', 'term', 'variation', 'promise']"
11,149,"['UAV localization', 'deep neural network', 'dynamic urban environment', 'cellular infrastructure', 'real time manner']",75,"['UAV localization', 'UAV localization problem', 'formulated UAV localization', 'real time localization', 'reinforcement learning', 'cellular network', 'localization technique', 'deep neural network', 'aerial vehicle', 'cellular infrastructure', 'cellular base station', 'dynamic urban environment', 'time localization', 'localization solution', 'time localization solution', 'neural network', 'real time manner', 'RSSI measurement', 'base station', 'dense urban environment', 'localization', 'urban environment', 'real time', 'reliable real time', 'real time calculation', 'location', 'learning', 'cellular base', 'military application', 'network', 'localization problem', 'optimization', 'optimization technique', 'dynamic application', 'vehicle', 'exact optimization technique', 'exact optimization', 'station', 'Deep', 'reinforcement', 'infrastructure', 'calculation', 'problem', 'time calculation', 'measurement', 'time manner', 'objective', 'base', 'Machine', 'solution', 'technique', 'effective alternative solution', 'time', 'error', 'analysis', 'application', 'alternative solution', 'message', 'manner', 'environment', 'approach', 'message exchange', 'strong candidate', 'need', 'ability', 'part', 'detailed comparative analysis', 'alternative', 'comparison', 'candidate', 'comparative analysis', 'literature', 'attractive alternative', 'exchange', 'integral part']"
11,221,"['path loss prediction', 'LTE network', 'urban environment', 'algorithms forecast', 'propagation']",61,"['path loss prediction', 'prediction path loss', 'loss prediction', 'path loss dataset', 'path loss model', 'path loss', 'LTE network', 'forecast path loss', 'prediction path', 'cellular network', 'loss dataset', 'algorithms forecast path', 'loss model', 'algorithms forecast', 'prediction', 'forecast path', 'urban environment', 'urban area', 'propagation', 'network', 'forecast', 'path', 'loss', 'dataset', 'accuracy', 'NLOS location', 'empirical model', 'propagation condition', 'digital terrain', 'training', 'algorithms', 'digital terrain model', 'remarkable accuracy', 'terrain model', 'terrain', 'examined algorithms', 'simulated result', 'area', 'location', 'performance', 'simulation', 'result', 'method', 'environment', 'help', 'error', 'Machine', 'result reveal', 'model', 'comparison', 'testing procedure', 'purpose', 'option', 'goal', 'comparison purpose', 'paper', 'reveal', 'account', 'order', 'procedure', 'condition']"
11,278,"['NLOS multipath detection', 'convolutional neural network', 'GNSS satellite', 'navigation satellite', 'GNSS signal correlators']",95,"['NLOS multipath detection', 'navigation satellite', 'GNSS satellite', 'GNSS positioning', 'global navigation satellite', 'navigation satellite system', 'GNSS signal', 'GNSS receiver', 'NLOS signal', 'GNSS signal correlators', 'software GNSS receiver', 'NLOS multipath signal', 'major GNSS positioning', 'multiple GNSS signal', 'convolutional neural network', 'multipath detection technique', 'NLOS signal correlation', 'multipath detection', 'NLOS multipath', 'novel NLOS multipath', 'positioning accuracy', 'neural network', 'NLOS classification', 'satellite system', 'NLOS classification experiment', 'multipath signal', 'satellite', 'NLOS discriminator', 'multipath', 'signal correlation', 'urban environment', 'navigation', 'signal correlators', 'positioning calculation', 'signal correlation data', 'signal', 'NLOS probability', 'classifier', 'detection technique', 'global navigation', 'positioning', 'detection', 'signal cause', 'different location', 'direct signal', 'correlation function', 'accuracy', 'network', 'correlation data', 'classification', 'correlators', 'location', 'correlation', 'classification experiment', 'correlation value', 'system', 'Shinjuku area', 'building', 'low power', 'receiver', 'data', 'discriminator', 'software', 'output', 'area', 'experiment result indicate', 'calculation', 'result indicate', 'temporal variation', 'probability', 'key', 'shape', 'method', 'discrimination rate', 'indicate', 'discrimination', 'power', 'experiment result', 'environment', 'result', 'phenomenon', 'technique', 'case', 'cause', 'approach', 'key idea', 'error', 'idea', 'function', 'rate', 'change', 'variation', 'value', 'experiment', 'paper']"
11,279,"['GNSS signal detection', 'urban environment', 'short term memory', 'navigation system', 'receiver autonomous integrity']",158,"['GNSS signal detection', 'GNSS signal', 'robust GNSS positioning', 'conventional GNSS positioning', 'GNSS positioning', 'NLOS signal', 'signal classification method', 'signal classification', 'navigation system', 'signal detection', 'support vector', 'NLOS signal error', 'signal propagation', 'short term memory', 'urban environment', 'signal', 'unbounded NLOS signal', 'support vector machine', 'receiver autonomous integrity', 'SVM classification', 'map aid', 'SVM classification method', 'received signal', 'LOS signal', 'improved classification accuracy', 'SVM classifier', 'complex urban environment', 'classification accuracy', 'classification method', 'classifier', 'time series', 'machine learning', 'improved classification', 'signal error', 'positioning', 'classification problem', 'map', 'time series feature', 'good accuracy', 'vector machine', 'navigation', 'accuracy improvement', 'detection', 'NMEA observation', 'autonomous integrity monitoring', 'NMEA level observation', 'direction', 'accuracy', 'decision tree', 'current machine learning', 'propagation', 'various receiver', 'antenna', 'NMEA observation output', 'point positioning', 'various receiver type', 'single point positioning', 'classification', 'receiver type', 'time domain', 'integrity monitoring', 'autonomous integrity', 'learning', 'monitoring', 'long short term', 'location', 'time differenced ambiguity', 'convolution', 'omnidirectional camera', 'vector', 'multivariate', 'data feature', 'system', 'omnidirectional camera aid', 'shadow matching', 'convolution layer', 'level observation', 'observation output', 'series feature', 'camera aid', 'term memory', 'NMEA level', 'utilize information', 'valid solution', 'data', 'ambiguity', 'training', 'input', 'information', 'problem', 'layer', 'shadow', 'pseudorange consistency', 'new method', 'camera', 'major problem', 'pseudorange', 'raw observation', 'Datasets', 'single epoch', 'Consistency', 'single point', 'feature', 'robustness', 'short term', 'hardware', 'decision', 'solution', 'method', 'differenced ambiguity', 'receiver', 'time', 'epoch', 'observation', 'difference phase', 'Rinex level observation', 'point', 'integration', 'support', 'test', 'form', 'output', 'domain', 'series', 'technique', 'level', 'application', 'error', 'external hardware', 'tree', 'SPP test', 'phase', 'double difference phase', 'type', 'integrity', 'term memory block', 'block', 'matching', 'double difference', 'improvement', 'environment', 'Machine', 'result', 'majority', 'result reveal', 'aid', 'term', 'memory', 'significant improvement', 'difference', 'Rinex level', 'value domain', 'current machine', 'rate', 'reveal', 'memory block', 'value', 'paper']"
11,284,"['SVM model', 'urban propagation environment', 'path loss information', 'radio signal', 'prediction error']",55,"['SVM model', 'urban propagation environment', 'urban propagation', 'radio propagation model', 'radio propagation', 'path loss information', 'SVM model outperforms', 'path loss', 'accurate radio network', 'new radio propagation', 'propagation model', 'radio signal', 'accurate radio', 'mobile network', 'low prediction error', 'prediction error', 'radio network design', 'loss information', 'propagation', 'low prediction', 'urban environment', 'prediction', 'propagation environment', 'PL prediction', 'radio', 'radio network', 'signal', 'field measurement data', 'MHz frequency', 'empirical model', 'path', 'network design', 'network', 'new radio', 'measurement data', 'model outperforms', 'Field measurement campaign', 'loss', 'frequency', 'data', 'Field measurement', 'planning', 'field', 'information', 'measurement', 'measurement campaign', 'Performance', 'dB', 'error', 'outperforms', 'model', 'campaign', 'environment', 'paper', 'design']"
11,400,"['global positioning system', 'signal reception classifier', 'autocorrelation', 'urban environment', 'training data']",107,"['global positioning system', 'positioning system', 'signal reception classifier', 'reception classifier', 'support vector', 'global positioning', 'GPS intermediate frequency', 'support vector machine', 'baseband signal processing', 'signal reception', 'classifier', 'signal strength', 'urban environment', 'baseband signal', 'signal propagation', 'training data', 'satellite elevation', 'signal processing', 'autocorrelation', 'received signal strength', 'real signal type', 'urban area', 'vector machine', 'marine electronics', 'satellite elevation angle', 'baseband', 'signal', 'complex signal propagation', 'signal type', 'positioning', 'autocorrelation function', 'SDR measurement', 'supervised machine', 'national marine electronics', 'marine electronics association', 'classification rate', 'frequency data', 'reception', 'classification', 'intermediate frequency data', 'propagation', 'complex signal', 'elevation angle', 'pseudorange', 'code pseudorange', 'vector', 'elevation', 'national marine', 'algorithm', 'pseudorange double difference', 'data', 'place', 'angle', 'basic observables', 'system', 'electronics association', 'practical application', 'receiver', 'marine', 'frequency', 'training', 'electronics', 'association', 'different place', 'signal processing stage', 'double difference observable', 'independent exchange format', 'rate', 'code', 'measurement', 'ground', 'difference observable', 'finding', 'intermediate frequency', 'area', 'feature', 'format', 'support', 'observables', 'performance', 'application', 'observable', 'common ground', 'dependency', 'exchange format', 'environment', 'attribute', 'type', 'double difference', 'processing', 'output', 'scenario', 'score', 'end', 'independent exchange', 'file', 'strength', 'function', 'machine', 'addition', 'comparison', 'fair comparison', 'difference', 'processing stage', 'exchange', 'stage', 'paper']"
11,446,"['RF fingerprint localization', 'LTE network', 'location information beforehand', 'effective localization method', 'base station']",84,"['RF fingerprint localization', 'RF fingerprint database', 'RF fingerprint', 'fingerprint localization', 'effective localization method', 'effective localization', 'LTE network', 'mobile communication network', 'localization model', 'fingerprint database', 'fingerprint method', 'mobile communication', 'location information beforehand', 'localization method', 'RF signature', 'several localization model', 'fingerprint', 'minimum RF signature', 'base station', 'location information', 'estimation accuracy', 'machine learning', 'dense urban area', 'urban area', 'network optimization', 'serving base station', 'location', 'high accuracy', 'localization', 'accuracy', 'network optimization become', 'station', 'measurement data', 'UE battery', 'several localization', 'Radio', 'database', 'communication network', 'network', 'data', 'estimation', 'optimization', 'UEs', 'battery', 'user equipment', 'efficient cell planning', 'uplink capacity', 'efficient cell', 'drive test', 'learning', 'cell planning', 'optimization become', 'signature', 'area', 'field experiment', 'information beforehand', 'information', 'commercial UEs', 'field', 'equipment', 'operator', 'planning', 'machine', 'method', 'user', 'capacity', 'cell', 'test', 'base', 'model', 'serving base', 'use', 'function', 'effectiveness', 'feedback', 'effect', 'communication', 'beforehand', 'amount', 'paper', 'experiment', 'become', 'exception', 'increase']"
11,448,"['distance localization', 'cellular tower', 'multilayer neural network', 'urban environment', 'received signal strength']",57,"['distance localization', 'cellular tower', 'mean distance localization', 'distance localization error', 'cellular base transceiver', 'signal strength', 'multilayer neural network', 'received signal strength', 'cellular base', 'neural network', 'machine learning approach', 'base transceiver station', 'clustering', 'cellular environment', 'transceiver station', 'machine learning', 'localization', 'localization scheme', 'location', 'urban environment', 'base transceiver', 'mean distance', 'clustering ability', 'robust clustering ability', 'robust clustering', 'cluster', 'station', 'RSS fingerprint', 'transceiver', 'tower', 'network', 'rural environment', 'distance', 'RSS mathematical model', 'learning approach', 'algorithm', 'fingerprint', 'neighbor', 'learning', 'localization error', 'mathematical model', 'position', 'base', 'machine', 'strength', 'result', 'environment', 'error', 'Experimental result', 'model', 'approach', 'knowledge', 'advantage', 'integration', 'improvement', 'ability', 'scheme']"
11,471,"['UAV communication', 'path loss model', 'high prediction accuracy', 'machine learning', 'aerial vehicle']",83,"['UAV communication', 'reliable UAV communication', 'path loss model', 'path loss', 'unmanned aerial vehicle', 'loss model', 'prediction accuracy', 'aerial vehicle', 'prediction model', 'prediction performance', 'machine learning', 'high prediction accuracy', 'training data', 'prediction error', 'prediction', 'route', 'high prediction', 'propagation characteristic', 'accuracy', 'propagation', 'trained model', 'urban environment', 'multiple route', 'loss', 'path', 'path visibility', 'typical urban environment', 'mean square error', 'channel', 'learning', 'empirical model', 'algorithm', 'data', 'mean absolute error', 'vehicle', 'training', 'square error', 'altitude', 'computational efficiency', 'low cost', 'root mean square', 'visibility', 'mean square', 'many application', 'different altitude', 'communication', 'acceptable computational efficiency', 'AA scenario', 'performance', 'absolute error', 'impact', 'software', 'model', 'cost', 'root mean', 'test set', 'application', 'parameter', 'efficiency', 'mean', 'error', 'basis', 'mean absolute', 'square', 'characteristic', 'sample', 'machine', 'different parameter', 'environment', 'absolute', 'paper', 'scenario', 'test', 'fundamental work', 'comparison', 'high flexibility', 'flexibility', 'important role', 'set', 'role', 'work', 'investigation', 'consideration']"
