DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI
5,126.0,2013,Article,Partial least-squares regression for linking land-cover patterns to soil erosion and sediment yield in watersheds,"There are strong ties between land cover patterns and soil erosion and sediment yield in watersheds. The spatial configuration of land cover has recently become an important aspect of the study of geomorphological processes related to erosion within watersheds. Many studies have used multivariate regression techniques to explore the response of soil erosion and sediment yield to land cover patterns in watersheds. However, many landscape metrics are highly correlated and may result in redundancy, which violates the assumptions of a traditional least-squares approach, thus leading to singular solutions or otherwise biased parameter estimates and confidence intervals. Here, we investigated the landscape patterns within watersheds in the Upper Du River watershed (8973km2) in China and examined how the spatial patterns of land cover are related to the soil erosion and sediment yield of watersheds using hydrological modeling and partial least-squares regression (PLSR). The results indicate that the watershed soil erosion and sediment yield are closely associated with the land cover patterns. At the landscape level, landscape characteristics, such as Shannon's diversity index (SHDI), aggregation index (AI), largest patch index (LPI), contagion (CONTAG), and patch cohesion index (COHESION), were identified as the primary metrics controlling the watershed soil erosion and sediment yield. The landscape characteristics in watersheds could account for as much as 65% and 74% of the variation in soil erosion and sediment yield, respectively. Greater interspersion and an increased number of patch land cover types may significantly accelerate soilerosion and increase sediment export. PLSR can be used to simply determine the relationships between land-cover patterns and watershed soil erosion and sediment yield, providing quantitative information to allow decision makers to make better choices regarding landscape planning. With readily available remote sensing data and rapid developments in geographic information system (GIS) technology, this practical and simple PLSR approach could be applied to a variety of other watersheds. © 2013 Elsevier B.V.",Co-dependent data; Landscape metrics; Sediment delivery ratio; Sediment yield; Soil erosion,"Shi Z.H., Ai L., Li X., Huang X.D., Wu G.L., Liao W.",10.1016/j.jhydrol.2013.06.031
6,116.0,2019,Article,Urban flood risk mapping using the GARP and QUEST models: A comparative study of machine learning techniques,"Flood risk mapping and modeling is important to prevent urban flood damage. In this study, a flood risk map was produced with limited hydrological and hydraulic data using two state-of-the-art machine learning models: Genetic Algorithm Rule-Set Production (GARP) and Quick Unbiased Efficient Statistical Tree (QUEST). The flood conditioning factors used in modeling were: precipitation, slope, curve number, distance to river, distance to channel, depth to groundwater, land use, and elevation. Based on available reports and field surveys for Sari city (Iran), 113 points were identified as flooded areas (with each flooded zone assigned a value of 1). Different conditioning factors, including urban density, quality of buildings, age of buildings, population density, and socio-economic conditions, were taken into account to analyze flood vulnerability. In addition, the weight of these conditioning factors was determined based on expert knowledge and Fuzzy Analytical Network Process (FANP). An urban flood risk map was then produced using flood hazard and flood vulnerability maps. The area under the receiver-operator characteristic curve (AUC-ROC) and Kappa statistic were applied to evaluate model performance. The results demonstrated that the GARP model (AUC-ROC = 93.5%, Kappa = 0.86) had higher performance accuracy than the QUEST model (AUC-ROC = 89.2%, Kappa = 0.79). The results also indicated that distance to channel, land use, and elevation played major roles in flood hazard determination, whereas population density, quality of buildings, and urban density were the most important factors in terms of vulnerability. These findings demonstrate that machine learning models can help in flood risk mapping, especially in areas where detailed hydraulic and hydrological data are not available. © 2018 Elsevier B.V.",Data-mining; FANP; Flood risk management; GIS; Urban planning,"Darabi H., Choubin B., Rahmati O., Torabi Haghighi A., Pradhan B., Kløve B.",10.1016/j.jhydrol.2018.12.002
10,94.0,2017,Article,"Urbanization impact on landscape patterns in Beijing City, China: A spatial heterogeneity perspective","The temporal and spatial characteristics of landscape pattern change can reflect the spatial impact of urbanization on the ecological environment. Studying the relationship between urbanization and landscape patterns can provide supports for urban ecological management. Previous studies have examined the quantitative relationship between the social economy and landscape patterns of an entire region, but have not considered the spatial non-stability of this relationship. In this study, we characterized the landscape patterns in Beijing City, China during 2000 and 2010 using four landscape metrics, i.e. patch density (PD), edge density (ED), Shannon's diversity index (SHDI) and the aggregation index (AI). Geographically weighted regression (GWR) was employed to identify the spatial heterogeneity and evolution characteristics of the relationship between the urbanization of population density (POP), gross domestic production (GDP) and nighttime lighting (NTL), and landscape patterns. The evolution of urban landscape patterns indicated a decentralized, aggregated, and fragmented change from the downtown to the suburb and outer suburb. During the 10-year period, the average PD in the downtown increased by 100.6%, and the increase of AI in the suburb was the largest. The PD, ED and SHDI increased by different degrees in the outer suburb. The influences of different urbanization modes on landscape patterns were also different. Infilling mode made the landscape patterns more regular and integrated. The landscape was more broken and complicated under the edge-expanding mode, and the leapfrog mode made PD and SHDI increase slightly. In the relationship interpretation, GWR effectively identified the spatial heterogeneity, and improved the explanatory ability compared to ordinary least squares (OLS). The most intense response to urbanization was the forest landscape and the forest-cultivated land ecotone in the northwest of Beijing City, indicating that this region was ecologically fragile. The population density in the urbanization index had a direct effect on landscape patterns, while the PD affected by urbanization was greater than the shape, aggregation and diversity index. Affected by development policy, urban planning and other factors, the explanation degree of social economy to landscape patterns decreased in 2010. GWR is an effective method for quantifying the spatial differentiation characteristics of urbanization impacts on landscape patterns, which can provide more spatial information and decision criteria for the green development of a compact city. © 2017 Elsevier Ltd","Compact green city Beijing City, China; GWR; Landscape metrics;Urbanization mode","Huilei L., Jian P., Yanxu L., Yi'na H.",10.1016/j.ecolind.2017.06.032
14,86.0,2018,Article,Using image recognition to automate assessment of cultural ecosystem services from social media photographs,"Quantifying and mapping cultural ecosystem services is complex because of their intangibility. Data from social media, such as geo-tagged photographs, have been proposed for mapping cultural use or appreciation of ecosystems. However, manual content analysis and classification of large numbers of photographs is time consuming. This study develops a novel method for automating content analysis of social media photographs for ecosystem services assessment. The approach applies an online machine learning algorithm – Google Cloud Vision – to analyse over 20,000 photographs from Singapore, and uses hierarchical clustering to group these photographs. The accuracy of the classification was assessed by comparison with manual classification. Over 20% of photographs were taken of nature, being of animals or plants. The distribution of nature photographs was concentrated around particular natural attractions, and nature photographs were more likely to occur in parks and areas of high vegetation cover. The approach developed for clustering photographs was accurate and saved approximately 170 h of manual work. The method provides an indicator of cultural ecosystem services that can be applied rapidly over large areas. Automated assessment and mapping of cultural ecosystem services could be used to inform urban planning. © 2017 Elsevier B.V.",Machine learning; Recreation; Recreational ecosystem services; Singapore; Urban ecology,"Richards D.R., Tunçer B., Tunçer B.",10.1016/j.ecoser.2017.09.004
24,52.0,2014,Article,Contribution of dust storms to PM10 levels in an urban arid environment,"Quantitative information on the contribution of dust storms to atmospheric PM10 (particulate matter with an aerodynamic diameter ≤10 μm) levels is still lacking, especially in urban environments with close proximity to dust sources. The main objective of this study was to quantify the contribution of dust storms to PM10 concentrations in a desert urban center, the city of Beer-Sheva, Negev, Israel, during the period of 2001-2012. Toward this end, a background value based on the ""dust-free"" season was used as a threshold value to identify potentially ""dust days."" Subsequently, the net contribution of dust storms to PM10 was assessed. During the study period, daily PM10 concentrations ranged from 6 to over 2000 μg/m3. In each year, over 10% of the daily concentrations exceeded the calculated threshold (BVt) of 71 μg/m3. An average daily net contribution of dust to PM10 of 122 μg/m3 was calculated for the entire study period based on this background value. Furthermore, a dust storm intensity parameter (Ai) was used to analyze several storms with very high PM10 contributions (hourly averages of 1000-5197 μg/m3). This analysis revealed that the strongest storms occurred mainly in the last 3 yr of the study. Finally, these findings indicate that this arid urban environment experiences high PM10 levels whose origin lies in both local and regional dust events. Implications:The findings indicate that over time, the urban arid environment experiences high PM10 levels whose origin lies in local and regional dust events. It was noticed that the strongest storms have occurred mainly in the last 3 yr. It is believed that environmental changes such as global warming and desertification may lead to an increased air pollution and risk exposure to human health. © 2014 Copyright 2014 A&amp;WMA.",,"Krasnov H., Katra I., Koutrakis P., Friger M.D.",10.1080/10962247.2013.841599
27,50.0,2019,Article,Measuring daily accessed street greenery: A human-scale approach for informing better urban planning practices,"The public benefits of visible street greenery have been well recognised in a growing literature. Nevertheless, this issue was rare to be included into urban greenery and planning practices. As a response to this situation, we proposed an actionable approach for quantifying the daily exposure of urban residents to eye-level street greenery by integrating high resolution measurements on both greenery and accessibility. Google Street View (GSV) images in Singapore were collected and extracted through machine learning algorithms to achieve an accurate measurement on visible greenery. Street networks collected from Open Street Map (OSM) were analysed through spatial design network analysis (sDNA) to quantify the accessibility value of each street. The integration of street greenery and accessibility helps to measure greenery from a human-centred perspective, and it provides a decision-support tool for urban planners to highlight areas with prioritisation for planning interventions. Moreover, the performance between GSV-based street greenery and the urban green cover mapped by remote sensing was compared to justify the contribution of this new measurement. It suggested there was a mismatch between these two measurements, i.e., existing top-down viewpoint through satellites might not be equivalent to the benefits enjoyed by city residents. In short, this analytical approach contributes to a growing trend in integrating large, freely-available datasets with machine learning to inform planners, and it makes a step forward for urban planning practices through focusing on the human-scale measurement of accessed street greenery. © 2018 Elsevier B.V.",Accessible greenery; Google Street View; Human-scale; Machine learning; Space syntax; Visible greenery,"Ye Y., Richards D., Lu Y., Song X., Zhuang Y., Zeng W., Zhong T.",10.1016/j.landurbplan.2018.08.028
35,40.0,2021,Article,Urban water resource management for sustainable environment planning using artificial intelligence techniques,"In the current era, water is a significant resource for socio-economic growth and the protection of healthy environments. Properly controlled water resources are considered a vital part of development, which reduces poverty and equity. Conventional Water system Management maximizes the existing water flows available to satisfy all competing demands, including on-site water and groundwater. Therefore, Climatic change would intensify the specific challenges in water resource management by contributing to uncertainty. Sustainable water resources management is an essential process for ensuring the earth's life and the future. Nonlinear effects, stochastic dynamics, and hydraulic constraints are challenging in ecological planning for sustainable water development. In this paper, Adaptive Intelligent Dynamic Water Resource Planning (AIDWRP) has been proposed to sustain the urban areas' water environment. Here, an adaptive intelligent approach is a subset of the Artificial Intelligence (AI) technique in which environmental planning for sustainable water development has been modeled effectively. Artificial intelligence modeling improves water efficiency by transforming information into a leaner process, improving decision-making based on data-driven by combining numeric AI tools and human intellectual skills. In AIDWRP, Markov Decision Process (MDP) discusses the dynamic water resource management issue with annual use and released locational constraints that develop sensitivity-driven methods to optimize several efficient environmental planning and management policies. Consequently, there is a specific relief from the engagement of supply and demand for water resources, and substantial improvements in local economic efficiency have been simulated with numerical outcomes. © 2020 Elsevier Inc.",Artificial intelligence Markov process; Ecology; Environment management; Environment planning; Water,"Xiang X., Li Q., Khan S., Khalaf O.I.",10.1016/j.eiar.2020.106515
36,39.0,2017,Article,Mapping urban form and function at city block level using spatial metrics,"This paper focuses on the potential of urban metrics describing the presence and the configuration of built-up and open space areas for mapping distinct types of urban form and function at city block level. Next to traditional, patch-based metrics used in landscape ecology, alternative metrics are proposed, measuring the presence and the spatial arrangement of built-up and open space areas along a set of radial transects, along contours parallel to the urban block boundary and along the block's perimeter, as well as metrics describing the internal composition of the built-up area. Use of the proposed metrics for identifying different types of urban form and function was tested on the Brussels Capital Region. Large-scale vector data was used to define built-up structures and to analyse the morphological properties of the built-up area at block level. Decision tree classification was applied in conjunction with bootstrap aggregation to gain insight in the distinctive character of the defined metrics, and the robustness of land use and urban form classification based on these metrics. Our study points out the shortcomings of traditional landscape ecological metrics for mapping urban form and emphasizes the need for alternative approaches for analysing urban landscapes, more explicitly describing the morphological characteristics of the urban fabric. © 2017 Elsevier B.V.",Brussels Capital Region; Land use; Machine learning; Spatial metrics; Urban form; Urban function,"Vanderhaegen S., Canters F.",10.1016/j.landurbplan.2017.05.023
38,39.0,2002,Article,Nested logit models and artificial neural networks for predicting household automobile choices: Comparison of performance,"Over the past few years, machine-learning techniques have expanded enormously. These approaches are increasingly being applied to traffic and transportation problems formerly reserved for formal statistical approaches such as discrete choice models. Part of the reason for this has to do with research trends, but there are some potential advantages associated with such techniques, including the ability to model nonlinear systems; the ease with which symbolic, nominal, or categorical variables can be included; and the ability of these methods to deal with noisy data. The use of two modeling techniques, the nested logit model and the multilayer perceptron artificial neural network, was investigated in terms of their applicability to the household vehicle choice problem. Both methods generated strong results, although the multilayer perceptron artificial neural network yielded better predictive potential.",,"Mohammadian A., Miller E.J.",10.3141/1807-12
42,36.0,2017,Article,Scale- and region-dependence in landscape-PM2.5 correlation: Implications for urban planning,"Under rapid urbanization, many cities in China suffer from serious fine particulate matter (PMPM2.5) pollution. As the emission sources or adsorption sinks, land use and the corresponding landscape pattern unavoidably affect the concentration. However, the correlation varies with different regions and scales, leaving a significant gap for urban planning. This study clarifies the correlation with the aid of in situ and satellite-based spatial datasets over six urban agglomerations in China. Two coverage and four landscape indices are adopted to represent land use and landscape pattern. Specifically, the coverage indices include the area ratios of forest (F_PLAND) and built-up areas (C_PLAND). The landscape indices refer to the perimeter-area fractal dimension index (PAFRAC), interspersion and juxtaposition index (IJI), aggregation index (AI), Shannon's diversity index (SHDI). Then, the correlation between PMPM2.5 concentration with the selected indices are evaluated from supporting the potential urban planning. Results show that the correlations are weak with the in situ PMPM2.5 concentration, which are significant with the regional value. It means that land use coverage and landscape pattern affect PMPM2.5 at a relatively large scale. Furthermore, regional PMPM2.5 concentration negatively correlate to F_PLAND and positively to C_PLAND (significance at p &lt; 0.05), indicating that forest helps to improve air quality, while built-up areas worsen the pollution. Finally, the heterogeneous landscape presents positive correlation to the regional PMPM2.5 concentration in most regions, except for the urban agglomeration with highly-developed urban (i.e., the Jing-Jin-Ji and Chengdu-Chongqing urban agglomerations). It suggests that centralized urbanization would be helpful for PMPM2.5 pollution controlling by reducing the emission sources in most regions. Based on the results, the potential urban planning is proposed for controlling PMPM2.5 pollution for each urban agglomeration.",China; Land use; Landscape; PMPM2.5 concentration; Spatial variability,"Feng H., Zou B., Tang Y.",10.3390/rs9090918
