Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
3,8,"['energy efficiency market', 'support vector regression', 'Building age', 'consumption data', 'energy benchmarking data']",148,"['energy efficiency market', 'energy benchmarking data', 'electricity consumption', 'energy use', 'support vector regression', 'energy efficiency', 'electric consumption', 'energy benchmarking', 'random forest', 'residential building', 'electric energy use', 'energy use intensity', 'predictive model', 'actual consumption data', 'building use', 'energy disclosure policy', 'Building age', 'consumption data', 'energy disclosure', 'gas use', 'retail building', 'office building', 'gas use intensity', 'vector regression', 'building', 'Linear regression', 'large building', 'building level', 'natural gas use', 'urban scale', 'regression', 'support vector', 'carbon reduction plan', 'square foot', 'data', 'taller building', 'efficiency market', 'sustainability', 'adjacent building', 'predictor', 'city', 'city scale', 'actual consumption', 'significant predictor', 'statistical model', 'SVM result', 'OLS model', 'consumption level', 'floor area', 'Model accuracy', 'forest', 'benchmarking data', 'carbon reduction', 'natural gas', 'actual data', 'energy', 'reduction plan', 'gas', 'electric energy', 'Many city', 'floor', 'electricity', 'log accuracy', 'zip code level', 'OLS model performs', 'benchmarking', 'model performs', 'log accuracy ratio', 'absolute log accuracy', 'accuracy', 'infrastructure', 'efficiency', 'Attached building', 'district', 'consumption', 'accuracy ratio', 'information', 'office', 'carbon', 'zip code', 'market', 'property', 'wall', 'code level', 'area', 'disclosure', 'model', 'disclosure policy', 'reduction', 'zip', 'algorithms', 'sign', 'law', 'plan', 'mean absolute log', 'log', 'age', 'scale', 'demonstrate', 'sample', 'use', 'building stock', 'policy', 'year', 'result demonstrate', 'median', 'researcher', 'comparison', 'absolute log', 'distribution', 'support', 'party wall', 'transparency', 'mean absolute error', 'ratio', 'performs', 'infrastructure availability', 'tool', 'limitation', 'use intensity', 'stock', 'foot', 'vector', 'calendar year', 'capture', 'mean absolute', 'code', 'small subset', 'attribute', 'level', 'story', 'fraction', 'party', 'calendar', 'taller', 'whole', 'complicated problem', 'error', 'subset', 'absolute error', 'intensity', 'result', 'absolute', 'availability', 'determinant', 'problem', 'bimodal distribution', 'addition']"
3,22,"['urban building energy', 'predict urban scale', 'energy prediction', 'urban microclimate', 'building energy simulation']",106,"['urban building energy', 'building energy simulation', 'building energy model', 'urban scale energy', 'building energy consumption', 'building energy use', 'urban energy', 'predict urban scale', 'energy prediction', 'urban microclimate', 'urban sustainability', 'current urban building', 'scale energy consumption', 'urban building', 'energy consumption', 'urban microclimate factor', 'scale energy prediction', 'building energy', 'energy use', 'dense urban area', 'energy simulation', 'urban area', 'urban sustainability stakeholder', 'engineering simulation', 'engineering simulation approach', 'urban scale', 'energy performance', 'energy model', 'urban context', 'university building', 'architect', 'city', 'urban', 'building', 'microclimate', 'single building', 'statistical learning', 'simulation approach', 'energy dynamic', 'prediction', 'statistical learning method', 'environmental emission', 'microclimate factor', 'engineering', 'learning method', 'energy', 'concept case study', 'simulation', 'learning', 'scale energy', 'sustainability', 'framework', 'future work', 'engineer', 'model', 'workflow', 'future', 'sustainability stakeholder', 'university', 'study', 'algorithm', 'concept case', 'spatial scale', 'case study', 'calculation', 'environment', 'area', 'performance', 'concept', 'policymakers', 'dynamic', 'emission', 'consumption', 'scale', 'machine', 'merit future', 'use', 'context', 'impact', 'merit future work', 'work', 'monthly interval', 'proof', 'stakeholder', 'interval', 'substantial impact', 'model aim', 'result', 'block', 'integration', 'method', 'case', 'end', 'world', 'significant effort', 'effort', 'merit', 'ability', 'factor', 'approach', 'aim', 'limitation', 'paper', 'wide variety', 'forth', 'variety']"
3,28,"['Urban air temperature', 'random forest machine', 'difference vegetation index', 'time series satellite', 'urban planning']",100,"['Urban air temperature', 'land surface temperature', 'different climate characteristic', 'random forest', 'climate characteristic', 'random forest machine', 'urban landscape', 'urban planning', 'daily urban air', 'weather', 'air temperature', 'climate', 'heterogeneous city', 'different climate', 'difference vegetation index', 'vegetation index', 'time series satellite', 'weather station limit', 'Urban air', 'satellite data', 'insufficient weather', 'forest', 'insufficient weather station', 'urban issue', 'surface temperature', 'temperature', 'minimum air temperature', 'forest machine', 'series satellite data', 'weather station', 'solar radiation', 'difference vegetation', 'city', 'temperature difference', 'MODIS time series', 'land surface', 'distinct temperature', 'geographic factor', 'time series', 'distinct temperature difference', 'vegetation', 'latitude', 'land', 'spatial representation', 'longitude', 'data', 'satellite', 'landscape', 'impervious area', 'vegetated area', 'megacities', 'spatial pattern', 'MODIS time', 'air', 'elevation', 'area', 'mountain', 'sea breeze', 'Estimation', 'significant variable', 'daily maximum', 'minimum air', 'LST variable', 'series satellite', 'sea', 'breeze', 'input LST variable', 'station limit', 'study', 'planning', 'station', 'time', 'maximum', 'variable', 'surface', 'coefficient', 'machine', 'day', 'relationship', 'different relationship', 'management', 'auxiliary variable', 'characteristic', 'index', 'pattern', 'radiation', 'different input', 'percentage', 'factor', 'input', 'variety', 'aspect', 'scheme', 'limit', 'representation', 'difference', 'series', 'issue', 'determination', 'approach']"
3,39,"['influence urban temperature', 'vegetation structure', 'urban landscape', 'urban vegetation configuration', 'summer surface temperature']",103,"['influence urban temperature', 'urban vegetation configuration', 'different urban vegetation', 'urban vegetation structure', 'urban vegetation type', 'urban vegetation', 'urban temperature', 'urban landscape', 'vegetation data', 'vegetation configuration influence', 'vegetation configuration', 'urban planner', 'sensed temperature data', 'vegetation structure', 'different vegetation', 'summer surface temperature', 'different vegetation type', 'vegetation', 'shrub cover', 'vegetation type', 'temperature data', 'large vegetation', 'temperature relationship', 'sensed temperature', 'city scale', 'spatial variation', 'city', 'urban dweller', 'temperature', 'entire city', 'surface temperature', 'statistical model', 'city coverage', 'summer surface', 'cooling', 'regression model', 'shrub', 'grass coverage', 'landscape', 'regression', 'spatial', 'weighted regression', 'adverse heat impact', 'entire city coverage', 'heat', 'weighted regression model', 'Panel regression', 'grass', 'heat impact', 'adverse heat', 'summer', 'fine spatial', 'planner', 'Panel regression model', 'planning', 'imagery', 'data', 'observed relationship', 'configuration influence', 'model', 'analysis', 'resolution imagery', 'local detail', 'cover', 'enhanced understanding', 'study', 'different configuration', 'return', 'effect', 'complexity', 'variance', 'influence', 'configuration', 'structure', 'relationship', 'robustness', 'location', 'surface', 'coverage', 'Machine', 'understanding', 'resolution', 'variation', 'range', 'scale', 'mm', 'tool', 'km', 'detail', 'gain', 'increase', 'dweller', 'type', 'average', 'end', 'explicit tool', 'factor', 'robustness check', 'impact', 'check', 'ii', 'potential', 'cm']"
3,45,"['urban thermal condition', 'boosted regression tree', 'spatial vector data', 'arid region', 'heat island']",86,"['urban thermal condition', 'Urban heat island', 'land surface temperature', 'urban area', 'different urban geometry', 'regression tree', 'urban geometry', 'boosted regression tree', 'Urban heat', 'urban planner', 'surface temperature', 'arid region', 'thermal condition', 'cooler surface temperature', 'temperature', 'cooler surface', 'boosted regression', 'spatial vector data', 'heat island', 'spatial structure', 'different spatial structure', 'statistical model', 'city', 'heat', 'land surface', 'suburbs', 'regression', 'thermal band', 'homogeneous dataset', 'geometry', 'area', 'vector data', 'study area', 'grid', 'dataset', 'tree', 'spatial vector', 'land', 'UHI definition', 'data', 'spatial resolution', 'analysis', 'common spatial resolution', 'region', 'relative influence', 'UHI effect', 'surface', 'BRT analysis', 'district', 'indicator', 'cooler', 'planner', 'association', 'influence', 'effect', 'structure', 'information', 'new method', 'model', 'study', 'many nation', 'different district', 'question', 'island', 'ten factor', 'method', 'important role', 'cause', 'resolution', 'range', 'addition', 'mortality', 'vector', 'definition', 'machine', 'aspect', 'condition', 'nation', 'result', 'disease', 'factor', 'type', 'main shortcoming', 'role', 'shortcoming', 'band']"
3,46,"['health hazard forecasting', 'mining raw microblogging', 'smog observation', 'diffusion data', 'urban data source']",88,"['health hazard forecasting', 'smog severity observation', 'Smog disaster', 'smog observation', 'smog severity', 'smog', 'hazard forecasting', 'current smog', 'current smog observation', 'information diffusion data', 'mining raw microblogging', 'forecasting', 'urban data', 'urban data source', 'information diffusion', 'early warning', 'raw microblogging', 'forecasting approach', 'network information diffusion', 'diffusion data', 'sensor data', 'health hazard management', 'microblogging text', 'artificial neural network', 'raw microblogging text', 'public health disaster', 'microblogging', 'predictive analytic approach', 'day health hazard', 'neural network', 'hazard management', 'social medium', 'data', 'health hazard', 'physical sensor data', 'current health hazard', 'sensor', 'health disaster', 'warning', 'diffusion', 'decision support', 'data source', 'severity observation', 'public health', 'network information', 'network', 'urban area', 'text', 'information', 'mining', 'environment', 'physical sensor', 'current health', 'observation', 'next day health', 'model', 'reaction', 'machine', 'disaster', 'relationship', 'knowledge', 'health', 'day health', 'severity', 'empirical finding', 'management', 'area', 'next day', 'hazard', 'early stage', 'source', 'effective channel', 'channel', 'method', 'consequence', 'function', 'day', 'alternative machine', 'analytic approach', 'finding', 'stage', 'addition', 'severe consequence', 'support', 'approach', 'medium', 'performance', 'decision']"
3,83,"['air quality monitoring', 'linear regression', 'heterogeneous urban environment', 'calibration campaign', 'overall sensor performance']",99,"['air quality monitoring', 'aerosol monitor', 'air quality monitor', 'Air quality', 'meteorological data', 'heterogeneous urban environment', 'urban environment', 'air pollution', 'overall sensor performance', 'sensor', 'overall sensor', 'sensor performance', 'aerosol', 'linear regression', 'complex urban environment', 'weather', 'quality monitoring device', 'calibration campaign', 'available meteorological data', 'machine learning', 'regression', 'novel calibration', 'calibration', 'machine learning technique', 'quality monitoring', 'novel calibration approach', 'calibration approach', 'pollution', 'device calibration', 'field calibration campaign', 'quality monitor', 'city', 'air', 'weather condition', 'monitoring device', 'data', 'field calibration', 'respiratory illness', 'gradient', 'monitoring', 'respiratory', 'learning', 'serious respiratory', 'environment', 'serious respiratory illness', 'field evaluation study', 'performance', 'reliability', 'field evaluation', 'evaluation study', 'device', 'platform', 'numerous laboratory', 'laboratory', 'reference instrument', 'model', 'monitor', 'quality', 'dense', 'instrument', 'learning technique', 'evaluation', 'technology', 'level', 'significant variation', 'improved quality', 'suitability', 'machine', 'campaign', 'stability', 'performs', 'deployment', 'tool', 'field', 'study', 'use', 'research', 'design', 'country', 'increased availability', 'world', 'attention', 'important consideration', 'method', 'illness', 'consideration', 'link', 'reference', 'technique', 'unprecedented level', 'body', 'relation', 'approach', 'potential', 'variation', 'availability', 'condition', 'order', 'period']"
3,86,"['reduced order modelling', 'turbulent air', 'machine learning', 'Gaussian plume model', 'urban environment']",75,"['reduced order modelling', 'turbulent flow', 'turbulent air', 'Gaussian plume model', 'turbulent fluctuation', 'plume model', 'scale turbulent fluctuation', 'reduced order model', 'scale turbulent', 'turbulent', 'Gaussian plume', 'computational model', 'Reynolds stress', 'wind', 'wind tunnel', 'urban environment', 'order modelling', 'wind tunnel experiment', 'reduced order', 'machine learning', 'order model', 'modelling', 'plume', 'unstructured mesh', 'model fidelity', 'machine learning technique', 'air', 'flow', 'model', 'LES model', 'original LES model', 'outdoor environment', 'healthy indoor', 'velocity', 'learning', 'mesh', 'data', 'indoor', 'density', 'fluctuation', 'order', 'machine', 'environment', 'magnitude', 'NIROM', 'learning technique', 'tunnel experiment', 'probability density', 'scale', 'confidence', 'experiment', 'place', 'validation', 'statistical quantity', 'tunnel', 'technique', 'result', 'stress', 'objective', 'need', 'operational purpose', 'step', 'method', 'paper', 'end', 'fidelity', 'potential', 'use', 'quantity', 'mean', 'dynamic', 'purpose', 'probability', 'possibility', 'key step']"
3,89,"['urban thermal environment', 'floor area ratio', 'urban spatial structure', 'land surface temperature', 'environment mitigation planning']",83,"['urban thermal environment', 'land surface temperature', 'physical urban form', 'urban spatial structure', 'urban ecological infrastructure', 'thermal environment mitigation', 'Urban green space', 'urban form feature', 'urban area', 'temperature weather', 'thermal environment', 'urban form', 'high temperature weather', 'building morphology', 'surface temperature', 'weather', 'floor area ratio', 'environment mitigation planning', 'temperature', 'environment mitigation', 'extreme high temperature', 'land surface', 'urban center', 'regression', 'city', 'machine learning', 'area ratio', 'mitigation planning', 'ecological infrastructure', 'spatial structure', 'city manager', 'building', 'land', 'floor area', 'high temperature', 'area', 'environment', 'green space', 'form feature', 'summer', 'planner', 'learning', 'surface', 'mitigation', 'infrastructure', 'floor', 'planning', 'density', 'study', 'form', 'season', 'structure', 'feature', 'body', 'significant positive effect', 'morphology', 'LST variation', 'dominant effect', 'key element', 'observation scale', 'water body', 'ratio', 'scale', 'negative influence', 'relative contribution', 'space', 'positive effect', 'perspective', 'influence', 'change', 'effect', 'Result', 'element', 'manager', 'magnitude', 'water', 'direction', 'machine', 'observation', 'contribution', 'variation', 'center', 'impact']"
3,95,"['urban thermal condition', 'regression tree', 'mean architecture height', 'architectural pattern influence', 'Urban architecture']",107,"['urban thermal condition', 'urban surface temperature', 'Urban architecture', 'urban heat island', 'land surface temperature', 'mean architecture height', 'architecture height', 'building height', 'architectural pattern influence', 'urban surface', 'architectural base area', 'regression tree', 'mean architecture', 'architecture projection', 'architecture', 'building coverage ratio', 'urban heat', 'architectural pattern', 'architecture projection area', 'architectural base', 'building', 'thermal condition', 'surface temperature', 'building coverage', 'mean architecture projection', 'typical megacity', 'temperature', 'heat island', 'pattern influence', 'average LST temperature', 'rational design', 'LST temperature', 'megacity', 'heat', 'regression', 'land surface', 'base area', 'neighborhood scale', 'design', 'area', 'neighborhood', 'height', 'land', 'relative influence', 'tree', 'pattern', 'projection area', 'summer', 'development intensity', 'quantitative insight', 'environmental variable', 'influential factor', 'related marginal effect', 'correlation', 'marginal effect', 'negative correlation', 'surface', 'positive correlation', 'development', 'influence', 'LST effect', 'projection', 'Relative contribution', 'monotonic positive correlation', 'season', 'standard deviation', 'coverage ratio', 'study', 'different season', 'stepwise negative correlation', 'effect', 'dominant contributor', 'scale', 'roughness', 'BRT method', 'ratio', 'configuration', 'relationship', 'management', 'variable', 'composition', 'important contributor', 'combination', 'contribution', 'coverage', 'base', 'machine', 'method', 'investigation', 'result show', 'contributor', 'factor', 'regulation amplitude', 'thorough investigation', 'insight', 'deviation', 'distinctive insight', 'result', 'intensity', 'regulation', 'island', 'stepwise', 'condition', 'amplitude', 'finding', 'gap', 'show']"
