Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
2,root_-1_-1,-1,31,"['natural disaster detection', 'LULC change detection', 'composite change detection', 'change detection analysis', 'change detection algorithm', 'change detection', 'area change detection', 'natural disaster prediction', 'natural disaster evaluation', 'disaster risk management', 'disaster risk assessment', 'damage detection', 'small object', 'shape descriptor', 'segmentation approach', 'scene object', 'satellite image segmentation', 'pollutant concentration data', 'object', 'many visual descriptor', 'LULC classification', 'learning LU classification', 'LCLU classification', 'large earthquake', 'image segmentation optimization', 'hydrologic risk', 'flood loss assessment', 'descriptor extraction', 'appearance object', 'annual air pollution', 'air quality data']",29,"[37, 72, 96, 113, 119, 128, 137, 144, 165, 167, 186, 230, 259, 260, 283, 301, 374, 391, 393, 460, 473, 478, 496, 497, 525, 548, 557, 578, 590]",0.9747,25,15,16
2,root_-1_-1,0,32,"['urban point cloud', 'resolution multispectral data', 'point cloud labelling', 'point cloud classification', 'optical data', 'multispectral data', 'LiDAR point cloud', 'LiDAR data fusion', 'LiDAR data', 'LandUse data set', 'Landsat data stack', 'Landsat data', 'DEM data', 'cloud siamese network', 'cloud omission error', 'cloud mask', 'cloud coverage', 'cloud classification', 'airborne LIDAR data', 'wave signature', 'spectral information', 'Riegl Terrestrial laser', 'multitemporal satellite image', 'multispectral satellite image', 'multispectral image', 'LiDAR imagery', 'Landsat satellite imagery', 'Landsat imagery archive', 'Landsat imagery', 'Landsat image', 'airborne lidar', 'abundant spectral signature']",33,"[9, 74, 89, 93, 118, 129, 165, 167, 169, 231, 236, 254, 282, 283, 312, 327, 330, 374, 391, 418, 443, 462, 475, 476, 478, 497, 528, 547, 557, 563, 572, 578, 592]",0.9747,25,15,16
2,root_-1_-1,1,16,"['land use dynamic', 'dynamic land use', 'accelerated land use', 'land expansion', 'hierarchical farmland', 'ensemble learning', 'ensemble classifier', 'croplands', 'precision agriculture', 'fractal net evolution', 'fish swarm algorithm', 'expansion cell', 'Ensemble method', 'cellular automaton model', 'cellular automaton', 'cellular automata']",15,"[90, 130, 182, 208, 245, 282, 317, 328, 348, 427, 436, 443, 475, 494, 563]",0.9747,25,15,16
2,root_-1_0,-1,40,"['fast building detection', 'building extraction method', 'building extraction accuracy', 'building extraction', 'building detection', 'building change detection', 'Automatic building extraction', 'automatic building detection', 'vehicle detection', 'unreinforced masonry building', 'single vehicle extraction', 'shadow detection', 'road network detection', 'road infrastructure extraction', 'road edge detection', 'Road detection', 'Road centerline extraction', 'Precise object detection', 'object detection method', 'natural feature detection', 'multiscale rapid detection', 'light detection', 'edge detection', 'detected building', 'contour extraction', 'classification road extraction', 'centerline extraction method', 'Accurate road extraction', 'road system', 'natural image field', 'Multiscale road centerline', 'multiscale prediction', 'multiscale Gabor filter', 'multiscale feature', 'landcover classification', 'land use classification', 'land cover classification', 'infrastructure classification framework', 'extracted knowledge', 'cover classification']",42,"[8, 11, 16, 23, 37, 42, 46, 66, 78, 87, 92, 96, 106, 118, 128, 137, 141, 153, 161, 226, 237, 282, 289, 303, 361, 378, 391, 418, 443, 460, 463, 469, 476, 507, 515, 525, 547, 557, 559, 563, 588, 593]",0.9742000000000001,45,25,13
2,root_-1_0,0,13,"['urban land prediction', 'land price prediction', 'urban feature extraction', 'urban expansion trend', 'urban change detection', 'urban area extraction', 'predicted urban expansion', 'industrial land recognition', 'future urban extent', 'building size prediction', 'spatial trend', 'combinatory trend', 'building height']",14,"[93, 114, 171, 182, 259, 288, 310, 405, 436, 496, 509, 553, 570, 572]",0.9742000000000001,45,25,13
2,root_-1_0,1,38,"['land use change', 'land cover change', 'land change science', 'land change model', 'future land change', 'change map', 'USI map', 'use change modeling', 'unchanged data', 'transition map', 'mapping', 'map', 'land use evolution', 'future land use', 'future land management', 'environmental change', 'digital map', 'cover change analysis', 'complex map production', 'change modeling', 'automatic mapping', 'transition rule mining', 'terrain character', 'Systematic data mining', 'system adaptation planning', 'site transformation', 'nonlinear feature space', 'new data fusion', 'multiple feature space', 'integrated monitoring', 'integrated model', 'hierarchic feature representation', 'feature fusion', 'facing sustainability threat', 'elevation model', 'elevation', 'ecosystem service', 'data fusion']",38,"[9, 16, 46, 72, 78, 120, 129, 158, 162, 171, 225, 226, 230, 316, 317, 328, 352, 374, 420, 426, 427, 436, 460, 464, 473, 479, 494, 496, 515, 524, 553, 554, 559, 569, 578, 588, 589, 593]",0.9742000000000001,45,25,13
2,root_-1_1,-1,7,"['multilabel classification', 'semantic representation', 'semantic net', 'semantic labelling', 'meaningful semantic class', 'logic', 'labeled data']",7,"[37, 73, 288, 327, 528, 531, 588]",0.9838,5,5,13
2,root_-1_1,0,19,"['tree specie classification', 'RS image classification', 'OLI image classification', 'image classification task', 'image classification method', 'image classification approach', 'image classification', 'classification tree', 'specie classification', 'scene image classifier', 'scene classification task', 'regression tree', 'object classification result', 'decision tree', 'boosted regression tree', 'XGBoost algorithm', 'secondary task', 'classify LiDAR point', 'attention']",22,"[23, 92, 100, 129, 144, 162, 230, 231, 234, 254, 282, 285, 317, 320, 331, 344, 437, 475, 507, 570, 576, 590]",0.9838,5,5,13
2,root_-1_1,1,13,"['new deep learning', 'deep learning scheme', 'deep learning method', 'residual network', 'highway unit network', 'convolutional neural network', 'convolutional network', 'convolution neural network', 'basis function network', 'receptive field', 'CNNs parameter', 'CNN classification', 'CNN architecture']",18,"[16, 87, 137, 183, 188, 234, 301, 312, 314, 378, 398, 436, 462, 469, 479, 547, 548, 553]",0.9838,5,5,13
2,root_-1_2,0,19,"['spatial feature', 'volunteered geographic information', 'spatiotemporal neighborhood feature', 'spatial transformation rule', 'spatial pattern', 'spatial characteristic', 'spatial attribute', 'spatial', 'location contextual information', 'geospatial variable', 'geospatial application', 'geographic information', 'feature importance', 'contextual feature', 'new GeoAI research', 'local contextual cue', 'GIS functionality', 'GIS approach', 'Geographic Information system']",18,"[6, 42, 46, 59, 100, 193, 245, 283, 310, 316, 393, 444, 515, 524, 548, 582, 593, 594]",0.9076000000000001,20,5,16
2,root_-1_2,1,16,"['spatial modeling', 'temporal information', 'Spatiotemporal modeling', 'spatial logistic regression', 'information entropy', 'time series', 'spatiotemporal uncertainty', 'significant accuracy', 'RMSE value', 'prediction error', 'overestimation', 'Logistic regression analysis', 'learned uncertainty estimate', 'GIS modelling', 'accurate prediction', 'accuracy']",15,"[128, 182, 183, 213, 225, 234, 237, 293, 299, 331, 420, 553, 570, 590, 594]",0.9076000000000001,20,5,16
2,root_0_0,-1,2,"['remote sensing imagery', 'remote sensing']",9,"[46, 66, 73, 113, 144, 398, 464, 525, 590]",0.9524,5,5,11
2,root_0_0,0,37,"['satellite imagery', 'satellite image need', 'satellite image fusion', 'satellite image', 'resolution satellite image', 'resolution aerial imagery', 'Pléiades satellite image', 'IKONOS satellite imagery', 'aerial imagery', 'aerial image dataset', 'aerial image', 'unmanned aerial vehicle', 'UAV image', 'street view image', 'single satellite', 'Sentinel image', 'satellite data', 'satellite big data', 'Copernicus mission satellite', 'aerial orthophotos', 'aerial building dataset', 'UAV photogrammetry', 'UAV datasets', 'supervoxels', 'subsampled orthophoto', 'Planet database', 'high spatial resolution', 'high resolution earth', 'GEE publication', 'Earth Observation datasets', 'earth observation', 'Earth Engine platform', 'earth', 'drone', 'different street object', 'big geo data', 'big data']",50,"[8, 11, 59, 72, 78, 90, 92, 93, 96, 106, 120, 128, 135, 141, 153, 158, 161, 169, 171, 175, 183, 188, 193, 226, 230, 231, 234, 237, 282, 285, 301, 303, 314, 317, 333, 347, 361, 405, 444, 458, 463, 469, 496, 507, 525, 528, 531, 548, 565, 569]",0.9524,5,5,11
2,root_0_0,1,11,"['unlabeled overhead imagery', 'infrared imagery', 'Spark RDD image', 'SAR image classification', 'SAR image', 'sar data', 'remote sensing image', 'image SR method', 'synthetic aperture radar', 'SAR mapping', 'SAR feature']",12,"[9, 162, 226, 252, 330, 389, 393, 398, 473, 476, 479, 559]",0.9524,5,5,11
2,root_1_-1,-1,68,"['urban land use', 'urban land market', 'urban land cover', 'urban growth planning', 'urban growth map', 'urban growth', 'residential land growth', 'Rapid urban growth', 'optimal urban land', 'new urban growth', 'urbanization rate', 'urban water type', 'urban water infrastructure', 'urban stormwater management', 'urban sprawl', 'urban hydrologic modelling', 'urban greenery information', 'urban data', 'truth land use', 'smart city growth', 'sensed urban data', 'land use policy', 'land use master', 'land use class', 'land use category', 'land use', 'land parcel', 'land owner', 'land cover class', 'land consumption', 'land classification dataset', 'inefficient industrial land', 'growth simulation', 'growth modeling', 'green urban area', 'digital urban data', 'binary urban footprint', 'annual urbanization', 'water body', 'Various graph measure', 'surface openness', 'stream water quality', 'storm water management', 'spatial heterogeneity', 'spatial distribution', 'spatial data quality', 'spatial data', 'socioeconomic inequality', 'smart city', 'sensed activity data', 'scene Biome dataset', 'sand consumption', 'roofs', 'roof superstructure classification', 'roof diaphragms', 'residential low impact', 'Population spatialization', 'perennial drainage', 'multivariate municipality data', 'monetary poverty', 'impervious surface', 'grey development', 'green roofs', 'green infrastructure', 'cluster mean', 'catchment area', 'cadastral parcel layer', 'building footprint']",65,"[6, 11, 42, 66, 73, 74, 78, 87, 89, 90, 114, 119, 130, 135, 137, 161, 165, 167, 171, 182, 190, 193, 213, 225, 230, 245, 251, 256, 260, 299, 302, 312, 316, 317, 327, 328, 333, 344, 347, 348, 352, 361, 368, 405, 420, 426, 452, 458, 460, 464, 475, 476, 490, 509, 531, 551, 552, 554, 557, 559, 565, 572, 582, 589, 590]",0.9799,55,50,16
2,root_1_-1,0,36,"['urban slum area', 'urban area', 'OSM urban area', 'complex urban area', 'urban structure type', 'urban neighborhood', 'urban environment', 'surface urban heat', 'small polish city', 'slum area', 'populated urban region', 'planning coastal area', 'planned urban zone', 'large urban scene', 'Lahore city', 'intermediate city', 'complex urban study', 'city worldwide', 'Athens area', 'Urban population distribution', 'Urban Atlas land', 'touristic development', 'Taliban regime', 'slum mapping', 'population density', 'populated emirate', 'individual building', 'Historical Cityscape', 'development zone construction', 'conflict zone', 'common building typology', 'Coastal development', 'census tract', 'census population', 'census data', 'bathymetry estimation']",32,"[6, 42, 59, 137, 153, 169, 175, 190, 208, 212, 213, 236, 251, 259, 283, 302, 303, 348, 368, 418, 464, 469, 490, 515, 552, 565, 569, 570, 572, 578, 582, 588]",0.9799,55,50,16
2,root_1_-1,1,16,"['sustainable urban planning', 'sustainable urbanization', 'sustainable urban land', 'smart urban planning', 'use planning', 'regional planning relies', 'settlement pattern', 'residential land', 'Regional mapping', 'population mapping', 'population forecasting', 'Interregional comparison', 'housing dispersal', 'distribution map', 'climate zone mapping', 'climate analysis']",15,"[6, 100, 114, 130, 186, 212, 213, 254, 256, 260, 283, 285, 310, 348, 582]",0.9799,55,50,16
2,root_1_0,0,23,"['shrubland coverage', 'land cover extraction', 'land cover', 'greenery land cover', 'vegetation specie mapping', 'vegetation', 'urban vegetation mapping', 'urban forest cover', 'natural land', 'landscape diversity', 'difference vegetation index', 'water demand modeling', 'water consumption data', 'urban tree classification', 'tree', 'suitability index', 'nonroad area removing', 'material consumption analysis', 'Jaccard index', 'greenery auto extraction', 'green space analysis', 'forest', 'deciduous tree']",24,"[72, 120, 135, 141, 162, 167, 190, 237, 252, 289, 293, 301, 312, 328, 333, 347, 374, 437, 452, 479, 497, 551, 565, 576]",0.9006000000000001,15,5,10
2,root_1_0,1,10,"['sensed land cover', 'landcover map', 'land use mapping', 'land use map', 'land use datasets', 'land use data', 'land cover mapping', 'Land cover map', 'land boundary data', 'area geospatial data']",15,"[92, 135, 208, 288, 302, 316, 320, 330, 331, 426, 458, 524, 551, 570, 576]",0.9006000000000001,15,5,10
2,root_3_2,-1,32,"['machine learning technique', 'machine learning algorithms', 'machine learning algorithm', 'machine learning', 'generalized machine learning', 'supervised machine', 'learning model', 'inductive learning algorithms', 'high classification accuracy', 'high classification', 'efficient classification', 'classification strategy', 'classification rule', 'classification model', 'classification method', 'classification algorithms', 'classification accuracy', 'classification', 'RF classifier', 'powerful sensor', 'PEN Net classifier', 'novel method', 'model prediction', 'ML concept', 'ge classifier', 'fuzzy inference system', 'explorative model', 'data mining tool', 'classifier', 'advanced mathematical algorithms', 'adoption strategy', 'adaptive data reduction']",42,"[100, 113, 119, 129, 158, 190, 208, 252, 256, 260, 293, 299, 302, 314, 320, 331, 344, 352, 368, 374, 391, 405, 418, 420, 427, 444, 464, 475, 478, 494, 548, 551, 554, 557, 569, 572, 576, 578, 589, 592, 593, 594]",-1.0,25,50,30
