1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
event,0.0062882538,32,2,1,typhoid fever,0.0046693361,11,1,1,urban regime theory,0.0062165636,4,1,1,event,0.0062882538,32,2,1
festival,0.005502222,28,2,1,urban study,0.0029713957,7,5,1,typhoid fever case,0.0031082818,2,1,1,urban regime theory,0.0062165636,4,1,1
tourism,0.0035371427000000003,18,2,1,new town,0.0029713957,7,1,1,public green space,0.0031082818,2,1,1,festival,0.005502222,28,2,1
fever,0.0025546031,13,1,1,regime theory,0.0025469106,6,1,1,social impact assessment,0.0031082818,2,1,1,typhoid fever,0.0046693361,11,1,1
literature,0.0023580952000000002,12,4,1,social life,0.0021224255,5,2,1,using social medium,0.0031082818,2,1,1,tourism,0.0035371427000000003,18,2,1
street,0.0021615872,11,4,1,tourism study,0.0021224255,5,1,1,last two decade,0.0031082818,2,2,1,typhoid fever case,0.0031082818,2,1,1
coordination,0.0019650793,10,2,1,special event,0.0021224255,5,1,1,satisfy project requirement,0.0031082818,2,1,1,public green space,0.0031082818,2,1,1
beauty,0.0019650793,10,1,1,urban area,0.0016979404000000001,4,3,1,double bottom line,0.0031082818,2,1,1,social impact assessment,0.0031082818,2,1,1
knowledge,0.0017685714000000002,9,3,1,green space,0.0016979404000000001,4,2,1,reconfigures urban life,0.0015541409,1,1,1,using social medium,0.0031082818,2,1,1
year,0.0017406055,24,5,2,event activity,0.0016979404000000001,4,1,1,involving distinct way,0.0015541409,1,1,1,last two decade,0.0031082818,2,2,1
state,0.0015720634,8,7,1,urban governance,0.0016979404000000001,4,2,1,trace urban sociology,0.0015541409,1,1,1,satisfy project requirement,0.0031082818,2,1,1
town,0.0015720634,8,2,1,urban regime,0.0016979404000000001,4,1,1,makes instantaneous time,0.0015541409,1,1,1,double bottom line,0.0031082818,2,1,1
policy,0.0013779794,19,7,2,structural beauty,0.0016979404000000001,4,1,1,within fragmented moment,0.0015541409,1,1,1,urban study,0.0029713957,7,5,1
incidence,0.0013755555,7,1,1,optimum age,0.0012734553,3,1,1,entailed various mobility,0.0015541409,1,1,1,new town,0.0029713957,7,1,1
immigrant,0.0013755555,7,2,1,developing country,0.0012734553,3,1,1,modern civil society,0.0015541409,1,1,1,fever,0.0025546031,13,1,1
governance,0.0013755555,7,3,1,social inclusion,0.0012734553,3,2,1,detect febrile case,0.0015541409,1,1,1,regime theory,0.0025469106,6,1,1
organisation,0.0013755555,7,1,1,important role,0.0012734553,3,3,1,fever among preschooler,0.0015541409,1,1,1,literature,0.0023580952000000002,12,4,1
development,0.0013054541,18,8,2,two decade,0.0012734553,3,3,1,urban study area,0.0015541409,1,1,1,street,0.0021615872,11,4,1
choice,0.0011790476000000001,6,2,1,local government,0.0012734553,3,2,1,foreign resident youth,0.0015541409,1,1,1,social life,0.0021224255,5,2,1
typhoid,0.0011790476000000001,6,1,1,social medium,0.0012734553,3,1,1,investigated leisure activity,0.0015541409,1,1,1,tourism study,0.0021224255,5,1,1
