1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
temperature,0.0603641457,75,16,4,surface temperature,0.0275621973,24,11,2,land surface temperature,0.0283578071,12,10,2,temperature,0.0603641457,75,16,4
cooling,0.0305634143,28,5,2,air temperature,0.0183747982,16,6,2,urban heat island,0.0261370528,15,7,4,cooling,0.0305634143,28,5,2
thermal,0.0304868701,33,9,3,cooling effect,0.0145005815,10,5,1,urban thermal landscape,0.011935324,4,1,1,thermal,0.0304868701,33,9,3
LST,0.0294718638,27,7,2,thermal landscape,0.0145005815,10,1,1,thermal landscape pattern,0.011935324,4,1,1,LST,0.0294718638,27,7,2
heat,0.019951680700000002,28,10,5,heat island,0.013548666000000001,16,8,4,urban thermal condition,0.008951493000000001,3,2,1,land surface temperature,0.0283578071,12,10,2
UHI,0.012933823700000001,14,6,3,urban heat,0.0134943732,18,8,5,urban thermal environment,0.008951493000000001,3,2,1,surface temperature,0.0275621973,24,11,2
surface,0.012752625200000001,33,13,11,thermal patch,0.0130505233,9,1,1,urban form metric,0.0070894518,3,1,2,urban heat island,0.0261370528,15,7,4
Istanbul,0.0124042117,9,2,1,urban thermal,0.0114842489,10,4,2,minimum air temperature,0.005967662,2,1,1,heat,0.019951680700000002,28,10,5
island,0.012113520400000001,17,9,5,urban vegetation,0.0091873991,8,1,2,urban air temperature,0.005967662,2,1,1,air temperature,0.0183747982,16,6,2
downscaling,0.011025966,8,3,1,land surface,0.0089962488,12,10,5,normalized difference vegetation,0.005967662,2,2,1,cooling effect,0.0145005815,10,5,1
vegetation,0.0089194237,19,6,9,cooling efficiency,0.0087003489,6,1,1,estimated air temperature,0.005967662,2,2,1,thermal landscape,0.0145005815,10,1,1
patch,0.0078381603,11,1,5,urban park,0.0080389742,7,1,2,urban vegetation configuration,0.005967662,2,1,1,heat island,0.013548666000000001,16,8,4
Xiamen,0.0068912287,5,1,1,daily maximum,0.0058002326,4,2,1,urban vegetation type,0.005967662,2,1,1,urban heat,0.0134943732,18,8,5
