cluster,group,count,key-phrases,NumDocs,DocIds
-1,-1,474,"['watershed soil erosion', 'soil erosion', 'urban landscape pattern', 'urban landscape', 'spatial data quality', 'spatial data', 'urban activity inference', 'foursquare', 'specific urban activity', 'Foursquare place category', 'urban activity', 'building type information', 'building type', 'LiDAR data', 'AI approach urban', 'urban land dynamic', 'urban land', 'urban land cover', 'support vector machine', 'SVM modeling', 'geodemographic classification', 'region extraction', 'tree classification', 'automobile choice', 'household automobile choice', 'vehicle choice problem', 'household vehicle choice', 'vehicle choice', 'scene classification algorithm', 'Street View image', 'urban space', 'street view', 'urban environment', 'street view pattern', 'collaborative urban governance', 'governance intelligence', 'urban area extraction', 'area extraction', 'common wild bee', 'urban habitat', 'solitary bee', 'bee', 'boosted regression tree', 'environment determinant', 'environment factor', 'restaurant data', 'socioeconomic data', 'urban neighborhood', 'timely socioeconomic data', 'neighborhood level', 'urban system', 'streetscapes', 'urban function', 'modern city', 'impact pedestrian activity', 'local pedestrian activity', 'influence pedestrian activity', 'pedestrian behavior modeling', 'urban walkability', 'learning car detection', 'local urban context', 'neighborhood context', 'big geodata analysis', 'route planning', 'big geodata', 'deprivation mapping', 'automated deprivation mapping', 'urban land use', 'essential urban land', 'urban parcel', 'location problem model', 'Mobile crowdsensing', 'vehicle selection algorithm', 'Extracting leisure activity', 'urban leisure', 'leisure activity potential', 'tourism research', 'resource security governance', 'semantic address matching', 'address match', 'unstructured address data', 'unstructured address record', 'urban park access', 'park accessibility', 'geographical accessibility model', 'park accessibility change', 'declined park accessibility', 'tree specie classification', 'deciduous tree specie', 'data mining technique', 'data mining', 'urban agglomeration scale', 'total urban area', 'Inferring urban performance', 'machine learning', 'knowledge discovery technique', 'urban research', 'urban phenomenon', 'urban behaviour', 'occupant behaviour', 'city service dimension', 'influence building height', 'building height', 'zone classification approach', 'functional zone classification', 'zone classification', 'business zone recommender', 'zone recommender system', 'zone recommender', 'zone recommendation system', 'business zone', 'urban sound recognition', 'sound recognition', 'audio descriptor', 'automatic sound recognizer', 'Automatic sound recognition', 'government knowledge graph', 'Kadaster knowledge graph', 'knowledge graph', 'Positive deviance', 'human mobility prediction', 'urban human mobility', 'mobility prediction model', 'mobility prediction', 'gaze analysis system', 'Visual gaze analysis', 'gaze analysis', 'gaze vector', 'Visual gaze', 'spacescapes', 'outdoor townscapes', 'GIS approach', 'body mass index', 'obesity', 'decision tree', 'body mass', 'Spatiotemporal modeling', 'urban functional zoning', 'collaborative city', 'integrated tourism planning', 'tourism planning', 'integrated tourism', 'semantic image classification', 'georeferenced image', 'evolutionary urban layout', 'GIS data', 'Climate Zone classification', 'urban building', 'GIS workflow', 'building', 'machine learning capability', 'city image dimension', 'city image', 'city branding', 'Population spatialization', 'gridded population density', 'population modeling', 'urban infrastructure', 'inclusive planning', 'building information', 'geography', 'construction sector', 'crowd surveillance', 'crowd analysis', 'crowd analysis benchmark', 'image descriptor', 'intelligence urban model', 'urban dynamic process', 'soundscape recognition', 'soundscape recognition aim', 'soundscapes', 'soundscape', 'sound recognition task', 'urban dynamic', 'civic participation platform', 'civic demand', 'usable floor area', 'spatial information', 'urban environmental problem', 'floor area', 'urban design plan', 'urban scale plan', 'slum area', 'slum', 'driver car', 'Structural health monitoring', 'Structural health', 'health monitoring', 'Health Monitoring utility', 'Urban multisensory laboratory', 'Urban multisensory', 'urban sensory lab', 'urban sensory', 'multisensory laboratory', 'cityscape', 'wearable fall detection', 'fall detection', 'human fall detection', 'fall detection system', 'automatic wearable fall', 'development plan', 'automated vacuum waste', 'waste collection optimization', 'vacuum waste collection', 'urban waste disposal', 'waste collection', 'intelligent city construction', 'Geographical measure', 'urban place detection', 'place detection', 'commercial district discovery', 'unsupervised commercial district', 'district discovery framework', 'swarm intelligence', 'unmanned aerial vehicle', 'dynamic flight plan', 'building footprint', 'local height data', 'height data', 'urban fabric', 'floor height', 'Machine Learning technique', 'typology', 'KNN algorithm', 'learned embeddings', 'embeddings', 'classification tree', 'performance decision tree', 'spatial planning', 'crowd density estimation', 'crowd density', 'density estimation', 'crowd', 'image processing', 'artificial urban environment', 'urban modeling technique', 'boosting', 'parking', 'UAVs device', 'military operation', 'classification map', 'use classification map', 'optimal urban land', 'urban waterlogging', 'urban land price', 'city safety', 'city safety security', 'Safe city', 'urban community life', 'activity space estimation', 'former industrial waterfront', 'location data', 'geoparsing', 'urban functional area', 'ML algorithm', 'urban analysis', 'understand urban dynamic', 'urban livability', 'urban complex system', 'vehicle ownership', 'vehicle', 'household travel survey', 'car', 'travel survey data', 'streetlife intensity', 'intrusion detection method', 'intrusion detection', 'ensemble learning approach', 'metropolitan area', 'available crowdsensed datasets', 'crowdsensing', 'urban decision', 'human mobility', 'retail store placement', 'prospective retail store', 'city region partitioning', 'city region partition', 'various urban task', 'scenic beauty', 'Flickr image', 'word embedding', 'city configuration', 'unseen city configuration', 'video surveillance', 'person detection method', 'video surveillance system', 'anomaly detection', 'anomaly detection method', 'smart mobility', 'mining technique', 'artificial network', 'everyday architectural practice', 'architectural practice', 'machine learning method', 'Systematic data mining', 'boosted decision tree', 'boosted decision', 'reasoning layer', 'human urban behavior', 'urban behavior', 'virtual city environment', 'virtual city', 'street context distribution', 'urban science', 'street context type', 'mobility analysis', 'urban science framework', 'complex urban environment', 'building structure', 'architectural form', 'Dengue disease dynamic', 'Dengue dynamic', 'mosquito occurrence', 'dengue incidence', 'mosquito development', 'ensemble model', 'ensemble network', 'stacking ensemble model', 'prediction importance level', 'prediction importance', 'urban system management', 'effective urban system', 'grid', 'geographic context problem', 'geographic context', 'Travel mode likelihood', 'fecal sludge management', 'sludge management', 'sludge management solution', 'fecal sludge', 'sludge', 'geodemographic classification development', 'urban decision making', 'corporate network', 'regional planning', 'chain store', 'new store', 'effective mosquito control', 'mosquito control', 'effective mosquito', 'mosquito', 'urban study', 'popular place', 'locational model', 'smartphones locational request', 'place', 'building reconstruction', 'elevation data', 'height prediction', 'urban planning machine', 'tree planting policy', 'tree location data', 'tree planting', 'tree placement', 'tree location', 'geospatial big data', 'urban environmental study', 'italian regional science', 'regional policy evaluation', 'modern regional science', 'regional science', 'regional policy', 'area', 'participatory planning', 'Sonic environment', 'requirement engineering', 'suitable requirement engineering', 'requirement engineering perspective', 'AV development', 'GIS big data', 'ground object classification', 'machine learning algorithm', 'urban service', 'mainstream urban model', 'mobile computing', 'computing', 'city operation system', 'city operation', 'unsupervised learning', 'urban future scenario', 'Urban Future', 'recognition', 'machine', 'city scale', 'urban health', 'neighborhood scale', 'different machine learning', 'neighborhood', 'Yelp hierarchical dataset', 'Urban population distribution', 'Urban population', 'street functionality prediction', 'street functionality classification', 'urban street functionality', 'planning reform', 'region embeddings', 'intelligent unmanned technology', 'unmanned technology', 'aerial vehicle', 'slum mapping', 'slum upgrading', 'slum settlement', 'sustainable Mobility', 'Car Restriction Policy', 'street context classification', 'street imagery', 'relabel street', 'logistics service network', 'logistics service', 'data mining technology', 'express service', 'logistics', 'generative urban network', 'knowledge discovery', 'urban warfare operation', 'Urban emotion', 'complex system', 'handwritten digit recognition', 'particle swarm optimization', 'swarm optimization method', 'swarm optimization', 'particle swarm', 'Public transportation accessibility', 'pedestrian accessibility level', 'Pedestrian accessibility', 'GIS spatial analysis', 'numerous metropolitan zone', 'placeness', 'coffee shop', 'starbucks post', 'multidimensional livability', 'livability management', 'multidimensional livability index', 'livability index', 'livability', 'area size', 'layout', 'company creation', 'new company creation', 'localization decision', 'manufacturing industry', 'industry', 'distance metric learning', 'metric learning', 'urban stakeholder', 'similarity computation', 'intelligent taxi', 'geotagging', 'location study', 'GIS functionality', 'census ward', 'census data', 'GIS visualisation', 'workshop', 'paper', 'traditional architecture', 'traditional building', 'silk road commerce', 'eastern civilization', 'automatic simulation model', 'simulation model generation', 'simulation model', 'computer simulation', 'townscapes', 'architecture', 'metropolitan land use', 'territorial planning', 'GIS problem solving', 'GIS problem', 'GIS application', 'Many GIS application', 'GIS application need', 'workflow management system', 'workflow management']",194,"[5, 10, 12, 13, 20, 23, 25, 31, 32, 36, 38, 41, 43, 44, 63, 66, 70, 73, 78, 88, 91, 92, 97, 106, 107, 108, 110, 112, 121, 123, 124, 128, 132, 145, 150, 153, 157, 159, 162, 167, 169, 170, 172, 174, 180, 181, 187, 188, 191, 195, 196, 197, 198, 202, 203, 208, 216, 217, 218, 222, 223, 227, 228, 232, 233, 234, 235, 243, 244, 246, 248, 250, 251, 259, 263, 264, 266, 269, 271, 272, 274, 276, 281, 283, 284, 285, 287, 289, 290, 293, 296, 304, 306, 307, 308, 310, 320, 324, 328, 329, 333, 336, 338, 341, 342, 344, 353, 355, 368, 369, 370, 372, 373, 374, 383, 384, 386, 387, 388, 391, 394, 399, 400, 403, 405, 406, 409, 411, 412, 413, 420, 425, 426, 434, 442, 443, 445, 447, 449, 452, 453, 457, 463, 468, 472, 473, 474, 476, 478, 481, 482, 483, 484, 487, 488, 491, 496, 497, 507, 509, 512, 516, 531, 533, 536, 541, 546, 551, 552, 553, 558, 559, 560, 562, 563, 564, 566, 567, 569, 570, 573, 574, 577, 578, 579, 580, 583, 587, 588, 590, 592, 595, 596, 599]"
-1,0,26,"['air quality', 'smog severity observation', 'Smog disaster', 'smog observation', 'smog severity', 'pollution detection', 'travel carbon emission', 'carbon emission assessment', 'environmental noise pollution', 'noise pollution', 'pollution level', 'environmental noise', 'pollution', 'air quality concern', 'air quality limitation', 'vehicle emission', 'road traffic noise', 'traffic noise', 'noise level', 'pollution quality prediction', 'air pollution measurement', 'influence air pollution', 'air pollution quality', 'airborne particulate matter', 'environmental monitoring', 'environmental monitoring task']",10,"[42, 46, 47, 85, 201, 273, 394, 415, 425, 516]"
-1,1,30,"['Landslide susceptibility mapping', 'landslide susceptibility evaluation', 'landslide risk management', 'landslide susceptibility', 'landslide risk', 'Landslide susceptibility assessment', 'landslide worldwide', 'landslide', 'landslide susceptibility simulation', 'landslide prevention', 'landslide inventory', 'historical landslide', 'landslide susceptibility model', 'landslide hazard', 'shallow landslide susceptibility', 'potential landslide runout', 'potential landslide', 'rockfall hazard assessment', 'comprehensive rockfall hazard', 'rockfall hazard', 'rockfall kinematic model', 'rockfall probability', 'landslide susceptibility map', 'landslide susceptibility modeling', 'landslide data', 'high landslide risk', 'landslide susceptibility zone', 'landslide susceptibility prediction', 'landslide area', 'susceptibility prediction']",7,"[67, 120, 130, 168, 229, 325, 396]"
-1,2,33,"['urban building energy', 'building energy simulation', 'building energy model', 'urban scale energy', 'building energy consumption', 'energy usage pattern', 'energy usage', 'Building Energy Information', 'energy demand', 'energy consumption', 'Building energy', 'electric load forecasting', 'electrical load forecasting', 'load forecasting', 'electrical load prediction', 'Load prediction', 'electricity theft', 'electricity consumption data', 'power utility', 'Energy consumption forecasting', 'electric consumption forecasting', 'accurate consumption forecasting', 'consumption forecasting', 'residential electric consumption', 'energy consumption prediction', 'consumption prediction', 'energy Storage', 'energy', 'geospatial energy consumption', 'geospatial energy', 'geospatial anthropogenic energy', 'energy demand estimation', 'energy consumption model']",9,"[22, 169, 185, 209, 323, 326, 420, 533, 571]"
-1,3,37,"['urban water type', 'water type classification', 'urban water', 'water resource management', 'dynamic water resource', 'sustainable water development', 'Urban water resource', 'burnt catchment', 'water demand modeling', 'water demand pattern', 'water demand', 'water management', 'water quality timeseries', 'water quality time', 'Outlet water quality', 'water quality', 'municipal water consumption', 'water consumption data', 'storm water management', 'urban water infrastructure', 'urban water system', 'water infrastructure', 'candidate urban water', 'water system adaptation', 'perennial drainage', 'drainage network', 'surface water runoff', 'AI storm water', 'stormwater management', 'complex hydrological system', 'LID stormwater management', 'blockchain water platform', 'high irrigation efficiency', 'irrigation efficiency', 'irrigation uniformity', 'irrigation', 'high irrigation']",11,"[26, 35, 120, 221, 226, 297, 304, 380, 503, 524, 598]"
-1,4,28,"['Flood risk mapping', 'flood hazard determination', 'flood risk map', 'Urban flood risk', 'flood vulnerability map', 'health hazard forecasting', 'wildfire burnt area', 'urban pluvial flood', 'pluvial flood vulnerability', 'flood vulnerability', 'frequent natural disaster', 'flooding prediction', 'pluvial flooding prediction', 'Urban pluvial flooding', 'flood occurrence', 'pluvial flood event', 'urban flood', 'urban flood disaster', 'disaster risk', 'disaster risk management', 'natural hazard risk', 'urban flood susceptibility', 'flood susceptibility mapping', 'flood susceptibility map', 'flood susceptibility', 'realistic flood susceptibility', 'hydrologic risk', 'floodplain']",10,"[6, 46, 120, 121, 130, 154, 328, 462, 475, 503]"
-1,5,17,"['urban ecological management', 'efficient environmental planning', 'urban sustainability science', 'global urban sustainability', 'sustainable travel', 'desirable environmental benefit', 'sustainable urban development', 'sustainable city', 'urban sustainability', 'sustainable planning', 'sustainable urban planning', 'sustainable urban transition', 'sustainable urban study', 'sustainable urbanisation', 'sustainable densification', 'Economic sustainability', 'sustainable urban design']",14,"[10, 35, 52, 73, 157, 170, 185, 222, 248, 338, 411, 418, 432, 466]"
-1,6,21,"['green urban area', 'environmental benefit', 'visible street greenery', 'street greenery', 'urban greening', 'urban greening policy', 'urban green space', 'green infrastructure', 'greenway planning', 'optimized greenway suitability', 'urban greenway network', 'greenway suitability analysis', 'green infrastructure project', 'green architecture', 'green building issue', 'green building', 'green solution strategy', 'urban greenness space', 'urban greenness coverage', 'Urban greenness', 'greenness space']",9,"[63, 73, 91, 162, 173, 252, 304, 318, 345]"
-1,7,18,"['urban climate solution', 'urban climate', 'urban climate mitigation', 'urban climate change', 'urban climate assessment', 'upscaling urban climate', 'climate assessment', 'urban surface temperature', 'land surface temperature', 'urban thermal exposure', 'human heat exposure', 'heat vulnerability index', 'dynamic heat monitoring', 'heat monitoring', 'climate resilience', 'climate change', 'urban heat monitoring', 'surface urban heat']",7,"[52, 254, 330, 416, 467, 563, 580]"
-1,8,25,"['smart city', 'IoT application', 'modern smart city', 'Smart City dimension', 'smart urban planning', 'smart city field', 'medical IoT sensor', 'sustainable smart city', 'IoT sensor network', 'IoT sensor', 'smart city lie', 'health monitoring installation', 'intelligent city', 'harmonious smart ecosystem', 'smart ecosystem', 'Edge Computing platform', 'IoT system', 'IoT service', 'urban area smart', 'smart environment', 'area smart', 'smart city development', 'smart city management', 'smart community', 'smart meter']",18,"[44, 47, 92, 170, 172, 203, 219, 250, 266, 281, 285, 299, 368, 388, 415, 560, 563, 574]"
