cluster,group,count,key-phrases,NumDocs,DocIds
1,-1,80,"['place sentiment', 'cultural ecosystem service', 'ecosystem service assessment', 'urbanising city', 'city appearance', 'urban space', 'street walkability', 'urban design quality', 'urban design', 'visible street greenery', 'visual quality', 'perceived visual quality', 'experienced urban designer', 'environmental sensor', 'human physiological change', 'public space', 'subjective perception', 'landscape', 'pedestrian landscape', 'pedestrian environment', 'good pedestrian landscape', 'pedestrian space', 'street quality', 'urban planning practice', 'street', 'urban identity', 'city life', 'crowdsourcing game', 'urban valuation estimation', 'urban valuation', 'urban scene data', 'property assessment', 'land value', 'advertising construction', 'detected advertising object', 'Outdoor advertising', 'advertising object', 'safety perception', 'auditory perception', 'urban vitality feature', 'urban street vitality', 'urban landscape', 'neighbourhood', 'real estate search', 'spatial concept', 'visual image interpretation', 'mapping', 'Digital excavation', 'big data', 'City safety perception', 'City safety', 'people safety perception', 'safety perception model', 'Safety perception measurement', 'architectural color icon', 'architectural color', 'color icon creation', 'color icon', 'Holistic visual data', 'urban feature', 'street space', 'streetscape view', 'urban analysis', 'visitor experience', 'urban public life', 'public space management', 'sentiment', 'historical site', 'tourism', 'landscape design', 'landscape architecture system', 'landscape architecture', 'landscape architecture art', 'garden landscape', 'architectural beauty', 'perceived walkability', 'walkability', 'spatial evaluation', 'environmental evaluation', 'urban public space']",32,"[11, 14, 15, 16, 27, 62, 79, 93, 103, 115, 135, 212, 239, 314, 331, 346, 360, 363, 365, 366, 375, 379, 390, 422, 423, 427, 492, 513, 517, 542, 554, 557]"
1,0,16,"['deep learning model', 'deep learning', 'machine learning', 'signal processing', 'feature selection', 'decision tree', 'Feature extraction', 'random forest', 'random forest classifier', 'image recognition', 'Random Forest model', 'morphological feature', 'quantitative morphological description', 'machine learning method', 'classification', 'Machine learning model']",10,"[11, 79, 103, 135, 194, 366, 390, 436, 518, 542]"
1,1,6,"['perception', 'perceptual variable', 'heterogeneous perception', 'perception map', 'human perception', 'environment perception']",5,"[93, 331, 346, 365, 518]"
1,2,13,"['soundscape classification model', 'soundscape classification', 'urban soundscape evaluation', 'comprehensive urban soundscape', 'urban soundscapes', 'soundscape assessment', 'urban soundscape mapping', 'soundscape mapping', 'urban soundscape', 'future soundscape mapping', 'auditory perception map', 'auditory data', 'auditory landscape']",3,"[69, 136, 346]"
1,3,12,"['urban visual experience', 'urban perception datasets', 'urban perception assessment', 'urban perception derivation', 'urban perception', 'local urban perception', 'urban visual environment', 'urban space quality', 'streetscape perception', 'urban scene quality', 'urban landscape perception', 'urban environment perception']",7,"[15, 59, 314, 360, 423, 470, 518]"
1,4,13,"['streetscape', 'urban greenery', 'accessed street greenery', 'street greenery', 'street renewal', 'efficient street renewal', 'sidewalk design', 'sidewalk', 'sidewalk segment', 'urban street landscape', 'crowdsourced street', 'Street design', 'streetscape improvement']",8,"[16, 27, 62, 194, 360, 410, 422, 470]"
1,5,15,"['street view', 'street view image', 'nature photograph', 'social medium photograph', 'Street View imagery', 'street imagery data', 'street imagery', 'large street imagery', 'satellite image', 'google map', 'crowdsourced street view', 'street image evaluation', 'street space image', 'street image', 'streetscape view index']",9,"[11, 14, 16, 331, 365, 379, 410, 422, 423]"
1,6,15,"['new urban data', 'Urban data', 'sociodemographics', 'urban sociology', 'urban analytics', 'geospatial data', 'geospatial data collection', 'conventional urban data', 'urban data source', 'urban research', 'data', 'city census', 'city census information', 'urban research method', 'established urban research']",7,"[115, 212, 410, 427, 513, 542, 557]"
1,7,6,"['cultural ecosystem', 'mediatized urban heritage', 'urban heritage', 'urban amenity', 'historical urban landscape', 'historical preservation']",5,"[14, 366, 423, 470, 513]"
1,8,11,"['urban environment', 'city', 'urban scene', 'French neighbourhood', 'neighborhood', 'Shanghai city', 'residential urban environment', 'urban context', 'urban area', 'urban location', 'different urban location']",8,"[15, 135, 212, 363, 513, 518, 554, 557]"
1,9,13,"['urban planning', 'new urban pattern', 'urban pattern', 'complex urban environment', 'complex urban feature', 'intricate urban matrix', 'urban modelling', 'Urban morphological feature', 'urban morphology contributes', 'urban morphology', 'city planning', 'urban planning policy', 'urban design strategy']",8,"[27, 135, 365, 390, 427, 436, 470, 492]"
