cluster,group,count,key-phrases,NumDocs,DocIds
6,-1,121,"['Citywide Traffic Volume', 'Traffic Volume', 'Human mobility pattern', 'mobility analysis', 'mobility pattern', 'extreme learning machine', 'social medium data', 'probabilistic topic', 'mobility flow', 'Traditional crime prediction', 'predictive feature', 'visual analytics', 'data dashboard', 'analytics infrastructure', 'pedestrian motion', 'pedestrian behavior', 'pedestrian crossing', 'crosswalk', 'pedestrian', 'travel behavior interpretation', 'Automated urban travel', 'urban travel interpretation', 'travel mode detection', 'traffic profiling', 'Trajectory clustering', 'transportation mode recognition', 'transportation mode information', 'graph machine learning', 'Graph convolutional network', 'citation network', 'social network', 'graph machine', 'transportation mode classification', 'mode classification method', 'mode classification', 'different transportation mode', 'transportation mode', 'citywide traffic accident', 'traffic accident', 'Traffic grid', 'big data', 'big data analysis', 'Enhanced urban clustering', 'urban clustering', 'online machine learning', 'clustering protocol', 'available clustering protocol', 'spatiotemporal pattern mining', 'city spatiotemporal pattern', 'spatiotemporal data', 'prediction capability', 'clustering algorithm', 'traditional clustering algorithm', 'urban event cause', 'urban event', 'event data', 'event impact', 'traffic sensor data', 'traffic incident data', 'monitoring road traffic', 'urban traffic network', 'road traffic information', 'traffic network', 'traffic information collection', 'route recommendation', 'complex network analysis', 'complex network', 'urban prediction', 'urban prediction problem', 'biased data', 'travel demand model', 'synthetic urban dynamic', 'travel activity pattern', 'distinctive activity pattern', 'clustering', 'Data mining tourism', 'mining tourism pattern', 'tourism pattern', 'travel pattern', 'large urban police', 'urban emergency police', 'location semantic predicting', 'urban location annotation', 'Semantic location', 'Semantic location name', 'urban network analysis', 'urban network path', 'Graph input representation', 'urban network', 'bus route planning', 'bus dynamic routing', 'bus route', 'dynamic route planning', 'solves traffic congestion', 'citywide crowd', 'road urban network', 'urban human activity', 'social activity', 'population movement pattern', 'urban road network', 'distinguish geographical proximity', 'semantic proximity', 'geographical proximity', 'implicit geographic movement', 'geographic movement', 'travel mode choice', 'travel behavior', 'travel type', 'motion planning', 'safe trajectory', 'reachable area', 'Reachability analysis', 'IoT data', 'smart IoT application', 'IoT application', 'IoT data set', 'bike flow pattern', 'flow pattern discovery', 'bike activity', 'bike flow', 'Highway traffic volume']",45,"[18, 40, 57, 65, 82, 87, 94, 116, 118, 158, 161, 175, 189, 205, 210, 261, 262, 265, 270, 288, 295, 301, 311, 334, 339, 351, 381, 392, 397, 398, 404, 448, 461, 464, 477, 490, 494, 498, 511, 520, 529, 543, 545, 550, 561]"
6,0,11,"['taxi demand', 'exploratory taxi fleet', 'city taxi service', 'exploratory taxi', 'city taxi', 'electric taxi', 'traditional taxi', 'taxi', 'passenger service market', 'taxi fleet', 'Taxicab']",3,"[298, 335, 352]"
6,1,11,"['automated vehicle', 'intelligent transportation system', 'intelligent transportation', 'Intelligent driver assist', 'Intelligent driver', 'driver assist system', 'driver assist', 'driver assist device', 'autonomous mobility', 'support autonomous mobility', 'modern intelligent transportation']",5,"[122, 207, 215, 464, 597]"
6,2,11,"['scene decomposition', 'scene decomposition approach', 'principal component analysis', 'tensor factorization', 'matrix tensor factorization', 'dimensionality reduction', 'nonnegative matrix factorization', 'matrix factorization', 'latent semantic relationship', 'word embeddings', 'corpus training']",7,"[122, 225, 265, 381, 392, 511, 520]"
6,3,22,"['Traffic volume estimation', 'traffic flow forecasting', 'flow forecasting', 'crime prediction model', 'traffic prediction', 'traffic forecast feature', 'traffic forecast', 'time traffic forecast', 'road traffic prediction', 'traffic accident prediction', 'accident prediction', 'traffic flow prediction', 'flow prediction', 'activity prediction', 'destination prediction', 'next destination prediction', 'next destination predictor', 'destination predictor', 'traffic forecasting', 'travel demand prediction', 'predict traffic condition', 'traffic volume prediction']",14,"[18, 57, 82, 133, 141, 158, 205, 225, 270, 302, 351, 461, 464, 561]"
6,4,7,"['crime prediction', 'forecasting', 'prediction challenging', 'prediction', 'prediction methodology', 'different prediction methodology', 'predictive accuracy']",4,"[82, 133, 270, 561]"
6,5,12,"['machine learning method', 'machine learning', 'unsupervised incremental learning', 'fuzzy reasoning', 'fuzzy logic', 'fuzzy reasoning scheme', 'genetic algorithm', 'data mining', 'decision tree', 'cognitive computing', 'natural language processing', 'data mining technique']",9,"[133, 158, 207, 236, 261, 270, 288, 494, 545]"
6,6,11,"['deep learning method', 'deep learning', 'LSTM network', 'Deep neural network', 'autoencoders', 'LSTM model', 'deep sequence', 'vanilla LSTM model', 'autoencoder', 'Deep Model', 'deep learning model']",6,"[161, 210, 339, 352, 381, 477]"
6,7,21,"['urban data analysis', 'urban data', 'census feature', 'Smart city', 'urban governance', 'city', 'complex urban environment', 'land use classification', 'geovisual analytics', 'heterogeneous datasets', 'population map', 'urban population distribution', 'urban population', 'urban region', 'urban police', 'urban police jurisdiction', 'emergency police operation', 'location annotation', 'urban planning', 'geographical information system', 'urban geographical information']",13,"[65, 82, 94, 122, 193, 260, 339, 371, 392, 398, 404, 494, 597]"
6,8,23,"['Urban human mobility', 'human mobility', 'public transport commuter', 'transport commuter', 'urban freight transportation', 'freight transportation system', 'urban freight', 'friendly urban freight', 'transit mobility', 'railway safety', 'railway enable safety', 'urban logistics system', 'urban mobility structure', 'transit mobility structure', 'meaningful transit mobility', 'transit mobility pattern', 'urban mobility', 'animal migration', 'commute', 'transportation', 'Reachability', 'urban transportation', 'transportation system']",12,"[33, 40, 87, 236, 260, 261, 302, 419, 520, 529, 543, 597]"
6,9,18,"['trajectory dataset', 'public transportation data', 'transportation data', 'trajectory segmentation', 'vehicular data', 'big transit data', 'transit network data', 'traffic trajectory data', 'transportation data management', 'transportation network data', 'bus trajectory data', 'GPS trajectory data', 'trajectory data', 'driver survey data', 'transportation information', 'taxi journey dataset', 'trajectory', 'bike trajectory data']",13,"[18, 87, 118, 240, 260, 288, 301, 334, 381, 397, 448, 511, 550]"
6,10,15,"['mobility data mining', 'human mobility data', 'mobility data', 'mobility data set', 'human mobility analysis', 'mobile phone activity', 'phone activity', 'phone data', 'mobile phone data', 'mobility pattern discovery', 'mobile phone trajectory', 'mobile phone dataset', 'mobility information', 'human mobility dataset', 'mobility dataset']",7,"[33, 40, 193, 260, 371, 392, 477]"
6,11,22,"['citywide traffic', 'urban traffic', 'navigate intersection', 'traffic speed', 'traffic', 'traffic path', 'lighter traffic path', 'traffic condition', 'urban traffic flow', 'traffic flow', 'vehicular traffic', 'traffic trajectory', 'Crosstown traffic', 'mixed traffic condition', 'mixed traffic flow', 'transportation congestion', 'traffic simulation', 'solves traffic', 'urban traffic condition', 'represent urban traffic', 'heterogeneous traffic flow', 'arterial road']",16,"[18, 60, 122, 133, 205, 210, 225, 240, 288, 295, 321, 335, 351, 464, 490, 498]"
6,12,20,"['intelligent traffic management', 'traffic management system', 'urban traffic management', 'Traffic light control', 'traffic light system', 'traffic management', 'road traffic management', 'adaptive traffic control', 'traffic congestion detection', 'interactive traffic control', 'traffic control system', 'Traffic control', 'traffic control intelligence', 'whole traffic control', 'regional traffic control', 'traffic simulation technology', 'traffic management strategy', 'traffic management solution', 'arterial road control', 'road control']",9,"[57, 60, 141, 158, 240, 321, 351, 490, 498]"
