0,1
crime analysis,{-1}
statistical method,{-1}
contextual model,{-1}
american city,{-1}
census tract,{-1}
structural characteristic,{-1}
violent crime,{-1}
concentrated disadvantage,{-1}
residential stability,{-1}
ethnic heterogeneity,{-1}
total population,{-1}
spatial lag,{-1}
important variable,{-1}
professional occupation,{-1}
proportion population,{-1}
college degree,{-1}
lag term,{-1}
college education,{-1}
owner occupancy,{-1}
property crime,{-1}
significant predictor,{-1}
traditional regression,{-1}
regression model,{-1}
housing unit,{-1}
concentrated immigration,{-1}
urban planner,"{0, 1, -1}"
nearby crime,{-1}
high crime,{-1}
crime level,{-1}
responsive policy,{-1}
local context,{-1}
stability matter,{-1}
urban policy,{-1}
social disorganization,{-1}
disorganization indicator,{-1}
urban planning,"{0, 1, -1}"
close proximity,{-1}
urban space,"{0, -1}"
main concern,{-1}
widespread adoption,{-1}
building geometry,{-1}
flow field,{-1}
urban setup,{-1}
isolated building,{-1}
potential impact,{-1}
uas operation,{-1}
wind gust,{-1}
flow condition,{-1}
condition prevalent,{-1}
various structure,{-1}
significant challenge,{-1}
urban environment,"{0, 1, -1}"
coherent turbulent,{-1}
turbulent flow,{-1}
flow structure,{-1}
atmospheric boundary,{-1}
boundary layer,{-1}
layer flow,{-1}
navigation system,{-1}
first step,{-1}
step towards,{-1}
aerial infrastructure,{-1}
land policy,{-1}
urban form,"{1, -1}"
urban structure,"{0, -1}"
many country,{-1}
obstacle remain,{-1}
geoinformation technology,{-1}
wide range,"{0, 1, -1}"
spatial analysis,{-1}
machine learning,"{0, 1, -1}"
policy perspective,{-1}
land readjustment,{-1}
readjustment policy,{-1}
spatial level,{-1}
formulate hypothesis,{-1}
causal relation,{-1}
building stock,"{1, -1}"
residential area,{-1}
next step,{-1}
random forest,{-1}
variable importance,{-1}
importance measure,{-1}
morphological difference,{-1}
openstreetmap data,{-1}
significant difference,{-1}
building coverage,{-1}
coverage ratio,{-1}
french policy,{-1}
policy favour,{-1}
strong actor,{-1}
applied algorithm,{-1}
data heterogeneity,{-1}
high level,{-1}
visuospatial configuration,{-1}
stress sensing,{-1}
data mining,{-1}
fundamental question,{-1}
active ageing,{-1}
perceived element,{-1}
environment differs,{-1}
average person,{-1}
environment influence,{-1}
environmental demand,{-1}
functional capability,{-1}
influence stress,{-1}
environment walk,{-1}
physiological response,"{0, -1}"
wearable sensor,"{0, -1}"
perceived stress,{-1}
stress response,{-1}
spatial clustering,{-1}
hot spot,{-1}
spot analysis,{-1}
spatial factor,{-1}
visual element,{-1}
isovist analysis,{-1}
principal component,{-1}
component analysis,{-1}
learning algorithms,"{0, 1, -1}"
result demonstrate,{-1}
minimum visibility,{-1}
isovist area,{-1}
influential determinant,{-1}
physiological stress,{-1}
urban configuration,{-1}
urban design,"{0, 1, -1}"
demand matrix,{-1}
essential role,"{1, -1}"
