No,DocId,key-phrases
1,3,"['natural environment', 'key ecological feature', 'nature', 'ecological feature', 'biodiversity']"
2,5,"['urban landscape', 'urban environment', 'outdoor urban environment', 'Urban Planning contribution', 'provide nature']"
3,15,"['urban greenspaces', 'popular urban park', 'towards urban park', 'park', 'urban park']"
4,21,"['permanent community garden', 'Community garden', 'community gardening', 'sustainable land', 'landscape designer']"
5,72,"['urban green landscape', 'green space designing', 'urban green space', 'green landscape', 'preferred flower']"
6,85,"['stonewall tree', 'Mature urban tree', 'Community attachment', 'urban development', 'old masonry']"
7,95,"['park usage', 'park use', 'park visitor place', 'park visitor', 'value park visitor']"
8,104,"['nature benefit city', 'Urban ecology', 'Virtual garden', 'Virtual Garden program', 'biodiversity people']"
9,113,"['public space varies', 'public open space', 'public space', 'healthy urban environment', 'open space']"
10,223,"['recreation perception', 'urban area', 'open grassland', 'human recreation', 'large open grassland']"
11,316,"['public green space', 'recreational facility', 'green space', 'open vegetation', 'South African town']"
12,321,"['Park planner', 'urban park user', 'modern park support', 'park user', 'historical park']"
13,345,"['public park design', 'park design', 'public park management', 'park management', 'public park']"
14,405,"['soundscape restorativeness', 'soundscape satisfaction', 'artificial lake space', 'soundscape', 'artificial lake']"
15,411,"['enhance positive emotion', 'social carrying capacity', 'positive emotion', 'visitor survey', 'pandemic']"
16,474,"['open public space', 'public square case', 'new public space', 'public square', 'urban design']"
