No,DocId,key-phrases
1,6,"['iconic architecture', 'contemporary architecture', 'transnational capitalist class', 'transnational capitalist', 'architecture']"
2,89,"['Urban infrastructure', 'implement infrastructure', 'architecture', 'infrastructure', 'repair infrastructure']"
3,93,"['future culture', 'urban planning', 'Human futuristics', 'future cultural alternative', 'culture change']"
4,97,"['city growth', 'zoning form', 'strategic planning', 'simplified zoning', 'zoning']"
5,99,"['transnational architectural exchange', 'Introduction modern architecture', 'modern architecture', 'international modernism', 'traditional architecture']"
6,150,"['fascist popular culture', 'political history', 'empire', 'Italian fascist', 'American empire']"
7,182,"['urban planning', 'urbanization', 'urban planning canon', 'holistic thinker', 'modernism']"
8,249,"['Portuguese colonial context', 'portuguese imperial history', 'Portuguese colonialism', 'Colonial architecture', 'Portuguese colonial']"
9,260,"['urban policy', 'urban indicator project', 'urban sustainability', 'Urban indicator', 'regional planning']"
10,290,"['New Urbanist imaginary', 'livability', 'Urbanist imaginary', 'speculative design fiction', 'livable future']"
11,307,"['urban transformation', 'urban planning', 'tourism', 'nineteenth century', 'early nineteenth century']"
