No,DocId,key-phrases
1,106,"['urban public space', 'urban design theory', 'urban design', 'urban area', 'resilience']"
2,118,"['urban blight determinant', 'urban blight expert', 'urban blight', 'Urban blight reduces', 'fuzzy cognitive mapping']"
3,210,"['Chinese rural design', 'rural design', 'city design', 'rural construction', 'foreign design']"
4,214,"['ecological city', 'green ecological planning', 'ecological planning', 'green ecological civilization', 'new urban planning']"
5,252,"['Ecological greenway planning', 'Ecological greenway', 'greenway planning', 'intensive urban building', 'cultural landscape']"
6,253,"['urban space', 'wangjiang avenue', 'public space environment', 'urban road', 'urban history']"
7,256,"['Residential environment evaluation', 'sustainable residential environment', 'Residential environment quality', 'residential environmental satisfaction', 'residential environmental quality']"
8,259,"['new city planning', 'city planning', 'spatial analysis method', 'Beijing city', 'spatial analysis']"
9,273,"['urban spatial structure', 'urban spatial configuration', 'urban spatial integration', 'urban functionality index', 'urban morphology']"
10,276,"['geomorphology', 'modern Zhengzhou city', 'ancient landscape', 'ancient city', 'ancient capital city']"
11,354,"['environmental health management', 'environmental health', 'urban environment design', 'environmental pollution effect', 'heavy metal pollution']"
12,359,"['healthy city issue', 'healthy city', 'Healthy City project', 'city urban environment', 'urban development']"
13,360,"['cultural heritage protection', 'traditional culture protection', 'heritage protection', 'Qijiang ancient town', 'culture protection measure']"
14,364,"['characteristic dwelling protection', 'nationality characteristic dwelling', 'traditional folk residence', 'characteristic dwelling', 'traditional residential architecture']"
15,366,"['urban space axis', 'traditional urban axis', 'new urban space', 'urban axis', 'space axis']"
16,376,"['traffic environmental problem', 'urban traffic environment', 'urban traffic culture', 'traffic environment improvement', 'Urban environmental management']"
17,378,"['livable environmental evaluation', 'urban planning', 'environmental evaluation', 'livable city', 'urban science']"
18,391,"['natural scenery city', 'natural scenery resort', 'scenery city', 'urban ecosystem', 'scenery resort']"
