No,DocId,key-phrases
1,26,"['Chinatown landscape', 'urban renewal', 'housing landscape', 'landscape meaning', 'landscape reality']"
2,44,"['Singapore River development', 'global urbanism', 'Singapore River landscape', 'acclaimed waterfront', 'Singapore experience']"
3,45,"['Chinese middle class', 'contemporary Chinese society', 'Chinese society', 'Chinese politics', 'middle class society']"
4,66,"['urban informality', 'contemporary nightlife', 'nightlife', 'urban space', 'urban bar']"
5,126,['abstract']
6,128,"['Chinatowns worldwide', 'downtown ethnography', 'barrio chino barrixino', 'barrio chino', 'Barcelona satellite city']"
7,154,"['urban civic culture', 'towards urban modernity', 'comparative urbanism', 'urban modernity', 'urbanism']"
8,169,"['cultural development', 'community relation', 'sound cultural development', 'culture', 'belonging']"
9,187,"['urban transformation', 'urban development', 'urban economy', 'Chinese city', 'urban condition']"
10,194,"['Vernacular architecture', 'Modernist high rise', 'high rise housing', 'housing development', 'Singaporean society']"
11,195,"['concern urban historian', 'urban history', 'urban historian', 'Chinese history', 'Chinese peasant uprising']"
12,235,"['contemporary Thai youth', 'Thai youth', 'young Thai people', 'youth subculture', 'conspicuous youth subculture']"
13,248,"['social inclusion', 'city create', 'cultural prosperity', 'livability', 'urban development state']"
14,275,"['urban social control', 'contemporary urban response', 'urban attractiveness', 'gentrification', 'aesthetic acceptability']"
