No,DocId,key-phrases
1,57,"['urban regeneration', 'historical urban environment', 'Traditional architectural form', 'urban regeneration project', 'historical Chinese city']"
2,69,"['urban planning', 'influenced urban planning', 'Soviet influence', 'Confucianism', 'economic development']"
3,88,"['urban architecture', 'Chinese architecture', 'urban design', 'modern city making', 'urban development']"
4,106,"['urban public space', 'urban design theory', 'urban area', 'resilience', 'urban society']"
5,186,"['landscape architecture', 'architecture', 'geography', 'natural geographic environment', 'geographic environment']"
6,210,"['Chinese rural design', 'rural design', 'city design', 'rural construction', 'foreign design']"
7,214,"['ecological city', 'green ecological planning', 'ecological planning', 'green ecological civilization', 'new urban planning']"
8,226,"['healthy life expectancy', 'geriatric care', 'frailty prevention', 'frailty prevention measure', 'Japanese medicine']"
9,253,"['urban space', 'wangjiang avenue', 'public space environment', 'urban road', 'urban history']"
10,259,"['new city planning', 'city planning', 'spatial analysis method', 'Beijing city', 'spatial analysis']"
11,276,"['geomorphology', 'modern Zhengzhou city', 'ancient landscape', 'ancient city', 'ancient capital city']"
12,360,"['cultural heritage protection', 'traditional culture protection', 'heritage protection', 'Qijiang ancient town', 'culture protection measure']"
13,364,"['characteristic dwelling protection', 'nationality characteristic dwelling', 'traditional folk residence', 'characteristic dwelling', 'traditional residential architecture']"
14,365,"['architectural difference', 'architecture object', 'city shape', 'culture', 'style']"
15,366,"['urban space axis', 'traditional urban axis', 'new urban space', 'urban axis', 'space axis']"
16,369,"['city square design', 'square design', 'style line design', 'city square', 'line design concept']"
17,371,"['traditional urban scene', 'Australian architecture', 'urban renewal', 'modern city', 'modern city begin']"
18,372,"['square design concept', 'new square design', 'city appearance', 'heritage city', 'urban culture root']"
19,391,"['natural scenery city', 'natural scenery resort', 'scenery city', 'urban ecosystem', 'scenery resort']"
