No,DocId,key-phrases
1,10,"['environmental debate', 'contentious environmental debate', 'risk framework', 'risk communication', 'culture']"
2,51,"['Wildfire risk', 'effective landscape planning', 'landscape planning', 'anthropogenic burning', 'conservation practice']"
3,62,"['land owner', 'Sustainable landscape planning', 'landscape planning present', 'Property right', 'Sustainable landscape']"
4,74,"['natural resource management', 'unceded urban place', 'urbanised place', 'urban place', 'yanama budyari gumada']"
5,101,"['street homelessness', 'street homeless', 'homelessness', 'homeless', 'Indigenous people']"
6,127,"['Aboriginal youth subculture', 'Aboriginal community', 'disadvantaged Aboriginal community', 'Aboriginal youth', 'Aboriginal culture']"
7,136,"['Aboriginal participation', 'indigenous participation', 'diverse city', 'urban polity', 'heritage']"
8,140,"['death', 'Quebec rural francophones', 'ethnographic study', 'rural francophones', 'Milieu rural']"
9,164,"['Indigenous family retain', 'Indigenous community', 'Aboriginal family', 'Indigenous family', 'Indigenous theme']"
10,199,"['Indigenous placemaking', 'Indigenous culture', 'transformative urban design', 'settler city', 'urban design']"
11,220,"['modern environmental hazard', 'environmental concern', 'environmental hazard', 'religious community', 'conservative religious community']"
12,221,"['sustainable lifestyle practice', 'sustainable development', 'sustainability', 'Australasian region', 'lifestyle practice']"
13,309,"['architecture', 'indigenous knowledge', 'architect iredale', 'architect iredale pedersen', 'spatial framework']"
14,317,"['Balinese culture', 'Balinese society', 'Balinese society refers', 'cultural conservation', 'bali']"
15,367,"['Intercultural landscape', 'intercultural place', 'cultural literacy framework', 'contemporary urban centre', 'landscape architect']"
16,383,"['Indigenous movement', 'aboriginal affair', 'council', 'habitation', 'government']"
