No,DocId,key-phrases
1,4,"['typhoid immunisation', 'Typhoid fever', 'typhoid fever case', 'typhoid', 'Salmonella typhi']"
2,65,"['urban housing complies', 'residential standard', 'current residential standard', 'housing complies', 'urban housing']"
3,118,"['urban blight determinant', 'urban blight expert', 'urban blight', 'Urban blight reduces', 'fuzzy cognitive mapping']"
4,183,"['ecodevelopment', 'ecological spatial planning', 'environmental spatial planning', 'Sustainable development', 'environmental crisis']"
5,204,"['smart city application', 'smart city', 'Smart City road', 'smart application', 'intelligent system']"
6,227,"['smart urban development', 'fuzzy linguistic variable', 'fuzzy logic', 'aggregated fuzzy score', 'fuzzy approach']"
7,256,"['Residential environment evaluation', 'sustainable residential environment', 'Residential environment quality', 'residential environmental satisfaction', 'residential environmental quality']"
8,332,"['human mobility system', 'human mobility', 'mobility model', 'smart transportation', 'mobility system']"
9,354,"['environmental health management', 'environmental health', 'urban environment design', 'environmental pollution effect', 'heavy metal pollution']"
10,357,"['cement catalyst', 'recycle epoxy resin', 'mortar cement catalyst', 'polymer composite membrane', 'photocatalytic degradation']"
11,359,"['healthy city issue', 'healthy city', 'Healthy City project', 'city urban environment', 'urban development']"
12,389,"['water management plan', 'water management', 'Bangladesh perspective', 'water resource', 'decentralized water management']"
