No,DocId,key-phrases
1,41,"['sustainable food culture', 'food culture', 'sustainable food', 'HCI design', 'urban informatics']"
2,82,"['public apartment', 'apartment', 'housing anxiety', 'improved building', 'housing']"
3,139,"['urban design', 'urban design practice', 'Urban design need', 'public space', 'urban design today']"
4,147,"['urban design consumer', 'urban design relies', 'international design', 'city planning', 'design consumer']"
5,178,"['neighborhood design concept', 'urban neighborhood design', 'neighborhood urban design', 'new neighborhood design', 'theoretical urban neighborhood']"
6,179,"['smart urban furniture', 'innovative urban furniture', 'urban smart furniture', 'inclusive design', 'urban furniture']"
7,223,"['appropriate urban design', 'public art', 'urban landscape', 'urban space', 'urban environment']"
8,233,"['electricity consumption', 'electrical consumption', 'power grid', 'electric grid company', 'electrical load']"
9,261,"['product design', 'pleasure model', 'design', 'design approach', 'built environment']"
10,270,"['urban public art', 'urban culture', 'art', 'digital information technology', 'colorful city']"
11,290,"['New Urbanist imaginary', 'livability', 'Urbanist imaginary', 'speculative design fiction', 'livable future']"
12,299,"['contemporary urban design', 'place genius', 'place genius loci', 'place', 'wellbeing']"
13,326,"['contemporary public space', 'architecture humanization', 'Contemporary library', 'library', 'architecture']"
14,340,"['urban planning', 'placemaking', 'urban planning process', 'Urban planner', 'Introduction landscape']"
15,343,"['architectural space', 'Today architectural space', 'architectural concept', 'contemporary information technology', 'social interaction technology']"
16,346,"['small bathroom', 'bathroom transformation', 'little bathroom space', 'bathroom space', 'bathroom product']"
17,363,"['interactive city', 'Ambient medium', 'modern urban environment', 'environment', 'technology']"
18,370,"['urban design contribute', 'Good architecture', 'socialization', 'surrounding development', 'sociability']"
19,375,"['Calligraphy art', 'calligraphy', 'Calligraphy art play', 'poetic dwelling', 'urban living environment']"
20,388,"['urban pattern', 'major urban plaza', 'designer personal perception', 'designed space', 'design concept']"
