No,DocId,key-phrases
1,21,"['cultural ecosystem', 'contemporary cultural ecosystem', 'cultural ecosystem service', 'cultural heritage', 'coastal mangrove forest']"
2,31,"['Singapore River waterfront', 'urban reclamation', 'Waterfront development', 'redevelopment', 'Derelict waterfront']"
3,44,"['Singapore River development', 'global urbanism', 'Singapore River landscape', 'acclaimed waterfront', 'Singapore experience']"
4,57,"['urban regeneration', 'historical urban environment', 'Traditional architectural form', 'urban regeneration project', 'historical Chinese city']"
5,126,['abstract']
6,195,"['concern urban historian', 'urban history', 'urban historian', 'Chinese history', 'Chinese peasant uprising']"
7,216,"['pier waterfront redevelopment', 'waterfront redevelopment', 'Swettenham pier waterfront', 'Swettenham pier', 'pier waterfront']"
8,316,"['sustainable floating village', 'sustainable floating community', 'floating village', 'ecotourism development', 'tourism development']"
9,357,"['cement catalyst', 'recycle epoxy resin', 'mortar cement catalyst', 'polymer composite membrane', 'photocatalytic degradation']"
10,372,"['square design concept', 'new square design', 'city appearance', 'city square', 'heritage city']"
11,380,"['Change management project', 'project management', 'management project', 'project manager', 'Change management']"
12,381,"['Aboriginal songwriter', 'aboriginal culture', 'indigenous people', 'aboriginal', 'museum']"
13,382,"['Taiwan Indigenous TV', 'Indigenous TV', 'mainstream Taiwanese society', 'Taiwanese society', 'TV station']"
14,387,"['long beach', 'wide beach', 'Angeles basin', 'Los Angeles basin', 'beach']"
15,393,"['Tokyo life', 'contemporary urban life', 'urban environment', 'urban life', 'city']"
