No,DocId,key-phrases
1,25,"['slum community', 'urban slum', 'slum', 'urban settlement', 'poor urban settlement']"
2,38,"['inclusive municipal governance', 'slum upgrading sustainability', 'towards inclusive governance', 'inclusive governance', 'City governance']"
3,64,"['affect climate change', 'affect climate', 'climate change', 'greenhouse gas emission', 'Population growth']"
4,78,"['urban regime theory', 'urban governance', 'urban regime', 'urban study', 'local government']"
5,97,"['city growth', 'zoning form', 'strategic planning', 'simplified zoning', 'zoning']"
6,114,"['African urban form', 'indigenous urban form', 'sustainable urban development', 'sustainable urban planning', 'urban development']"
7,116,"['city system', 'national development planning', 'development planning', 'Bangkok man', 'national development']"
8,152,"['Nigerian urban life', 'Igbo hinterland', 'southern Nigerian town', 'Yoruba society', 'Nigerian town']"
9,153,"['city organisation', 'domestic city organisation', 'urban governance study', 'governance mode', 'governance']"
10,173,"['good urban governance', 'urban reform', 'urban planner', 'good governance', 'central government']"
11,177,"['housing development', 'housing quality', 'housing planning', 'future housing development', 'Nigerian society']"
12,265,"['urban area', 'Capital Region plan', 'human settlement', 'urban area show', 'many district']"
13,267,"['Neoliberal urban sustainability', 'urban sustainability', 'cultural cityscape', 'gated habitation', 'Neoliberalism']"
14,285,"['western urban model', 'urban planning', 'urban planning model', 'urban history', 'urban model']"
15,348,"['Indian city', 'urban development policy', 'urban growth', 'urbanisation', 'city']"
16,379,"['nomadism', 'nomadic national identity', 'Mongolian pastoralists', 'urban periphery', 'nomad']"
17,392,"['water authority persuasiveness', 'water authority', 'water service', 'population towards authority', 'democratic government']"
