No,DocId,key-phrases
1,14,"['deindustrialised landscape', 'iconic cultural project', 'revitalisation', 'tyne', 'iconic project']"
2,20,"['alternative culture', 'cultural economy', 'heritage', 'city', 'marginal community']"
3,43,"['Transcultural city', 'transcultural placemaking', 'urban place', 'urban space', 'diverse urban environment']"
4,54,"['Dominican immigrant', 'new Dominican presence', 'Dominican presence', 'racialization process', 'civic participation']"
5,66,"['urban informality', 'contemporary nightlife', 'nightlife', 'urban space', 'urban bar']"
6,86,"['Urban planning', 'metropolitan spatial apartheid', 'spatial apartheid', 'place identity', 'cultural identity']"
7,94,"['art activism', 'creative city', 'local cultural policy', 'occupied theatre', 'theatre']"
8,98,"['British suburban literature', 'suburban literature', 'suburban identity', 'contemporary British literature', 'British literature']"
9,109,"['urban tourism increase', 'urban tourism', 'cultural capital', 'Urban beautification', 'urban development']"
10,113,"['cultural policy', 'urban planning', 'city', 'new metropolitan age', 'urban study']"
11,123,"['urban wellbeing', 'community dance', 'nurturing urban wellbeing', 'Vancouver urban governance', 'City festival']"
12,124,"['urban music economy', 'grime music scene', 'music economy', 'informal creative economy', 'grime music']"
13,128,"['Chinatowns worldwide', 'downtown ethnography', 'barrio chino', 'Chinese enclave', 'Barcelona satellite city']"
14,131,"['urban capitalism', 'urban economy', 'Diverse urban theory', 'urban life', 'market city']"
15,133,"['urban history', 'contemporary urban case', 'urban design', 'city past', 'urban built environment']"
16,141,"['Public art', 'Canadian art', 'public space', 'art history', 'art']"
17,142,"['urban space', 'improvisation emerges', 'improvisation', 'political opening', 'urban living']"
18,154,"['urban civic culture', 'towards urban modernity', 'comparative urbanism', 'urban modernity', 'urbanism']"
19,155,"['Indigenous erasure', 'urban Indigenous experience', 'contemporary Indigenous identity', 'Indigenous identity', 'Indigenous experience']"
20,165,"['marginalised city', 'youth culture', 'cultural regeneration', 'youth engagement', 'culture']"
21,166,"['urban landscape', 'particular urban landscape', 'Ponte City project', 'photographer portrays place', 'City project']"
22,167,"['hip hop culture', 'hip hop study', 'hip hop milieu', 'real hip hop', 'hip hop activist']"
23,171,"['Black movement', 'Black struggle', 'African diaspora', 'Black parties', 'Black party']"
24,175,"['modern capital city', 'modern capital', 'urban design', 'subnational identity', 'nationalistic position']"
25,176,"['malandro', 'postcolonial Creole city', 'Asphalt bandit', 'Creole city turn', 'Malandros']"
26,190,"['Ethnic tourism', 'ethnic quarter', 'tourist community', 'Many ethnic quarter', 'urban tourism']"
27,191,"['touristic poverty', 'tourist commodity', 'tourism', 'tourism study', 'favela']"
28,192,"['cultural form', 'symbol', 'ethnographic work', 'social space', 'context']"
29,193,"['diverse community', 'Toward diversity', 'cultural participation', 'cultural participation contributes', 'ethnic diversity']"
30,213,"['ethnic community', 'immigrant community', 'intangible cultural history', 'ethnic community formation', 'interactive cultural history']"
31,218,"['subway system', 'City subway system', 'city subway', 'York city subway', 'Underground movement']"
32,280,"['urban modernism', 'new urban modernism', 'modern youth identity', 'modern youth', 'modern town']"
33,286,"['recent pedestrianization', 'pedestrianization', 'cosmopolitanism', 'urban renewal', 'urban revitalization']"
34,292,"['postpunk', 'counterculture', 'Australian film', 'space', 'Exploring dog']"
35,315,"['Belfast dwells', 'Irish oral culture', 'outwith Troubled narrative', 'Troubled narrative', 'everyday story']"
36,321,"['urban spectacle', 'festival', 'urban space', 'urban semantics', 'cultural expression']"
37,327,"['contemporary globalization', 'urban study', 'cosmopolitanism', 'globalization', 'city']"
38,337,"['urban planning', 'urban planning occur', 'city', 'city building', 'globalization']"
39,368,"['global downtowns', 'heterogeneous downtown today', 'global downtown', 'downtown lifestyle', 'urban anthropology']"
