No,DocId,key-phrases
1,64,"['affect climate change', 'affect climate', 'climate change', 'greenhouse gas emission', 'Population growth']"
2,106,"['urban public space', 'urban design theory', 'urban design', 'urban area', 'resilience']"
3,107,"['urban sustainability indicator', 'urban sustainability', 'sustainable city', 'urban unsustainability', 'sustainability indicator']"
4,118,"['urban blight determinant', 'urban blight expert', 'urban blight', 'Urban blight reduces', 'fuzzy cognitive mapping']"
5,162,"['Dhabi urban development', 'green building system', 'Dhabi economic vision', 'efficient residential building', 'green building incorporates']"
6,202,"['sustainable urban development', 'sustainable urban design', 'sustainable urban policy', 'urban development', 'important urban space']"
7,210,"['Chinese rural design', 'rural design', 'city design', 'rural construction', 'foreign design']"
8,215,"['ecological city', 'green ecological planning', 'ecological planning', 'green ecological civilization', 'new urban planning']"
9,230,"['healthy life expectancy', 'geriatric care', 'frailty prevention', 'frailty prevention measure', 'Japanese medicine']"
10,231,"['smart urban development', 'fuzzy linguistic variable', 'fuzzy logic', 'aggregated fuzzy score', 'fuzzy approach']"
11,256,"['urban sustainable development', 'urban environmental quality', 'environmental quality evaluation', 'urban quality model', 'urban environmental problem']"
12,259,"['Ecological greenway planning', 'Ecological greenway', 'greenway planning', 'intensive urban building', 'cultural landscape']"
13,263,"['Residential environment evaluation', 'sustainable residential environment', 'Residential environment quality', 'residential environmental satisfaction', 'residential environmental quality']"
14,271,"['city resident landscape', 'leisure population', 'landscape characteristic', 'outdoor area', 'outdoor mass resort']"
15,281,"['Public open space', 'urban space organization', 'urban space', 'urban planning', 'open space availability']"
16,282,"['urban spatial structure', 'urban spatial configuration', 'urban spatial integration', 'urban functionality index', 'urban morphology']"
17,297,"['ecological urban civilization', 'urban ecosystem', 'urban green building', 'urban greening', 'urban ecosystem service']"
18,345,"['Wind flow prediction', 'wind environment', 'Wind flow', 'urban building complex', 'urban building']"
19,349,"['sustainable urban environment', 'urban environment', 'landscape design', 'sustainable environment', 'human environment']"
20,365,"['environmental sustainability indicator', 'environmental sustainability', 'Environmental crisis', 'Environmental pollution condition', 'sustainable urban planning']"
21,372,"['environmental health management', 'environmental health', 'urban environment design', 'environmental pollution effect', 'heavy metal pollution']"
22,375,"['cement catalyst', 'recycle epoxy resin', 'mortar cement catalyst', 'polymer composite membrane', 'photocatalytic degradation']"
23,377,"['healthy city issue', 'healthy city', 'Healthy City project', 'city urban environment', 'urbanized area']"
24,378,"['cultural heritage protection', 'traditional culture protection', 'heritage protection', 'Qijiang ancient town', 'culture protection measure']"
25,383,"['characteristic dwelling protection', 'nationality characteristic dwelling', 'traditional folk residence', 'characteristic dwelling', 'traditional residential architecture']"
26,385,"['urban space axis', 'traditional urban axis', 'new urban space', 'urban axis', 'space axis']"
27,387,"['green roof development', 'urban green space', 'green roof technology', 'roof development', 'municipal green roof']"
28,390,"['wangjiang avenue', 'public space environment', 'urban road', 'urban history', 'public space']"
29,391,"['city square design', 'square design', 'style line design', 'city square', 'line design concept']"
30,393,"['traditional urban scene', 'Australian architecture', 'urban renewal', 'modern city', 'modern city begin']"
31,394,"['square design concept', 'new square design', 'city appearance', 'heritage city', 'urban culture root']"
32,398,"['Commercial center', 'commercial centre', 'Public center', 'centre', 'Zhuxi county']"
33,400,"['traffic environmental problem', 'urban traffic environment', 'urban traffic culture', 'traffic environment improvement', 'Urban environmental management']"
34,402,"['livable environmental evaluation', 'environmental evaluation', 'livable city', 'urban science', 'Livable environment']"
35,419,"['urban amenity', 'modern urban environment', 'amenity', 'urban function', 'good cultural environment']"
36,420,"['natural scenery city', 'natural scenery resort', 'scenery city', 'scenery resort', 'natural scenery']"
