No,DocId,key-phrases
1,77,"['Western urban design', 'urban design', 'town building movement', 'Town planning', 'new town building']"
2,144,"['vernacular architectural heritage', 'vernacular architecture', 'vernacular heritage', 'architectural heritage', 'urban form']"
3,170,"['Armenian capital', 'ruralization', 'urban intelligentsia', 'ruralization process', 'urban planning']"
4,224,"['human settlement', 'shelter', 'shelter programme', 'space', 'architect']"
5,229,"['urban design', 'urban design practice', 'Indian city', 'built morphology', 'design spatial theory']"
6,265,"['urban area', 'Capital Region plan', 'human settlement', 'urban area show', 'many district']"
7,267,"['Neoliberal urban sustainability', 'urban sustainability', 'urban governance', 'cultural cityscape', 'Neoliberalism']"
8,282,"['urban spectacle', 'eventful urban space', 'contemporary urbanism', 'Indian city', 'urban space']"
9,291,"['psychological characteristic', 'psychological portrait', 'traditional culture', 'indigenous people', 'culture']"
10,320,"['study urban sprawl', 'urban sprawl', 'social urbanism', 'urban growth', 'urban sprawl finish']"
11,374,"['citizenship education', 'citizen orientation', 'citizenship law', 'word citizen', 'citizenship']"
12,379,"['nomadism', 'nomadic national identity', 'Mongolian pastoralists', 'urban periphery', 'nomad']"
