No,DocId,key-phrases
1,2,"['urban green space', 'natural environment', 'restorative environment', 'green space', 'city planning perspective']"
2,3,"['urban landscape', 'urban environment', 'outdoor urban environment', 'Urban Planning contribution', 'provide nature']"
3,8,"['transdisciplinary landscape research', 'different landscape concept', 'landscape research', 'landscape concept', 'transdisciplinary landscape concept']"
4,9,"['environmental aesthetic', 'pure environmental aesthetic', 'landscape taste', 'scenic landscape', 'aesthetic']"
5,12,"['ecology', 'behavioral landscape preference', 'arcadian landscape', 'nature', 'landscape']"
6,40,"['cultural ecosystem service', 'cultural ecosystem', 'ecosystem service', 'cultural service', 'cultural value']"
7,53,"['urban green landscape', 'green space designing', 'green landscape', 'preferred flower', 'ornamental plant specie']"
8,58,"['riparian landscape', 'riparian management', 'riparian area', 'cultural sustainability', 'Ecological sustainability']"
9,63,"['stonewall tree', 'Mature urban tree', 'Community attachment', 'urban development', 'old masonry']"
10,87,"['public space varies', 'public open space', 'public space', 'healthy urban environment', 'open space']"
11,95,"['green space assessment', 'green space use', 'green space type', 'sensory dimension', 'green space user']"
12,180,"['fMRI', 'brain region activity', 'neuroscience', 'brain region', 'brain']"
13,203,"['immense landscape park', 'landscape park area', 'landscape park', 'Historic landscape', 'tourist attraction']"
14,250,"['landscape designing', 'landscape significance', 'landscape symbol', 'landscape perception', 'landscape perception research']"
15,310,"['open public space', 'public square case', 'new public space', 'public square', 'urban design']"
