No,DocId,key-phrases
1,36,"['sustainable city', 'inefficient city', 'environmental sustainability', 'sustainable performance', 'sustainability perspective']"
2,105,"['successful Lean implementation', 'Lean implementation', 'Lean practitioner', 'Lean philosophy', 'Lean practice']"
3,107,"['urban sustainability indicator', 'urban sustainability', 'urban unsustainability', 'sustainability indicator', 'sustainable development']"
4,158,"['urban rural settlement', 'rural settlement potential', 'rural settlement', 'Smart settlement', 'urban area']"
5,159,"['wood construction', 'wood construction field', 'totora productivity', 'construction material', 'wood']"
6,162,"['Dhabi urban development', 'green building system', 'Dhabi economic vision', 'efficient residential building', 'green building incorporates']"
7,183,"['ecodevelopment', 'ecological spatial planning', 'environmental spatial planning', 'environmental crisis', 'ecosystem arises']"
8,256,"['Residential environment evaluation', 'sustainable residential environment', 'Residential environment quality', 'residential environmental satisfaction', 'residential environmental quality']"
9,354,"['environmental health management', 'environmental health', 'urban environment design', 'environmental pollution effect', 'heavy metal pollution']"
10,357,"['cement catalyst', 'recycle epoxy resin', 'mortar cement catalyst', 'polymer composite membrane', 'photocatalytic degradation']"
11,378,"['livable environmental evaluation', 'urban planning', 'environmental evaluation', 'livable city', 'urban science']"
