No,DocId,key-phrases
1,1,"['Urban social life', 'urban life', 'urban sociology', 'automobile', 'modern civil society']"
2,130,"['mobility paradigm', 'mobile risk society', 'risk society', 'mobility', 'regime mobility']"
3,144,"['vernacular architectural heritage', 'vernacular architecture', 'vernacular heritage', 'architectural heritage', 'urban form']"
4,176,"['malandro', 'Asphalt bandit', 'postcolonial Creole city', 'Malandros', 'Creole city turn']"
5,185,"['Japanese urban study', 'later Japanese architect', 'Urban survey', 'Japanese architect', 'urban study']"
6,192,"['cultural form', 'symbol', 'ethnographic work', 'social space', 'word symbol']"
7,225,"['Bengali community', 'intangible cultural resource', 'Culture', 'cultural heritage', 'heritage']"
8,282,"['urban spectacle', 'eventful urban space', 'contemporary urbanism', 'Indian city', 'urban space']"
9,328,"['urbanity understood', 'new urbanity', 'everyday urbanism', 'cultural urban study', 'cultural urban']"
10,329,"['dystopian city', 'urban geographer opine', 'urbanisation', 'urban area', 'cityscape']"
