No,DocId,key-phrases
1,37,"['private transport', 'private transport service', 'public transport', 'transport service', 'transport infrastructure']"
2,42,"['urban design', 'careful traffic', 'urban environment', 'traffic behaviour', 'traffic infrastructure']"
3,55,"['transit village', 'public transit system', 'urban public transit', 'Urban planning', 'new transit hubs']"
4,70,"['sustainable transportation', 'unsustainable transportation', 'intercity public transportation', 'electric vehicle', 'transportation']"
5,119,"['sustainable active mobility', 'sustainable mobility', 'walking mindset', 'walking culture', 'awareness campaign strategy']"
6,139,"['urban design', 'urban design practice', 'urban design today', 'public space', 'public behaviour']"
7,145,"['international walkability research', 'walkability research', 'walkability research agenda', 'fivefold international walkability', 'walkability']"
8,158,"['rural settlement potential', 'rural settlement', 'Smart settlement', 'settlement organization', 'urban area']"
9,168,"['chosen public space', 'public space', 'privacy need', 'privacy', 'urban design']"
10,178,"['neighborhood design concept', 'urban neighborhood design', 'neighborhood urban design', 'theoretical urban neighborhood', 'new neighborhood design']"
11,189,"['urban space', 'Public space', 'urban planning', 'urban life', 'anatolian city']"
12,196,"['microcosmic city', 'population density', 'urban development', 'land use', 'land use policy']"
13,207,"['Smart City concept', 'smart city', 'City concept', 'Sustainable social innovation', 'urban planning']"
14,230,"['vehicle choice model', 'vehicle use', 'vehicle choice', 'vehicle type choice', 'developed vehicle choice']"
15,241,"['vibrant city', 'talaat harb street', 'rich urban culture', 'urban culture', 'revitalization']"
16,247,"['everyday urban function', 'urbanity', 'place theory', 'urban function', 'movement infrastructure']"
17,255,"['transit infrastructure', 'urban mass transit', 'mass transit', 'transit', 'TOD design']"
18,266,"['decentralizing urbanization', 'size city', 'energy intensive development', 'medium size city', 'urbanization']"
19,277,"['sustainable mobility', 'sustainable mobility strategy', 'sustainable neighbourhood road', 'sustainable transportation', 'urban mobility']"
20,322,"['smart city', 'urban planning', 'governance', 'governance practice', 'public policy strategy']"
21,323,"['smart city', 'ICT enable indicator', 'city transformation', 'urban area', 'city']"
22,331,"['urban landscape', 'urban planning', 'local society', 'elderly people', 'community']"
23,356,"['urban rail corridor', 'urban rail', 'Several commuter rail', 'rail corridor', 'commuter rail']"
24,390,"['public transport company', 'public transport', 'activity centre', 'transport service', 'transport company']"
