No,DocId,key-phrases
1,2,"['urban green space', 'natural environment', 'restorative environment', 'green space', 'city planning perspective']"
2,8,"['transdisciplinary landscape research', 'different landscape concept', 'landscape research', 'landscape concept', 'transdisciplinary landscape concept']"
3,9,"['environmental aesthetic', 'pure environmental aesthetic', 'landscape taste', 'scenic landscape', 'aesthetic']"
4,12,"['ecology', 'behavioral landscape preference', 'arcadian landscape', 'nature', 'landscape']"
5,19,"['inclusive landscape', 'inclusive design', 'towards inclusive design', 'landscape architect', 'cultural experience']"
6,28,"['multinaturalism', 'multiculturalism', 'collective experiment', 'scientific laboratory', 'modernity']"
7,53,"['urban green landscape', 'green space designing', 'green landscape', 'preferred flower', 'ornamental plant specie']"
8,58,"['riparian landscape', 'riparian management', 'riparian area', 'cultural sustainability', 'Ecological sustainability']"
9,180,"['fMRI', 'brain region activity', 'neuroscience', 'brain region', 'brain']"
10,228,"['Structural beauty', 'structural beauty arises', 'art', 'architecture', 'beauty']"
11,250,"['landscape designing', 'landscape significance', 'landscape symbol', 'landscape perception', 'landscape perception research']"
