No,DocId,key-phrases
1,37,"['public transport', 'private transport', 'private transport service', 'transport need', 'transport']"
2,42,"['urban design', 'urban environment', 'careful traffic', 'traffic behaviour', 'traffic infrastructure']"
3,55,"['transit village', 'public transit system', 'urban public transit', 'Urban planning', 'transit system']"
4,70,"['sustainable transportation', 'unsustainable transportation', 'intercity public transportation', 'electric vehicle', 'transportation']"
5,119,"['sustainable active mobility', 'sustainable mobility', 'walking mindset', 'walking culture', 'active mobility']"
6,230,"['vehicle choice model', 'vehicle use', 'vehicle choice', 'vehicle type choice', 'developed vehicle choice']"
7,255,"['transit infrastructure', 'urban mass transit', 'mass transit', 'transit', 'TOD design']"
8,277,"['sustainable mobility strategy', 'sustainable neighbourhood road', 'urban mobility', 'sustainable neighbourhood street', 'street mobility']"
9,356,"['urban rail corridor', 'urban rail', 'Several commuter rail', 'rail corridor', 'commuter rail']"
10,390,"['public transport company', 'activity centre', 'transport service', 'transport company', 'attraction park']"
