No,DocId,key-phrases
1,33,"['regional entrepreneurial ecosystem', 'regional innovation', 'regional economic development', 'entrepreneurial ecosystem', 'knowledge spillover']"
2,60,"['unpopular outdoor place', 'popular place', 'urban area', 'popular restaurant', 'urban design']"
3,134,"['bridge architecture', 'many urban bridge', 'architecture', 'urban bridge', 'important infrastructure']"
4,148,"['small business influence', 'Small business', 'Community development', 'business', 'entrepreneurship']"
5,161,"['traffic simulation', 'pedestrian movement', 'traffic flow', 'Simulated people', 'Smart city']"
6,207,"['Smart City concept', 'City concept', 'Sustainable social innovation', 'urban planning', 'social innovation']"
7,251,"['urban planning sector', 'Modern city', 'urban study theorist', 'Future metropolis', 'urban study']"
8,260,"['urban policy', 'urban indicator project', 'urban sustainability', 'Urban indicator', 'regional planning']"
9,274,"['urban livability measure', 'Urban livability', 'livability measure', 'many urban livability', 'livability']"
10,322,"['governance', 'governance practice', 'public policy strategy', 'public administration', 'economic development']"
