Cluster,DocId,Cited by,Title,Author Keywords,Abstract,Year,Source title,Authors,DOI,Document Type,x,y
149,1,,Reconciling data-driven crime analysis with human-centered algorithms,Crime analysis; Machine learning; Social disorganization,"This study combines traditional statistical methods with machine learning to better understand locally relevant, contextual models for analyzing crime in two urban American cities. Using census tracts as the units of analysis and controlling for several structural characteristics associated with crime, we find that in Milwaukee, Wisconsin, violent crime is associated with concentrated disadvantage, residential stability, ethnic heterogeneity, total population, and spatial lag of violent crime. Yet, the most important variable is the spatial lag of violent crime, followed by residential stability, ethnic heterogeneity, total population, and concentrated disadvantage. In addition, we find that in Chicago, Illinois, violent crime is associated with immigration, owner-occupied housing, proportion in professional occupations, and proportion population with college degree or higher, as well as ethnic heterogeneity, total population, and the spatial lag for violent crime. Machine learning models suggest that for Chicago's violent crime, the most important variable is the spatial lag term for violent crime, followed by total population, immigration, college education or beyond, owner occupancy, ethnic heterogeneity, and employment in professional occupations. The findings for property crime are similar: in Milwaukee, we find that disadvantage, residential stability, ethnic heterogeneity, total population and spatial lag for property crime are significant predictors in the traditional regression models. However, the most important variable for property crime in Milwaukee is the spatial lag term, followed by total population, ethnic heterogeneity, residential stability and disadvantage. The statistically significant predictors of property crime in Chicago include immigration, owner-occupied housing units, living in the same house, proportion of workforce in professional occupations, college education and beyond, total population, and the spatial lag for property crime. In Chicago, the most important variable for property crime is the spatial lag term, then the total population, the proportion of individuals in professional occupations, concentrated immigration, college education and beyond, living in the same house, and the proportion of owner-occupied housing units. Urban planners must consider policies that can effectively reduce nearby crime and violence in all cities that experience high crime levels, but also design locally responsive policies that make sense within a local context: in Milwaukee, residential stability matters more for violent crime than for property crime, while in Chicago, total population is similarly important for both violent crime and property crime. In Milwaukee, ethnic heterogeneity is similarly important for violent and property crime, while in Chicago, ethnic heterogeneity is not a very important variable for violent crime and it is not a significant predictor of property crime. Therefore, urban policy must differently approach social disorganization indicators and support the nuances of the local context for urban planning and policy. © 2022 Elsevier Ltd",2022,Cities,"Clancy K., Chudzik J., Snowden A.J., Guha S.",10.1016/j.cities.2022.103604,Article,11.0848855972,5.5410184860000005
149,3,,Spatiotemporal patterns and mechanisms of street vending from the social sensing perspective: A comparison between law-enforcement reported and residents complain events,High-frequency; Perception bias; Smart urban governance; Social sensing; Spatiotemporal big data; Street vending,"Street vending is an important part of the urban informal economy, especially in developing countries. How to control its negative externalities while augmenting its positive roles in the urban socio-economic system poses challenges to urban planning and governance. Existing studies have insufficiently addressed the issue largely due to the lack of high-frequent observation data for street vending events. By introducing socially sensed big data from the smart urban governance platform, as well as records from the “12345” urban problem complaint hotline of Jiangbei District, Ningbo, China, this paper examines and compares the spatiotemporal patterns and occurrence mechanisms of street vending events from both the urban managers' “top-down” and the urban residents' “bottom-up” points of view. Statistical and machine learning models show that the distribution of street vending activities as sensed by the two subjects does not overlap. The former concentrates in central urban areas and work times, while the latter is scattered distributed in everyday life-related places and times. The findings reaffirm the existence of perception bias in social sensing data and show the potential for utilizing such bias to nudge better urban governance practices. Theoretically and empirically, this research has contributed to promoting the people-oriented transformation of urban governance. © 2022",2022,Cities,"Li C., Huang Y., Shen Y., Xu L.",10.1016/j.cities.2022.103597,Article,11.3323926926,5.2539486885
149,8,,Automatic Target Detection from Satellite Imagery Using Machine Learning,Deep learning; Faster RCNN; Satellite images; SIMRDWN; SSD; YOLO,"Object detection is a vital step in satellite imagery-based computer vision applications such as precision agriculture, urban planning and defense applications. In satellite imagery, object detection is a very complicated task due to various reasons including low pixel resolution of objects and detection of small objects in the large scale (a single satellite image taken by Digital Globe com-prises over 240 million pixels) satellite images. Object detection in satellite images has many challenges such as class variations, multiple objects pose, high variance in object size, illumination and a dense background. This study aims to compare the performance of existing deep learning algorithms for object detection in satellite imagery. We created the dataset of satellite imagery to perform object detection using convolutional neural network-based frameworks such as faster RCNN (faster region-based convolutional neural network), YOLO (you only look once), SSD (single-shot detector) and SIMRDWN (satellite imagery multiscale rapid detection with windowed networks). In addition to that, we also performed an analysis of these approaches in terms of accuracy and speed using the developed dataset of satellite imagery. The results showed that SIMRDWN has an accuracy of 97% on high-resolution images, while Faster RCNN has an accuracy of 95.31% on the standard resolution (1000 × 600). YOLOv3 has an accuracy of 94.20% on standard resolution (416 416) while on the other hand SSD has an accuracy of 84.61% on standard resolution (300 × 300). When it comes to speed and efficiency, YOLO is the obvious leader. In real-time surveillance, SIMRDWN fails. When YOLO takes 170 to 190 milliseconds to perform a task, SIMRDWN takes 5 to 103 milliseconds. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",2022,Sensors,"Tahir A., Munawar H.S., Akram J., Adil M., Ali S., Kouzani A.Z., Pervez Mahmud M.A.",10.3390/s22031147,Article,11.0321187973,5.9946494102
149,10,,Reconceptualizing urban heat island: Beyond the urban-rural dichotomy,Complex urban system; Environmental sustainability; Mitigation and adaptation; Networks; Urban heat island,"Past decades have seen drastically increasing research effort and progress on the study of the phenomenon of urban heat island (UHI). Despite its simplicity, this convenient concept has promoted significant advances in scientific research and policy making processes in the urban environmental community. Nevertheless, the oversimplification and inadequacy of the urban-rural dichotomy, inherited in the UHI concept, is increasingly manifest today in the continuously urbanized world. In this study, we conduct a holistic and in-depth survey of the inadequacy of the urban-rural dichotomy intrinsic to the definition of UHI, from theoretical, technical, and practical perspectives. In addition, in the light of recent research advances, we urge to radically reconceptualize UHI by proposing a novel paradigm by treating the total urban environment as a complex dynamic system. The new framework broadens the frontier of conventional urban environmental study by utilizing advanced techniques of complex systems and data sciences, including complex network theory, machine learning techniques, causal inference, etc. The reconceptualization of UHI is also expected to foster decision making and urban planning, and to avoid the one-sidedness of the singular and often too exclusive aim of heat mitigation. © 2021 Elsevier Ltd",2022,Sustainable Cities and Society,Wang Z.-H.,10.1016/j.scs.2021.103581,Review,10.9444570541,5.3926734924
149,12,,Investigation of Airflow around Buildings using Large-Eddy Simulations for Unmanned Aircraft Systems Applications,,"The ever-increasing demand for Unmanned Aircraft Systems (UAS) has led to the desire for integrating them into spaces in close proximity of humans like dense urban spaces, a reality previously thought of as inconceivable. One of the main concerns to be addressed before its widespread adoption is safety, especially in areas of operation adjacent to structures like buildings. This work investigates the effect of building geometries on the flow field in a simplified urban setup consisting of an isolated building to predict their potential impacts on UAS operations. Unanticipated wind gusts or turbulent flow conditions prevalent around various structures constitute a significant challenge for UAS operations in urban environments. We use Large-Eddy Simulation to better understand the unsteady and highly coherent turbulent flow structures produced by buildings in neutral atmospheric boundary layer flow. Furthermore, we also demonstrate a non-intrusive machine learning methodology to predict flow fields to augment safe wind-aware navigation systems for Unmanned Aerial Vehicles as a first step towards safely integrating UAS into existing aerial infrastructure. © 2022, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.",2022,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022","Landua T.R., Vuppala R.K.S.S., Kara K.",10.2514/6.2022-1688,Conference Paper,10.9389753342,5.678899765
149,13,,Designing Data Validation Framework for Crowd-Sourced Road Monitoring Applications,Crowd sourcing; Data validation; Machine learning; Naive Bayes,"With the wide availability of smartphone sensing and the Internet connections, mobile crowd sourcing (MCS) has become a promising paradigm for collecting opinions and providing services to the citizens. In the smart city context, crowd data, both in the form of their opinions and in the form of sensing data from their smartphones are very useful for scalable monitoring of resource demand and planning. Since these devices are portable, it is carried by almost every citizen, thus making them ubiquitous. However, the main bottleneck of such crowd intelligence-based services is data validation as opinions can be biased, influenced by some factors not relevant to the problem in focus. So, in this paper, a data validation framework utilizing machine learning techniques for mobile crowdsourcing applications is proposed. It is focused on MCS-based road monitoring applications. The idea of crowdsourced urban area road monitoring application(CURMA) presented in the paper is implemented and results show the crucial need for such data validation frameworks. © 2022, The Institution of Engineers (India).",2022,Journal of The Institution of Engineers (India): Series B,"Saha J., Roy S., Das T.K., Purkait K., Chowdhury C.",10.1007/s40031-022-00713-x,Article,11.1478061676,5.5313901901
149,15,,Automatic identification of addresses: A systematic literature review,Address geocoding; Address matching; Address parsing; Deep learning; Machine learning; Natural language processing,"Address matching continues to play a central role at various levels, through geocoding and data integration from different sources, with a view to promote activities such as urban planning, location-based services, and the construction of databases like those used in census operations. However, the task of address matching continues to face several challenges, such as non-standard or incomplete address records or addresses written in more complex languages. In order to better understand how current limitations can be overcome, this paper conducted a systematic literature review focused on automated approaches to address matching and their evolution across time. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines were followed, resulting in a final set of 41 papers published between 2002 and 2021, the great majority of which are after 2017, with Chinese authors leading the way. The main findings revealed a consistent move from more traditional approaches to deep learning methods based on semantics, encoder-decoder architectures, and attention mechanisms, as well as the very recent adoption of hybrid approaches making an increased use of spatial constraints and entities. The adoption of evolutionary-based approaches and privacy preserving methods stand as some of the research gaps to address in future studies. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2022,ISPRS International Journal of Geo-Information,"Cruz P., Vanneschi L., Painho M., Rita P.",10.3390/ijgi11010011,Review,11.0975046158,5.5245690346
149,22,1.0,GCN2CDD: A Commercial District Discovery Framework via Embedding Space Clustering on Graph Convolution Networks,Commercial district discovery; embedding space; graph convolution networks (GCNs); human mobility,"Modern enterprises attach much attention to the selection of commercial locations. With the rapid development of urban data and machine learning, we can discover the patterns of human mobility with these data and technology to guide commercial district discovery. In this article, we propose an unsupervised commercial district discovery framework via embedding space clustering on graph convolution networks to solve the problem of commercial district discovery. Specifically, the proposed framework aggregates human mobility features according to geographic similarity by graph convolution networks. Based on the graph convolution network embedding space, we apply hierarchical clustering to mine the latent functional regions hidden in different human patterns. Then, with the kernel density estimation, we can obtain the semantic labels for the clustering results to discover commercial districts. Finally, we analyze the multisource data of the Xiaoshan District and Chengdu City, and experiments verify the effectiveness of our framework. © 2005-2012 IEEE.",2022,IEEE Transactions on Industrial Informatics,"Shen G., Zhao Z., Kong X.",10.1109/TII.2021.3051934,Article,11.4089670181,5.3922410011
149,30,,Multistep Traffic Speed Prediction from Spatial-Temporal Dependencies Using Graph Neural Networks,Attention mechanism; Deep learning; Graph convolution; Traffic speed prediction,"Accurate traffic forecasting on citywide networks is one of the crucial urban data mining applications that accurately provide congestion warning and transportation scheduling. While previous work has made significant efforts to learn traffic temporal dynamics and spatial dependencies, two key limitations exist in current models: (1) most existing approaches solely capture spatial correlations among neighbors on predefined graph structure, and genuine relation may be missing due to the incomplete graph connections; and (2) existing methods are defective to capture the temporal trends because the recurrent and stacking structure employed in these methods suffers from the long-range temporal dependency vanquish problem. To overcome the difficulty in multistep prediction and further capture the dynamic spatialoral dependencies of traffic flows, we propose a new traffic speed prediction framework for multiscale graph attention networks (MS-GATNs). In particular, MS-GATNs is a hierarchically structured graph neural architecture that learns not only the local region-wise geographical dependencies but also the spatial semantics from a global perspective. Furthermore, a multiheads attention mechanism is introduced to empower our model with the capability of capturing complex nonstationary temporal dynamics. Experiments on real-world traffic data sets demonstrate that MS-GATNs outperforms the state-of-the-art baselines in long-term forecasting. © 2021 American Society of Civil Engineers.",2021,Journal of Transportation Engineering Part A: Systems,"Wu X., Fang J., Liu Z., Wu X.",10.1061/JTEPBS.0000600,Article,11.4031839371,5.6268773079
149,31,,Quantifying physical and psychological perceptions of urban scenes using deep learning,Cityscapes; Complex perceptions; Deep learning; Human-oriented; Image big data; Massive street-view datasets,"The complicated relationship between urban scenes and public perceptions has long been a concern in many disciplines. Previous studies have lacked human-oriented technical paths and high-throughput datasets to quantify physical and psychological perceptions in different land-use scenarios. This paper adopts a novel transfer learning approach to quantify the six types of landsense indices (LSIs) as psychological perception metrics and employs panoptic segmentation to parameterize the view index (VI) and the number of foreground instances (NFIs) as physical perception measures. Then, a quantitative analysis is conducted in Beijing's six Ring Road areas, and the connections between people's physical and psychological perceptions of heterogeneous land use are explored. The landsense maps can depict the distribution of LSIs and facilitate the understanding of complex perceptions distributed at a large scale. The regression model shows that natural landscapes (trees, grasses, and mountains) in the Beijing built-up area exhibit an overall positive performance. Moreover, for several block-level land uses, industrial scenery is related to overall negative psychological feelings. Parks and green spaces are positively related to psychological perceptions, because of the greater exposure opportunities to natural landscapes for residents. The framework in this research has potential in assisting urban planning and land-use management, and it enriches the datasets with extensive information, thereby improving the psychological perceptions of urban scenes from residents’ perspectives. The novel approaches in this paper take a step forward in quantifying and understanding the public perceptions of urban landscapes. © 2021 Elsevier Ltd",2021,Land Use Policy,"Zhang Y., Li S., Dong R., Deng H., Fu X., Wang C., Yu T., Jia T., Zhao J.",10.1016/j.landusepol.2021.105762,Article,11.0013513565,5.5036931038
