HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
0,6,,2022,Article,Generative Adversarial Network Approach to Future Sermonizing of Housing Dispersal in Emerging Cities,"This study aims to visualize the future housing dispersal of expatriates, based on the predicted urban growth in emerging cities. Generalized adversarial networks (GANs) will be utilized to predict the future urban growth of Doha Metropolitan emerging city. The housing dispersal of expatriates will be visualized on the predicted urban growth map to investigate housing preferences, which will be based on Gordon's theory. This study will prove the feasibility of a process approach when practicing the management of urban growth in emerging cities worldwide. It could be a robust solution for the worsening imbalance in the urban morphology of metropolitan cities. The findings of the broad-spectrum housing dispersal guidelines could benefit the policymakers and planners for the realities of spatial patterns and future urban growth. © 2021 American Society of Civil Engineers.",Emerging cities; Generative adversarial network; Housing dispersal; Machine learning; Urban growth,"Ibrahim H., Khattab Z., Khattab T., Abraham R.",10.1061/(ASCE)UP.1943-5444.0000783,5.02,7.29
1,11,,2022,Article,Urban Catchment-Scale Blue-Green-Gray Infrastructure Classification with Unmanned Aerial Vehicle Images and Machine Learning Algorithms,"Green infrastructure (GI), such as green roofs, is now widely used in sustainable urban development. An accurate mapping of GI is important to provide surface parameterization for model development. However, the accuracy and precision of mapping GI is still a challenge in identifying GI at the small catchment scale. We proposed a framework for blue-green-gray infrastructure classification using machine learning algorithms and unmanned aerial vehicle (UAV) images that contained digital surface model (DSM) information. We used the campus of the Southern University of Science and Technology in Shenzhen, China, as a study case for our classification method. The UAV was a DJI Phantom 4 Multispectral, which measures the blue, green, red, red-edge, and near-infrared bands and DSM information. Six machine learning algorithms, i.e., fuzzy classifier, k-nearest neighbor classifier, Bayes classifier, classification and regression tree, support vector machine (SVM), and random forest (RF), were used to classify blue (including water), green (including green roofs, grass, trees (shrubs), bare land), and gray (including buildings, roads) infrastructure. The highest kappa coefficient was observed for RF and the lowest was observed for SVM, with coefficients of 0.807 and 0.381, respectively. We optimized the sampling method based on a chessboard grid and got the optimal sampling interval of 11.6 m to increase the classification efficiency. We also analyzed the effects of weather conditions, seasons, and different image layers, and found that images in overcast days or winter days could improve the classification accuracy. In particular, the DSM layer was crucial for distinguishing green roofs and grass, and buildings and roads. Our study demonstrates the feasibility of using UAV images in urban blue-green-gray infrastructure classification, and our infrastructure classification framework based on machine learning algorithms is effective. Our results could provide the basis for the future urban stormwater management model development and aid sustainable urban planning. Copyright © 2022 Jia, Cui and Liu.",blue infrastructure; classification; green infrastructure; machine learning; unmanned aerial vehicle images,"Jia J., Cui W., Liu J.",10.3389/fenvs.2021.778598,1.39,8.19
-1,42,,2021,Article,"SPATIAL CLASSIFICATION of URBAN LAND by SPECULATIVE LAND VALUE and MSI SATELLITE IMAGERY USING K-MEANS, in HUANCAYO, PERU [CLASIFICACIÓN ESPACIAL DEL SUELO URBANO POR EL VALOR ESPECULATIVO DEL SUELO E IMÁGENES MSI SATELITALES USANDO K-MEANS, HUANCAYO, PERÚ]","The city of Huancayo, like other intermediate cities in Latin America, faces problems of poorly planned land-use changes and a rapid dynamic of the urban land market. The scarce and outdated information on the urban territory impedes the adequate classification of urban areas, limiting the form of its intervention. The purpose of this research was the adoption of unassisted and mixed methods for the spatial classification of urban areas, considering the speculative land value, the proportion of urbanized land, and other geospatial variables. Among the data collection media, Multi-Spectral Imagery (MSI) from the Sentinel-2 satellite, the primary road system, and a sample of direct observation points, were used. The processed data were incorporated into georeferenced maps, to which urban limits and official slopes were added. During data processing, the K-Means algorithm was used, together with other machine learning and assisted judgment methods. As a result, an objective classification of urban areas was obtained, which differs from the existing planning. © 2021 The authors. All right reserved.",Artificial intelligence; Real estate market; Urban periphery; Urban planning,Zamalloa G.R.P.,10.22320/07183607.2021.24.44.06,2.44,8.01
1,72,,2021,Conference Paper,A novel approach for change detection analysis of land cover from multispectral FCC optical image using machine learning,"Land covers refers to the physical land types such as vegetation, water, urban area, roads, and many more according to the geographical region. With the rapid change in land-use patterns, the land covers are varying drastically which requires immediate attention to have an eye at the impact of the land use planning and environmental changes is on the right track, or it needs to be modified. Hence utilizing the advancements in remote sensing technology for analyzing Land Use Land Cover (L ULC) classification maps using satellite images of the geographical region plays an important role in analyzing the present scenario of land covers. This paper proposes a novel approach for change detection analysis using the classification maps generated using Machine Learning (ML) classification techniques on a particular geographical region surrounding Nirma University, Ahmedabad, India. The highest classification accuracy of 98.48% was achieved using Support Vector Machine (SVM) for Near Infrared (NIR) band False Colour Composite (FCC) image obtained from Sentinel 2. © 2021 IEEE.",Change Detection; Land Use Land Classification; Machine Learning; Multispectral; Remote Sensing,"Patel K., Jain M., Patel M.I., Gajjar R.",10.1109/ICORT52730.2021.9582057,1.09,7.49
-1,90,3.0,2021,Article,"Identifying different types of urban land use dynamics using Point-of-interest (POI) and Random Forest algorithm: The case of Huizhou, China","The significant economic development witnessed in China in recent decades has been accompanied by the increasing expansion of urban areas. Although a growing literature has analyzed the characteristics and driving forces of urban land expansion, less attention has been paid to examining the different expansion determinants driving fine-scale urban land use (residential land, administration and public services land, commercial land, and industrial land) change. This paper aims to identify the differences of multi-mechanisms driving fine-scale urban land use expansion based on big data and machine learning, in the Huizhou downtown area in 2000–2015. The Random Forest (RF) algorithm is used to identify the natural, transportation, location, social, and POI factors driving land expansion by considering different urban land-use categories. Our RF estimations showed that enormous differences existed between various urban land-use types in terms of the role they played in this expansion and their relation to potential determinants, during the different urban development stages studied. Transportation, location, and the distribution of actual land use were found to exert a greater influence on urban land expansion than other factors. All the findings above provide detailed spatiotemporal knowledge and targeted information that can aid in understanding fine-scale urban land use dynamics. In this way, sound planning strategies for different fine-scale land uses can be formulated more scientifically. The strength of association between these factors and urban land expansion differed greatly depending on the different land-use types involved as well as the urban development stage that it occurred within. These results cast a new light on the importance of investigating the potential driving forces in the expansion of different urban land-use types. © 2021 Elsevier Ltd",Big data; Driving forces; Fine-scale; Huizhou; Random Forest; Urban land use,"Wu R., Wang J., Zhang D., Wang S.",10.1016/j.cities.2021.103202,4.15,6.92
0,100,1.0,2021,Article,Regional population forecast and analysis based on machine learning strategy,"Regional population forecast and analysis is of essence to urban and regional planning, and a well-designed plan can effectively construct a sound national infrastructure and stabilize positive population growth. Traditionally, either urban or regional planning relies on the opinions of demographers in terms of how the population of a city or a region will grow. Multi-regional population forecast is currently possible, carried out mainly on the basis of the Interregional Cohort-Component model. While this model has its unique advantages, several demographic rates are determined based on the decisions made by primary planners. Hence, the only drawback for cohort-component type population forecasting is allowing the analyst to specify the demographic rates of the future, and it goes without saying that this tends to introduce a biased result in forecasting accuracy. To effectively avoid this problem, this work proposes a machine learning-based method to forecast multi-regional population growth objectively. Thus, this work, drawing upon the newly developed machine learning technology, attempts to analyze and forecast the population growth of major cities in Taiwan. By effectively using the advantage of the XGBoost algorithm, the evaluation of feature importance and the forecast of multi-regional population growth between the present and the near future can be observed objectively, and it can further provide an objective reference to the urban planning of regional population. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Boosting regression; Population growth prediction,"Wang C.-Y., Lee S.-J.",10.3390/e23060656,4.8,7.48
0,114,1.0,2021,Article,Modeling fine-scale residential land price distribution: An experimental study using open data and machine learning,"Modeling the fine-scale spatiotemporal distribution of residential land prices (RLPs) is the basis for scientifically allocating land resources, managing the residential market and improving urban planning. The accurate mapping of the RLP dynamics require reliable land price prediction models and data with fine spatial and temporal resolution. With the aid of point of interest (POI) data and nighttime light (NTL) images, this paper attempts to explore the ability of machine learning algorithms (MLAs) to model grid-level RLPs using the case of Wuhan in China. Several land price prediction models were built using five MLAs and various geographic variables. The experimental results show that the extra-trees regression algorithm and the radial basis function-based support vector regression algorithm perform best in Period Ⅰ (2010–2014) and Period Ⅱ (2015–2019), respectively; therefore, they were selected to estimate the RLPs of the grids without observations in the corresponding period. Based on the estimated results, we found that the spatial pattern of the RLP in Wuhan transitioned from monocentric to polycentric between the two periods, and RLPs grew rapidly near newly formed urban subcenters and waterscapes. The relative importance of the predictor variables shows that commercial and educational facilities are important determinants of the RLP distribution in Wuhan; moreover, the relative importance of natural amenities and education facilities increased over time, while that of commercial facilities and public transportation decreased slightly. The case of Wuhan confirms the feasibility of MLAs and openly accessible urban data in modeling fine-scale RLP distributions. Our proposed framework provides a new approach to monitor the urban land price dynamics accurately and closely, which is beneficial for improving the infrastructure layout and achieve smart city growth. © 2021 Elsevier Ltd",Determinants; Land price distribution; Machine learning; Open data; Spatiotemporal variation; Wuhan,"Zhang P., Hu S., Li W., Zhang C., Yang S., Qu S.",10.1016/j.apgeog.2021.102442,4.48,6.97
-1,119,13.0,2021,Article,Predicting stream water quality under different urban development pattern scenarios with an interpretable machine learning approach,"Urban development pattern significantly impacts stream water quality by influencing pollutant generation, build-up, and wash-off processes. It is thus necessary to understand and predict stream water quality in accordance with different urban development patterns to effectively advise urban growth planning and policies. To do so, we collected pollutant concentration data on nitrate (NO3−-N), total phosphate (TP), and Escherichia coli (E. coli) from 1047 sampling stations in the Texas Gulf Region. We utilized a Random Forest (RF) machine learning model to predict stream water quality under four planning scenarios with different urban densities and configurations. SHapley Additive exPlanations (SHAP) was used to prove the importance of urban development pattern in influencing stream water quality. The spatial variations of the impact of these patterns were explored with Geographically Weighted Regression (GWR). SHAP results indicated that Largest Patch Index (LPI), Patch Cohesion Index (COHESION), Splitting Index (SPLIT), and Landscape Division Index (DIVISION) were the most important urban development pattern metrics affecting stream water quality. The spatial variations of such patterns were shown to impact stream water quality depending on pollutants, seasonality, climate, and urbanization level. RF prediction results suggested that high density aggregated development was more effective in reducing TP and NO3−-N concentrations than the current sprawl development, but had the potential risk of increasing E. coli pollution in the wet season. The results of this study provide empirical evidence and a potential mechanistic explanation that stream water quality degradation is a consequence of urban sprawl. Lastly, machine learning is a powerful tool for scenario prediction in land use planning to forecast environmental impacts under different urban development pattern scenarios. © 2020 Elsevier B.V.",Landscape metrics; Machine learning; Scenario planning; Urban form; Urban sprawl; Water quality,"Wang R., Kim J.-H., Li M.-H.",10.1016/j.scitotenv.2020.144057,3.49,9.15
1,120,4.0,2021,Article,Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values,"Accelerated land use change is a current challenge for environmental management world-wide. Given the urgent need to incorporate economic and ecological goals in landscape planning, cost-effective conservation strategies are required. In this study, we validated the benefit of fusing imagery from multiple sensors to assess the impact of landscape changes on ecosystem services (ES) and their economic values in the Long County, Shaanxi Province, China. We applied several landscape metrics to assess the local spatial configuration over 15 years (2004–2019) from fused image-ries. Using Landsat-7 Enhanced Thematic Mapper Plus (ETM+), Landsat-8 Operational Land Im-ager (OLI) and Indian Remote Sensing Satellite System Linear Imaging Self Scanning Sensor 3 (IRS LISS 3) imageries fused for 2004, 2009, 2014 and 2019, we reclassified land use/land cover (LULC) changes, through the rotation forest (RF) machine-learning algorithm. We proposed an equivalent monetary metric for estimating the ES values, which also could be used in the whole China. Results showed that agriculture farmland and unused land decreased their spatial distribution over time, with an observed increase on woodland, grassland, water bodies and built-up area. Our findings suggested that the patterns of landscape uniformity and connectivity improved, while the distribution of landscape types stabilized, while the landscape diversity had a slight improvement. The overall ES values increased (4.34%) under a benefit transfer approach, mainly concerning woodland and grassland. A sensitivity analysis showed the selected economic value (EV) was relevant and suitable for the study area associated with our ES for LULC changes. We suggested that changes in landscape patterns affected the ESV trends, while the increases on some LULC classes slightly improved the landscape diversity. Using an interdisciplinary approach, we recommend that local au-thorities and environmental practitioners should balance the economic benefits and ecological gains in different landscapes to achieve a sustainable development from local to regional scales. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Environmental monitoring; Image fusion; Landscape patterns; Remote sens-ing; Urban ecosystem services,"Shuangao W., Padmanaban R., Mbanze A.A., Silva J.M.N., Shamsudeen M., Cabral P., Campos F.S.",10.3390/rs13050851,1.52,6.62
-1,135,1.0,2021,Article,"Using satellite data to analyse raw material consumption in Hanoi, Vietnam","In this work, we provide an innovative route for analysing urban expansion and population growth and their link to the consumption of construction materials by combining satellite data with material consumption analysis within the Hanoi Province (Vietnam). Urban expansion is investigated with the use of landcover maps for the period 1975–2020 derived from satellite. During this period, artificial surfaces and agricultural areas have increased by 11.6% and 15.5%, re-spectively, while forests have decreased by 26.7%. We have used publicly available datasets to calculate and forecast the construction materials consumption and measure its statistical correla-tion with urban expansion between 2007 and 2018. Our results show that official figures for sand consumption are currently underestimated, and that by 2030, steel and sand and gravel consumption will increase even further by three and two times, respectively. Our analysis uses a new method to assess urban development and associated impacts by combining socio-economic and Earth Observation datasets. The analysis can provide evidence, underpin decision-making by au-thorities, policymakers, urban planners and sustainability experts, as well as support the development of informed strategies for resource consumption. It can also provide important information for identifying areas of land conservation and ecological greenways during urban planning. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Cloud computing; Construction materials; Land cover; Machine learning; Material consumption analysis,"Novellino A., Brown T.J., Bide T., Anh N.T.T., Petavratzi E., Kresse C.",10.3390/rs13030334,3.22,6.6
