Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
1,38,"['traffic simulation', 'classification', 'mobile network', 'light assignment scenario', 'urban mobility scenario']",39,"['traffic simulation', 'urban mobility scenario', 'traffic light assignment', 'urban mobility', 'particular traffic', 'traffic', 'classification model', 'mobile network', 'mobility scenario', 'classification', 'algorithms', 'light assignment scenario', 'light assignment', 'communication protocol', 'simulation', 'protocol', 'implementation', 'network', 'training', 'mobility', 'assignment scenario', 'Python language', 'communication channel', 'useful tool', 'framework', 'assignment', 'communication', 'language', 'model', 'researcher', 'scenario', 'channel', 'experiment', 'tool', 'interact', 'multiple field', 'hand', 'field', 'others']"
1,155,"['smart city transportation', 'convolutional neural network', 'traffic volume', 'big data', 'intelligent traffic scheduling']",102,"['smart city transportation', 'intelligent transportation system', 'intelligent traffic', 'intelligent city', 'traffic data', 'smart city', 'traffic flow data', 'city transportation system', 'deep learning method', 'deep learning', 'intelligent transportation', 'city transportation', 'transportation infrastructure data', 'actual traffic flow', 'traffic flow', 'intelligent traffic scheduling', 'urban transportation', 'convolutional neural network', 'traffic volume', 'big data', 'urban transportation infrastructure', 'traffic scheduling', 'actual traffic', 'GCNN model', 'traffic', 'peak traffic flow', 'actual traffic volume', 'machine learning', 'neural network', 'prediction model', 'passenger flow', 'peak traffic', 'urban planning', 'transportation system', 'flow data', 'infrastructure data', 'city', 'data', 'transportation infrastructure', 'prediction', 'transportation', 'predicted result', 'mechanical learning', 'learning', 'learning method', 'passenger', 'network', 'accuracy', 'infrastructure', 'machine', 'construction', 'good implementation', 'planning', 'good implementation prospect', 'scheduling', 'model', 'knowledge', 'feature', 'hidden feature', 'valuable knowledge', 'trend', 'problem', 'flow', 'space characteristic', 'fault', 'article', 'related concept', 'time', 'extensive application', 'volume', 'experimental result show', 'system', 'application', 'characteristic', 'implementation', 'concept', 'development', 'great significance', 'fault tolerance', 'space', 'implementation prospect', 'research', 'random section', 'result show', 'operation', 'morning', 'method', 'deeply', 'experimental result', 'significance', 'paper deeply', 'increase', 'result', 'value', 'show', 'academic value', 'section', 'core', 'paper', 'tolerance', 'peak', 'prospect']"
1,220,"['traffic flow prediction', 'ERI big data', 'principal component analysis', 'intelligent transportation system', 'regression tree']",92,"['traffic flow prediction', 'urban traffic flow', 'flow prediction', 'intelligent transportation system', 'urban traffic', 'principal component analysis', 'traffic flow', 'traffic condition', 'traffic condition change', 'optimized training', 'ERI big data', 'intelligent transportation', 'optimized training data', 'feature optimization', 'feature optimization method', 'training data', 'adaptive prediction', 'current prediction', 'traffic', 'regression tree', 'big data', 'prediction', 'urban road network', 'regression', 'original training data', 'current prediction point', 'prediction point', 'urban road', 'Electronic registration identification', 'component analysis', 'data', 'registration identification', 'transportation system', 'road network', 'rush hour', 'urban planning application', 'urban planning', 'upstream correlative', 'vehicle', 'principal component', 'transportation', 'linear correlation', 'correlation', 'Electronic registration', 'transportation operation', 'road', 'travel record', 'feature', 'optimization', 'upstream correlative point', 'optimization method', 'flow', 'travel', 'identification', 'correlative', 'correlative point', 'Pearson correlation', 'training', 'network', 'planning application', 'original training', 'correlation coefficient', 'important basis', 'application', 'condition change', 'planning', 'tree', 'technology', 'Pearson correlation coefficient', 'hour', 'registration', 'component', 'study', 'analysis', 'basis', 'condition', 'result demonstrate', 'record', 'point', 'method', 'system', 'framework', 'show', 'coefficient', 'demonstrate', 'change', 'lack', 'operation', 'result show', 'paper', 'result', 'experiment']"
1,240,"['LSTM model', 'taxis', 'IoT sensor', 'sequence', 'machine learning']",93,"['LSTM model', 'taxi', 'taxis', 'deep sequence', 'vanilla LSTM model', 'taxi fleet', 'Taxicab', 'mobility data', 'smart city', 'urban mobility', 'particular urban area', 'mobility service', 'traffic', 'mobility data source', 'sequence', 'machine learning technique', 'urban area', 'city', 'IoT sensor', 'machine learning', 'city planning', 'passenger information', 'modern city', 'air pollution problem', 'traffic efficiency', 'vehicle', 'air pollution', 'large city', 'pollution problem', 'data', 'street', 'dataset', 'vacant vehicle', 'pollution', 'navigation', 'passenger', 'driver', 'learning', 'mobility', 'service', 'neighborhood location', 'planning', 'sensor', 'enough information', 'energy consumption', 'income', 'neighborhood', 'information', 'public service', 'provider', 'machine', 'data source', 'model', 'average error', 'term', 'fleet', 'demanded area', 'number', 'location', 'area', 'interest', 'time', 'learning technique', 'baseline method', 'vital public service', 'lack', 'air', 'point', 'error', 'problem', 'energy', 'consumption', 'method', 'evaluation', 'company', 'important role', 'factor', 'result show', 'purpose', 'efficiency', 'role', 'day', 'baseline', 'result', 'issue', 'technique', 'thousand', 'show', 'external factor', 'vanilla', 'Nowadays', 'source', 'paper']"
1,298,"['taxi demand', 'forecast model', 'different urban data', 'fleet service analysis', 'exploratory taxi fleet']",71,"['taxi demand', 'exploratory taxi fleet', 'city taxi service', 'exploratory taxi', 'city taxi', 'taxi fleet', 'taxi', 'taxi fleet service', 'taxi service', 'big city taxi', 'forecast model', 'different urban data', 'urban data', 'urban data source', 'fleet service analysis', 'forecast', 'public transportation mode', 'public transportation', 'urban area', 'transportation', 'statistical model', 'fleet service', 'city', 'spatiotemporal variation', 'data', 'service analysis', 'transportation mode', 'linear statistical model', 'demand', 'historic data', 'analysis', 'service', 'long waiting time', 'model', 'excessive vacant trip', 'large sample', 'data source', 'fleet', 'long waiting', 'performance', 'inefficiency', 'waiting time', 'vacant trip', 'trip', 'area', 'machine', 'big city', 'need', 'growth', 'excessive vacant', 'sample', 'location', 'waiting', 'time', 'interest', 'comprehension', 'vacant', 'variation', 'ubiquity', 'study', 'interaction', 'comparison', 'complex interaction', 'point', 'condition', 'source', 'flexibility', 'mode', 'paper', 'direct comparison', 'probe']"
1,304,"['traffic prediction', 'machine learning method', 'Regression model performs', 'traffic light', 'Multilayer Perceptron model']",85,"['traffic prediction', 'machine learning method', 'machine learning', 'traffic speed', 'traffic management', 'forecasting', 'prediction', 'forecasting effectiveness', 'traffic congestion', 'Vector Regression model', 'Regression model', 'traffic management scheme', 'Regression model performs', 'traffic', 'learning method', 'Perceptron model', 'Multilayer Perceptron model', 'road network', 'traffic light', 'Perceptron model adapts', 'random road', 'model performs', 'road', 'learning', 'data', 'algorithms', 'model adapts', 'city', 'speed', 'congestion', 'Urban place', 'planning', 'machine', 'experimental result show', 'random', 'experimental result', 'study', 'network', 'adapts', 'multiple test', 'light', 'prevention', 'management', 'model', 'different method', 'day', 'type', 'whole day', 'duration', 'use', 'method', 'first scenario', 'result show', 'result', 'error', 'effectiveness', 'probe data', 'need', 'place', 'management scheme', 'comparison', 'date', 'min interval', 'performs', 'second scenario', 'common need', 'paper', 'min', 'increased availability', 'interval', 'stable condition', 'scenario', 'test', 'third scenario', 'operation', 'interest', 'condition', 'scheme', 'field', 'show', 'probe', 'addition', 'availability', 'variation', 'minor variation']"
1,319,"['transportation data management', 'deep learning', 'traffic forecasting', 'spatiotemporal data', 'massive traffic sensor']",74,"['transportation data management', 'transportation data', 'traffic sensor data', 'transportation network data', 'bus trajectory data', 'traffic incident data', 'traffic forecasting', 'massive traffic sensor', 'traffic sensor', 'spatiotemporal data', 'intelligent transportation', 'trajectory data', 'historical data analytics', 'transportation network', 'data', 'deep learning', 'traffic', 'bus trajectory', 'incident data', 'sensor data', 'bus', 'network data', 'historical data', 'city resilience', 'data source', 'data analytics', 'data management', 'urban planning', 'machine learning', 'city', 'forecasting', 'massive traffic', 'transportation', 'analytics', 'machine learning task', 'traffic incident', 'emergency response', 'sensor', 'learning', 'data analysis', 'application scenario', 'query', 'architecture', 'planning', 'query processing', 'analysis', 'learning task', 'network', 'modern architecture', 'numerous application', 'framework', 'emergency', 'trajectory', 'resilience', 'application', 'system', 'processing', 'machine', 'manage', 'store', 'management', 'public policy', 'streaming', 'task', 'efficiency', 'top', 'response', 'capability', 'source', 'scenario', 'incident', 'policy', 'variety', 'paper']"
1,321,"['destination prediction', 'urban logistics system', 'road incident detector', 'autoregressive neural network', 'system trajectory data']",105,"['destination prediction', 'next destination prediction', 'urban logistics system', 'next destination predictor', 'destination predictor', 'urban logistics', 'urban delivery fleet', 'logistics system', 'road incident detector', 'logistics industry', 'trajectory data', 'logistics business', 'smart city', 'logistics business entity', 'urban delivery', 'system trajectory data', 'urban road system', 'urban road', 'autoregressive neural network', 'delivery fleet', 'next destination', 'classification algorithms', 'prediction', 'individual logistics business', 'complex urban road', 'incident detection', 'individual logistics', 'neural network', 'incident detector', 'destination', 'road system', 'urban planning', 'global positioning system', 'advanced infrastructure', 'global positioning', 'positioning system trajectory', 'city initiative worldwide', 'data', 'historical global positioning', 'system trajectory', 'predictor', 'ETA improvement', 'logistics', 'positioning system', 'efficient resource planning', 'city', 'road', 'classification', 'trajectory', 'resource planning', 'estimated time', 'algorithms', 'planning', 'road incident', 'delivery', 'Data collection', 'infrastructure', 'operational efficiency', 'detector', 'fleet', 'information', 'efficient resource', 'network', 'business', 'detection', 'business entity', 'industry', 'arrival', 'positioning', 'government', 'performance', 'system', 'initiative worldwide', 'client experience', 'new opportunity', 'machine', 'auspex', 'entity', 'satisfactory client experience', 'satisfactory client', 'approach', 'improvement', 'efficiency', 'government authority', 'study', 'time', 'experience', 'worldwide', 'client', 'practical choice', 'range', 'area', 'importance', 'incident', 'quality', 'authority', 'resource', 'framework', 'paramount importance', 'collection', 'opportunity', 'limitation', 'author', 'paramount', 'choice']"
1,334,"['road traffic prediction', 'unsupervised incremental learning', 'Trajectory clustering', 'hyperdimensional computing', 'traffic profiling']",82,"['road traffic prediction', 'traffic profiling', 'traffic congestion detection', 'traffic prediction', 'Trajectory clustering', 'unsupervised incremental learning', 'Road traffic congestion', 'unsupervised incremental', 'traffic congestion', 'novel unsupervised incremental', 'vehicular movement record', 'road traffic', 'incremental learning', 'incremental machine learning', 'traffic', 'vehicular movement', 'commuter trip', 'clustering', 'machine learning', 'hyperdimensional computing', 'congestion detection', 'incremental learning approach', 'urban environment', 'commuter', 'road network', 'arterial road network', 'feature vector', 'arterial road', 'congestion', 'dataset', 'learning', 'incremental machine', 'profiling', 'prediction', 'incremental', 'learning approach', 'road', 'movement record', 'trajectory', 'dataset consisting', 'intersection', 'new infrastructure', 'algorithm', 'vector', 'computing', 'feature', 'network', 'infrastructure', 'trip', 'detection', 'identifier', 'record', 'time', 'attention', 'Bluetooth identifier', 'volume', 'capture', 'movement', 'research', 'environment', 'environmental issue', 'machine', 'promotes', 'complex challenge', 'significant volume', 'consisting', 'novel', 'combination', 'public policy promotes', 'policy promotes', 'challenge', 'approach', 'problem', 'public policy', 'cause', 'b', 'lead cause', 'key problem', 'lead', 'issue', 'policy', 'paper']"
1,346,"['Enhanced urban clustering', 'prediction', 'highway', 'available clustering protocol', 'online machine learning']",48,"['Enhanced urban clustering', 'urban clustering', 'online machine learning', 'clustering protocol', 'available clustering protocol', 'cluster', 'clustering', 'available clustering', 'prediction model', 'prediction', 'highway', 'urban environment', 'realistic urban environment', 'machine learning', 'vehicle', 'learning', 'adaptation approach', 'online machine', 'adaptation', 'real time', 'intersection', 'many intersection', 'protocol', 'performance improvement', 'communication', 'efficiency performance improvement', 'stability', 'efficiency performance', 'significant stability', 'environment', 'behavior', 'improvement', 'machine', 'model', 'approach', 'scheme', 'different challenge', 'performance', 'efficiency', 'time', 'resultant', 'ability', 'quality', 'challenge', 'advantage', 'required quality', 'paper', 'main advantage']"
