0,1
soil erosion,"{1, -1}"
sediment yield,{-1}
strong tie,{-1}
land cover,"{1, -1, 9}"
cover pattern,"{1, -1}"
spatial configuration,"{0, 1, -1, 6}"
important aspect,{-1}
geomorphological process,{-1}
many study,"{1, 2, -1, 6}"
multivariate regression,"{0, -1}"
regression technique,"{11, -1}"
many landscape,{-1}
singular solution,{-1}
biased parameter,{-1}
parameter estimate,{-1}
confidence interval,{-1}
landscape pattern,"{1, 3, -1, 9}"
spatial pattern,"{0, 1, 3, 5, 6, -1}"
hydrological modeling,{-1}
watershed soil,{-1}
landscape level,{-1}
diversity index,"{1, -1, 9}"
aggregation index,"{1, 3, -1, 9}"
largest patch,"{1, -1}"
patch index,"{1, -1}"
patch cohesion,{-1}
cohesion index,{-1}
landscape characteristic,{-1}
greater interspersion,{-1}
increased number,"{0, -1}"
patch land,{-1}
cover type,"{1, -1}"
accelerate soilerosion,{-1}
sediment export,{-1}
quantitative information,"{-1, 6}"
allow decision,{-1}
decision maker,"{0, 1, 2, 4, 8, -1}"
better choice,{-1}
regarding landscape,{-1}
landscape planning,"{1, -1}"
sensing data,"{0, 1, 3, -1}"
rapid development,"{0, 1, 11, -1}"
geographic information,"{0, 1, 6, 7, 8, -1}"
information system,"{0, 1, 4, 6, 7, 8, -1}"
plsr approach,{-1}
using image,"{1, -1}"
image recognition,"{0, 2, -1}"
automate assessment,{-1}
cultural ecosystem,{-1}
ecosystem service,"{1, 3, -1, 9}"
social medium,"{0, 1, 3, 4, 7, -1}"
medium photographs,{-1}
cultural use,{-1}
manual content,{-1}
content analysis,"{0, -1}"
large number,"{0, 1, 5, 8, -1}"
novel method,"{0, 1, 3, -1}"
service assessment,{-1}
online machine,"{0, -1}"
manual classification,{-1}
nature photographs,{-1}
natural attraction,{-1}
high vegetation,{-1}
vegetation cover,"{1, 3, -1}"
clustering photographs,{-1}
manual work,{-1}
large area,"{1, 5, -1}"
automated assessment,{-1}
urban planning,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, -1}"
dust storm,{-1}
arid environment,{-1}
particulate matter,"{3, -1}"
aerodynamic diameter,{-1}
urban environment,"{0, 1, 2, 3, 4, 5, 6, 7, 10, -1}"
close proximity,{-1}
dust source,{-1}
main objective,"{0, 1, -1}"
urban center,"{0, 3, 4, 9, -1}"
background value,{-1}
threshold value,{-1}
dust day,{-1}
net contribution,{-1}
study period,"{1, 3, -1}"
daily concentration,{-1}
calculated threshold,{-1}
entire study,"{4, -1}"
storm intensity,{-1}
intensity parameter,{-1}
several storm,{-1}
hourly average,{-1}
strongest storm,{-1}
finding indicate,"{3, -1}"
environment experience,{-1}
whose origin,{-1}
regional dust,{-1}
dust event,{-1}
environmental change,"{1, -1}"
global warming,{-1}
increased air,{-1}
air pollution,"{0, 1, 3, -1}"
risk exposure,{-1}
human health,"{1, 3, -1}"
accessed street,{-1}
street greenery,"{2, -1}"
planning practice,"{0, 1, 2, 3, -1}"
public benefit,{-1}
visible street,{-1}
growing literature,"{1, -1}"
urban greenery,"{1, -1}"
actionable approach,{-1}
daily exposure,{-1}
urban resident,"{0, 1, 3, -1}"
high resolution,"{0, 1, 3, 6, 10, -1}"
resolution measurement,{-1}
learning algorithm,"{0, 1, 2, 3, 4, 5, 8, -1}"
accurate measurement,{-1}
visible greenery,{-1}
street network,"{0, -1, 6}"
spatial design,{-1}
design network,{-1}
network analysis,"{0, 8, -1}"
accessibility value,{-1}
measure greenery,{-1}
urban planner,"{0, 1, 2, 3, 4, 5, 6, 7, 10, -1}"
highlight area,"{3, -1}"
planning intervention,{-1}
green cover,{-1}
remote sensing,"{0, 1, 3, 5, 6, 9, -1}"
new measurement,{-1}
two measurement,{-1}
city resident,"{0, -1}"
analytical approach,"{0, -1}"
growing trend,{-1}
inform planner,{-1}
urban water,"{8, 1, -1}"
water resource,"{8, 1, 3, -1}"
resource management,"{1, 3, 4, 8, -1}"
sustainable environment,"{0, -1}"
artificial intelligence,"{0, 1, 2, 3, 4, 6, 7, -1}"
intelligence technique,"{0, 4, -1}"
current era,{-1}
significant resource,{-1}
healthy environment,{-1}
controlled water,{-1}
vital part,{-1}
reduces poverty,{-1}
water system,{-1}
existing water,{-1}
competing demand,{-1}
climatic change,{-1}
specific challenge,{-1}
sustainable water,{-1}
essential process,{-1}
nonlinear effect,"{3, -1}"
stochastic dynamic,{-1}
hydraulic constraint,{-1}
ecological planning,"{-1, 6}"
water development,{-1}
urban area,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 10, -1}"
water environment,{-1}
adaptive intelligent,{-1}
intelligent approach,"{4, -1}"
environmental planning,"{1, 3, -1}"
modeling improves,{-1}
improves water,{-1}
water efficiency,{-1}
transforming information,{-1}
leaner process,{-1}
ai tool,"{0, -1}"
intellectual skill,{-1}
dynamic water,{-1}
management issue,{-1}
annual use,{-1}
locational constraint,{-1}
management policy,"{-1, 7}"
specific relief,{-1}
substantial improvement,{-1}
economic efficiency,{-1}
numerical outcome,{-1}
urban form,"{0, 2, 3, 5, 6, 7, 11, -1}"
city block,{-1}
block level,"{0, 1, -1, 6}"
open space,"{2, 3, -1}"
space area,{-1}
distinct type,{-1}
landscape ecology,"{9, -1}"
spatial arrangement,{-1}
radial transects,{-1}
contour parallel,{-1}
urban block,"{1, 3, -1}"
block boundary,{-1}
internal composition,{-1}
different type,"{0, 1, 2, -1}"
vector data,"{3, -1}"
morphological property,{-1}
tree classification,{-1}
bootstrap aggregation,{-1}
gain insight,{-1}
distinctive character,{-1}
land use,"{0, 1, 2, 4, 6, 8, 9, 11, -1}"
form classification,{-1}
study point,{-1}
traditional landscape,{-1}
alternative approach,{-1}
urban landscape,"{0, 2, 3, 9, -1}"
morphological characteristic,"{4, -1}"
urban fabric,"{0, 3, -1, 6}"
logit model,{-1}
neural network,"{0, 1, 2, 3, 4, 6, 8, 11, -1}"
predicting household,{-1}
household automobile,{-1}
automobile choice,{-1}
transportation problem,"{0, -1}"
statistical approach,"{8, -1}"
discrete choice,"{2, -1}"
choice model,"{2, 5, -1}"
research trend,{-1}
potential advantage,{-1}
nonlinear system,{-1}
categorical variable,{-1}
noisy data,{-1}
two modeling,{-1}
modeling technique,{-1}
multilayer perceptron,{-1}
household vehicle,{-1}
vehicle choice,{-1}
choice problem,{-1}
strong result,{-1}
predictive potential,{-1}
rapid urbanization,"{0, 1, 3, 8, 10, 11, -1}"
many city,"{1, 2, 3, 6, -1}"
fine particulate,"{3, -1}"
emission source,{-1}
adsorption sink,{-1}
corresponding landscape,{-1}
different region,"{0, 1, -1}"
significant gap,{-1}
spatial datasets,"{1, -1}"
urban agglomeration,"{4, -1}"
two coverage,{-1}
four landscape,"{9, -1}"
landscape index,"{9, 4, -1}"
represent land,{-1}
coverage index,{-1}
area ratio,"{3, -1}"
index refer,{-1}
fractal dimension,{-1}
dimension index,{-1}
juxtaposition index,{-1}
selected index,{-1}
regional value,{-1}
use coverage,{-1}
large scale,"{0, 1, 2, 3, -1}"
forest helps,{-1}
improve air,{-1}
air quality,"{0, 1, 3, -1}"
heterogeneous landscape,"{1, -1}"
positive correlation,"{3, 4, -1}"
centralized urbanization,{-1}
public transport,"{0, 5, -1}"
transport use,{-1}
city component,{-1}
transportation system,"{0, 8, -1}"
complex relationship,"{1, -1}"
innovative approach,{-1}
differing level,{-1}
sector type,{-1}
granular amenity,{-1}
amenity structure,{-1}
public transit,"{0, 5, -1}"
transit ridership,{-1}
three machine,"{0, 1, 2, -1}"
learning model,"{0, 1, 2, 3, 4, 6, 7, 8, 10, 11, -1}"
decision tree,"{0, 1, 5, 8, -1}"
tree model,"{8, 3, -1}"
model performs,"{0, 3, -1}"
predictive accuracy,"{0, -1}"
computational efficiency,"{1, -1}"
better predictor,"{0, -1}"
developed framework,"{5, -1}"
practicable scenario,{-1}
urban plan,"{4, -1}"
regional center,{-1}
initial increase,{-1}
peak hour,{-1}
strategic increase,{-1}
tipping point,{-1}
predicted ridership,{-1}
current level,{-1}
experiment support,{-1}
transport goal,{-1}
alleviate future,{-1}
future strain,{-1}
good foundation,{-1}
assist planner,{-1}
better strategizing,{-1}
amenity resource,{-1}
resource distribution,{-1}
public transportation,"{0, 1, 5, -1}"
transportation demand,{-1}
urban data,"{0, 1, 2, 3, 4, 5, 6, 7, 11, -1}"
data science,"{0, 3, -1, 7}"
global climate,"{8, 1, -1}"
climate solution,"{3, -1}"
take action,{-1}
climate change,"{0, 1, 3, 8, 10, -1}"
reduce greenhouse,{-1}
greenhouse gas,"{0, -1}"
gas emission,"{0, -1}"
case study,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, -1}"
valuable insight,"{0, -1}"
data infrastructure,{-1}
earth observation,"{0, 1, -1}"
medium data,"{0, 2, -1, 7}"
advance climate,{-1}
change science,"{4, -1}"
three route,{-1}
expanding knowledge,{-1}
mainstreaming data,{-1}
data collection,"{0, 2, 5, 7, -1}"
big data,"{0, 1, 2, 3, 4, 8, 10, -1}"
computational method,"{0, -1, 7}"
qualitative data,{-1}
new insight,"{0, 3, -1}"
urban climate,"{1, 3, -1}"
effect change,{-1}
global scale,{-1}
integral role,{-1}
addressing climate,{-1}
common understanding,{-1}
representative data,{-1}
including data,"{0, -1}"
related greenhouse,{-1}
climate threat,{-1}
current state,"{3, -1, 6}"
urban metabolism,"{-1, 6}"
metabolism study,{-1}
data approach,"{2, -1}"
urban economics,"{0, -1}"
weather study,{-1}
harmonizing data,{-1}
city worldwide,"{1, -1}"
machine learning,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, -1}"
scale solution,{-1}
maintaining privacy,{-1}
computational technique,"{0, 2, -1}"
science method,{-1}
qualitative information,"{-1, 6}"
climate effect,{-1}
collaborative effort,{-1}
effort towards,{-1}
joint data,{-1}
data platform,{-1}
urban service,"{0, -1}"
quantitative foundation,{-1}
urban sustainability,"{3, -1}"
sustainability science,{-1}
microsite condition,{-1}
condition dominate,{-1}
habitat selection,{-1}
red mason,{-1}
mason bee,{-1}
osmia bicornis,{-1}
wild bee,{-1}
city responds,{-1}
landscape structure,"{1, -1}"
urban habitat,{-1}
citizen science,"{3, -1}"
science approach,{-1}
investigate driver,{-1}
spatial distribution,"{0, 1, 2, 3, 8, -1}"
solitary bee,{-1}
urban region,"{0, 1, 2, -1}"
volunteer hung,{-1}
hung trap,{-1}
different location,{-1}
collected information,{-1}
sun exposure,{-1}
attachment position,{-1}
local flower,{-1}
flower availability,{-1}
landscape factor,{-1}
gis biotope,{-1}
biotope data,{-1}
data map,{-1}
flower site,{-1}
urban matrix,"{2, -1}"
matrix property,{-1}
edge length,{-1}
clearly profit,{-1}
floral resource,{-1}
balanced influence,{-1}
hang location,{-1}
private garden,{-1}
open housing,{-1}
housing structure,"{1, -1}"
higher sun,{-1}
good environment,{-1}
nesting opportunity,{-1}
urban soundscape,{-1}
soundscape evaluation,{-1}
soundscape classification,{-1}
classification model,"{1, 2, 10, -1}"
appropriate soundscape,{-1}
soundscape management,{-1}
essential step,{-1}
sound standpoint,{-1}
acoustical categorization,{-1}
first step,{-1}
match people,{-1}
automatic classification,"{1, -1, 6}"
urban soundscapes,{-1}
perceptual criterion,{-1}
great complexity,{-1}
two machine,"{0, 1, -1}"
learning technique,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 11, -1}"
developing model,"{3, -1}"
model classification,{-1}
smo model,{-1}
svm model,"{1, -1}"
specific task,{-1}
smo algorithm,{-1}
outstanding performance,{-1}
threshold effect,{-1}
built environment,"{0, 2, 3, 5, 6, 7, 11, -1}"
environment element,{-1}
environment feature,{-1}
sustainable travel,{-1}
use policy,"{1, 3, 4, -1}"
applying gradient,{-1}
boosting decision,"{8, -1}"
metropolitan area,"{0, 1, -1, 6}"
two gap,{-1}
environment determinant,{-1}
result show,"{0, 1, 2, 3, 4, 5, 6, 8, 10, -1}"
environment factor,"{3, -1}"
strongest influence,"{3, -1}"
nearest transit,{-1}
transit stop,{-1}
job density,{-1}
use diversity,{-1}
substantial impact,"{3, -1}"
environment variable,"{0, 5, -1}"
certain range,"{4, -1}"
effect offer,{-1}
valuable implication,"{1, -1}"
environmental benefit,{-1}
travel block,{-1}
gis hotspot,{-1}
hotspot analysis,{-1}
useful mean,{-1}
take city,{-1}
efficient system,"{0, -1}"
full advantage,{-1}
new technology,"{0, -1}"
urban development,"{0, 1, 3, 4, 5, 7, 9, 10, 11, -1}"
environment conducive,{-1}
four element,{-1}
travel time,"{0, -1}"
evaluate travel,{-1}
travel carbon,{-1}
carbon emission,"{3, -1}"
index data,{-1}
questionnaire survey,"{0, -1, 7}"
comprehensive carbon,{-1}
hotspot density,{-1}
density surface,{-1}
different index,{-1}
e block,{-1}
research area,"{0, 2, -1}"
lowest travel,{-1}
planning implication,{-1}
use mode,{-1}
road network,"{0, 1, 3, 5, 6, 9, -1}"
public service,"{0, 1, 4, -1}"
service facility,"{8, 4, -1}"
urban district,{-1}
residential building,"{8, 1, 3, -1}"
building area,"{1, -1}"
travel model,{-1}
bicycle lane,{-1}
walking road,{-1}
total road,{-1}
road area,{-1}
transit site,{-1}
shopping service,{-1}
recreational facility,{-1}
result confirm,"{3, -1}"
functional mixing,{-1}
dense road,{-1}
higher volume,{-1}
volume rate,{-1}
small city,"{1, 3, -1}"
limited number,"{1, 3, -1}"
scattered distribution,{-1}
professional post,{-1}
traditional mode,{-1}
volume ratio,{-1}
bus system,{-1}
bus station,{-1}
station coverage,{-1}
high popularity,{-1}
new way,"{1, -1}"
emission assessment,{-1}
block planning,"{3, -1}"
housing price,"{0, 2, -1}"
economic performance,{-1}
