1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
visitor,0.0023978681,22,8,1,small business,0.0026203456000000003,12,2,1,urban regime theory,0.0028612969,4,1,1,urban regime theory,0.0028612969,4,1,1
event,0.0021798801,40,7,3,typhoid fever,0.0024019834,11,1,1,ethnic minority group,0.0021459727,3,1,1,small business,0.0026203456000000003,12,2,1
mobility,0.0021636965000000003,29,7,2,local government,0.0021836213000000003,10,5,1,urban public space,0.0021459727,3,3,1,typhoid fever,0.0024019834,11,1,1
festival,0.0020890863,28,2,2,middle class,0.001746897,8,1,1,strategic development plan,0.0021459727,3,3,1,visitor,0.0023978681,22,8,1
waterfront,0.0018528981,17,4,1,residential standard,0.001746897,8,1,1,urban forest manager,0.0021459727,3,1,1,local government,0.0021836213000000003,10,5,1
waste,0.0018528981,17,4,1,young people,0.0016442420000000002,11,6,2,human sensory assessment,0.0021459727,3,1,1,event,0.0021798801,40,7,3
fever,0.0014169221,13,1,1,city planning,0.0016442420000000002,11,6,2,site interpretation centre,0.0021459727,3,1,1,mobility,0.0021636965000000003,29,7,2
tourism,0.001198934,22,6,3,urban culture,0.0015285349,7,6,1,typhoid fever case,0.0014306484,2,1,1,ethnic minority group,0.0021459727,3,1,1
coordination,0.001198934,11,3,1,smart city,0.0015285349,7,2,1,public green space,0.0014306484,2,1,1,urban public space,0.0021459727,3,3,1
urbanity,0.001198934,11,2,1,climate change,0.0014947655,10,5,2,social impact assessment,0.0014306484,2,1,1,strategic development plan,0.0021459727,3,3,1
child,0.0011937636,16,7,2,indigenous knowledge,0.0014947655,10,1,2,different thermal index,0.0014306484,2,1,1,urban forest manager,0.0021459727,3,1,1
vision,0.00108994,20,9,3,public space,0.0013700464000000001,17,13,4,cultural ecosystem service,0.0014306484,2,1,1,human sensory assessment,0.0021459727,3,1,1
year,0.0010788216,37,13,5,developing country,0.0013452889000000001,9,3,2,urban sustainability transition,0.0014306484,2,1,1,site interpretation centre,0.0021459727,3,1,1
neighborhood,0.0010445431,14,9,2,social life,0.0013101728000000001,6,2,1,urban planning process,0.0014306484,2,2,1,festival,0.0020890863,28,2,2
politics,0.0009809460000000001,18,10,3,regime theory,0.0013101728000000001,6,1,1,municipal solid waste,0.0014306484,2,2,1,waterfront,0.0018528981,17,4,1
university,0.0009809460000000001,9,6,1,cultural identity,0.0010918107,5,4,1,greenhouse gas emission,0.0014306484,2,2,1,waste,0.0018528981,17,4,1
regime,0.0009809460000000001,9,3,1,tourism study,0.0010918107,5,1,1,urban growth boundary,0.0014306484,2,1,1,middle class,0.001746897,8,1,1
host,0.0009809460000000001,9,5,1,special event,0.0010918107,5,1,1,using social medium,0.0014306484,2,1,1,residential standard,0.001746897,8,1,1
point,0.0009699329,13,11,2,cultural context,0.0010918107,5,3,1,last two decade,0.0014306484,2,2,1,young people,0.0016442420000000002,11,6,2
business,0.0009654347000000001,24,11,4,urban livability,0.0010918107,5,1,1,relationship among people,0.0014306484,2,1,1,city planning,0.0016442420000000002,11,6,2
