1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
image,0.0052857157000000005,243,82,10,land cover,0.0119322752,96,32,3,remote sensing image,0.0086694908,28,13,3,land cover,0.0119322752,96,32,3
cover,0.0050386327,111,37,6,change detection,0.0057642947,28,8,1,land cover classification,0.008077039900000001,21,7,2,remote sensing image,0.0086694908,28,13,3
segmentation,0.0044269117,46,20,2,point cloud,0.0045290887,22,7,1,urban land cover,0.0066667631000000005,13,5,1,land cover classification,0.008077039900000001,21,7,2
classification,0.0039884142,230,73,11,image classification,0.0039774251,32,19,3,land cover change,0.0051282793,10,7,1,urban land cover,0.0066667631000000005,13,5,1
detection,0.0030154326,94,30,8,land use,0.0037341149,107,33,10,urban land use,0.0047168599,26,10,6,change detection,0.0057642947,28,8,1
imagery,0.0026398672000000002,69,38,7,urban land,0.0036413809,50,18,6,land cover map,0.004615451400000001,9,7,1,image,0.0052857157000000005,243,82,10
extraction,0.0026398672000000002,69,32,7,building detection,0.0034997503,17,7,1,land use change,0.0040251207,13,7,3,land cover change,0.0051282793,10,7,1
cloud,0.0024059303000000002,25,9,2,satellite image,0.0034997503,34,22,4,synthetic aperture radar,0.0035897955,7,7,1,cover,0.0050386327,111,37,6
mapping,0.0022572778,59,29,7,sensing image,0.0034802469,28,14,3,land cover mapping,0.0035897955,7,5,1,urban land use,0.0047168599,26,10,6
expansion,0.0019512062,51,17,7,cover classification,0.0032424158,21,7,2,overall classification accuracy,0.0035897955,7,6,1,land cover map,0.004615451400000001,9,7,1
remote,0.0018593318000000001,24,13,3,semantic segmentation,0.0032424158,21,6,2,closely packed building,0.0035897955,7,1,1,point cloud,0.0045290887,22,7,1
settlement,0.0017043875,22,8,3,building extraction,0.0028821473,14,7,1,land cover class,0.0035897955,7,4,1,segmentation,0.0044269117,46,20,2
training,0.001543365,34,20,6,classification accuracy,0.0027792135,27,15,4,convolutional neural network,0.0032655184,18,13,6,land use change,0.0040251207,13,7,3
object,0.001543365,34,20,6,aerial image,0.0026248128,17,7,2,land use classification,0.0030769676,8,2,2,classification,0.0039884142,230,73,11
surface,0.0013457747000000001,25,19,5,overall accuracy,0.0022576561000000003,31,23,6,data weighting method,0.0030769676,6,1,1,image classification,0.0039774251,32,19,3
road,0.0012831628,40,12,8,satellite imagery,0.0022373016,18,15,3,land use class,0.0025641397000000002,5,4,1,land use,0.0037341149,107,33,10
use,0.00124925,130,51,13,cover change,0.0021616105,14,10,2,lidar point cloud,0.0025641397000000002,5,2,1,urban land,0.0036413809,50,18,6
vehicle,0.0012190047000000001,19,11,4,urban expansion,0.0019663457000000002,27,10,6,urban area extraction,0.0025641397000000002,5,3,1,synthetic aperture radar,0.0035897955,7,7,1
satellite,0.0011860273,31,26,7,deep learning,0.0019224630000000001,45,23,9,land use land,0.0025641397000000002,5,3,1,land cover mapping,0.0035897955,7,5,1
aperture,0.0011548465000000001,9,8,1,cover map,0.0018528090000000002,9,7,1,use land cover,0.0025641397000000002,5,3,1,overall classification accuracy,0.0035897955,7,6,1
