1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
analog,0.0139851334,10,1,1,complexity science,0.018209754,8,1,1,complexity science research,0.0423559793,7,1,1,complexity science research,0.0423559793,7,1,1
reform,0.00629331,6,1,2,intelligent computation,0.0159335347,7,1,1,urban planning reform,0.0302542709,5,1,1,urban planning reform,0.0302542709,5,1,1
urbanization,0.0055940533,16,2,8,urbanization process,0.0143237234,15,2,5,residential land growth,0.0242034167,4,1,1,residential land growth,0.0242034167,4,1,1
complexity,0.0043532661,15,2,9,analog model,0.013657315500000001,6,1,1,urban land dynamic,0.012101708400000001,2,2,1,complexity science,0.018209754,8,1,1
livelihood,0.00419554,4,1,2,science research,0.0119501511,7,1,2,land growth simulation,0.012101708400000001,2,1,1,intelligent computation,0.0159335347,7,1,1
computation,0.0041069104,7,1,5,planning reform,0.011381096200000001,5,1,1,global change study,0.012101708400000001,2,1,1,urbanization process,0.0143237234,15,2,5
theory,0.0037728306000000002,13,2,9,analog research,0.011381096200000001,5,1,1,science research method,0.012101708400000001,2,1,1,analog,0.0139851334,10,1,1
intelligence,0.0030819510000000003,13,6,10,cover change,0.008535822200000001,5,1,2,urban space system,0.012101708400000001,2,1,1,analog model,0.013657315500000001,6,1,1
balkanisation,0.0027970267,2,1,1,urban land,0.007247105100000001,9,4,6,forward improvement method,0.012101708400000001,2,1,1,urban land dynamic,0.012101708400000001,2,2,1
content,0.0027970267,4,3,4,residential land,0.0068714436,5,1,3,urban land use,0.010702732000000001,5,2,6,land growth simulation,0.012101708400000001,2,1,1
elaboration,0.0027970267,2,2,1,land dynamic,0.0068286577,3,2,1,artificial neural network,0.008562185600000001,4,2,6,global change study,0.012101708400000001,2,1,1
cover,0.002473686,5,1,6,space system,0.0068286577,3,1,1,land dynamic modeling,0.0060508542000000005,1,1,1,science research method,0.012101708400000001,2,1,1
process,0.00219943,21,6,13,land growth,0.0068286577,4,1,2,dynamic modeling process,0.0060508542000000005,1,1,1,urban space system,0.012101708400000001,2,1,1
science,0.0020789782,11,1,11,land use,0.0065596214,17,5,10,land dynamic domain,0.0060508542000000005,1,1,1,forward improvement method,0.012101708400000001,2,1,1
census,0.0019789488,4,1,6,land management,0.0054971548,4,1,3,although challenge exist,0.0060508542000000005,1,1,1,analog research,0.011381096200000001,5,1,1
use,0.0018852257000000002,18,6,13,artificial intelligence,0.0051214933,9,4,8,offer promising solution,0.0060508542000000005,1,1,1,urban land use,0.010702732000000001,5,2,6
review,0.0017481417000000002,5,2,8,location decision,0.0045524385,2,1,1,land use plan,0.0060508542000000005,1,1,1,artificial neural network,0.008562185600000001,4,2,6
plan,0.0017481417000000002,5,3,8,three dimension,0.0045524385,2,1,1,human individual make,0.0060508542000000005,1,1,1,cover change,0.008535822200000001,5,1,2
society,0.0016887311,2,1,3,different agency,0.0045524385,2,1,1,attraction learning model,0.0060508542000000005,1,1,1,urban land,0.007247105100000001,9,4,6
understanding,0.00166793,4,4,7,breakthrough direction,0.0045524385,2,1,1,make location decision,0.0060508542000000005,1,1,1,residential land,0.0068714436,5,1,3
