No,DocId,key-phrases
1,6,"['domestic technology design', 'domestic technology', 'digital home', 'western domestic technology', 'domesticity']"
2,9,"['social creativity', 'collaborative design', 'human creativity', 'individual creative action', 'spontaneous design activity']"
3,20,"['library space', 'digital culture', 'social interface', 'smart space', 'library']"
4,38,"['early ATM adopter', 'cultural bias', 'ATM adopter', 'acceptance informing design', 'bank customer']"
5,45,"['sustainable food culture', 'food culture', 'sustainable food', 'HCI design', 'urban informatics']"
6,54,"['social public place', 'physical public space', 'future public space', 'public space', 'digital social networking']"
7,81,"['unpopular outdoor place', 'popular place', 'urban area', 'popular restaurant', 'urban design']"
8,111,"['participatory culture', 'interactive learning environment', 'library building', 'participatory environment', 'learning environment']"
9,151,"['workspace', 'spatial portfolio', 'workplace', 'teleworkers', 'teleworking']"
10,167,"['Geogames', 'geogame environment', 'geogame', 'youth engagement', 'urban planning']"
11,186,"['democratize design', 'metadesign', 'design approach', 'HCI research', 'design']"
12,212,"['urban technology', 'everyday urban life', 'Minor urbanism', 'urbanism', 'urban life']"
13,216,"['South Korean context', 'social space', 'Korean context', 'mobile phone', 'specific social space']"
14,236,"['community ergonomics', 'sociotechnical system', 'ergonomics', 'emotional ergonomics', 'work design']"
15,238,"['mobile phone use', 'urban culture', 'phone use', 'digital self', 'urban mobility']"
16,254,"['Cultural diversity', 'intercultural interaction', 'culture', 'community context', 'technology design']"
17,256,"['community resilience', 'social participation', 'sustainable humancomputer interaction', 'urban farming', 'social medium']"
18,300,"['participation', 'PD community', 'democracy', 'democratic right', 'information technology']"
19,309,"['mobile entertainment', 'game design', 'urban space', 'located human experience', 'mobile technology']"
20,338,"['digital gambling', 'simulated digital gambling', 'simulated gambling', 'simulated gambling game', 'gambling game']"
21,400,"['Qi culture applet', 'Qi culture', 'Qi culture story', 'Qi culture history', 'culture applet']"
22,429,"['Smart city', 'learning community place', 'English learning community', 'learning community', 'place English learner']"
23,454,"['activated urban space', 'spatial engagement', 'dormant urban space', 'urban environment', 'augmented reality']"
24,489,"['Playful interactive game', 'playful prosocial artifact', 'interactive game', 'social interaction', 'prosocial behavior']"
25,492,"['technology system', 'technology', 'blockchain', 'accessibility design', 'social network']"
26,506,"['participatory mixed reality', 'mixed reality space', 'mixed reality environment', 'interactive medium', 'mixed reality']"
27,533,"['community setting', 'community engagement', 'online forum', 'local community', 'smarter city']"
28,538,"['social medium content', 'social medium reaction', 'community detection algorithm', 'potential social medium', 'social medium post']"
29,554,"['city space', 'urban reality', 'ConnectiCity initiative', 'pervasive system', 'city']"
30,568,"['interactive city', 'Ambient medium', 'modern urban environment', 'environment', 'gastronomic experience']"
31,592,"['indian neighbourhood user', 'mobile internet', 'understanding internet', 'internet usage', 'cyber cafe']"
