No,DocId,key-phrases
1,102,"['urban landscape pattern', 'urban landscape configuration', 'urban landscape', 'landscape pattern analysis', 'general landscape preference']"
2,198,"['sustainable landscape design', 'sustainable landscape', 'Zhushan ecological park', 'ecological park', 'landscape reshaping']"
3,243,"['Tianjin rural ecotourism', 'Rural ecotourism planning', 'Rural ecotourism', 'ecotourism planning', 'ecotourism']"
4,248,"['Ecoland design', 'Sustainable Development approach', 'Zone Planning project', 'Ecoland design team', 'Planning project']"
5,298,"['rural landscape evolve', 'rural aesthetic space', 'rural ecological landscape', 'Rural landscape planning', 'feng shui landforms']"
6,301,"['urban road landscape', 'Dukang Road landscape', 'Road landscape design', 'Road landscape', 'city culture']"
7,323,"['Ecological garden landscape', 'garden design concept', 'ecological garden', 'Traditional garden design', 'garden design']"
8,330,"['marine coastal architecture', 'coastal architecture', 'marine architecture', 'marine coastal construction', 'coastal construction']"
9,337,"['urban space', 'city development', 'architectural style', 'commercial street', 'commercial area']"
10,342,"['Chinese rural design', 'rural design', 'city design', 'Urban design', 'rural construction']"
11,344,"['urban landscape design', 'landscape design', 'urban landscaping', 'garden landscape', 'botanical garden landscape']"
12,354,"['Cantonese Opera art', 'Cantonese opera culture', 'Cantonese opera', 'Lingnan intangible heritage', 'intangible cultural heritage']"
13,356,"['waterfront landscape design', 'waterfront landscape', 'landscape environment', 'natural landscape', 'human landscape']"
14,357,"['urban lighting condition', 'lighting master plan', 'lighting analyze', 'urban environment', 'lighting condition']"
15,358,"['landscape designing', 'landscape significance', 'landscape symbol', 'landscape perception', 'landscape perception research']"
16,359,"['rural landscape', 'ecological green landscape', 'urban beautification', 'green landscape', 'modern city environment']"
17,360,"['Ecological greenway planning', 'Ecological greenway', 'greenway planning', 'intensive urban building', 'cultural landscape']"
18,362,"['rural housing reconstruction', 'Land consolidation', 'Plain traditional settlement', 'housing reconstruction', 'new rural construction']"
19,364,"['environment sculpture', 'environmental sculpture', 'environmental sculpture information', 'cognitive psychology perspective', 'sculpture']"
20,394,"['urban public art', 'public art design', 'water diversion project', 'water diversion', 'water transfer project']"
21,401,"['urban planting landscape', 'planting landscape', 'urban planting', 'planting texture', 'delicate planting texture']"
22,404,"['river culture', 'landscape design element', 'urban green development', 'Urban park', 'urban culture']"
23,407,"['garden landscape design', 'modern garden landscape', 'garden landscape culture', 'modern garden', 'landscape culture']"
24,408,"['Chinese classic garden', 'contemporary garden design', 'distinctive garden', 'contemporary garden', 'Chinese garden']"
25,417,"['emotional design concept', 'emotional design', 'subway station wall', 'station wall design', 'decoration design']"
26,446,"['urban architectural style', 'Danzhou architectural style', 'architectural design style', 'architectural design', 'style recognition']"
27,448,"['coastal architectural structure', 'structural design', 'architectural engineering design', 'architectural structure design', 'architectural engineering']"
28,466,"['rural planning', 'Korean traditional culture', 'land management', 'Yanbian prefecture', 'comprehensive planning']"
29,486,"['Landscape design culture', 'tourism landscape design', 'Chinese modern landscape', 'tourism landscape', 'landscape design phenomenon']"
30,501,"['urban park landscape', 'urban landscape planning', 'red cultural themepark', 'park landscape', 'cultural themepark']"
31,508,"['Wind flow prediction', 'wind environment', 'Wind flow', 'urban building complex', 'urban building']"
32,516,"['sustainable urban environment', 'sustainable environment', 'human environment', 'landscape', 'environment']"
33,537,"['decorative environment', 'environmental decoration', 'environmental decoration development', 'Art decorative design', 'decorative design']"
34,540,"['landscape corridor design', 'composite landscape corridor', 'landscape corridor', 'Suburban composite landscape', 'composite landscape']"
35,549,"['building design', 'modern architecture design', 'commercial architectural design', 'modern architecture', 'architecture appearance design']"
36,550,"['Architecture appearance', 'Architectural appearance', 'Architectural appearance structure', 'diverse architectural style', 'building structure appearance']"
37,556,"['waterfront landscape planning', 'landscape planning', 'chuan county development', 'waterfront', 'sui chuan county']"
38,557,"['tourism urban construction', 'regional architectural culture', 'mountain tourism town', 'urban construction design', 'architectural culture']"
39,559,"['experience urban landscape', 'image design', 'image design conception', 'experience economy', 'experience economy era']"
40,564,"['Asian city building', 'city building history', 'urban architecture', 'city building', 'city formation']"
41,572,"['new tourism village', 'new tourism countryside', 'tourism village', 'tourism development', 'integrate tourism development']"
42,576,"['wangjiang avenue', 'public space environment', 'urban road', 'urban history', 'public space']"
43,577,"['city square design', 'square design', 'style line design', 'city square', 'line design concept']"
44,580,"['square design concept', 'new square design', 'city appearance', 'heritage city', 'urban culture root']"
45,588,"['Commercial center', 'commercial centre', 'Urban planning', 'Public center', 'centre']"
46,589,"['public art', 'overall city image', 'art design', 'city planning', 'city image']"
